intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8,s9
62114,0.2654,60625,62512,63953,60939,63725,60371,59212,64120,64095
59827,0.2654,58223,59447,61806,58481,60551,58126,57289,64127,64251
57844,0.2654,56291,57351,58201,56267,57606,56101,55298,59272,60492
55736,0.2654,54251,55468,56222,54210,55560,54235,53668,57208,57730
53660,0.2654,52251,53331,53990,51917,53144,52120,51619,55053,55767
51755,0.2654,50264,51389,52133,49925,51151,50136,49871,53143,53909
49887,0.2654,48521,49577,50344,47849,49286,48243,48181,51347,52266
48131,0.2654,46597,47754,48600,45935,47240,46595,46513,49561,50463
46295,0.2654,44760,46092,46763,43972,45252,44744,44636,47773,48666
44680,0.2654,43032,44207,45007,42084,43478,43127,43079,46014,46975
43007,0.2654,41411,42700,43545,40358,41747,41543,41409,44531,45566
41319,0.2654,39826,40997,41703,38509,40038,40015,39911,42828,43955
39715,0.2654,38219,39496,40258,36984,38338,38480,38521,41204,42330
38314,0.2654,36842,38043,38672,35306,36752,37125,37097,39884,40963
36967,0.2654,35463,36636,37397,33871,35380,35785,35888,38454,39516
35450,0.2654,34140,35258,35909,32383,33838,34439,34407,37097,38142
34143,0.2654,32701,33889,34622,30956,32537,33295,33227,35701,36748
32981,0.2654,31587,32599,33359,29752,31218,31968,31885,34481,35566
31735,0.2654,30344,31473,32121,28459,29967,30954,30947,33327,34373
30638,0.2654,29133,30187,30937,27225,28703,29728,29804,32232,33169
29632,0.2654,28269,29195,29931,26209,27645,28746,28790,31183,32052
28487,0.2654,27101,28071,28704,25012,26438,27737,27638,29957,30848
27379,0.2654,26104,26939,27666,23986,25389,26762,26615,29037,29804
26454,0.2654,25137,25877,26634,23006,24412,25835,25639,28085,28719
25477,0.2654,24239,24855,25534,22011,23442,24864,24784,27041,27625
24609,0.2654,23256,24058,24714,21082,22558,23946,23982,26168,26894
23740,0.2654,22346,23115,23667,20295,21599,23046,23158,25233,25763
22822,0.2654,21590,22170,22834,19446,20742,22419,22330,24397,24834
22083,0.4807,20749,21418,22035,18698,19937,21551,21645,23724,24098
21247,0.4905,20042,20641,21270,17952,19288,21038,20858,22951,23277
20479,0.5008,19230,19656,20368,17149,18457,20127,20092,22157,22447
19755,0.4572,18592,18935,19627,16432,17736,19431,19410,21470,21732
19075,0.4351,17863,18241,18918,15729,17057,18859,18780,20732,20922
18361,0.4492,17188,17534,18223,15153,16306,18124,18127,20036,20204
17791,0.3957,16685,16951,17624,14660,15831,17641,17545,19544,19713
17076,0.4381,15895,16256,16934,14019,15093,16971,16893,18781,18903
16594,0.3612,15381,15608,16257,13448,14548,16501,16377,18215,18399
15949,0.3969,14795,15113,15756,13021,14052,15850,15858,17703,17712
15730,0.2221,14583,14854,15483,12699,13747,15689,15708,17520,17603
14815,0.4207,13735,13985,14465,11909,12859,14815,14711,16490,16561
14316,0.4025,13209,13379,13997,11412,12348,14330,14323,16005,16092
13756,0.4416,12770,12991,13492,11025,11941,13863,13804,15417,15594
13234,0.472,12352,12485,12959,10640,11432,13367,13330,15104,15033
12847,0.4428,11916,11967,12509,10175,11004,12931,12967,14511,14562
12400,0.4556,11429,11574,12051,9806,10685,12520,12505,14057,14175
11982,0.4268,11080,11162,11603,9455,10263,12142,12188,13608,13770
11561,0.444,10624,10807,11190,9057,9925,11796,11792,13199,13276
11115,0.5083,10264,10408,10794,8691,9465,11321,11283,12724,12863
10825,0.4665,9997,10050,10422,8352,9106,10971,11069,12365,12492
10443,0.4611,9662,9736,10059,8089,8790,10661,10729,11966,12071
10178,0.4066,9261,9423,9666,7805,8486,10277,10386,11625,11798
9780,0.4817,8980,9089,9337,7509,8192,10016,10018,11233,11341
9448,0.501,8718,8792,9035,7260,7914,9688,9716,10948,11024
9153,0.5124,8447,8529,8709,6936,7686,9374,9410,10667,10723
8891,0.4762,8150,8270,8395,6688,7299,9064,9162,10302,10439
8503,0.5691,7848,7952,8074,6473,6985,8885,8925,9965,10144
8299,0.4988,7657,7723,7814,6239,6858,8538,8660,9735,9814
8025,0.5476,7430,7444,7594,6009,6596,8280,8401,9461,9524
7765,0.5595,7135,7205,7233,5747,6354,8047,8085,9164,9211
7517,0.5498,6948,7053,7025,5578,6112,7827,7941,8888,8973
7276,0.5866,6699,6766,6813,5425,5920,7555,7655,8665,8638
7054,0.5755,6519,6626,6585,5200,5715,7347,7453,8385,8502
6876,0.5767,6327,6441,6369,5051,5571,7150,7281,8209,8217
6643,0.5667,6097,6191,6135,4865,5305,6958,7145,7970,8011
6415,0.64,5941,6042,5925,4687,5146,6792,6906,7763,7714
6218,0.6125,5756,5845,5736,4547,4929,6565,6657,7531,7591
5942,0.7416,5545,5690,5552,4421,4824,6347,6503,7386,7316
5837,0.673,5433,5528,5350,4229,4660,6159,6334,7180,7113
5589,0.7955,5180,5346,5211,4096,4502,5964,6159,6941,6918
5450,0.7686,5069,5232,5027,3979,4363,5841,6064,6743,6750
5326,0.7487,4938,5033,4905,3851,4214,5669,5886,6577,6561
5153,0.759,4765,4868,4718,3754,4055,5493,5743,6363,6376
