intensity,uaa,s1,s2,s3,s4,s5,s6,s7,s8
1539,0.1264,1473,1164,1281,1209,1325,1322,1390,1376
1539,0,1507,1189,1263,1238,1316,1343,1390,1414
1533,0.3734,1535,1181,1307,1227,1339,1357,1394,1410
1573,0.0488,1524,1235,1286,1263,1330,1378,1433,1455
1577,0.397,1551,1237,1309,1298,1395,1386,1444,1468
1593,0.1378,1576,1227,1353,1308,1361,1390,1461,1524
1603,0.4256,1588,1294,1345,1340,1392,1416,1485,1524
1623,0.2846,1648,1269,1340,1316,1410,1436,1511,1535
1592,0.6316,1611,1283,1399,1320,1424,1425,1531,1542
1641,0.3291,1671,1298,1402,1329,1426,1459,1541,1575
1655,0.3644,1742,1330,1396,1343,1492,1468,1571,1601
1686,0.2124,1743,1336,1411,1375,1495,1466,1569,1637
1645,0.7958,1741,1357,1454,1399,1464,1531,1620,1583
1704,0.5862,1774,1416,1454,1385,1515,1521,1627,1670
1728,0.3352,1818,1420,1448,1401,1516,1544,1662,1714
1763,0.4835,1839,1440,1514,1416,1563,1558,1678,1710
1743,0.6532,1858,1474,1551,1407,1577,1573,1662,1756
1762,0.6613,1885,1502,1554,1499,1598,1581,1714,1765
1789,0.624,1981,1518,1584,1436,1577,1634,1765,1797
1814,0.6512,1959,1555,1573,1500,1640,1636,1770,1824
1821,0.6871,1961,1590,1593,1539,1631,1670,1789,1865
1879,0.5378,2041,1600,1607,1595,1679,1714,1828,1864
1863,0.7579,2025,1609,1624,1553,1684,1741,1786,1938
1882,0.8238,2058,1646,1693,1569,1693,1756,1858,1988
1953,0.6599,2105,1648,1714,1585,1712,1804,1911,1996
1947,0.7902,2207,1690,1728,1640,1791,1810,1916,1982
1985,0.8078,2211,1707,1740,1634,1730,1813,1998,2049
2015,0.7781,2229,1839,1770,1678,1757,1844,1980,2056
2053,0.6617,2235,1828,1780,1661,1795,1863,1983,2094
2087,0.7728,2301,1819,1823,1726,1830,1923,2087,2155
2126,1,2322,1823,1835,1744,1903,1903,2086,2184
2142,0.8128,2432,1872,1883,1730,1906,1967,2126,2225
2177,0.8266,2382,1957,1863,1756,1947,1968,2142,2285
2208,0.9281,2475,1935,1943,1811,1945,1999,2238,2302
2258,0.8162,2511,2028,1972,1828,1966,2011,2243,2348
2303,0.8643,2502,2040,2031,1867,2008,2073,2291,2373
2318,0.8621,2582,2077,2035,1901,2057,2123,2352,2426
2402,0.7727,2634,2114,2067,1935,2060,2120,2368,2479
2449,0.7549,2680,2196,2132,1988,2156,2192,2446,2559
2483,0.86,2697,2199,2135,1968,2137,2225,2430,2560
2490,0.9438,2714,2251,2164,2056,2172,2257,2467,2599
2588,0.7927,2829,2284,2232,2048,2224,2249,2525,2645
2615,0.8846,2783,2327,2249,2114,2255,2349,2554,2713
2723,0.7552,2904,2373,2260,2168,2307,2372,2611,2712
2753,0.8614,2946,2425,2313,2193,2337,2396,2626,2820
