intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
62114,0.2654,63311,62835,62021,64983,63243,59443,61848,58540,58525,62911
59827,0.2654,60601,60391,59665,64741,60538,57517,59386,56777,56566,60248
57844,0.2654,58507,58242,57585,60047,58384,55793,57322,55160,54728,58292
55736,0.2654,56729,56369,55928,58044,56631,54080,55486,53367,53127,56574
53660,0.2654,54923,54524,53955,55879,54647,52117,53590,51738,51141,54833
51755,0.2654,53000,52513,52134,53989,52809,50384,51682,49950,49343,52959
49887,0.2654,51420,50628,50431,52245,51070,48785,49816,48364,47591,51357
48131,0.2654,49621,48923,48784,50568,49295,47156,47963,46763,46068,49547
46295,0.2654,47947,47117,46929,48673,47614,45370,46346,45140,44467,47961
44680,0.2654,46564,45580,45337,46959,46027,43847,44713,43655,42984,46517
43007,0.2654,44972,44086,43929,45412,44431,42425,43199,42259,41522,44970
41319,0.2654,43540,42324,42354,43906,42919,40967,41605,40870,39968,43467
39715,0.2654,42020,40946,40891,42392,41373,39627,40095,39566,38778,42110
38314,0.2654,40695,39505,39472,40910,40209,38144,38777,38262,37517,40811
36967,0.2654,39465,38148,38283,39602,38880,36918,37441,36989,36213,39465
35450,0.2654,38110,36875,36975,38265,37482,35673,36129,35645,35011,38195
34143,0.2654,37088,35628,35714,37029,36353,34378,34874,34518,33841,36975
32981,0.2654,35919,34419,34637,35783,35109,33261,33808,33354,32766,35823
31735,0.2654,34739,33244,33450,34643,33932,32139,32679,32254,31640,34810
30638,0.2654,33645,32100,32429,33440,32911,31077,31570,31221,30701,33509
29632,0.2654,32637,31085,31378,32401,31862,30094,30673,30365,29733,32537
28487,0.2654,31553,29990,30321,31254,30945,29124,29439,29150,28705,31502
27379,0.2654,30504,28985,29390,30391,29821,28131,28515,28292,27721,30405
26454,0.2654,29663,28016,28516,29313,28980,27190,27638,27354,26861,29472
25477,0.2654,28570,27010,27404,28392,28107,26350,26751,26408,25952,28611
24609,0.2654,27696,26213,26545,27556,27173,25533,25848,25568,25277,27709
23740,0.2654,26874,25345,25686,26677,26364,24741,24950,24647,24343,26884
22822,0.2654,25979,24521,24857,25806,25547,23903,24245,23961,23579,26067
22083,0.4807,25174,23788,24156,25040,24851,23117,23549,23235,22956,25305
21247,0.4905,24412,23045,23504,24218,24120,22496,22806,22511,22274,24612
20479,0.5008,23489,22163,22635,23364,23237,21689,21999,21688,21555,23741
19755,0.4572,22819,21484,21888,22686,22606,20998,21220,21043,20987,23072
19075,0.4351,22154,20809,21183,21963,21906,20371,20597,20298,20259,22470
18361,0.4492,21326,20116,20487,21295,21227,19780,19899,19732,19681,21743
17791,0.3957,20859,19556,19954,20723,20690,19249,19410,19154,19205,21166
17076,0.4381,20116,18851,19286,19999,20027,18587,18747,18411,18587,20478
16594,0.3612,19581,18394,18763,19387,19421,18056,18151,17999,18056,20053
15949,0.3969,19020,17749,18131,18836,18887,17522,17591,17377,17500,19439
15730,0.2221,18813,17627,18049,18654,18622,17414,17472,17177,17457,19390
14815,0.4207,17882,16595,17100,17667,17693,16434,16485,16207,16449,18212
14316,0.4025,17242,16166,16527,17118,17109,15968,16026,15787,16023,17782
13756,0.4416,16717,15631,15933,16612,16712,15528,15494,15216,15541,17278
13234,0.472,16321,15207,15558,16127,16136,15117,15088,14804,15186,16776
12847,0.4428,15889,14725,15097,15700,15682,14658,14619,14312,14715,16350
12400,0.4556,15474,14345,14676,15171,15199,14216,14199,13936,14320,15896
11982,0.4268,14936,13952,14239,14768,14779,13914,13785,13472,13937,15478
11561,0.444,14563,13570,13836,14345,14301,13523,13394,13120,13480,15059
11115,0.5083,14132,13125,13348,13889,13872,13071,12907,12667,13159,14633
10825,0.4665,13868,12807,13025,13534,13507,12745,12662,12417,12743,14316
10443,0.4611,13450,12393,12633,13124,13157,12328,12280,12060,12410,13874
10178,0.4066,13155,12085,12281,12824,12832,12091,11935,11572,12142,13492
9780,0.4817,12750,11835,11988,12477,12387,11754,11587,11280,11739,13171
9448,0.501,12432,11517,11645,12052,12006,11443,11282,10948,11496,12798
9153,0.5124,12232,11077,11254,11711,11661,11147,10957,10723,11224,12456
8891,0.4762,11768,10908,11019,11441,11379,10873,10631,10409,10782,12155
8503,0.5691,11497,10572,10697,11159,11069,10589,10374,10127,10590,11855
8299,0.4988,11255,10303,10410,10846,10727,10277,10078,9774,10273,11552
8025,0.5476,11039,10093,10126,10552,10498,9985,9848,9569,9975,11216
7765,0.5595,10666,9794,9882,10258,10158,9738,9522,9310,9751,10967
7517,0.5498,10478,9587,9616,9988,9974,9408,9320,9032,9500,10687
7276,0.5866,10084,9252,9372,9740,9664,9242,9033,8842,9213,10419
7054,0.5755,9876,8988,9022,9423,9375,8936,8774,8554,9027,10119
6876,0.5767,9628,8821,8861,9225,9226,8751,8561,8441,8814,9925
6643,0.5667,9431,8631,8654,9003,8932,8447,8368,8108,8559,9700
6415,0.64,9177,8351,8405,8699,8624,8216,8064,7915,8299,9349
6218,0.6125,8947,8132,8153,8529,8463,8046,7932,7690,8097,9148
5942,0.7416,8731,7968,7987,8279,8225,7851,7618,7492,7947,8913
5837,0.673,8506,7735,7819,8086,8052,7622,7477,7346,7671,8682
5589,0.7955,8243,7569,7624,7870,7746,7380,7273,7141,7477,8532
5450,0.7686,8072,7335,7347,7601,7636,7221,7088,6970,7307,8319
5326,0.7487,7877,7184,7151,7492,7428,7016,6926,6804,7085,8007
5153,0.759,7661,7042,6935,7285,7241,6785,6711,6599,6998,7903
4956,0.8547,7502,6874,6830,7089,6989,6701,6587,6452,6759,7703
4828,0.8183,7327,6687,6687,6922,6871,6451,6424,6294,6591,7456
4670,0.9132,7140,6535,6453,6746,6695,6350,6235,6111,6463,7373
4578,0.8548,6949,6393,6333,6565,6526,6182,6087,5950,6276,7141
4433,0.8623,6817,6251,6171,6418,6366,6016,5964,5831,6156,6982
4308,0.9162,6629,6051,5990,6250,6239,5897,5795,5719,6024,6768
4209,0.8745,6495,5951,5899,6082,6051,5708,5651,5649,5913,6644
4072,0.9805,6314,5761,5754,5978,5882,5568,5558,5403,5763,6479
4021,0.8305,6207,5603,5631,5833,5812,5412,5398,5313,5602,6341
3873,1,5997,5481,5461,5665,5624,5320,5286,5227,5447,6173
3768,0.9212,5868,5438,5357,5573,5520,5181,5175,5088,5335,6005
3687,0.9307,5803,5256,5180,5423,5399,5040,5045,4988,5201,5930
3623,0.8828,5642,5160,5064,5304,5331,4996,4960,4894,5137,5757
3534,0.9255,5504,5028,4925,5198,5168,4842,4818,4766,5012,5631
3460,0.9227,5425,4931,4855,5005,4996,4716,4712,4623,4886,5542
3414,0.7851,5328,4802,4758,4951,4915,4616,4626,4563,4794,5377
3288,0.9254,5208,4709,4638,4828,4838,4478,4559,4440,4702,5249
3273,0.8114,5115,4614,4541,4782,4764,4468,4451,4402,4627,5179
3167,0.8832,4991,4560,4395,4605,4591,4323,4301,4307,4478,5057
3120,0.8411,4869,4374,4338,4500,4565,4247,4205,4190,4403,4899
3069,0.7581,4807,4318,4258,4440,4450,4115,4209,4102,4332,4860
2957,0.9017,4687,4174,4112,4337,4293,4030,4072,3997,4216,4675
2940,0.8044,4551,4109,4005,4311,4291,3954,3999,3924,4086,4586
2883,0.7865,4570,4019,3896,4145,4103,3818,3869,3853,4034,4523
2805,0.7958,4431,3951,3836,4115,4067,3816,3861,3767,3946,4381
2825,0.6717,4368,3863,3789,4000,3975,3746,3783,3695,3896,4328
2738,0.728,4345,3816,3648,3915,3897,3634,3678,3618,3818,4219
2696,0.7529,4191,3719,3555,3814,3826,3568,3627,3487,3686,4125
2648,0.6415,4111,3606,3492,3703,3763,3468,3549,3455,3631,4007
2614,0.6685,4021,3493,3427,3674,3663,3440,3470,3398,3572,3902
2555,0.6626,3967,3445,3337,3618,3594,3285,3371,3306,3447,3847
2533,0.6007,3869,3374,3295,3537,3479,3249,3346,3279,3418,3765
2491,0.5804,3843,3316,3189,3504,3481,3180,3226,3163,3362,3686
2474,0.5792,3782,3251,3135,3381,3374,3144,3204,3100,3291,3580
2413,0.5169,3699,3198,3051,3305,3321,3107,3140,3040,3247,3546
2411,0.3694,3636,3136,3028,3242,3272,3031,3094,3007,3164,3424
2364,0.4867,3560,3029,3017,3158,3175,2983,3004,2988,3091,3406
2301,0.5049,3520,2976,2918,3117,3097,2941,2952,2856,3052,3326
2294,0.4926,3409,2980,2868,3084,3066,2888,2939,2840,3003,3268
2308,0.28,3394,2879,2785,3028,2996,2846,2890,2756,2923,3213
