intensity,uaa,s1,s2,s3,s4,s5,s6,s7,s8
1539,0.1264,1648,1558,1470,1490,1461,1503,1572,1594
1539,0,1601,1594,1481,1493,1474,1499,1543,1571
1533,0.3734,1633,1564,1481,1534,1493,1517,1555,1589
1573,0.0488,1652,1560,1517,1509,1478,1527,1646,1621
1577,0.397,1636,1624,1519,1531,1545,1555,1590,1605
1593,0.1378,1670,1616,1525,1538,1532,1539,1653,1617
1603,0.4256,1713,1685,1535,1531,1548,1563,1606,1653
1623,0.2846,1651,1623,1543,1585,1521,1560,1698,1644
1592,0.6316,1716,1677,1581,1569,1575,1580,1675,1700
1641,0.3291,1705,1658,1557,1597,1573,1594,1655,1723
1655,0.3644,1731,1667,1593,1594,1556,1618,1704,1709
1686,0.2124,1758,1685,1592,1640,1594,1643,1740,1729
1645,0.7958,1761,1733,1618,1638,1641,1637,1731,1755
1704,0.5862,1775,1737,1617,1659,1635,1627,1776,1785
1728,0.3352,1796,1769,1654,1650,1622,1659,1787,1783
1763,0.4835,1824,1783,1681,1691,1671,1703,1807,1829
1743,0.6532,1851,1801,1691,1701,1659,1732,1797,1856
1762,0.6613,1846,1797,1706,1716,1718,1743,1827,1868
1789,0.624,1852,1810,1715,1732,1780,1743,1843,1875
1814,0.6512,1938,1855,1732,1774,1735,1752,1901,1918
1821,0.6871,1896,1873,1763,1809,1770,1783,1883,1983
1879,0.5378,1976,1865,1783,1770,1780,1844,1944,1980
1863,0.7579,2005,1906,1788,1803,1803,1817,1962,2009
1882,0.8238,1997,1921,1835,1840,1817,1829,1977,2023
1953,0.6599,2017,1900,1808,1829,1832,1891,1999,2069
1947,0.7902,2075,1974,1813,1882,1854,1935,2029,2033
1985,0.8078,2077,2018,1831,1931,1917,1942,2080,2085
2015,0.7781,2053,1998,1893,1880,1882,1999,2063,2104
2053,0.6617,2132,2061,1876,1954,1935,1970,2075,2134
2087,0.7728,2144,2103,1901,2007,1993,1993,2160,2186
2126,1,2190,2100,1911,2008,1968,2020,2114,2189
2142,0.8128,2192,2096,1941,2040,2012,2083,2158,2239
2177,0.8266,2246,2210,1971,2071,2046,2067,2170,2281
2208,0.9281,2298,2170,1991,2103,2060,2088,2167,2281
2258,0.8162,2316,2212,2040,2109,2121,2156,2248,2336
2303,0.8643,2316,2226,2040,2110,2147,2164,2251,2350
2318,0.8621,2394,2288,2066,2187,2184,2220,2323,2402
2402,0.7727,2426,2293,2092,2227,2162,2263,2334,2384
2449,0.7549,2485,2391,2148,2294,2284,2331,2412,2543
2483,0.86,2477,2339,2152,2259,2225,2314,2386,2523
2490,0.9438,2528,2428,2174,2286,2276,2337,2389,2572
2588,0.7927,2577,2451,2210,2317,2321,2435,2435,2564
2615,0.8846,2621,2504,2222,2354,2396,2421,2511,2656
2723,0.7552,2640,2509,2245,2372,2408,2502,2528,2690
2753,0.8614,2693,2554,2295,2465,2432,2521,2593,2729
2849,0.5966,2725,2605,2364,2528,2500,2585,2626,2824
2838,0.8254,2842,2670,2364,2555,2561,2606,2682,2858
2956,0.7628,2865,2667,2410,2569,2597,2656,2699,2890
3022,0.7949,2923,2736,2459,2598,2616,2692,2783,2959
3175,0.462,2954,2810,2503,2660,2674,2754,2787,3020
3217,0.5248,3053,2859,2498,2713,2766,2863,2848,3077
3255,0.6998,3097,2891,2579,2745,2785,2852,2925,3129
3364,0.6269,3123,2938,2618,2780,2859,2940,2955,3168
3443,0.6696,3225,3007,2664,2878,2858,3012,2993,3222
3483,0.7154,3285,3057,2722,2913,2976,3082,3100,3329
3592,0.6626,3326,3122,2772,2991,2999,3113,3117,3363
3728,0.4952,3400,3182,2801,3036,3097,3170,3178,3414
3823,0.5717,3465,3287,2850,3107,3123,3206,3263,3507
3950,0.4977,3539,3318,2929,3173,3227,3290,3371,3585
4055,0.4356,3633,3422,2941,3217,3264,3328,3410,3684
4176,0.4493,3668,3442,3020,3259,3320,3478,3525,3757
4263,0.4547,3733,3507,3078,3384,3372,3525,3542,3794
4407,0.4525,3849,3583,3188,3413,3491,3574,3667,3904
4523,0.3742,3966,3732,3258,3488,3590,3670,3728,3975
4618,0.4865,4005,3717,3260,3590,3662,3756,3758,4039
4745,0.4143,4058,3847,3383,3633,3747,3790,3909,4204
4914,0.3817,4172,3888,3388,3724,3832,3907,3968,4234
5122,0.2698,4216,3967,3486,3813,3927,4020,4061,4325
5185,0.4303,4359,4088,3596,3842,3993,4131,4160,4423
5390,0.3291,4391,4181,3626,3931,4099,4226,4255,4547
5511,0.3948,4521,4274,3751,4057,4220,4269,4387,4608
5660,0.3799,4570,4380,3850,4125,4332,4416,4437,4726
5822,0.4073,4700,4396,3891,4245,4382,4487,4543,4850
6031,0.3232,4779,4512,4027,4361,4534,4553,4706,4967
6189,0.407,4872,4648,4131,4475,4612,4711,4836,5049
6380,0.3867,4970,4783,4191,4532,4755,4798,4923,5211
6621,0.2974,5141,4926,4339,4705,4878,4912,5062,5344
6846,0.3023,5197,4989,4397,4782,4994,5104,5181,5463
7008,0.3449,5351,5116,4568,4912,5146,5116,5343,5667
7234,0.3806,5487,5251,4664,5056,5216,5334,5452,5724
7471,0.3215,5608,5319,4754,5215,5415,5462,5621,5927
7703,0.3909,5772,5537,4869,5267,5565,5561,5755,6045
7892,0.3943,5901,5648,4990,5415,5672,5741,5942,6293
8240,0.3127,6112,5819,5184,5668,5853,5922,6085,6433
8490,0.3336,6264,5952,5305,5804,5965,6078,6271,6671
8732,0.3977,6349,6105,5427,5939,6142,6222,6465,6781
8979,0.4533,6542,6244,5548,6133,6346,6406,6597,6977
9333,0.3647,6741,6377,5744,6293,6522,6560,6790,7249
9705,0.3376,6971,6587,5975,6550,6701,6798,7011,7535
10047,0.3339,7175,6821,6166,6703,6923,7027,7306,7725
10365,0.3656,7302,6965,6288,6875,7066,7146,7462,7892
10723,0.3745,7525,7148,6518,7096,7244,7430,7735,8132
11145,0.0715,7747,7349,6712,7334,7511,7590,7971,8416
11457,0.0715,7937,7535,6913,7514,7730,7792,8184,8622
11754,0.0715,8071,7755,7038,7772,7884,8007,8489,8900
12188,0.0715,8451,7936,7280,8006,8134,8210,8744,9222
12552,0.0715,8572,8222,7489,8243,8396,8505,8932,9488
13019,0.0715,8836,8497,7826,8522,8738,8797,9380,9845
13557,0.0715,9103,8671,7973,8846,8989,9064,9642,10241
13916,0.0715,9326,8879,8159,8934,9140,9291,9880,10444
14376,0.0715,9588,9113,8472,9235,9435,9591,10170,10753
14859,0.0715,9871,9389,8628,9543,9727,9843,10549,11163
15360,0.0715,10082,9717,8940,9807,10036,10203,10850,11514
