intensity,uaa,s1,s2,s3,s4,s5,s6,s7,s8,s9
1539,0.1264,1577,1506,1414,1340,1391,1373,1476,1484,1352
1539,0,1626,1517,1431,1312,1425,1421,1501,1517,1339
1533,0.3734,1670,1530,1456,1374,1448,1413,1473,1499,1349
1573,0.0488,1692,1553,1475,1370,1441,1433,1539,1544,1393
1577,0.397,1710,1541,1508,1369,1442,1398,1499,1567,1354
1593,0.1378,1717,1567,1501,1371,1442,1473,1534,1540,1420
1603,0.4256,1784,1583,1540,1406,1498,1475,1587,1596,1450
1623,0.2846,1781,1639,1575,1456,1469,1503,1536,1606,1452
1592,0.6316,1787,1610,1556,1390,1472,1498,1571,1623,1447
1641,0.3291,1796,1663,1606,1433,1493,1530,1616,1636,1477
1655,0.3644,1842,1670,1661,1436,1462,1537,1602,1646,1530
1686,0.2124,1887,1696,1671,1461,1516,1481,1614,1663,1557
1645,0.7958,1887,1666,1694,1502,1519,1543,1641,1715,1552
1704,0.5862,1945,1735,1715,1538,1509,1568,1658,1721,1570
1728,0.3352,1968,1760,1764,1550,1564,1558,1653,1733,1571
1763,0.4835,2000,1779,1762,1515,1562,1570,1680,1768,1590
1743,0.6532,1990,1840,1824,1600,1586,1536,1653,1797,1571
1762,0.6613,2057,1826,1864,1585,1594,1633,1647,1852,1603
1789,0.624,2093,1904,1913,1628,1604,1570,1702,1830,1658
1814,0.6512,2090,1915,1938,1632,1603,1624,1741,1848,1684
1821,0.6871,2140,1926,1959,1732,1626,1663,1727,1919,1714
1879,0.5378,2178,1972,1994,1709,1623,1649,1739,1956,1739
1863,0.7579,2247,2002,2028,1781,1652,1628,1785,1953,1762
1882,0.8238,2243,2069,2110,1746,1676,1645,1801,2025,1766
1953,0.6599,2306,2105,2139,1780,1693,1681,1813,2001,1767
1947,0.7902,2334,2129,2184,1788,1725,1676,1801,2075,1819
1985,0.8078,2354,2172,2213,1909,1710,1702,1860,2043,1833
2015,0.7781,2419,2180,2291,1908,1743,1747,1860,2083,1835
2053,0.6617,2440,2249,2310,1973,1773,1718,1849,2117,1874
2087,0.7728,2505,2288,2391,2006,1818,1744,1941,2163,1901
2126,1,2510,2327,2468,2022,1851,1777,1943,2207,1909
2142,0.8128,2579,2379,2437,2081,1874,1777,1914,2201,1998
2177,0.8266,2613,2419,2535,2090,1870,1727,1935,2269,1983
2208,0.9281,2695,2484,2582,2140,1931,1808,1989,2266,2016
2258,0.8162,2736,2534,2606,2218,1954,1839,1994,2334,2069
2303,0.8643,2736,2618,2692,2247,2056,1848,2088,2365,2055
2318,0.8621,2807,2643,2757,2251,2045,1883,2030,2387,2134
2402,0.7727,2892,2714,2824,2342,2109,1886,2075,2452,2145
2449,0.7549,2989,2801,2940,2442,2194,1937,2106,2493,2226
2483,0.86,3016,2849,2961,2475,2237,1947,2136,2549,2241
2490,0.9438,3025,2916,2973,2524,2257,1976,2165,2550,2291
