intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
62114,0.2654,63804,61705,63866,60045,61938,59324,61850,62440,61858,63667
59827,0.2654,61043,58861,62246,58038,58921,56950,59049,58895,59261,60962
57844,0.2654,57645,56614,57844,56102,56736,54793,56802,56421,57133,57621
55736,0.2654,55506,54693,56020,54479,54770,52668,54817,54315,55354,55610
53660,0.2654,53212,52595,53868,52572,52716,50437,52673,52004,53262,53597
51755,0.2654,51207,50659,51841,50732,50668,48467,50606,49785,51262,51549
49887,0.2654,49198,48590,49929,49091,48861,46439,48764,47660,49736,49597
48131,0.2654,47259,46662,48026,47486,47002,44503,46994,45803,47879,47606
46295,0.2654,45325,44711,46144,45705,45104,42751,45030,43774,46216,45771
44680,0.2654,43446,42935,44471,44267,43404,40898,43417,41873,44669,44019
43007,0.2654,41893,41261,42720,42840,41810,39330,41801,40206,43061,42443
41319,0.2654,40062,39554,40926,41267,40209,37581,40171,38457,41572,40757
39715,0.2654,38416,37946,39456,39910,38522,36093,38663,36849,40007,39058
38314,0.2654,36798,36415,37893,38458,37249,34700,37257,35231,38719,37536
36967,0.2654,35456,34950,36448,37465,35955,33270,36014,33833,37510,36191
35450,0.2654,33951,33481,34998,35985,34512,31887,34614,32505,36147,34772
34143,0.2654,32647,32222,33487,34930,33170,30666,33257,31128,34822,33425
32981,0.2654,31415,30897,32312,33679,32074,29612,32265,29984,33717,32208
31735,0.2654,30203,29804,30969,32773,30971,28412,31121,28759,32693,30861
30638,0.2654,29067,28629,29709,31614,29904,27432,29992,27773,31514,29767
29632,0.2654,28115,27552,28704,30706,28769,26467,29009,26796,30593,28727
28487,0.2654,27034,26436,27410,29607,27776,25447,28033,25640,29479,27557
27379,0.2654,25968,25379,26399,28669,26745,24511,27086,24813,28501,26517
26454,0.2654,25171,24388,25370,27767,25882,23629,26189,24025,27600,25496
25477,0.2654,24109,23541,24453,26852,25023,22728,25338,23112,26731,24512
24609,0.2654,23287,22541,23424,25920,24088,21923,24477,22351,25741,23543
23740,0.2654,22389,21776,22566,25109,23351,21150,23684,21637,25028,22710
22822,0.2654,21653,20972,21755,24295,22515,20394,22900,20822,24203,21920
22083,0.4807,20925,20285,20871,23609,21777,19743,22288,20209,23343,21082
21247,0.4905,20242,19543,20097,22888,21158,19152,21642,19598,22799,20346
20479,0.5008,19406,18759,19277,22016,20319,18359,20835,18961,21981,19521
19755,0.4572,18694,18018,18683,21327,19693,17678,20137,18296,21275,18781
19075,0.4351,18034,17405,17970,20644,19084,17147,19424,17720,20625,18100
18361,0.4492,17422,16765,17310,20017,18372,16456,18838,17160,19928,17449
17791,0.3957,16944,16275,16765,19545,17923,16087,18334,16736,19483,16979
17076,0.4381,16263,15634,16121,18860,17325,15429,17733,16158,18644,16258
16594,0.3612,15707,15117,15681,18340,16885,15054,17201,15776,18206,15825
15949,0.3969,15080,14646,15146,17770,16280,14471,16614,15295,17644,15173
15730,0.2221,14933,14418,14960,17569,16169,14416,16442,15209,17321,14977
14815,0.4207,14127,13535,14025,16633,15328,13587,15553,14365,16499,14142
14316,0.4025,13629,13161,13575,16121,14818,13215,15085,14005,15938,13733
13756,0.4416,13080,12732,13145,15614,14392,12729,14597,13632,15382,13187
13234,0.472,12635,12300,12755,15204,13952,12273,14063,13184,14986,12837
12847,0.4428,12180,11859,12253,14707,13547,11936,13677,12837,14534,12301
12400,0.4556,11843,11393,11905,14266,13166,11596,13245,12587,14093,11989
11982,0.4268,11422,11003,11581,13860,12778,11181,12845,12178,13579,11610
11561,0.444,10963,10713,11263,13371,12408,10920,12493,11852,13110,11257
11115,0.5083,10695,10362,10841,13005,12012,10563,12091,11509,12661,10783
10825,0.4665,10361,9998,10531,12616,11783,10213,11791,11202,12303,10438
10443,0.4611,10001,9724,10278,12258,11430,9989,11354,10873,11905,10092
10178,0.4066,9656,9360,9889,11915,11126,9717,11085,10634,11609,9868
9780,0.4817,9345,9103,9690,11573,10840,9376,10778,10309,11177,9516
9448,0.501,9145,8805,9296,11200,10500,9143,10448,10027,10799,9203
9153,0.5124,8753,8568,9098,10829,10266,8844,10238,9767,10538,8945
8891,0.4762,8496,8257,8795,10554,9957,8658,9895,9527,10133,8572
8503,0.5691,8279,8014,8514,10217,9663,8347,9610,9245,9838,8403
8299,0.4988,8055,7740,8252,9909,9449,8192,9434,8997,9495,8075
8025,0.5476,7797,7497,8029,9652,9169,7895,9107,8771,9213,7852
7765,0.5595,7573,7245,7768,9382,8930,7721,8910,8600,8946,7637
7517,0.5498,7242,7019,7566,9091,8676,7511,8660,8277,8655,7332
7276,0.5866,7145,6862,7352,8784,8476,7297,8487,8092,8398,7201
7054,0.5755,6930,6591,7087,8556,8248,7122,8241,7866,8083,6875
6876,0.5767,6703,6447,6962,8357,8064,6948,8018,7692,7899,6779
6643,0.5667,6486,6222,6730,8111,7799,6812,7854,7446,7616,6553
6415,0.64,6283,6030,6549,7848,7591,6534,7653,7212,7376,6349
6218,0.6125,6181,5787,6393,7607,7361,6394,7383,7054,7141,6114
5942,0.7416,5951,5677,6183,7375,7160,6187,7228,6848,6924,6023
5837,0.673,5763,5523,6049,7177,6999,6074,7038,6642,6675,5806
5589,0.7955,5635,5300,5814,6998,6784,5915,6917,6514,6518,5649
5450,0.7686,5473,5197,5700,6809,6569,5756,6719,6355,6330,5484
5326,0.7487,5334,5043,5527,6605,6391,5611,6549,6158,6094,5310
5153,0.759,5189,4894,5421,6366,6296,5465,6362,5932,5918,5178
4956,0.8547,5002,4840,5192,6214,6026,5337,6259,5779,5724,5037
4828,0.8183,4876,4608,5145,6072,5933,5187,6050,5707,5585,4925
4670,0.9132,4784,4552,4997,5868,5771,5010,5932,5482,5380,4764
4578,0.8548,4593,4360,4826,5649,5624,4842,5791,5385,5219,4608
4433,0.8623,4461,4256,4739,5550,5479,4709,5637,5205,5121,4507
4308,0.9162,4329,4122,4610,5363,5359,4668,5525,5088,4977,4389
4209,0.8745,4243,4067,4494,5285,5166,4467,5344,4929,4813,4268
4072,0.9805,4153,3928,4381,5102,5087,4344,5299,4830,4651,4195
4021,0.8305,4001,3778,4254,4969,4913,4257,5073,4651,4482,4053
3873,1,3933,3730,4232,4841,4767,4137,4980,4590,4376,3961
3768,0.9212,3810,3647,4056,4701,4707,4067,4873,4383,4278,3838
3687,0.9307,3720,3581,3924,4606,4528,3999,4786,4287,4167,3699
3623,0.8828,3633,3424,3882,4485,4448,3899,4627,4134,4009,3626
3534,0.9255,3509,3313,3775,4349,4342,3787,4516,4119,3935,3544
3460,0.9227,3428,3295,3699,4249,4241,3625,4433,3949,3787,3454
3414,0.7851,3369,3202,3620,4087,4103,3640,4357,3832,3702,3333
3288,0.9254,3300,3139,3533,4053,4016,3535,4211,3750,3610,3262
3273,0.8114,3236,3049,3482,3954,3916,3497,4098,3683,3528,3183
3167,0.8832,3148,2986,3335,3844,3774,3388,4052,3525,3406,3081
3120,0.8411,3045,2922,3299,3774,3761,3286,3958,3464,3332,3031
3069,0.7581,2965,2857,3245,3674,3640,3249,3856,3420,3265,3004
2957,0.9017,2914,2782,3168,3564,3596,3184,3797,3256,3129,2855
2940,0.8044,2818,2755,3050,3506,3484,3101,3672,3202,3061,2802
2883,0.7865,2750,2667,3005,3436,3397,3053,3599,3100,2965,2730
2805,0.7958,2676,2619,2970,3341,3331,2967,3536,3042,2904,2678
2825,0.6717,2673,2554,2878,3276,3230,2932,3420,2985,2791,2644
2738,0.728,2575,2497,2859,3255,3168,2874,3372,2878,2751,2564
2696,0.7529,2506,2419,2745,3160,3077,2797,3297,2781,2670,2469
2648,0.6415,2455,2403,2701,3053,3004,2755,3206,2737,2592,2437
2614,0.6685,2373,2332,2654,3031,2891,2711,3111,2656,2528,2415
2555,0.6626,2326,2311,2554,2927,2871,2644,3076,2621,2465,2324
2533,0.6007,2319,2267,2521,2887,2755,2603,3026,2516,2424,2261
2491,0.5804,2216,2183,2487,2827,2731,2528,2899,2470,2305,2264
2474,0.5792,2192,2162,2387,2764,2672,2496,2879,2401,2303,2183
2413,0.5169,2181,2136,2396,2725,2605,2438,2822,2363,2263,2162
2411,0.3694,2136,2094,2313,2664,2567,2407,2754,2300,2200,2109
2364,0.4867,2069,2033,2280,2607,2531,2369,2672,2245,2120,2072
2301,0.5049,2073,1986,2207,2490,2424,2317,2642,2196,2114,2025
2294,0.4926,1992,1962,2193,2485,2397,2274,2598,2144,2065,2011
2308,0.28,1954,1921,2133,2450,2319,2235,2504,2100,1945,1929
2215,0.388,1912,1854,2097,2377,2270,2195,2437,2063,1973,1927
2208,0.441,1848,1806,2044,2334,2248,2165,2411,1955,1950,1870
2175,0.3791,1841,1869,2022,2258,2242,2085,2349,1949,1876,1841
2169,0.2113,1840,1784,1981,2221,2139,2058,2316,1918,1844,1817
2135,0.3015,1808,1740,1933,2198,2118,2039,2215,1892,1809,1766
2113,0.2331,1777,1716,1890,2153,2044,1983,2193,1817,1783,1761
2083,0.2736,1755,1692,1862,2095,2026,1923,2272,1826,1712,1663
2064,0.1927,1670,1617,1800,2068,2001,1934,2156,1748,1702,1672
2046,0.1583,1754,1649,1757,2055,1971,1887,2099,1747,1705,1650
2013,0.1066,1657,1600,1754,1981,1908,1837,2020,1703,1638,1642
2006,0.0988,1620,1590,1707,1937,1889,1812,2023,1627,1628,1580
1932,0.1476,1633,1523,1711,1914,1824,1749,1974,1621,1587,1562
1964,0.0139,1580,1506,1646,1868,1788,1755,1929,1592,1540,1525
1922,0.0533,1551,1491,1608,1777,1766,1685,1914,1579,1501,1509
1924,0,1546,1463,1584,1777,1675,1693,1862,1543,1523,1467
1864,0.1556,1504,1402,1563,1757,1676,1650,1797,1503,1477,1457
60084,0.1023,,,,,,,,,,
57757,0.0788,,,,,,,,,,
55771,0.0437,,,,,,,,,,
53691,0.0235,,,,,,,,,,
51637,0.0113,,,,,,,,,,
49609,0.0067,,,,,,,,,,
47660,0.0032,,,,,,,,,,
45848,0,,,,,,,,,,
43911,0.0105,,,,,,,,,,
42163,0.0142,,,,,,,,,,
40600,0.012,,,,,,,,,,
38929,0.0259,,,,,,,,,,
37254,0.0442,,,,,,,,,,
35812,0.0521,,,,,,,,,,
34367,0.0627,,,,,,,,,,
