intensity,uaa,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
1539,0.1264,1838,1482,1537,1263,1252,1176,1349,1487,1376,1457
1539,0,1848,1499,1530,1292,1289,1209,1310,1498,1378,1458
1533,0.3734,1894,1518,1570,1300,1260,1206,1348,1521,1411,1460
1573,0.0488,1869,1518,1575,1304,1306,1186,1382,1557,1434,1470
1577,0.397,1871,1546,1593,1353,1305,1238,1382,1573,1467,1540
1593,0.1378,1915,1534,1611,1312,1298,1216,1428,1575,1445,1528
1603,0.4256,1887,1566,1606,1358,1329,1251,1404,1598,1470,1509
1623,0.2846,1920,1542,1645,1393,1366,1202,1419,1584,1490,1552
1592,0.6316,1936,1585,1672,1392,1334,1249,1414,1642,1537,1580
1641,0.3291,1984,1623,1689,1396,1362,1248,1458,1629,1511,1588
1655,0.3644,1966,1626,1688,1372,1359,1260,1506,1673,1557,1572
1686,0.2124,1983,1633,1709,1392,1380,1240,1492,1682,1569,1648
1645,0.7958,2010,1632,1730,1431,1419,1284,1519,1739,1592,1620
1704,0.5862,1957,1714,1748,1453,1414,1250,1530,1726,1614,1619
1728,0.3352,2061,1646,1783,1444,1408,1277,1565,1768,1647,1675
1763,0.4835,2069,1696,1829,1448,1471,1313,1586,1795,1613,1690
1743,0.6532,2106,1712,1799,1513,1493,1231,1608,1808,1675,1740
1762,0.6613,2077,1779,1821,1500,1491,1313,1634,1849,1662,1750
1789,0.624,2087,1736,1873,1540,1478,1341,1619,1875,1720,1762
1814,0.6512,2120,1766,1936,1554,1534,1335,1648,1903,1783,1787
1821,0.6871,2135,1809,1912,1568,1518,1377,1679,1926,1802,1815
1879,0.5378,2147,1820,1957,1561,1554,1325,1724,1934,1777,1822
1863,0.7579,2201,1871,1979,1621,1551,1388,1687,1977,1835,1849
1882,0.8238,2186,1908,1983,1628,1588,1414,1733,2012,1868,1889
1953,0.6599,2239,1909,2015,1655,1595,1408,1806,2060,1872,1915
1947,0.7902,2249,1968,2048,1670,1655,1405,1814,2109,1920,1931
1985,0.8078,2228,2015,2065,1669,1676,1441,1839,2150,1949,1961
2015,0.7781,2304,1951,2111,1737,1713,1456,1855,2184,1981,1987
2053,0.6617,2330,2039,2134,1766,1726,1439,1851,2220,2067,2060
2087,0.7728,2346,2080,2167,1750,1706,1527,1929,2189,2041,2035
2126,1,2341,2063,2176,1805,1720,1531,1943,2258,2033,2081
2142,0.8128,2333,2096,2262,1794,1795,1554,1968,2325,2086,2121
2177,0.8266,2421,2156,2234,1814,1830,1575,2004,2349,2110,2143
2208,0.9281,2415,2186,2312,1835,1816,1569,2028,2382,2168,2157
2258,0.8162,2466,2200,2349,1893,1871,1614,2052,2442,2208,2193
2303,0.8643,2536,2231,2332,1895,1933,1638,2128,2456,2252,2217
2318,0.8621,2555,2248,2403,1932,1952,1667,2116,2498,2314,2280
2402,0.7727,2610,2340,2479,1968,2001,1721,2210,2570,2345,2330
2449,0.7549,2671,2337,2510,1997,2034,1777,2249,2652,2434,2415
2483,0.86,2663,2319,2527,2020,2041,1733,2298,2649,2452,2409
2490,0.9438,2724,2404,2604,2049,2115,1779,2316,2734,2469,2407
2588,0.7927,2764,2444,2606,2088,2132,1819,2313,2719,2479,2487
2615,0.8846,2845,2425,2667,2056,2162,1803,2356,2825,2604,2475
2723,0.7552,2873,2470,2690,2131,2197,1861,2433,2867,2604,2546
2753,0.8614,2956,2567,2784,2118,2210,1919,2482,2902,2647,2615
2849,0.5966,3001,2583,2872,2159,2309,1994,2536,2987,2701,2623
2838,0.8254,3063,2582,2868,2197,2351,2014,2565,2997,2754,2700
2956,0.7628,3113,2651,2958,2229,2398,2033,2648,3109,2857,2710
3022,0.7949,3230,2740,2985,2241,2425,2060,2684,3142,2868,2765
3175,0.462,3307,2754,3131,2340,2512,2138,2729,3268,2989,2840
3217,0.5248,3414,2839,3168,2346,2535,2164,2792,3314,3004,2882
3255,0.6998,3468,2894,3262,2402,2604,2231,2889,3342,3076,2956
3364,0.6269,3515,2889,3353,2446,2653,2241,2908,3458,3099,3033
3443,0.6696,3626,2984,3446,2505,2665,2312,2952,3490,3217,3106
3483,0.7154,3711,3037,3540,2609,2759,2345,3090,3571,3278,3170
3592,0.6626,3823,3126,3619,2641,2836,2369,3124,3642,3390,3256
3728,0.4952,3916,3201,3749,2659,2895,2448,3176,3746,3417,3295
3823,0.5717,3999,3270,3784,2761,2966,2494,3307,3837,3540,3399
3950,0.4977,4117,3400,3936,2825,3028,2573,3326,3923,3584,3473
4055,0.4356,4253,3438,4016,2871,3096,2591,3376,4009,3679,3558
4176,0.4493,4312,3556,4157,2968,3163,2695,3514,4126,3776,3650
4263,0.4547,4429,3590,4254,3055,3221,2718,3623,4177,3888,3725
4407,0.4525,4591,3741,4377,3127,3305,2785,3726,4307,3979,3882
4523,0.3742,4656,3885,4464,3185,3370,2836,3777,4427,4075,3975
4618,0.4865,4812,3935,4616,3263,3471,2916,3904,4546,4146,4086
4745,0.4143,4938,4089,4721,3357,3571,2947,3952,4649,4258,4229
4914,0.3817,5086,4149,4862,3445,3619,3054,4083,4729,4375,4327
