intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
1.06E-04,0.2654,4.11E-05,4.82E-05,4.83E-05,5.32E-05,5.73E-05,5.50E-05,5.02E-05,3.66E-05,4.38E-05,5.42E-05
1.02E-04,0.2654,3.98E-05,4.61E-05,4.67E-05,5.14E-05,5.43E-05,5.32E-05,4.85E-05,3.55E-05,4.23E-05,5.18E-05
9.87E-05,0.2654,3.84E-05,4.45E-05,4.51E-05,4.99E-05,5.23E-05,5.14E-05,4.72E-05,3.41E-05,4.07E-05,5.00E-05
9.51E-05,0.2654,3.71E-05,4.31E-05,4.37E-05,4.85E-05,5.07E-05,4.99E-05,4.59E-05,3.30E-05,3.94E-05,4.84E-05
9.14E-05,0.2654,3.58E-05,4.15E-05,4.21E-05,4.67E-05,4.89E-05,4.81E-05,4.43E-05,3.18E-05,3.80E-05,4.67E-05
8.82E-05,0.2654,3.45E-05,4.00E-05,4.07E-05,4.53E-05,4.72E-05,4.65E-05,4.29E-05,3.06E-05,3.65E-05,4.50E-05
8.49E-05,0.2654,3.34E-05,3.87E-05,3.93E-05,4.39E-05,4.56E-05,4.49E-05,4.17E-05,2.95E-05,3.53E-05,4.35E-05
8.19E-05,0.2654,3.21E-05,3.74E-05,3.79E-05,4.25E-05,4.40E-05,4.34E-05,4.02E-05,2.84E-05,3.40E-05,4.19E-05
7.87E-05,0.2654,3.09E-05,3.58E-05,3.64E-05,4.10E-05,4.23E-05,4.17E-05,3.90E-05,2.74E-05,3.27E-05,4.04E-05
7.59E-05,0.2654,2.97E-05,3.46E-05,3.53E-05,3.96E-05,4.09E-05,4.03E-05,3.76E-05,2.63E-05,3.15E-05,3.90E-05
7.30E-05,0.2654,2.86E-05,3.34E-05,3.42E-05,3.84E-05,3.96E-05,3.89E-05,3.65E-05,2.54E-05,3.04E-05,3.77E-05
7.01E-05,0.2654,2.76E-05,3.21E-05,3.29E-05,3.72E-05,3.81E-05,3.75E-05,3.52E-05,2.45E-05,2.93E-05,3.63E-05
6.72E-05,0.2654,2.65E-05,3.09E-05,3.18E-05,3.58E-05,3.67E-05,3.61E-05,3.41E-05,2.36E-05,2.83E-05,3.49E-05
6.48E-05,0.2654,2.56E-05,2.99E-05,3.07E-05,3.48E-05,3.55E-05,3.49E-05,3.29E-05,2.27E-05,2.72E-05,3.37E-05
6.25E-05,0.2654,2.46E-05,2.88E-05,2.97E-05,3.35E-05,3.43E-05,3.37E-05,3.19E-05,2.20E-05,2.64E-05,3.27E-05
5.98E-05,0.2654,2.37E-05,2.77E-05,2.87E-05,3.25E-05,3.29E-05,3.24E-05,3.07E-05,2.11E-05,2.54E-05,3.14E-05
5.76E-05,0.2654,2.28E-05,2.68E-05,2.78E-05,3.14E-05,3.18E-05,3.12E-05,2.97E-05,2.04E-05,2.46E-05,3.02E-05
5.56E-05,0.2654,2.20E-05,2.58E-05,2.69E-05,3.05E-05,3.08E-05,3.02E-05,2.87E-05,1.98E-05,2.37E-05,2.92E-05
5.34E-05,0.2654,2.11E-05,2.49E-05,2.59E-05,2.94E-05,2.97E-05,2.92E-05,2.78E-05,1.90E-05,2.30E-05,2.82E-05
5.15E-05,0.2654,2.03E-05,2.39E-05,2.51E-05,2.85E-05,2.87E-05,2.81E-05,2.69E-05,1.84E-05,2.22E-05,2.70E-05
