intensity,uaa,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
1539,0.1264,1379,1156,1188,1275,1106,969,904,875,755,812
1539,0,1367,1159,1207,1296,1062,1022,896,870,800,773
1533,0.3734,1439,1152,1213,1286,1077,1028,940,870,789,803
1573,0.0488,1411,1165,1200,1332,1068,1029,932,834,804,801
1577,0.397,1479,1193,1199,1336,1098,1059,939,834,807,804
1593,0.1378,1412,1182,1250,1327,1119,1042,959,864,797,792
1603,0.4256,1480,1216,1270,1328,1116,1046,961,860,823,805
1623,0.2846,1448,1200,1226,1300,1174,1051,959,889,804,826
1592,0.6316,1503,1211,1262,1391,1155,1091,971,837,806,815
1641,0.3291,1464,1224,1230,1380,1158,1072,959,855,786,821
1655,0.3644,1553,1260,1298,1390,1141,1103,976,891,842,798
1686,0.2124,1526,1263,1264,1426,1179,1115,1000,869,800,812
1645,0.7958,1572,1263,1312,1416,1158,1090,992,904,780,807
1704,0.5862,1555,1266,1333,1446,1152,1109,987,884,807,801
1728,0.3352,1556,1276,1301,1449,1193,1125,999,865,813,806
1763,0.4835,1590,1318,1380,1466,1190,1115,1022,894,847,812
1743,0.6532,1632,1304,1346,1472,1197,1137,1017,869,824,845
1762,0.6613,1626,1363,1357,1494,1275,1115,998,891,829,841
1789,0.624,1649,1324,1422,1497,1205,1148,1053,940,802,812
1814,0.6512,1688,1375,1370,1541,1265,1159,1046,909,841,848
1821,0.6871,1729,1392,1445,1607,1256,1165,1057,925,850,838
1879,0.5378,1737,1383,1408,1578,1290,1201,1104,919,850,834
1863,0.7579,1745,1406,1455,1585,1284,1209,1065,911,870,850
1882,0.8238,1780,1426,1464,1612,1293,1210,1092,881,845,845
1953,0.6599,1800,1430,1469,1651,1265,1260,1116,941,839,854
1947,0.7902,1824,1451,1489,1649,1332,1287,1097,921,849,875
1985,0.8078,1834,1473,1537,1660,1326,1195,1107,922,861,840
2015,0.7781,1856,1512,1513,1674,1354,1277,1153,934,855,867
2053,0.6617,1869,1521,1531,1733,1346,1281,1146,905,880,850
2087,0.7728,1944,1567,1577,1744,1408,1293,1146,916,904,893
2126,1,1970,1577,1567,1737,1384,1335,1184,928,916,859
2142,0.8128,1985,1585,1610,1797,1410,1351,1186,954,901,912
2177,0.8266,1989,1625,1659,1803,1415,1280,1259,954,922,883
2208,0.9281,2047,1646,1688,1838,1444,1353,1202,939,918,935
2258,0.8162,2051,1627,1706,1863,1447,1382,1198,956,935,875
2303,0.8643,2101,1678,1704,1871,1464,1427,1259,938,921,906
2318,0.8621,2139,1701,1770,1970,1467,1427,1241,983,920,927
2402,0.7727,2174,1776,1720,1936,1507,1433,1301,1003,948,935
2449,0.7549,2223,1790,1847,1993,1581,1509,1293,1012,947,931
2483,0.86,2230,1784,1855,1990,1556,1503,1337,1001,948,960
2490,0.9438,2245,1825,1844,2063,1575,1504,1336,1030,977,944
2588,0.7927,2356,1851,1892,2068,1598,1528,1378,1028,1008,954
2615,0.8846,2325,1873,1888,2087,1610,1595,1386,1028,960,980
2723,0.7552,2400,1899,1919,2161,1656,1598,1392,1042,1000,971
2753,0.8614,2426,1923,1931,2196,1663,1633,1455,1045,979,997
2849,0.5966,2518,1921,1949,2224,1655,1619,1472,1039,1029,978
2838,0.8254,2522,2039,2011,2237,1730,1682,1468,1077,1045,986
2956,0.7628,2605,2084,2071,2272,1753,1708,1494,1058,1042,1023
3022,0.7949,2638,2089,2092,2336,1753,1738,1553,1108,1010,1046
3175,0.462,2657,2105,2113,2353,1828,1763,1545,1114,1034,1063
3217,0.5248,2775,2197,2139,2417,1838,1790,1593,1138,1074,1063
3255,0.6998,2806,2179,2179,2447,1855,1836,1669,1137,1116,1068
3364,0.6269,2855,2253,2226,2512,1915,1843,1663,1173,1099,1075
3443,0.6696,2926,2264,2268,2521,1919,1904,1695,1142,1109,1102
3483,0.7154,2946,2294,2342,2549,1967,1927,1718,1183,1129,1094
3592,0.6626,3041,2352,2375,2625,1991,1987,1751,1229,1138,1097
3728,0.4952,3096,2388,2419,2676,2040,1967,1758,1249,1189,1148
3823,0.5717,3151,2471,2445,2765,2095,2061,1820,1244,1175,1129
3950,0.4977,3252,2535,2475,2822,2132,2078,1875,1245,1167,1124
4055,0.4356,3317,2575,2619,2834,2161,2137,1922,1284,1173,1174
4176,0.4493,3397,2626,2630,2888,2214,2158,1953,1264,1208,1197
4263,0.4547,3502,2689,2622,2944,2245,2222,1988,1326,1238,1210
