intensity,uaa,s1,s2,s3,s4,s5,s6,s7,s8
1.06E-04,0.1264,5.64E-08,5.64E-08,5.64E-08,5.13E-08,4.40E-08,4.40E-08,6.92E-08,5.67E-08
1.02E-04,0,9.21E-08,9.21E-08,9.21E-08,7.20E-08,5.31E-08,5.31E-08,6.51E-08,6.84E-08
9.87E-05,0.3734,8.56E-08,8.56E-08,8.56E-08,8.95E-08,1.33E-08,1.33E-08,4.90E-08,7.80E-08
9.51E-05,0.0488,8.50E-08,8.50E-08,8.50E-08,8.43E-08,2.38E-08,2.38E-08,4.23E-08,5.59E-08
9.14E-05,0.397,8.37E-08,8.37E-08,8.37E-08,7.33E-08,2.80E-08,2.80E-08,6.58E-08,8.54E-08
8.82E-05,0.1378,9.08E-08,9.08E-08,9.08E-08,9.47E-08,5.17E-08,5.17E-08,5.84E-08,9.71E-08
8.49E-05,0.4256,1.42E-07,1.42E-07,1.42E-07,1.29E-07,2.73E-08,2.73E-08,6.24E-08,8.24E-08
8.19E-05,0.2846,1.46E-07,1.46E-07,1.46E-07,1.53E-07,7.41E-08,7.41E-08,9.87E-08,1.10E-07
7.87E-05,0.6316,1.05E-07,1.05E-07,1.05E-07,1.30E-07,4.75E-08,4.75E-08,9.60E-08,1.02E-07
7.59E-05,0.3291,1.45E-07,1.45E-07,1.45E-07,1.19E-07,8.18E-08,8.18E-08,1.03E-07,1.24E-07
7.30E-05,0.3644,1.47E-07,1.47E-07,1.47E-07,1.24E-07,4.47E-08,4.47E-08,1.13E-07,1.29E-07
7.01E-05,0.2124,1.25E-07,1.25E-07,1.25E-07,1.49E-07,6.36E-08,6.36E-08,1.09E-07,1.10E-07
6.72E-05,0.7958,1.38E-07,1.38E-07,1.38E-07,1.40E-07,7.41E-08,7.41E-08,1.15E-07,1.49E-07
6.48E-05,0.5862,1.65E-07,1.65E-07,1.65E-07,1.33E-07,1.08E-07,1.08E-07,1.01E-07,1.30E-07
6.25E-05,0.3352,1.76E-07,1.76E-07,1.76E-07,1.73E-07,8.67E-08,8.67E-08,1.21E-07,1.53E-07
5.98E-05,0.4835,1.53E-07,1.53E-07,1.53E-07,1.68E-07,7.20E-08,7.20E-08,1.15E-07,2.08E-07
5.76E-05,0.6532,1.73E-07,1.73E-07,1.73E-07,1.91E-07,8.81E-08,8.81E-08,1.75E-07,1.59E-07
5.56E-05,0.6613,2.09E-07,2.09E-07,2.09E-07,1.86E-07,7.27E-08,7.27E-08,1.54E-07,1.72E-07
5.34E-05,0.624,2.04E-07,2.04E-07,2.04E-07,1.98E-07,1.07E-07,1.07E-07,1.50E-07,2.10E-07
5.15E-05,0.6512,1.77E-07,1.77E-07,1.77E-07,2.37E-07,1.27E-07,1.27E-07,1.55E-07,1.77E-07
4.98E-05,0.6871,2.39E-07,2.39E-07,2.39E-07,2.34E-07,1.22E-07,1.22E-07,1.88E-07,2.03E-07
4.78E-05,0.5378,2.04E-07,2.04E-07,2.04E-07,2.17E-07,1.26E-07,1.26E-07,1.46E-07,2.13E-07
4.59E-05,0.7579,2.29E-07,2.29E-07,2.29E-07,2.34E-07,1.42E-07,1.42E-07,2.07E-07,2.47E-07
4.43E-05,0.8238,2.52E-07,2.52E-07,2.52E-07,2.52E-07,1.16E-07,1.16E-07,1.63E-07,2.44E-07
4.26E-05,0.6599,2.60E-07,2.60E-07,2.60E-07,2.60E-07,1.34E-07,1.34E-07,1.92E-07,2.52E-07
4.11E-05,0.7902,2.55E-07,2.55E-07,2.55E-07,2.84E-07,1.41E-07,1.41E-07,1.57E-07,2.71E-07
3.95E-05,0.8078,3.00E-07,3.00E-07,3.00E-07,2.95E-07,1.59E-07,1.59E-07,2.30E-07,3.16E-07
3.80E-05,0.7781,3.30E-07,3.30E-07,3.30E-07,3.23E-07,1.59E-07,1.59E-07,2.41E-07,2.93E-07
3.67E-05,0.6617,3.24E-07,3.24E-07,3.24E-07,3.53E-07,1.86E-07,1.86E-07,2.21E-07,3.11E-07
3.52E-05,0.7728,3.39E-07,3.39E-07,3.39E-07,3.54E-07,1.73E-07,1.73E-07,2.41E-07,3.20E-07
3.38E-05,1,3.67E-07,3.67E-07,3.67E-07,3.42E-07,2.00E-07,2.00E-07,2.67E-07,3.64E-07
3.26E-05,0.8128,3.77E-07,3.77E-07,3.77E-07,3.90E-07,2.09E-07,2.09E-07,2.54E-07,3.72E-07
3.15E-05,0.8266,3.42E-07,3.42E-07,3.42E-07,3.89E-07,2.02E-07,2.02E-07,2.67E-07,4.00E-07
3.02E-05,0.9281,3.80E-07,3.80E-07,3.80E-07,3.97E-07,2.21E-07,2.21E-07,2.71E-07,4.61E-07
2.92E-05,0.8162,4.11E-07,4.11E-07,4.11E-07,4.08E-07,2.21E-07,2.21E-07,3.14E-07,4.39E-07
2.80E-05,0.8643,4.16E-07,4.16E-07,4.16E-07,4.44E-07,2.64E-07,2.64E-07,3.20E-07,4.33E-07
2.72E-05,0.8621,4.26E-07,4.26E-07,4.26E-07,4.61E-07,2.85E-07,2.85E-07,3.20E-07,4.64E-07
2.60E-05,0.7727,4.86E-07,4.86E-07,4.86E-07,4.70E-07,2.92E-07,2.92E-07,3.70E-07,4.59E-07
2.57E-05,0.7549,5.11E-07,5.11E-07,5.11E-07,5.37E-07,2.95E-07,2.95E-07,3.59E-07,5.26E-07
2.40E-05,0.86,5.05E-07,5.05E-07,5.05E-07,5.22E-07,3.16E-07,3.16E-07,3.94E-07,5.36E-07
2.32E-05,0.9438,4.96E-07,4.96E-07,4.96E-07,5.46E-07,3.19E-07,3.19E-07,3.81E-07,5.33E-07
