intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8
62114,0.2654,62234,63584,59645,56277,53332,53585,64164,60718
59827,0.2654,59344,60026,57605,54269,51366,51676,64259,58413
57844,0.2654,57319,57591,55495,52133,49408,49735,59773,56210
55736,0.2654,55149,55572,53627,50167,47648,48087,57124,54215
53660,0.2654,53157,53470,51574,48051,45829,46179,54999,52023
51755,0.2654,51091,51276,49466,46062,44003,44406,52831,50060
49887,0.2654,49103,49491,47745,44179,42404,42811,51084,48157
48131,0.2654,47299,47511,45842,42477,40577,41069,49249,46293
46295,0.2654,45303,45559,43906,40529,38985,39414,47400,44515
44680,0.2654,43565,43745,42085,38755,37323,37875,45457,42671
43007,0.2654,41971,41853,40380,37341,35838,36502,43770,40969
41319,0.2654,40207,40157,38781,35535,34485,35040,41963,39340
39715,0.2654,38608,38476,37051,33990,33002,33560,40424,37744
38314,0.2654,37111,36915,35491,32601,31562,32420,38871,36186
36967,0.2654,35572,35406,34049,31222,30260,31131,37376,34704
35450,0.2654,34180,33894,32548,29876,28999,29889,35960,33307
34143,0.2654,32848,32392,31199,28581,27768,28778,34414,31977
32981,0.2654,31478,31071,29779,27488,26689,27754,33162,30636
31735,0.2654,30259,29809,28628,26343,25554,26738,31898,29448
30638,0.2654,29043,28465,27516,25294,24570,25717,30555,28264
29632,0.2654,28159,27455,26352,24320,23482,24768,29561,27183
28487,0.2654,26895,26158,25129,23344,22435,23776,28318,25981
27379,0.2654,25790,25052,24077,22353,21533,22927,27222,24941
26454,0.2654,24789,24073,23125,21533,20714,22069,26233,24057
25477,0.2654,23787,22958,22088,20662,19804,21350,25126,23050
24609,0.2654,22875,22060,21218,19955,19047,20545,24267,22239
23740,0.2654,22014,21077,20235,19111,18227,19850,23299,21264
22822,0.2654,21079,20180,19529,18466,17582,18918,22273,20488
22083,0.4807,20410,19379,18746,17724,16896,18432,21649,19784
21247,0.4905,19557,18603,18007,17144,16249,17767,20817,19065
20479,0.5008,18672,17811,17195,16444,15559,17087,19935,18226
19755,0.4572,18039,16931,16490,15798,14954,16465,19217,17556
19075,0.4351,17336,16284,15835,15274,14414,15837,18507,16959
18361,0.4492,16526,15514,15258,14724,13913,15315,17787,16327
17791,0.3957,16039,15051,14669,14169,13370,14841,17323,15728
17076,0.4381,15349,14264,13996,13599,12861,14214,16635,15072
16594,0.3612,14722,13756,13501,13196,12414,13802,16033,14635
15949,0.3969,14178,13220,12969,12664,11996,13294,15424,14100
15730,0.2221,13969,12997,12768,12493,11822,13052,15169,13856
14815,0.4207,13051,12156,11920,11708,11127,12306,14284,13102
14316,0.4025,12534,11587,11485,11268,10761,11848,13787,12597
13756,0.4416,12112,11160,11087,10820,10381,11429,13259,12138
13234,0.472,11646,10757,10682,10447,10025,10978,12846,11704
12847,0.4428,11247,10363,10253,10009,9647,10604,12421,11326
12400,0.4556,10863,9908,9915,9699,9348,10268,11891,10929
11982,0.4268,10422,9585,9523,9344,8987,9851,11546,10516
11561,0.444,9985,9120,9206,8992,8666,9490,11093,10189
11115,0.5083,9576,8820,8840,8592,8372,9156,10739,9828
10825,0.4665,9356,8502,8549,8410,8073,8826,10333,9455
10443,0.4611,8908,8160,8310,8082,7837,8512,9955,9149
10178,0.4066,8586,7832,7946,7724,7574,8231,9613,8891
9780,0.4817,8325,7567,7680,7513,7333,7845,9223,8598
9448,0.501,8041,7301,7438,7271,7024,7618,8836,8313
9153,0.5124,7756,7037,7177,7007,6831,7284,8658,7973
8891,0.4762,7479,6794,6926,6738,6675,7055,8324,7741
8503,0.5691,7214,6476,6719,6506,6354,6804,8014,7502
8299,0.4988,6941,6312,6497,6299,6125,6575,7757,7317
8025,0.5476,6725,6161,6323,6062,5917,6349,7487,7021
7765,0.5595,6467,5933,6090,5929,5788,6112,7216,6810
7517,0.5498,6294,5707,5863,5669,5523,5887,6966,6605
7276,0.5866,6057,5554,5708,5417,5373,5676,6671,6374
7054,0.5755,5924,5337,5554,5314,5249,5479,6574,6175
6876,0.5767,5685,5183,5337,5114,5062,5336,6270,6005
6643,0.5667,5488,4990,5214,4960,4849,5153,6038,5818
