intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
62114,0.2654,42164,43332,58000,60428,60765,62886,63266,61934,64111,55514
59827,0.2654,40470,41669,56075,58167,58521,59687,60188,59131,62979,53853
57844,0.2654,38693,39897,54243,56133,56687,57376,58047,57050,58131,51864
55736,0.2654,37171,38532,52379,54129,54791,55317,56105,55184,55918,50246
53660,0.2654,35430,36764,50521,52001,52825,53179,54091,53102,53575,48182
51755,0.2654,33906,35321,48696,49900,50914,51040,52139,51301,51462,46425
49887,0.2654,32515,33761,46856,47917,49058,49184,50454,49400,49268,44833
48131,0.2654,31020,32150,45046,46176,47171,47144,48605,47559,47198,43172
46295,0.2654,29709,30879,43344,44248,45255,45262,46794,45697,45149,41527
44680,0.2654,28364,29427,41767,42517,43551,43489,45109,43947,43182,39854
43007,0.2654,27150,28133,40175,40897,42045,41747,43473,42281,41373,38405
41319,0.2654,25868,26754,38570,39164,40309,39883,41783,40546,39635,36849
39715,0.2654,24783,25505,37107,37657,38635,38293,40185,39023,37884,35455
38314,0.2654,23583,24240,35640,36054,37215,36803,38783,37523,36218,34141
36967,0.2654,22571,23208,34328,34778,35723,35395,37446,35988,34828,32866
35450,0.2654,21634,22094,33009,33302,34275,33925,35898,34781,33415,31620
34143,0.2654,20620,21085,31736,32054,32859,32507,34559,33336,31985,30375
32981,0.2654,19777,20088,30614,30808,31509,31196,33250,32046,30700,29413
31735,0.2654,18905,19228,29318,29646,30373,29998,31985,30706,29543,28264
30638,0.2654,18098,18368,28225,28368,29115,28707,30760,29663,28339,27213
29632,0.2654,17297,17648,27149,27456,27985,27708,29545,28521,27296,26300
28487,0.2654,16610,16744,26013,26343,26841,26524,28477,27341,26263,25239
27379,0.2654,15811,15952,25001,25408,25732,25451,27259,26368,25167,24372
26454,0.2654,15142,15279,24073,24457,24754,24558,26204,25372,24350,23448
25477,0.2654,14474,14578,23152,23492,23716,23567,25284,24255,23376,22626
24609,0.2654,13880,13980,22278,22596,22880,22643,24171,23419,22519,21820
23740,0.2654,13295,13404,21448,21748,21938,21740,23267,22539,21692,20947
22822,0.2654,12771,12802,20538,20948,21027,21083,22370,21620,21036,20257
22083,0.4807,12250,12365,19895,20275,20308,20330,21526,20922,20335,19561
21247,0.4905,11794,11882,19145,19570,19448,19582,20694,20155,19669,18875
20479,0.5008,11263,11354,18349,18800,18731,18860,19827,19283,18972,18064
19755,0.4572,10830,10879,17682,18224,17996,18208,19152,18574,18331,17474
19075,0.4351,10343,10573,16974,17521,17360,17507,18275,17919,17696,16817
18361,0.4492,9919,10125,16363,16848,16682,16824,17627,17240,17025,16222
17791,0.3957,9550,9780,15917,16461,16157,16367,17042,16688,16611,15680
17076,0.4381,9072,9373,15279,15806,15373,15774,16427,16013,15978,15018
16594,0.3612,8783,9122,14793,15276,14917,15330,15851,15451,15521,14557
15949,0.3969,8454,8728,14160,14719,14352,14764,15222,14820,15045,14101
15730,0.2221,8211,8601,14037,14565,14259,14656,15058,14663,14801,13793
14815,0.4207,7778,8110,13155,13729,13225,13816,14032,13752,14023,13017
14316,0.4025,7398,7806,12712,13201,12784,13321,13617,13355,13520,12502
13756,0.4416,7123,7528,12236,12836,12362,12823,13141,12814,13054,12039
13234,0.472,6863,7253,11730,12352,11926,12437,12672,12341,12648,11584
12847,0.4428,6574,7047,11333,11957,11490,12078,12293,11873,12224,11151
12400,0.4556,6255,6777,10955,11601,11026,11684,11869,11413,11852,10746
11982,0.4268,6045,6518,10554,11232,10666,11242,11570,11043,11416,10330
11561,0.444,5818,6262,10175,10849,10237,10896,11076,10571,11060,9938
11115,0.5083,5569,6095,9824,10477,9909,10506,10704,10283,10744,9575
10825,0.4665,5352,5924,9405,10162,9537,10294,10372,9964,10336,9244
10443,0.4611,5148,5729,9212,9776,9232,9943,9990,9571,10024,8897
10178,0.4066,4902,5543,8853,9618,8905,9616,9779,9320,9615,8611
9780,0.4817,4746,5346,8542,9265,8586,9304,9393,8930,9329,8322
9448,0.501,4563,5114,8289,8974,8291,9021,9119,8655,9090,7993
9153,0.5124,4395,4971,7926,8685,8079,8752,8805,8344,8752,7696
8891,0.4762,4257,4809,7652,8409,7743,8422,8562,8022,8487,7344
8503,0.5691,4019,4683,7398,8191,7450,8176,8286,7789,8192,7178
8299,0.4988,3916,4505,7167,7943,7264,7931,8016,7584,8004,6852
