intensity,uaa,s1,s2,s3,s4,s5,s6,s7,s8
1539,0.1264,1128,1034,961,966,1006,972,1006,917
1539,0,1108,1027,987,961,956,1050,994,933
1533,0.3734,1113,1045,979,960,978,1021,973,895
1573,0.0488,1112,1043,975,1005,964,1046,1025,954
1577,0.397,1114,1076,1024,956,1010,1049,1019,938
1593,0.1378,1157,1040,982,1051,980,1073,1041,928
1603,0.4256,1140,1079,983,1035,982,1083,1037,980
1623,0.2846,1123,1091,1046,997,1011,1060,1071,1002
1592,0.6316,1123,1083,1012,1000,1018,1091,1051,984
1641,0.3291,1155,1067,1001,1036,1030,1052,1036,973
1655,0.3644,1148,1097,1055,1003,1058,1106,1054,1004
1686,0.2124,1182,1079,1053,1083,1034,1136,1109,1022
1645,0.7958,1158,1118,1059,1023,1032,1114,1106,1008
1704,0.5862,1179,1101,1053,1042,1043,1165,1122,1003
1728,0.3352,1184,1106,1081,1077,1048,1149,1125,1060
1763,0.4835,1184,1142,1057,1072,1098,1177,1140,1037
1743,0.6532,1225,1165,1093,1054,1072,1216,1165,1061
1762,0.6613,1232,1164,1077,1098,1067,1179,1150,1062
1789,0.624,1214,1180,1102,1117,1130,1236,1202,1069
1814,0.6512,1271,1192,1126,1121,1109,1250,1194,1110
1821,0.6871,1307,1209,1123,1126,1154,1220,1182,1115
1879,0.5378,1258,1196,1118,1160,1149,1286,1264,1124
1863,0.7579,1272,1228,1166,1155,1147,1296,1250,1163
1882,0.8238,1279,1252,1161,1161,1147,1329,1287,1160
1953,0.6599,1304,1217,1161,1206,1192,1353,1300,1181
1947,0.7902,1316,1325,1182,1178,1177,1310,1312,1217
1985,0.8078,1321,1328,1199,1247,1204,1358,1310,1207
2015,0.7781,1380,1311,1231,1200,1256,1384,1406,1258
2053,0.6617,1367,1296,1233,1272,1248,1433,1386,1227
2087,0.7728,1362,1359,1263,1272,1285,1460,1412,1303
2126,1,1424,1374,1264,1268,1329,1485,1410,1295
2142,0.8128,1430,1365,1287,1301,1276,1488,1441,1306
2177,0.8266,1424,1404,1291,1336,1363,1500,1458,1341
2208,0.9281,1466,1415,1290,1340,1370,1547,1485,1322
2258,0.8162,1496,1451,1364,1412,1367,1611,1536,1392
2303,0.8643,1518,1500,1358,1423,1421,1597,1588,1409
2318,0.8621,1559,1530,1380,1410,1441,1605,1562,1479
2402,0.7727,1516,1589,1437,1449,1471,1693,1606,1507
2449,0.7549,1606,1598,1464,1515,1509,1724,1677,1521
2483,0.86,1606,1605,1479,1496,1558,1731,1712,1564
2490,0.9438,1669,1643,1494,1539,1563,1728,1739,1545
2588,0.7927,1682,1667,1519,1574,1591,1828,1789,1599
2615,0.8846,1695,1731,1528,1611,1621,1835,1792,1658
2723,0.7552,1738,1781,1619,1647,1658,1891,1865,1638
2753,0.8614,1795,1812,1634,1710,1654,1937,1900,1697
2849,0.5966,1864,1852,1655,1762,1701,1960,1901,1768
2838,0.8254,1892,1870,1658,1720,1699,2029,1983,1761
2956,0.7628,1949,1915,1709,1770,1770,2052,2003,1814
3022,0.7949,1992,1959,1760,1865,1810,2091,2072,1867
3175,0.462,2071,2032,1784,1872,1854,2179,2125,1925
3217,0.5248,2103,2087,1823,1941,1883,2193,2175,1972
3255,0.6998,2182,2105,1862,1973,1941,2308,2201,2040
3364,0.6269,2247,2140,1938,2077,1977,2342,2314,2056
3443,0.6696,2268,2217,1955,2103,2035,2367,2351,2139
3483,0.7154,2368,2276,2011,2156,2099,2431,2364,2166
3592,0.6626,2417,2320,2034,2183,2114,2562,2457,2234
3728,0.4952,2471,2390,2097,2242,2159,2630,2551,2276
3823,0.5717,2595,2461,2163,2340,2220,2676,2633,2386
