intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8,s9
62114,0.2654,59310,64057,60566,55793,64086,61537,59294,63942,
59827,0.2654,56934,63034,58308,53671,64130,58699,56764,62963,
57844,0.2654,54687,58013,56127,51513,59893,56362,54556,57579,
55736,0.2654,52851,55792,54303,49427,56622,54630,52435,55343,
53660,0.2654,50769,53326,52198,47269,53934,52412,50159,52755,
51755,0.2654,48557,51215,50172,45301,51671,50357,47942,50460,
49887,0.2654,46735,49099,48252,43520,49356,48557,45955,48412,
48131,0.2654,44676,47202,46443,41699,47372,46711,44024,46000,
46295,0.2654,42819,45087,44408,39776,45146,44740,41980,44026,
44680,0.2654,40919,43156,42658,38058,43186,43031,40239,41969,
43007,0.2654,39304,41394,40884,36424,41457,41500,38459,40110,
41319,0.2654,37540,39540,39137,34851,39360,39751,36861,38272,
39715,0.2654,35873,37878,37371,33290,37696,38277,35204,36554,
38314,0.2654,34320,36271,35749,31715,36027,36700,33711,34943,
36967,0.2654,32949,34557,34270,30417,34577,35229,32338,33424,
35450,0.2654,31548,33098,32717,29103,32908,34004,30911,31870,
34143,0.2654,30196,31656,31123,27834,31477,32520,29721,30576,
32981,0.2654,28819,30247,29772,26569,30150,31263,28490,29207,
31735,0.2654,27682,29024,28577,25400,28783,29976,27246,27899,
30638,0.2654,26477,27581,27133,24356,27540,28830,26192,26721,
29632,0.2654,25357,26430,26006,23210,26419,27699,25175,25517,
28487,0.2654,24267,25181,24697,22163,25157,26443,24239,24377,
27379,0.2654,23226,24057,23656,21221,24137,25467,23254,23430,
26454,0.2654,22145,22929,22657,20293,23003,24373,22365,22395,
25477,0.2654,21320,21818,21658,19315,22150,23303,21465,21429,
24609,0.2654,20324,20806,20703,18509,21260,22528,20582,20579,
23740,0.2654,19509,19919,19753,17635,20352,21627,19750,19757,
22822,0.2654,18678,18938,18968,16880,19504,20755,18960,18984,
22083,0.4807,17889,18106,18203,16277,18771,19862,18342,18269,
21247,0.4905,17196,17373,17477,15470,18147,19175,17568,17594,
20479,0.5008,16426,16494,16728,14771,17232,18267,16906,16867,
19755,0.4572,15703,15781,15913,14145,16639,17622,16315,16195,
19075,0.4351,15049,15059,15393,13561,15991,16913,15637,15536,
18361,0.4492,14330,14346,14708,12915,15385,16169,15017,14889,
17791,0.3957,13896,13869,14251,12584,14916,15630,14603,14409,
17076,0.4381,13209,13139,13621,12031,14282,14871,14005,13783,
16594,0.3612,12663,12637,13136,11583,13782,14343,13533,13367,
15949,0.3969,12204,12046,12641,11154,13352,13764,13017,12853,
15730,0.2221,11926,11742,12376,10971,13199,13505,12795,12674,
14815,0.4207,11129,11027,11621,10368,12341,12680,12049,11848,
14316,0.4025,10745,10577,11113,10002,12014,12191,11588,11507,
13756,0.4416,10247,10078,10678,9671,11569,11697,11182,11055,
13234,0.472,9911,9661,10305,9317,11163,11245,10775,10638,
12847,0.4428,9500,9163,9922,9044,10806,10799,10413,10325,
12400,0.4556,9057,8879,9604,8726,10454,10446,9993,9902,
11982,0.4268,8740,8486,9158,8393,10133,10002,9538,9658,
11561,0.444,8458,8225,8804,8226,9742,9679,9319,9193,
11115,0.5083,8127,7813,8444,7900,9404,9325,8925,8875,
10825,0.4665,7778,7501,8132,7629,9206,8942,8598,8519,
10443,0.4611,7571,7204,7893,7396,8865,8587,8312,8263,
