intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
62114,0.2654,48431,50256,50778,50005,48786,49100,50246,49440,48780,49024
59827,0.2654,46994,48708,49222,48527,47268,47799,48637,47916,47415,47390
57844,0.2654,45404,47046,47643,46923,45808,46383,47221,46310,45910,45826
55736,0.2654,44018,45583,46288,45484,44478,45086,45760,44910,44757,44379
53660,0.2654,42517,44103,44676,44083,43035,43691,44531,43502,43176,42838
51755,0.2654,41038,42546,43198,42610,41582,42266,42934,41934,41901,41363
49887,0.2654,39712,41050,41827,41285,40218,41042,41706,40597,40770,39785
48131,0.2654,38396,39879,40443,39861,38997,39851,40569,39339,39519,38478
46295,0.2654,37086,38526,39182,38513,37689,38647,39104,38033,38346,37059
44680,0.2654,35926,37216,37814,37170,36405,37352,37923,36679,37168,35762
43007,0.2654,34524,36137,36666,35975,35210,36110,36862,35533,36008,34604
41319,0.2654,33435,34826,35380,34693,34005,35128,35485,34329,35009,33363
39715,0.2654,32467,33887,34330,33583,32918,34005,34355,33111,34020,32248
38314,0.2654,31412,32707,33337,32392,31835,33021,33413,32035,33001,31228
36967,0.2654,30422,31761,32306,31435,31004,32008,32470,31071,32007,30184
35450,0.2654,29360,30786,31223,30300,29886,31036,31281,30126,31062,29140
34143,0.2654,28485,29791,30324,29405,28871,30083,30374,29059,30200,28176
32981,0.2654,27554,28928,29373,28447,28018,29247,29499,28275,29336,27239
31735,0.2654,26714,28148,28542,27495,27172,28449,28588,27367,28513,26454
30638,0.2654,25837,27320,27549,26657,26235,27588,27667,26438,27598,25568
29632,0.2654,25113,26510,26807,25801,25405,26821,26943,25830,26939,24842
28487,0.2654,24391,25700,26013,24910,24634,25947,26012,25014,26130,23990
27379,0.2654,23612,24944,25242,24176,23869,25225,25330,24107,25352,23230
26454,0.2654,22925,24137,24508,23314,23132,24487,24558,23492,24673,22487
25477,0.2654,22169,23529,23858,22578,22454,23752,23758,22751,23941,21721
24609,0.2654,21550,22891,23007,21930,21779,23081,23029,22200,23127,21133
23740,0.2654,20908,22187,22315,21245,21030,22404,22321,21384,22537,20519
22822,0.2654,20307,21605,21695,20526,20465,21762,21595,20712,21840,19981
