intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8,s9
62114,0.2654,63606,64350,63167,63232,63995,62054,62226,62948,60655
59827,0.2654,60537,62674,60189,59974,60763,59050,59220,59656,58486
57844,0.2654,58127,58776,58046,57645,57605,56534,57126,57328,56657
55736,0.2654,56312,56658,56216,55622,55514,54215,55105,55515,54650
53660,0.2654,54234,54572,54019,53274,53186,51964,52920,53473,52759
51755,0.2654,52413,52643,52153,51220,50967,49511,50924,51531,50897
49887,0.2654,50506,50718,50417,49221,48822,47398,49031,49697,49082
48131,0.2654,48592,48954,48676,47248,46784,45417,47085,47864,47301
46295,0.2654,46799,46924,46696,45343,44721,43191,45093,45968,45576
44680,0.2654,45159,45151,45002,43459,42884,41275,43381,44181,43788
43007,0.2654,43440,43477,43388,41793,41067,39467,41703,42507,42481
41319,0.2654,41768,41799,41664,40038,39350,37600,40045,40993,40833
39715,0.2654,40297,40235,40163,38517,37541,35981,38415,39263,39335
38314,0.2654,38757,38804,38739,36974,35859,34392,36853,37829,37960
36967,0.2654,37382,37322,37305,35541,34286,32765,35513,36494,36632
35450,0.2654,36038,35983,35821,34185,32747,31288,34044,35051,35355
34143,0.2654,34667,34626,34501,32776,31329,29800,32746,33838,34098
32981,0.2654,33393,33275,33276,31604,29995,28575,31541,32617,32893
31735,0.2654,32350,32109,32062,30326,28792,27123,30323,31466,31736
30638,0.2654,31036,30870,30761,29175,27410,25902,29102,30203,30552
29632,0.2654,29983,29858,29657,28014,26266,24812,28122,29269,29514
28487,0.2654,28866,28681,28457,26964,25148,23536,26840,28012,28441
27379,0.2654,27858,27644,27396,25836,24074,22555,25898,27200,27420
26454,0.2654,26866,26659,26412,24939,22983,21588,25001,26168,26517
25477,0.2654,25846,25576,25426,24021,21976,20546,24011,25210,25505
24609,0.2654,24960,24843,24521,23075,21089,19639,23078,24298,24627
23740,0.2654,23921,23878,23522,22185,20084,18678,22170,23470,23772
22822,0.2654,23187,23072,22605,21390,19247,17838,21321,22667,22902
22083,0.4807,22436,22342,21968,20636,18433,17184,20662,21933,22168
21247,0.4905,21610,21560,21177,19926,17674,16392,19853,21248,21408
20479,0.5008,20780,20817,20377,19035,16818,15713,19028,20443,20641
19755,0.4572,20051,20085,19683,18375,16064,15039,18332,19801,20041
19075,0.4351,19369,19349,18980,17625,15447,14373,17649,19057,19285
18361,0.4492,18614,18734,18279,17007,14728,13692,16946,18436,18707
17791,0.3957,18051,18129,17662,16495,14168,13118,16461,17898,18145
17076,0.4381,17361,17385,17006,15835,13535,12580,15831,17221,17476
16594,0.3612,16818,16927,16474,15270,12935,12035,15222,16781,16982
15949,0.3969,16283,16364,15835,14661,12356,11518,14770,16192,16335
15730,0.2221,16029,16258,15748,14467,12152,11321,14461,16051,16181
14815,0.4207,15069,15314,14820,13596,11266,10572,13660,15189,15340
14316,0.4025,14557,14766,14293,13105,10861,10130,13147,14719,14843
13756,0.4416,14083,14324,13840,12626,10330,9766,12758,14216,14389
13234,0.472,13584,13854,13334,12115,9918,9346,12320,13823,13896
12847,0.4428,13095,13453,12953,11764,9513,8961,11906,13384,13525
12400,0.4556,12691,13023,12492,11361,9118,8628,11449,12972,13075
11982,0.4268,12276,12536,12028,10853,8725,8310,11093,12632,12729
11561,0.444,11830,12121,11703,10495,8380,8007,10616,12258,12382
