intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8,s9
62114,0.2654,62420,62115,62470,61843,62586,60612,64190,47964,63844
59827,0.2654,59958,59479,59839,59019,59811,58264,61632,46416,60553
57844,0.2654,58040,57214,57751,56816,57633,56258,58837,44938,58156
55736,0.2654,55998,55417,55684,54809,55672,54141,57056,43525,56257
53660,0.2654,54022,53257,53730,52439,53666,52034,55235,41997,54167
51755,0.2654,51977,51207,51694,50265,51619,50075,53488,40593,52141
49887,0.2654,50107,49104,49750,48167,49860,48030,51846,39238,50397
48131,0.2654,48326,47457,48063,46244,48017,46278,50175,38026,48505
46295,0.2654,46449,45342,46130,44160,46053,44272,48457,36770,46820
44680,0.2654,44700,43613,44304,42334,44397,42537,46853,35398,45134
43007,0.2654,43059,41821,42668,40314,42632,40849,45253,34307,43468
41319,0.2654,41568,40194,41016,38666,40977,39084,43721,33238,42005
39715,0.2654,40031,38660,39474,36990,39362,37530,42149,32154,40485
38314,0.2654,38534,37093,38005,35276,37774,35929,40624,31026,39088
36967,0.2654,37238,35580,36693,33894,36354,34669,39130,30126,37859
35450,0.2654,35870,34190,35238,32444,34698,33139,37824,29244,36594
34143,0.2654,34511,32781,33915,31010,33335,31780,36489,28136,35416
32981,0.2654,33305,31566,32729,29759,32004,30652,35098,27239,34438
31735,0.2654,32132,30439,31389,28552,30706,29338,33843,26435,33264
30638,0.2654,30811,29151,30313,27430,29533,28220,32538,25509,32173
29632,0.2654,29917,28169,29208,26333,28253,27187,31322,24739,31198
28487,0.2654,28720,26990,28120,25253,27086,26025,30197,23863,30150
27379,0.2654,27766,25945,27053,24240,25910,24852,29038,23108,29150
26454,0.2654,26740,24928,26125,23381,24858,23991,27935,22328,28271
25477,0.2654,25718,23991,25215,22406,23703,22900,26885,21579,27318
24609,0.2654,24948,23101,24330,21597,22805,22059,25839,21011,26499
23740,0.2654,23975,22167,23346,20718,21763,21201,24931,20205,25572
22822,0.2654,23110,21272,22533,20011,20894,20332,23905,19621,24879
22083,0.4807,22490,20620,21895,19439,20062,19556,23120,19018,24123
21247,0.4905,21712,19912,21133,18832,19201,18852,22253,18592,23512
20479,0.5008,20865,19049,20263,18159,18447,18023,21353,17904,22655
19755,0.4572,20007,18503,19576,17586,17606,17284,20572,17315,22001
19075,0.4351,19432,17755,18903,17066,16957,16647,19770,16753,21319
18361,0.4492,18774,17150,18185,16468,16223,15855,19169,16285,20591
17791,0.3957,18303,16656,17741,16077,15819,15382,18554,15922,20154
17076,0.4381,17586,16013,17058,15475,15057,14711,17868,15360,19390
16594,0.3612,17139,15497,16575,15132,14671,14161,17196,15001,18919
15949,0.3969,16554,14948,16083,14680,14005,13598,16666,14517,18285
15730,0.2221,16418,14795,15887,14553,13823,13262,16385,14473,18209
14815,0.4207,15445,13944,14973,13796,13008,12415,15524,13659,17120
14316,0.4025,15014,13492,14442,13499,12603,11905,14961,13300,16580
13756,0.4416,14534,13068,14032,12973,12110,11426,14466,12869,16144
13234,0.472,13971,12718,13594,12670,11696,10934,14021,12452,15506
12847,0.4428,13499,12189,13187,12320,11378,10549,13465,12079,14980
12400,0.4556,13138,11863,12784,12045,11006,10121,13075,11795,14521
11982,0.4268,12699,11458,12445,11740,10619,9705,12693,11421,14126
11561,0.444,12329,11148,12000,11343,10282,9274,12262,11041,13570
11115,0.5083,11973,10808,11632,11043,9966,8868,11775,10703,13177
10825,0.4665,11704,10481,11347,10851,9710,8524,11474,10396,12764
10443,0.4611,11224,10225,10964,10473,9392,8240,11126,10152,12365
10178,0.4066,10908,9913,10741,10273,9138,7908,10798,9856,11980
9780,0.4817,10633,9622,10368,10042,8859,7626,10398,9571,11622
9448,0.501,10297,9352,10138,9735,8582,7326,10116,9211,11176
9153,0.5124,10025,9121,9741,9524,8384,7043,9800,9048,10853
8891,0.4762,9690,8880,9558,9257,8096,6800,9434,8727,10568
8503,0.5691,9532,8614,9237,9001,7859,6584,9103,8439,10144
8299,0.4988,9225,8424,9029,8813,7660,6295,8855,8216,9850
8025,0.5476,8901,8180,8708,8577,7432,6080,8559,7957,9513
7765,0.5595,8713,8040,8513,8391,7223,5924,8305,7691,9231
7517,0.5498,8396,7800,8239,8158,6997,5732,8070,7382,8902
7276,0.5866,8223,7531,8086,7886,6839,5521,7682,7268,8595
7054,0.5755,7984,7336,7833,7712,6641,5397,7499,7053,8386
6876,0.5767,7802,7192,7604,7512,6498,5207,7247,6839,8160
6643,0.5667,7572,7013,7403,7362,6305,5045,7037,6650,7864
6415,0.64,7282,6859,7174,7165,6176,4907,6791,6399,7650
6218,0.6125,7126,6699,6965,6941,5946,4775,6535,6199,7392
5942,0.7416,6956,6502,6818,6758,5748,4612,6356,6019,7102
5837,0.673,6773,6343,6650,6595,5667,4491,6143,5833,6885
5589,0.7955,6538,6214,6467,6403,5512,4369,5962,5700,6716
5450,0.7686,6440,6053,6224,6243,5359,4279,5771,5425,6481
5326,0.7487,6243,5900,6044,6106,5265,4126,5584,5307,6274
5153,0.759,6050,5728,5939,5917,5055,4022,5386,5183,6068
4956,0.8547,5845,5641,5757,5728,4959,3933,5204,4953,5865
4828,0.8183,5752,5479,5602,5626,4880,3813,5061,4805,5658
4670,0.9132,5576,5345,5455,5455,4699,3755,4890,4691,5546
4578,0.8548,5469,5243,5269,5320,4564,3639,4804,4534,5328
4433,0.8623,5315,5135,5208,5205,4452,3560,4610,4374,5143
4308,0.9162,5144,4991,5079,5010,4363,3452,4438,4220,5014
4209,0.8745,4988,4854,4897,4907,4232,3362,4287,4097,4866
4072,0.9805,4929,4744,4762,4784,4128,3286,4225,3964,4669
4021,0.8305,4787,4618,4625,4623,4048,3223,4081,3891,4575
3873,1,4640,4520,4573,4553,3907,3199,3970,3730,4396
3768,0.9212,4575,4418,4413,4442,3786,3057,3880,3629,4270
3687,0.9307,4439,4345,4328,4330,3706,3031,3767,3497,4129
3623,0.8828,4315,4288,4208,4224,3645,2912,3709,3410,4046
3534,0.9255,4235,4190,4135,4091,3496,2870,3580,3328,3913
3460,0.9227,4096,4051,4052,4003,3445,2785,3485,3207,3800
3414,0.7851,4009,3940,3917,3875,3345,2738,3410,3134,3656
3288,0.9254,3941,3896,3843,3817,3288,2716,3298,3077,3605
3273,0.8114,3853,3851,3830,3751,3246,2632,3274,2995,3496
3167,0.8832,3768,3751,3660,3641,3161,2609,3225,2925,3378
3120,0.8411,3646,3644,3599,3557,3096,2525,3102,2791,3296
3069,0.7581,3563,3594,3502,3508,3007,2491,3082,2717,3211
2957,0.9017,3513,3493,3454,3428,2922,2405,2931,2688,3100
2940,0.8044,3413,3433,3348,3336,2915,2320,2906,2606,3040
2883,0.7865,3340,3357,3240,3260,2770,2322,2832,2570,2959
2805,0.7958,3282,3307,3198,3142,2753,2286,2749,2484,2879
2825,0.6717,3207,3215,3169,3130,2674,2242,2735,2473,2795
2738,0.728,3164,3162,3042,3050,2608,2190,2618,2395,2763
2696,0.7529,3051,3036,2997,2970,2542,2169,2627,2333,2693
2648,0.6415,2979,3025,2902,2903,2489,2081,2556,2286,2611
2614,0.6685,2911,2974,2832,2835,2448,2106,2487,2248,2555
2555,0.6626,2876,2883,2733,2831,2363,2043,2433,2158,2490
2533,0.6007,2829,2837,2718,2724,2364,1977,2449,2159,2457
2491,0.5804,2756,2780,2692,2668,2305,1963,2371,2066,2339
2474,0.5792,2697,2727,2618,2695,2255,1908,2290,2096,2346
2413,0.5169,2665,2639,2534,2624,2197,1905,2240,2043,2252
2411,0.3694,2620,2621,2517,2558,2169,1859,2234,1938,2248
2364,0.4867,2559,2580,2484,2530,2136,1854,2198,1945,2171
2301,0.5049,2534,2501,2431,2450,2103,1789,2138,1945,2150
2294,0.4926,2474,2422,2406,2417,2021,1775,2123,1902,2078
2308,0.28,2452,2464,2341,2352,2044,1776,2082,1866,2094
2215,0.388,2382,2350,2261,2303,2017,1717,2034,1832,2062
2208,0.441,2331,2343,2251,2282,1926,1721,2026,1799,2011
2175,0.3791,2301,2296,2218,2252,1928,1676,1993,1767,1959
2169,0.2113,2265,2227,2209,2206,1863,1656,1971,1760,1917
