intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8
62114,0.2654,64480,61437,64473,59280,60864,63411,61423,61598
59827,0.2654,63993,59276,64630,57356,58858,60230,59244,59335
57844,0.2654,58680,57346,60574,55652,56858,58134,57411,57435
55736,0.2654,56523,55680,58090,54023,55238,56447,55843,55817
53660,0.2654,54217,53593,55985,52137,53447,54769,54025,53902
51755,0.2654,52133,51916,54321,50496,51505,52819,52242,52225
49887,0.2654,50135,50182,52518,48949,49752,51153,50912,50764
48131,0.2654,48185,48481,50760,47320,48161,49547,49202,49209
46295,0.2654,46272,46831,49128,45841,46440,47861,47608,47693
44680,0.2654,44531,45223,47330,44283,44625,46285,46063,46162
43007,0.2654,42828,43700,45739,42860,43157,44806,44703,44696
41319,0.2654,41061,42162,44216,41457,41675,43356,43152,43368
39715,0.2654,39663,40747,42660,40119,40138,41942,41778,42071
38314,0.2654,37919,39260,41292,38792,38797,40530,40431,40773
36967,0.2654,36668,37981,39814,37750,37493,39244,39207,39532
35450,0.2654,35305,36528,38438,36403,36162,37998,37850,38302
34143,0.2654,34093,35473,37224,35192,34931,36714,36737,37202
32981,0.2654,32809,34107,35922,34132,33732,35687,35508,36130
31735,0.2654,31713,32949,34702,32978,32597,34500,34322,35023
30638,0.2654,30538,31858,33573,32089,31586,33359,33305,33993
29632,0.2654,29529,30691,32452,31100,30433,32475,32270,33017
28487,0.2654,28500,29696,31396,30064,29398,31352,31179,31880
27379,0.2654,27531,28713,30332,29192,28386,30378,30115,31039
26454,0.2654,26530,27662,29328,28305,27388,29324,29268,30157
25477,0.2654,25588,26689,28384,27279,26525,28480,28341,29157
24609,0.2654,24664,25839,27467,26560,25683,27562,27392,28149
23740,0.2654,23768,24924,26648,25668,24721,26581,26506,27383
22822,0.2654,23037,24025,25714,24776,24039,25814,25631,26509
22083,0.4807,22341,23324,25056,24117,23402,25067,24965,25839
21247,0.4905,21559,22531,24299,23357,22605,24329,24189,25034
20479,0.5008,20767,21727,23438,22571,21758,23433,23295,24275
19755,0.4572,20170,21000,22715,21981,21193,22710,22607,23438
19075,0.4351,19468,20297,21975,21217,20428,22081,22008,22731
18361,0.4492,18831,19613,21324,20577,19729,21295,21213,22094
17791,0.3957,18309,19099,20706,20012,19287,20955,20781,21476
17076,0.4381,17719,18346,20000,19315,18607,20190,20014,20720
16594,0.3612,17176,17772,19473,18763,18019,19608,19539,20089
15949,0.3969,16657,17210,18924,18175,17522,19059,18897,19571
15730,0.2221,16562,17120,18837,18065,17476,18956,18789,19388
14815,0.4207,15663,16183,17725,17047,16478,17857,17773,18254
14316,0.4025,15246,15612,17189,16534,15958,17302,17300,17708
13756,0.4416,14783,14990,16647,16035,15517,16814,16679,17121
13234,0.472,14382,14548,16202,15499,15098,16392,16246,16721
12847,0.4428,13980,14083,15678,15142,14631,15934,15767,16238
12400,0.4556,13660,13643,15254,14726,14224,15463,15320,15707
11982,0.4268,13285,13224,14724,14312,13790,15041,14850,15306
11561,0.444,12961,12829,14419,13847,13433,14672,14507,14853
11115,0.5083,12613,12411,13916,13438,13023,14115,14036,14433
10825,0.4665,12297,12019,13491,13137,12685,13796,13660,14020
10443,0.4611,12024,11610,13089,12742,12350,13413,13235,13587
10178,0.4066,11699,11310,12725,12364,12009,13053,12934,13241
9780,0.4817,11341,10954,12399,12064,11686,12672,12595,12827
