intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
62114,0.2654,53230,51185,57978,60014,59193,60916,54529,56036,51021,55876
59827,0.2654,51170,49308,56154,58094,57212,58600,52933,54287,49451,54089
57844,0.2654,49064,47265,54526,56205,55204,56753,50967,52488,47776,52469
55736,0.2654,47226,45421,52910,54449,53492,54925,49429,50761,46387,50765
53660,0.2654,45175,43551,51017,52517,51514,52930,47526,49045,44673,48977
51755,0.2654,43301,41658,49364,50658,49730,51183,45773,47375,43244,47355
49887,0.2654,41542,39986,47847,49025,47878,49349,44258,45828,41731,45890
48131,0.2654,39779,38434,46195,47398,46268,47604,42598,44188,40394,44247
46295,0.2654,38039,36842,44642,45604,44494,45779,41098,42652,38978,42626
44680,0.2654,36394,35321,43116,44080,42848,44243,39581,41168,37648,41214
43007,0.2654,34884,34014,41665,42455,41209,42618,38244,39849,36478,39772
41319,0.2654,33370,32635,40155,40847,39689,40974,36794,38437,35158,38324
39715,0.2654,31982,31271,38797,39394,38197,39474,35313,37198,34001,36879
38314,0.2654,30667,30175,37438,38099,36667,38046,33997,35983,32987,35761
36967,0.2654,29557,29035,36236,36725,35324,36504,32922,34722,31824,34546
35450,0.2654,28287,27754,34876,35369,33992,35100,31740,33635,30817,33359
34143,0.2654,27175,26743,33765,34204,32636,33803,30625,32525,29811,32205
32981,0.2654,26188,25890,32635,32947,31403,32627,29558,31487,28825,31158
31735,0.2654,25229,24986,31442,31787,30278,31362,28526,30517,27898,30158
30638,0.2654,24256,24131,30289,30612,29111,30108,27501,29552,27053,29114
29632,0.2654,23606,23344,29346,29653,27942,29094,26538,28534,26174,28222
28487,0.2654,22683,22418,28275,28542,26955,27950,25601,27624,25279,27269
27379,0.2654,21808,21649,27312,27645,25939,26751,24692,26669,24400,26454
26454,0.2654,21160,20922,26499,26679,24889,25825,23863,25821,23714,25686
25477,0.2654,20426,20225,25600,25635,23876,24838,23149,25050,22916,24778
24609,0.2654,19717,19656,24680,24672,23063,23920,22320,24277,22174,24037
23740,0.2654,19041,19062,23755,23797,22086,22912,21590,23448,21471,23246
22822,0.2654,18532,18545,23044,22873,21278,22085,20812,22753,20845,22558
22083,0.4807,17984,17993,22408,22357,20546,21313,20184,22026,20195,21914
21247,0.4905,17473,17473,21689,21546,19828,20594,19615,21344,19610,21253
20479,0.5008,16973,16971,20942,20619,18973,19666,18839,20615,18855,20496
19755,0.4572,16431,16635,20344,19940,18376,19027,18351,19906,18325,19909
19075,0.4351,15942,16066,19642,19235,17567,18249,17804,19157,17709,19315
18361,0.4492,15522,15704,18995,18514,17008,17531,17128,18608,17177,18710
17791,0.3957,15226,15442,18541,18065,16486,16983,16723,18083,16707,18221
17076,0.4381,14712,14955,17892,17366,15821,16368,16200,17492,16135,17702
16594,0.3612,14410,14744,17382,16815,15320,15809,15886,17004,15671,17227
15949,0.3969,13981,14356,16828,16265,14797,15208,15314,16472,15212,16708
15730,0.2221,13980,14452,16685,16119,14588,15042,15293,16291,15014,16660
14815,0.4207,13282,13711,15819,15189,13660,14249,14391,15428,14223,15771
14316,0.4025,12955,13414,15328,14688,13255,13666,14059,14915,13783,15333
13756,0.4416,12604,13084,14860,14168,12818,13400,13636,14446,13412,14913
13234,0.472,12355,12805,14432,13708,12436,12936,13263,14017,12985,14461
12847,0.4428,12047,12582,14047,13302,12116,12563,12934,13694,12615,14060
12400,0.4556,11858,12246,13640,12893,11666,12176,12562,13273,12235,13699
11982,0.4268,11492,11937,13219,12608,11377,11865,12306,12929,11863,13345
11561,0.444,11294,11644,12857,12180,11043,11462,11961,12564,11522,13010
11115,0.5083,11047,11393,12456,11802,10639,11203,11581,12190,11141,12589
10825,0.4665,10868,11166,12124,11481,10424,10863,11338,11882,10881,12264
10443,0.4611,10613,10811,11756,11166,10103,10658,11056,11525,10625,11969
10178,0.4066,10407,10566,11381,10914,9885,10491,10822,11219,10323,11604
9780,0.4817,10247,10354,11035,10535,9623,10187,10501,10931,9981,11330
9448,0.501,10047,10050,10792,10290,9374,9940,10222,10676,9760,11037
9153,0.5124,9908,9768,10491,9985,9080,9704,9902,10404,9409,10690
8891,0.4762,9643,9522,10240,9716,8861,9485,9742,10186,9163,10439
8503,0.5691,9505,9276,9856,9440,8599,9260,9464,9858,8934,10124
8299,0.4988,9300,9016,9579,9196,8350,9049,9272,9567,8718,9893
8025,0.5476,9157,8738,9359,9006,8162,8913,9001,9323,8485,9627
7765,0.5595,8937,8503,9029,8740,7970,8666,8765,9101,8233,9383
7517,0.5498,8797,8309,8747,8449,7717,8500,8574,8910,7995,9122
7276,0.5866,8560,8051,8477,8228,7494,8359,8348,8697,7772,8872
