intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8
62114,0.2654,64179,64348,61348,59945,63195,52759,59711,48794
59827,0.2654,62049,63190,58933,57799,60128,50804,57562,47105
57844,0.2654,58652,58591,56868,55841,58034,48844,55602,45260
55736,0.2654,56961,56558,54860,53948,56365,47277,53831,43646
53660,0.2654,54937,54302,53036,51964,54358,45387,51752,41967
51755,0.2654,53025,52291,51034,49981,52662,43756,49846,40355
49887,0.2654,51308,50417,49050,48295,50858,42246,48085,39009
48131,0.2654,49697,48465,47443,46746,49371,40687,46314,37401
46295,0.2654,47967,46562,45676,44928,47635,39243,44591,35949
44680,0.2654,46305,44655,44115,43320,45974,37832,43108,34678
43007,0.2654,44915,42983,42472,41875,44680,36506,41591,33526
41319,0.2654,43262,41286,40825,40270,43192,35157,40050,32124
39715,0.2654,41786,39630,39386,38875,41743,33924,38700,30914
38314,0.2654,40308,38238,38010,37580,40275,32821,37262,29900
36967,0.2654,38987,36658,36644,36272,38932,31667,36008,28738
35450,0.2654,37598,35217,35271,35008,37725,30558,34699,27774
34143,0.2654,36278,33905,34090,33720,36544,29383,33404,26690
32981,0.2654,35104,32700,32837,32769,35289,28432,32311,25815
31735,0.2654,33930,31492,31686,31515,34278,27590,31388,24921
30638,0.2654,32824,30436,30624,30475,33281,26616,30153,24094
29632,0.2654,31811,29346,29599,29434,32181,25761,29159,23198
28487,0.2654,30653,28271,28569,28451,31160,24793,28005,22416
27379,0.2654,29615,27222,27548,27591,30141,23916,27187,21553
26454,0.2654,28745,26225,26694,26617,29303,23256,26272,20919
25477,0.2654,27710,25322,25722,25756,28392,22304,25278,20102
24609,0.2654,26717,24543,24982,24953,27484,21628,24463,19446
23740,0.2654,25890,23645,24069,24149,26624,20834,23595,18771
22822,0.2654,24965,22868,23412,23422,25855,20214,22837,18211
22083,0.4807,24177,22190,22679,22647,25174,19578,22078,17593
21247,0.4905,23408,21513,22062,21981,24510,18885,21484,17057
20479,0.5008,22583,20836,21321,21277,23645,18274,20740,16409
19755,0.4572,22024,20144,20780,20579,23125,17747,20010,15907
19075,0.4351,21252,19485,20077,19981,22361,17115,19301,15365
18361,0.4492,20573,18842,19432,19257,21727,16535,18633,14845
17791,0.3957,19994,18494,18894,18854,21213,16166,18040,14474
17076,0.4381,19286,17860,18340,18181,20480,15478,17430,13870
16594,0.3612,18725,17383,17745,17693,19986,15026,16973,13507
15949,0.3969,18135,16881,17203,17074,19318,14610,16345,13114
15730,0.2221,17952,16720,17155,16976,19212,14491,16212,12993
14815,0.4207,17014,15870,16214,16009,18061,13659,15287,12233
14316,0.4025,16498,15395,15732,15582,17589,13275,14788,11849
13756,0.4416,15930,15002,15298,15080,17072,12850,14226,11538
13234,0.472,15467,14616,14816,14705,16545,12338,13788,11128
12847,0.4428,15054,14174,14428,14300,16008,12044,13340,10855
12400,0.4556,14595,13831,14025,13817,15550,11656,12893,10493
11982,0.4268,14117,13471,13599,13363,15027,11368,12572,10144
11561,0.444,13723,13143,13198,13045,14558,10984,12137,9846
11115,0.5083,13232,12726,12740,12643,14093,10644,11695,9574
10825,0.4665,12924,12467,12534,12270,13730,10329,11347,9248
10443,0.4611,12473,12122,12192,11873,13306,10030,10999,8960
10178,0.4066,12231,11801,11773,11531,12963,9791,10646,8803
9780,0.4817,11878,11519,11461,11217,12589,9523,10412,8524
9448,0.501,11481,11263,11203,10846,12102,9288,10100,8276
9153,0.5124,11250,10838,10896,10543,11880,9021,9783,8097
8891,0.4762,10840,10604,10653,10167,11447,8726,9507,7865
8503,0.5691,10576,10348,10359,9955,11071,8477,9280,7567
8299,0.4988,10279,10161,10060,9638,10787,8294,9026,7362
8025,0.5476,9939,9887,9774,9328,10481,8057,8708,7186
7765,0.5595,9696,9641,9598,9125,10200,7781,8583,6979
7517,0.5498,9470,9384,9311,8833,9926,7582,8285,6810
7276,0.5866,9156,9171,9113,8600,9606,7397,8088,6619
7054,0.5755,8967,8941,8909,8297,9338,7234,7833,6420
6876,0.5767,8711,8710,8691,8117,9145,7041,7728,6291
6643,0.5667,8493,8531,8457,7892,8836,6884,7534,6037
6415,0.64,8253,8280,8258,7666,8614,6646,7359,5968
6218,0.6125,8078,8098,8079,7438,8364,6509,7106,5763
5942,0.7416,7832,7840,7865,7230,8099,6331,7048,5570
5837,0.673,7674,7754,7684,7081,8002,6143,6826,5465
5589,0.7955,7469,7456,7549,6842,7686,5995,6612,5313
5450,0.7686,7332,7334,7296,6663,7545,5856,6490,5167
5326,0.7487,7110,7160,7139,6499,7292,5757,6362,5083
5153,0.759,6942,6981,6978,6324,7159,5584,6172,4919
4956,0.8547,6828,6792,6812,6189,6961,5437,6016,4745
4828,0.8183,6647,6682,6687,6021,6785,5370,5895,4659
4670,0.9132,6514,6495,6470,5924,6603,5188,5716,4548
4578,0.8548,6342,6370,6301,5709,6437,5012,5555,4462
4433,0.8623,6214,6173,6156,5595,6292,4890,5406,4310
4308,0.9162,6106,6095,6006,5415,6109,4859,5266,4264
4209,0.8745,5969,5984,5826,5351,5908,4728,5164,4174
4072,0.9805,5815,5853,5729,5180,5818,4647,5020,4091
4021,0.8305,5655,5716,5544,5086,5644,4545,4897,3942
3873,1,5575,5621,5470,4991,5486,4416,4780,3896
3768,0.9212,5433,5511,5286,4833,5360,4307,4688,3777
3687,0.9307,5344,5343,5166,4776,5250,4212,4570,3763
3623,0.8828,5247,5254,5079,4650,5142,4153,4494,3645
3534,0.9255,5122,5124,4934,4606,4988,4074,4384,3585
3460,0.9227,4999,5023,4790,4482,4866,3945,4260,3509
3414,0.7851,4875,4897,4683,4389,4774,3859,4089,3420
3288,0.9254,4805,4817,4623,4334,4674,3811,4063,3386
3273,0.8114,4717,4747,4547,4252,4501,3697,3999,3313
3167,0.8832,4596,4560,4424,4123,4383,3617,3868,3225
3120,0.8411,4519,4526,4357,4050,4330,3514,3813,3170
3069,0.7581,4403,4398,4282,3965,4226,3510,3708,3115
2957,0.9017,4340,4317,4128,3875,4130,3417,3652,3063
2940,0.8044,4206,4226,4057,3830,4019,3336,3542,3007
2883,0.7865,4128,4155,4025,3730,3946,3294,3469,2978
2805,0.7958,4060,4071,3963,3636,3891,3217,3392,2817
