intensity,uaa,s1,s2,s3,s4,s5,s6,s7,s8,s9
1539,0.1264,906,1146,1202,1170,986,1060,897,1010,1129
1539,0,893,1167,1233,1184,944,1053,911,1005,1120
1533,0.3734,928,1120,1246,1198,988,1074,933,1004,1148
1573,0.0488,956,1155,1286,1223,1025,1077,917,1049,1129
1577,0.397,914,1152,1289,1222,1035,1100,911,1049,1176
1593,0.1378,934,1171,1260,1252,981,1097,927,1064,1226
1603,0.4256,932,1242,1328,1281,1017,1092,961,1050,1192
1623,0.2846,933,1208,1308,1283,1051,1096,914,1098,1194
1592,0.6316,931,1217,1351,1288,1042,1111,963,1114,1221
1641,0.3291,987,1233,1376,1322,1065,1119,999,1089,1227
1655,0.3644,969,1262,1423,1335,1047,1149,1013,1131,1283
1686,0.2124,977,1267,1380,1321,1086,1143,955,1132,1270
1645,0.7958,1013,1278,1423,1385,1091,1147,964,1126,1285
1704,0.5862,991,1292,1398,1389,1097,1172,1045,1114,1288
1728,0.3352,1030,1303,1488,1429,1099,1189,1001,1195,1296
1763,0.4835,1022,1339,1512,1429,1144,1216,1022,1210,1344
1743,0.6532,1031,1364,1498,1465,1124,1202,1040,1214,1344
1762,0.6613,1034,1364,1550,1467,1158,1222,1020,1224,1351
1789,0.624,1021,1372,1566,1495,1222,1272,1067,1287,1414
1814,0.6512,1064,1413,1608,1497,1194,1260,1036,1289,1374
1821,0.6871,1058,1451,1615,1561,1220,1284,1059,1279,1399
1879,0.5378,1084,1472,1639,1586,1235,1272,1092,1340,1421
1863,0.7579,1088,1466,1684,1551,1241,1318,1086,1309,1431
1882,0.8238,1087,1497,1695,1578,1262,1328,1128,1369,1491
1953,0.6599,1118,1533,1708,1625,1276,1321,1108,1394,1476
1947,0.7902,1139,1541,1759,1663,1321,1376,1139,1439,1474
1985,0.8078,1144,1546,1817,1686,1328,1326,1148,1423,1536
2015,0.7781,1168,1590,1819,1695,1342,1378,1126,1493,1531
2053,0.6617,1164,1620,1855,1734,1342,1417,1151,1511,1575
2087,0.7728,1222,1635,1885,1778,1410,1439,1184,1508,1604
2126,1,1209,1661,1889,1779,1407,1409,1180,1561,1605
2142,0.8128,1217,1764,1975,1834,1434,1457,1231,1562,1637
2177,0.8266,1254,1746,1982,1838,1449,1489,1229,1585,1671
