intensity,uaa,s1,s2,s3,s4,s5,s6,s7,s8,s9
1539,0.1264,804,790,777,692,699,765,892,860,998
1539,0,805,769,761,719,699,792,888,881,1003
1533,0.3734,801,818,740,723,699,789,890,878,1023
1573,0.0488,815,787,778,701,722,788,919,887,1040
1577,0.397,841,828,781,732,722,809,889,911,1041
1593,0.1378,828,783,797,731,746,827,920,902,1065
1603,0.4256,853,814,770,726,717,809,933,913,1084
1623,0.2846,847,826,771,703,707,828,943,897,1046
1592,0.6316,824,867,776,728,742,853,942,947,1094
1641,0.3291,852,836,836,729,720,855,976,948,1113
1655,0.3644,945,871,823,782,732,866,988,981,1105
1686,0.2124,856,895,800,758,743,868,1059,988,1171
1645,0.7958,924,856,835,775,747,877,972,982,1182
1704,0.5862,896,869,854,741,768,870,1011,996,1188
1728,0.3352,941,903,846,756,775,887,1030,1036,1215
1763,0.4835,975,896,863,734,769,890,1070,1023,1237
1743,0.6532,947,892,861,789,746,928,1062,1056,1241
1762,0.6613,955,950,872,775,805,945,1114,1047,1269
1789,0.624,949,950,890,809,779,948,1075,1097,1272
1814,0.6512,996,971,856,791,855,951,1132,1104,1297
1821,0.6871,1038,986,898,834,808,977,1127,1094,1360
1879,0.5378,990,999,924,828,781,983,1164,1136,1369
1863,0.7579,1035,975,900,830,820,967,1191,1128,1414
1882,0.8238,1078,1005,930,830,819,1006,1188,1175,1380
1953,0.6599,1070,1026,941,836,838,1033,1229,1208,1403
1947,0.7902,1069,1084,940,876,850,1088,1242,1208,1456
1985,0.8078,1091,1091,967,882,869,1025,1294,1239,1479
2015,0.7781,1101,1104,961,895,888,1061,1299,1253,1524
2053,0.6617,1125,1085,1043,926,875,1106,1281,1275,1493
2087,0.7728,1145,1157,1027,897,916,1121,1356,1319,1569
2126,1,1169,1163,1011,924,900,1104,1354,1321,1615
2142,0.8128,1192,1176,1049,939,943,1138,1418,1338,1629
2177,0.8266,1202,1193,1075,961,925,1173,1435,1376,1634
2208,0.9281,1258,1185,1071,989,948,1182,1463,1398,1710
2258,0.8162,1255,1293,1070,1015,969,1216,1482,1433,1776
2303,0.8643,1299,1241,1131,1046,993,1272,1516,1495,1780
2318,0.8621,1309,1299,1124,1042,975,1254,1549,1495,1831
2402,0.7727,1355,1306,1185,1075,1017,1315,1590,1586,1845
2449,0.7549,1376,1360,1194,1086,1013,1355,1649,1612,1926
2483,0.86,1413,1380,1235,1125,1037,1371,1636,1606,1950
2490,0.9438,1463,1410,1239,1148,1057,1396,1673,1623,2037
