intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
62114,0.2654,64285,62552,63000,63559,64057,62313,63577,62134,60133,62244
59827,0.2654,61088,59849,60395,60674,60810,59871,60685,59788,58122,59659
57844,0.2654,58666,57705,58168,58516,58657,57752,58506,57819,56238,57644
55736,0.2654,56776,55848,56345,56766,56794,56057,56625,56119,54543,55862
53660,0.2654,54512,53660,54330,54737,54745,53978,54618,54177,52661,53924
51755,0.2654,52612,51869,52397,52894,52754,52113,52687,52316,50807,52020
49887,0.2654,50646,49901,50578,51099,50883,50226,51018,50630,49040,50335
48131,0.2654,48673,48119,48765,49304,49230,48479,49128,48874,47290,48638
46295,0.2654,46880,46223,47060,47441,47488,46804,47378,47239,45699,46906
44680,0.2654,45168,44528,45338,45749,45643,44977,45798,45510,43892,45209
43007,0.2654,43678,42909,43721,44350,44139,43577,44258,43999,42525,43831
41319,0.2654,42071,41257,42133,42749,42766,41904,42673,42395,40884,42329
39715,0.2654,40603,39751,40557,41137,41109,40539,41271,40904,39483,40857
38314,0.2654,39192,38275,39122,39755,39805,39105,39782,39588,37933,39640
36967,0.2654,37786,36948,37851,38520,38530,37703,38509,38310,36662,38382
35450,0.2654,36507,35542,36481,37103,37117,36475,37239,36972,35312,37005
34143,0.2654,35206,34188,35121,35886,35795,35219,35964,35752,34140,35803
32981,0.2654,34109,32927,34019,34769,34678,34153,34798,34592,32989,34770
31735,0.2654,33039,31804,32775,33510,33562,33001,33618,33398,31801,33641
30638,0.2654,31875,30540,31655,32352,32542,31895,32583,32398,30679,32633
29632,0.2654,30994,29645,30720,31344,31444,30829,31584,31382,29715,31633
28487,0.2654,29915,28420,29533,30232,30329,29699,30398,30268,28597,30632
27379,0.2654,29084,27530,28458,29237,29368,28756,29450,29350,27616,29607
26454,0.2654,28126,26550,27447,28246,28442,27900,28424,28503,26684,28810
25477,0.2654,27218,25566,26527,27315,27470,27041,27519,27472,25860,27859
24609,0.2654,26401,24700,25721,26369,26518,26231,26611,26623,24890,26931
23740,0.2654,25523,23786,24755,25476,25536,25283,25679,25855,23984,26067
22822,0.2654,24814,22905,23862,24607,24728,24552,24822,24952,23118,25270
22083,0.4807,24060,22090,23079,23831,23983,23694,24093,24146,22432,24511
21247,0.4905,23296,21406,22371,23063,23150,23038,23360,23337,21723,23803
20479,0.5008,22502,20657,21488,22251,22416,22123,22399,22556,20908,22977
19755,0.4572,21844,19915,20747,21474,21584,21454,21652,21798,20156,22199
19075,0.4351,21045,19188,19992,20832,20866,20762,20944,21142,19469,21530
18361,0.4492,20451,18353,19246,20090,20126,20023,20195,20359,18793,20719
17791,0.3957,19952,17877,18739,19554,19593,19540,19750,19899,18234,20169
17076,0.4381,19193,17192,18028,18792,18826,18858,18948,19060,17567,19458
16594,0.3612,18667,16701,17499,18229,18282,18372,18480,18614,17104,18838
15949,0.3969,18112,16195,16843,17637,17629,17773,17772,17973,16433,18214
15730,0.2221,17961,15990,16701,17495,17359,17591,17565,17900,16298,18040
14815,0.4207,16998,15042,15830,16563,16470,16618,16598,16803,15409,17059
14316,0.4025,16441,14553,15225,15943,15964,16193,16065,16301,14893,16495
13756,0.4416,15973,13989,14736,15458,15484,15606,15514,15869,14375,15955
13234,0.472,15498,13600,14284,14956,15004,15130,15115,15307,13929,15449
12847,0.4428,15023,13148,13818,14504,14560,14721,14686,14862,13463,14897
12400,0.4556,14578,12727,13408,14143,14135,14285,14199,14434,13103,14501
11982,0.4268,14230,12374,13076,13648,13678,13893,13775,13988,12700,14105
11561,0.444,13793,11915,12690,13269,13255,13527,13371,13623,12376,13678
11115,0.5083,13438,11680,12287,12801,12837,13079,12985,13274,11935,13246
10825,0.4665,12983,11295,11904,12468,12576,12752,12691,12879,11658,12911
10443,0.4611,12726,10885,11464,12101,12167,12401,12341,12546,11231,12539
10178,0.4066,12362,10652,11266,11751,11862,12099,11978,12263,10998,12175
9780,0.4817,12031,10356,10907,11379,11487,11747,11667,11920,10566,11857
9448,0.501,11697,10081,10651,11056,11249,11413,11322,11575,10322,11560
9153,0.5124,11524,9757,10304,10755,10951,11172,11021,11328,10002,11241
8891,0.4762,11097,9504,10066,10450,10637,10918,10665,10963,9755,11010
8503,0.5691,10817,9280,9822,10208,10388,10549,10383,10770,9576,10645
8299,0.4988,10556,9045,9447,9865,10037,10335,10150,10416,9250,10403
8025,0.5476,10322,8716,9217,9579,9788,10071,9838,10181,9012,10058
7765,0.5595,10048,8556,8900,9335,9497,9789,9609,9947,8821,9786
7517,0.5498,9743,8292,8748,8993,9294,9554,9348,9668,8554,9501
7276,0.5866,9488,8081,8470,8752,9069,9204,9074,9448,8321,9223
7054,0.5755,9206,7898,8257,8545,8799,9061,8859,9176,8156,9026
6876,0.5767,9048,7700,8053,8304,8614,8810,8609,8963,7901,8845
6643,0.5667,8790,7449,7840,8067,8365,8590,8437,8771,7731,8558
6415,0.64,8566,7267,7614,7831,8141,8364,8156,8512,7494,8348
