intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
62114,0.2654,61950,61726,62312,60496,61923,60197,60377,61287,60426,62952
59827,0.2654,59620,59674,59895,58749,59630,58583,58722,59211,58357,60186
57844,0.2654,57442,57869,58075,57083,57783,56890,57027,57377,56593,58217
55736,0.2654,55775,56480,56558,55682,56108,55352,55345,55710,54986,56554
53660,0.2654,53722,54651,54633,53917,54350,53800,53698,53934,53135,54569
51755,0.2654,51891,52971,52884,52427,52635,52120,52124,52175,51395,52881
49887,0.2654,50287,51387,51377,50834,51049,50521,50527,50579,49879,51336
48131,0.2654,48435,49990,49743,49132,49473,49169,48962,49098,48136,49644
46295,0.2654,46694,48268,48019,47572,47765,47481,47420,47437,46570,47989
44680,0.2654,45073,46843,46519,46120,46207,45969,45888,45837,44996,46459
43007,0.2654,43563,45314,45053,44742,44845,44810,44483,44484,43550,44960
41319,0.2654,41972,44003,43464,43256,43276,43354,43007,42875,42125,43446
39715,0.2654,40508,42515,41825,41696,41855,41939,41493,41493,40605,42011
38314,0.2654,39039,41246,40553,40386,40523,40640,40284,40071,39242,40755
36967,0.2654,37762,39995,39317,39142,39278,39277,39161,38926,37898,39343
35450,0.2654,36366,38790,37964,37679,38018,37996,37891,37648,36547,38154
34143,0.2654,35094,37416,36632,36424,36830,36850,36743,36422,35275,36858
32981,0.2654,33995,36192,35503,35157,35788,35800,35522,35314,34254,35751
31735,0.2654,32891,35121,34325,33937,34754,34601,34388,34183,33050,34447
30638,0.2654,31695,34043,33201,32859,33536,33513,33460,33044,31959,33506
29632,0.2654,30736,32985,32250,31866,32641,32592,32335,32193,30923,32515
28487,0.2654,29704,31730,31129,30653,31538,31424,31369,30940,29834,31306
27379,0.2654,28734,30820,30184,29532,30712,30472,30337,29967,28782,30311
26454,0.2654,27965,29856,29229,28756,29743,29552,29397,29212,27906,29466
25477,0.2654,26936,28777,28238,27695,28847,28584,28622,28198,26929,28374
24609,0.2654,26105,27900,27439,26811,28016,27798,27851,27445,26157,27488
23740,0.2654,25418,27029,26615,25931,27169,26861,26899,26642,25347,26736
22822,0.2654,24600,26110,25723,25037,26471,26094,26211,25907,24452,25820
22083,0.4807,23977,25362,25020,24389,25844,25405,25441,25194,23802,25036
21247,0.4905,23440,24582,24371,23549,25147,24606,24887,24534,23138,24372
20479,0.5008,22685,23698,23608,22835,24333,23827,23965,23687,22341,23421
19755,0.4572,22063,22930,22947,22186,23687,23090,23376,23056,21596,22774
19075,0.4351,21403,22343,22236,21448,23131,22434,22753,22468,21019,22063
18361,0.4492,20860,21448,21601,20785,22450,21756,22085,21817,20291,21264
17791,0.3957,20473,20872,21075,20348,21963,21118,21607,21373,19783,20781
17076,0.4381,19954,20178,20486,19599,21348,20399,20937,20660,19047,20045
16594,0.3612,19457,19667,19838,19160,20847,20037,20445,20277,18654,19511
15949,0.3969,19005,19025,19285,18627,20197,19342,19850,19725,18099,18817
15730,0.2221,18935,18897,19193,18473,20188,19158,19787,19757,17931,18646
14815,0.4207,18035,17827,18199,17454,19088,18176,18832,18713,16996,17582
14316,0.4025,17584,17277,17661,16974,18522,17539,18268,18263,16464,17093
13756,0.4416,17093,16732,17191,16431,18046,17090,17726,17813,16012,16513
13234,0.472,16765,16193,16758,15974,17558,16570,17301,17340,15491,15965
12847,0.4428,16317,15723,16224,15539,17095,16130,16852,16878,14983,15473
12400,0.4556,16029,15281,15874,15071,16668,15707,16364,16399,14634,15036
11982,0.4268,15686,14755,15378,14694,16252,15209,15957,16036,14095,14579
11561,0.444,15270,14424,14930,14268,15751,14736,15492,15666,13734,14066
11115,0.5083,14874,13838,14449,13819,15286,14258,15003,15217,13289,13633
10825,0.4665,14559,13504,14053,13447,15001,13921,14670,14917,12897,13281
10443,0.4611,14228,13151,13743,13178,14467,13501,14361,14448,12604,12841
10178,0.4066,13939,12777,13396,12744,14120,13143,13895,14061,12206,12473
9780,0.4817,13596,12352,12986,12438,13794,12745,13586,13730,11930,12132
9448,0.501,13375,12056,12625,12139,13250,12468,13316,13410,11494,11816
