intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8
62114,0.2654,62388,63854,63489,64514,64186,63797,62230,64627
59827,0.2654,60322,60920,60653,61369,61180,60919,59899,61826
57844,0.2654,58446,58773,58384,58949,59132,58827,57918,59043
55736,0.2654,56869,56633,56594,57040,57415,56927,56198,57188
53660,0.2654,55108,54660,54383,54786,55239,54812,54117,55067
51755,0.2654,53362,52573,52390,52956,53453,52948,52359,53089
49887,0.2654,51606,50773,50411,51010,51848,51086,50399,51242
48131,0.2654,49943,48925,48670,49206,49974,49370,48905,49407
46295,0.2654,48255,47115,46800,47468,48413,47458,47099,47663
44680,0.2654,46589,45502,45169,45751,46569,45850,45497,45972
43007,0.2654,45263,43849,43450,44106,45098,44169,43925,44408
41319,0.2654,43557,42240,41868,42368,43457,42650,42296,42802
39715,0.2654,42176,40576,40269,40735,42017,41026,40877,41231
38314,0.2654,40732,39131,38826,39330,40576,39486,39527,39774
36967,0.2654,39436,37775,37531,38063,39278,38055,38160,38397
35450,0.2654,37994,36374,36079,36649,38016,36696,36724,37032
34143,0.2654,36791,35011,34831,35297,36637,35374,35398,35658
32981,0.2654,35678,33829,33685,34108,35479,34105,34333,34569
31735,0.2654,34459,32616,32454,32845,34328,32839,33099,33349
30638,0.2654,33314,31489,31287,31726,33316,31506,31984,32147
29632,0.2654,32306,30585,30329,30647,32166,30619,30960,31209
28487,0.2654,31271,29482,29260,29467,31022,29458,29851,30068
27379,0.2654,30248,28436,28249,28543,30125,28471,28778,29143
26454,0.2654,29292,27646,27281,27592,29138,27508,27863,28110
25477,0.2654,28201,26617,26363,26471,28116,26411,26998,27113
24609,0.2654,27400,25626,25471,25589,27286,25693,25990,26255
23740,0.2654,26634,24861,24665,24781,26406,24644,25149,25401
22822,0.2654,25718,24049,23813,23829,25593,23849,24461,24577
22083,0.4807,24989,23283,23132,23138,24769,23130,23576,23904
21247,0.4905,24226,22604,22494,22326,24021,22334,22909,23157
20479,0.5008,23415,21907,21663,21484,23229,21459,22216,22208
19755,0.4572,22689,21259,21013,20829,22650,20864,21399,21641
19075,0.4351,21887,20640,20264,20132,21936,20132,20775,20984
18361,0.4492,21147,19922,19574,19382,21139,19548,19962,20200
17791,0.3957,20739,19464,19230,18904,20673,19001,19544,19686
17076,0.4381,20016,18681,18436,18222,19926,18394,18853,19081
16594,0.3612,19407,18195,17970,17600,19399,17821,18318,18480
15949,0.3969,18831,17674,17406,17142,18905,17245,17707,17909
15730,0.2221,18745,17545,17299,16984,18698,17124,17681,17803
14815,0.4207,17639,16625,16327,15989,17641,16155,16698,16830
14316,0.4025,17061,16191,15823,15412,17236,15700,16200,16362
13756,0.4416,16605,15663,15384,14988,16708,15170,15708,15832
13234,0.472,16143,15193,14928,14489,16228,14721,15216,15445
12847,0.4428,15667,14857,14440,14032,15735,14293,14787,15008
12400,0.4556,15161,14438,14104,13622,15372,13914,14305,14491
11982,0.4268,14763,13981,13669,13131,14900,13506,13986,14064
11561,0.444,14360,13620,13244,12787,14614,13093,13542,13746
11115,0.5083,13867,13227,12867,12423,14118,12664,13215,13343
10825,0.4665,13469,12863,12570,12026,13675,12368,12822,12921
10443,0.4611,13131,12488,12212,11607,13387,12077,12476,12545
10178,0.4066,12754,12202,11874,11271,12955,11621,12125,12299
9780,0.4817,12439,11795,11494,11013,12617,11347,11835,11866
9448,0.501,12023,11548,11228,10649,12284,11075,11490,11558
9153,0.5124,11818,11145,10895,10365,11959,10721,11183,11178
8891,0.4762,11366,10914,10603,9987,11639,10502,10929,10921
8503,0.5691,11110,10669,10320,9780,11302,10124,10540,10685
8299,0.4988,10824,10353,10048,9427,11081,9972,10295,10362
8025,0.5476,10590,10055,9848,9243,10704,9670,9992,10014
7765,0.5595,10199,9762,9544,8889,10483,9423,9789,9811
7517,0.5498,9959,9516,9379,8701,10191,9136,9469,9520
