intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8
62114,0.2654,44306,54394,58742,61515,61245,60136,64499,59434
59827,0.2654,42632,52342,56773,59219,59159,57725,63089,57331
57844,0.2654,40938,50220,54704,57259,57422,55502,58595,55174
55736,0.2654,39446,48347,52932,55525,55935,53466,56737,53483
53660,0.2654,37758,46315,50808,53473,54022,51089,54307,51275
51755,0.2654,36166,44519,48843,51841,52369,49038,52166,49487
49887,0.2654,34798,42672,47066,50125,50804,47125,50193,47608
48131,0.2654,33495,41055,45223,48584,49328,45176,48134,46002
46295,0.2654,32090,39275,43383,46812,47751,43355,46139,44272
44680,0.2654,30731,37838,41846,45390,46133,41623,44221,42642
43007,0.2654,29577,36437,40198,43974,44850,39872,42472,41235
41319,0.2654,28303,34900,38632,42503,43399,38357,40571,39752
39715,0.2654,27249,33585,37091,41119,41968,36879,38795,38389
38314,0.2654,26101,32194,35623,39890,40459,35529,37131,37085
36967,0.2654,25096,31148,34373,38823,39372,34221,35690,35916
35450,0.2654,24071,29984,33073,37574,37978,32858,34099,34658
34143,0.2654,23136,28907,31670,36424,36778,31659,32625,33471
32981,0.2654,22321,27805,30544,35395,35687,30572,31214,32379
31735,0.2654,21436,26933,29470,34480,34616,29513,30084,31341
30638,0.2654,20660,25962,28379,33275,33493,28611,28709,30395
29632,0.2654,19878,25133,27354,32452,32635,27679,27705,29382
28487,0.2654,19194,24283,26406,31504,31563,26707,26604,28480
27379,0.2654,18430,23476,25464,30540,30650,25848,25505,27586
26454,0.2654,17836,22649,24579,29761,29607,25019,24531,26721
25477,0.2654,17135,21984,23698,28877,28807,24165,23657,25865
24609,0.2654,16653,21357,22959,28178,28020,23595,22867,25055
23740,0.2654,15955,20559,22000,27410,27216,22764,21997,24363
22822,0.2654,15450,19905,21252,26537,26428,22006,21189,23653
22083,0.4807,15032,19387,20776,26020,25666,21446,20668,23045
21247,0.4905,14594,18833,20061,25231,25090,20809,20024,22392
20479,0.5008,13992,18271,19285,24531,24259,20039,19292,21684
19755,0.4572,13625,17672,18678,23845,23576,19532,18683,21184
19075,0.4351,13168,17228,18128,23177,22917,18889,18141,20521
18361,0.4492,12770,16565,17623,22573,22295,18290,17562,19845
17791,0.3957,12519,16322,17146,22046,21752,18003,17247,19551
17076,0.4381,12065,15754,16562,21354,21144,17247,16636,18935
16594,0.3612,11765,15295,16125,20841,20502,16769,16249,18484
15949,0.3969,11392,14856,15621,20191,20080,16299,15825,17960
15730,0.2221,11336,14793,15576,20180,20002,16195,15734,17970
14815,0.4207,10684,14029,14649,19129,18901,15317,14952,16973
14316,0.4025,10401,13589,14252,18633,18419,14917,14552,16622
13756,0.4416,10171,13315,13879,17981,18018,14496,14191,16209
13234,0.472,9922,12910,13426,17550,17533,14065,13893,15801
12847,0.4428,9598,12573,13077,17056,17028,13740,13451,15325
12400,0.4556,9297,12231,12824,16623,16685,13354,13180,14967
11982,0.4268,9111,11944,12385,16186,16225,12948,12922,14618
11561,0.444,8928,11625,12040,15761,15805,12536,12567,14220
11115,0.5083,8695,11339,11671,15192,15374,12150,12271,13909
10825,0.4665,8503,11044,11430,14910,15064,11978,12000,13562
10443,0.4611,8310,10765,11076,14459,14731,11587,11629,13295
10178,0.4066,8092,10586,10831,14105,14311,11315,11410,12994
9780,0.4817,7891,10297,10545,13648,14002,11015,11125,12663
9448,0.501,7740,10082,10283,13361,13673,10756,10896,12376
9153,0.5124,7563,9815,10057,12895,13378,10513,10697,12027
8891,0.4762,7399,9654,9697,12589,13013,10187,10423,11818
8503,0.5691,7227,9373,9504,12282,12666,9907,10187,11554
8299,0.4988,7048,9170,9270,11839,12483,9662,9907,11215
8025,0.5476,6905,8997,8996,11576,12174,9437,9630,10904
7765,0.5595,6730,8820,8759,11291,11862,9182,9486,10725
7517,0.5498,6644,8568,8523,10920,11580,8951,9260,10445
7276,0.5866,6491,8422,8303,10673,11329,8699,8985,10225
7054,0.5755,6339,8177,8085,10241,11058,8466,8833,9946
6876,0.5767,6255,8049,7908,10067,10927,8320,8610,9797
6643,0.5667,6126,7892,7737,9845,10599,8086,8437,9537
6415,0.64,5958,7662,7561,9462,10290,7826,8172,9252
6218,0.6125,5874,7462,7330,9241,10074,7726,7954,9081
5942,0.7416,5729,7334,7143,8977,9814,7468,7784,8849
5837,0.673,5611,7148,6957,8768,9629,7360,7619,8709
5589,0.7955,5538,6957,6780,8518,9407,7130,7431,8497
5450,0.7686,5404,6838,6660,8291,9251,6968,7241,8295
5326,0.7487,5362,6670,6494,8088,8936,6876,7058,8075
5153,0.759,5219,6488,6362,7887,8797,6706,6925,7964
4956,0.8547,5155,6393,6215,7681,8633,6571,6765,7776
4828,0.8183,4998,6195,6018,7503,8386,6382,6619,7593
4670,0.9132,4954,6103,5950,7321,8199,6293,6473,7438
4578,0.8548,4822,6001,5806,7125,8006,6120,6333,7274
4433,0.8623,4738,5849,5656,6923,7813,6019,6144,7128
4308,0.9162,4687,5714,5573,6803,7644,5934,6031,6978
4209,0.8745,4610,5603,5434,6642,7446,5850,5869,6806
4072,0.9805,4541,5519,5356,6559,7360,5729,5755,6631
4021,0.8305,4393,5392,5209,6304,7113,5589,5618,6487
3873,1,4343,5263,5111,6145,6955,5452,5525,6342
3768,0.9212,4212,5138,4990,6057,6748,5386,5398,6242
3687,0.9307,4153,5106,4962,5865,6674,5313,5281,6098
3623,0.8828,4100,5000,4837,5744,6459,5159,5213,6019
3534,0.9255,3975,4901,4760,5608,6330,5108,5086,5890
3460,0.9227,3928,4772,4659,5568,6211,5030,4947,5731
3414,0.7851,3872,4688,4595,5359,6072,4884,4886,5643
3288,0.9254,3794,4649,4536,5356,5951,4859,4786,5507
3273,0.8114,3712,4560,4488,5248,5802,4774,4736,5486
3167,0.8832,3673,4477,4382,5143,5703,4668,4574,5283
3120,0.8411,3634,4387,4324,4997,5598,4602,4507,5235
3069,0.7581,3506,4273,4261,4963,5430,4558,4416,5110
2957,0.9017,3471,4240,4163,4809,5300,4448,4385,4969
2940,0.8044,3399,4150,4162,4750,5229,4373,4259,4899
2883,0.7865,3371,4054,4063,4669,5142,4384,4197,4837
2805,0.7958,3298,3999,3993,4627,5046,4234,4121,4738
2825,0.6717,3275,3943,3981,4543,4943,4190,4104,4687
2738,0.728,3224,3931,3961,4487,4839,4164,4018,4586
2696,0.7529,3151,3798,3859,4361,4792,4044,3903,4477
2648,0.6415,3101,3705,3772,4324,4608,4017,3812,4354
2614,0.6685,3014,3632,3765,4263,4578,3945,3788,4333
2555,0.6626,2994,3583,3693,4226,4443,3833,3714,4318
2533,0.6007,2989,3574,3669,4175,4410,3807,3631,4193
2491,0.5804,2905,3486,3569,4063,4313,3754,3601,4108
2474,0.5792,2913,3403,3606,4043,4229,3699,3541,4059
