intensity,uaa,s1,s2,s3,s4,s5,s6,s7,s8,s9
1539,0.1264,1327,1347,1425,1449,1420,1423,1323,1389,1261
1539,0,1317,1371,1471,1473,1420,1407,1334,1401,1248
1533,0.3734,1326,1374,1471,1508,1437,1471,1384,1450,1303
1573,0.0488,1336,1418,1484,1485,1447,1486,1365,1407,1309
1577,0.397,1343,1412,1463,1506,1476,1500,1345,1446,1294
1593,0.1378,1331,1441,1537,1581,1443,1524,1347,1466,1348
1603,0.4256,1404,1425,1478,1578,1507,1545,1407,1476,1351
1623,0.2846,1367,1463,1529,1556,1480,1554,1420,1559,1322
1592,0.6316,1381,1451,1585,1561,1566,1579,1438,1525,1338
1641,0.3291,1409,1499,1550,1610,1543,1569,1518,1552,1366
1655,0.3644,1385,1514,1583,1655,1586,1572,1527,1581,1388
1686,0.2124,1415,1527,1605,1630,1615,1657,1520,1585,1414
1645,0.7958,1462,1529,1648,1679,1628,1663,1471,1593,1421
1704,0.5862,1484,1562,1686,1665,1615,1660,1558,1640,1418
1728,0.3352,1481,1580,1650,1715,1659,1712,1536,1658,1469
1763,0.4835,1526,1599,1666,1705,1671,1752,1551,1715,1449
1743,0.6532,1482,1609,1709,1730,1687,1748,1588,1688,1467
1762,0.6613,1577,1612,1758,1758,1704,1717,1618,1715,1524
1789,0.624,1565,1572,1775,1767,1750,1813,1653,1751,1514
1814,0.6512,1546,1690,1780,1843,1741,1806,1687,1777,1529
1821,0.6871,1592,1730,1829,1811,1774,1840,1680,1855,1598
1879,0.5378,1606,1734,1817,1851,1827,1855,1721,1835,1592
1863,0.7579,1630,1785,1890,1864,1846,1895,1734,1861,1619
1882,0.8238,1659,1748,1908,1853,1850,1929,1768,1875,1635
1953,0.6599,1651,1799,1963,1904,1894,1969,1820,1928,1650
1947,0.7902,1714,1764,1968,1949,1913,1990,1836,1990,1672
1985,0.8078,1733,1852,2011,1972,1960,2053,1867,1988,1703
2015,0.7781,1734,1842,2036,1963,1995,2076,1906,2057,1743
2053,0.6617,1773,1883,2087,2001,2037,2112,1949,2067,1753
2087,0.7728,1801,1940,2098,2025,2058,2139,1992,2115,1820
2126,1,1845,1965,2112,2065,2086,2154,2002,2184,1795
2142,0.8128,1825,1980,2157,2094,2121,2240,2018,2200,1815
2177,0.8266,1864,2025,2206,2126,2148,2277,2116,2215,1868
2208,0.9281,1919,2092,2237,2103,2215,2290,2152,2278,1867
2258,0.8162,1974,2093,2288,2160,2223,2320,2119,2365,1953
2303,0.8643,1963,2118,2322,2215,2289,2436,2178,2331,1941
2318,0.8621,2070,2190,2398,2243,2362,2474,2216,2481,1982
2402,0.7727,2033,2230,2420,2306,2390,2533,2239,2453,2032
2449,0.7549,2125,2305,2516,2405,2449,2596,2379,2613,2063
2483,0.86,2115,2251,2484,2419,2455,2627,2356,2594,2123
2490,0.9438,2175,2321,2536,2439,2492,2639,2396,2630,2166
2588,0.7927,2221,2371,2621,2477,2573,2714,2455,2713,2186
2615,0.8846,2279,2456,2621,2533,2619,2769,2534,2777,2215
2723,0.7552,2307,2459,2682,2635,2684,2792,2548,2777,2278
2753,0.8614,2357,2511,2774,2652,2751,2896,2577,2839,2307
2849,0.5966,2404,2601,2805,2709,2774,2982,2633,2889,2302
2838,0.8254,2473,2645,2892,2758,2848,3047,2675,2992,2346
2956,0.7628,2519,2686,2892,2830,2910,3053,2740,3048,2411
3022,0.7949,2540,2757,2985,2936,2971,3125,2754,3079,2432
3175,0.462,2596,2802,3001,2930,3021,3242,2891,3221,2489
3217,0.5248,2627,2891,3130,3063,3163,3303,2895,3225,2606
3255,0.6998,2727,2933,3135,3125,3171,3347,2937,3307,2578
3364,0.6269,2762,3010,3224,3199,3224,3427,2983,3368,2648
3443,0.6696,2823,3012,3287,3317,3319,3518,3082,3493,2698
3483,0.7154,2872,3137,3367,3382,3386,3600,3139,3466,2719
3592,0.6626,2996,3203,3429,3494,3427,3669,3182,3616,2765
3728,0.4952,3051,3260,3467,3573,3521,3736,3244,3668,2863
3823,0.5717,3098,3322,3588,3664,3632,3845,3319,3738,2916
3950,0.4977,3202,3405,3658,3762,3690,3910,3435,3851,3020
4055,0.4356,3253,3570,3757,3871,3762,4068,3467,3920,3043
4176,0.4493,3383,3552,3797,3924,3863,4080,3551,4001,3123
4263,0.4547,3397,3655,3968,4032,3912,4214,3647,4106,3167
4407,0.4525,3501,3791,3983,4209,4027,4313,3689,4194,3265
4523,0.3742,3621,3850,4086,4242,4128,4395,3765,4220,3359
4618,0.4865,3712,3957,4206,4325,4277,4476,3832,4358,3410
4745,0.4143,3793,4112,4305,4476,4330,4600,3963,4495,3514
4914,0.3817,3904,4155,4400,4539,4421,4718,4089,4534,3597
