intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8,s9
62114,0.2654,60899,60594,56904,60543,61006,61146,59651,57898,55562
59827,0.2654,58676,58354,54797,58157,58860,58889,57377,55575,53355
57844,0.2654,56535,56162,52685,55933,56679,56594,55356,53390,51367
55736,0.2654,54770,54191,50916,54066,54815,54639,53369,51444,49323
53660,0.2654,52549,52002,48875,51735,52772,52516,51207,49339,47329
51755,0.2654,50522,50012,46899,49950,51011,50607,49292,47342,45356
49887,0.2654,48794,48061,45088,47913,49127,48601,47467,45574,43522
48131,0.2654,46913,46226,43369,46134,47463,46892,45676,43707,41751
46295,0.2654,45014,44447,41556,44271,45660,45023,43873,41958,40069
44680,0.2654,43255,42619,39985,42570,44035,43342,42185,40426,38389
43007,0.2654,41693,40981,38419,40929,42432,41788,40655,38722,36962
41319,0.2654,39994,39344,36916,39358,40858,40302,39109,37173,35612
39715,0.2654,38459,37857,35422,37665,39301,38599,37657,35808,34211
38314,0.2654,37066,36358,33949,36179,37968,37272,36342,34449,32875
36967,0.2654,35578,35005,32620,34895,36705,35937,35007,33168,31690
35450,0.2654,34168,33697,31277,33528,35241,34454,33686,31956,30419
34143,0.2654,33057,32256,30150,32202,33955,33227,32562,30748,29281
32981,0.2654,31835,31117,28976,30985,32788,32057,31326,29602,28275
31735,0.2654,30443,29982,27935,29838,31625,30887,30336,28582,27306
30638,0.2654,29148,28803,26849,28714,30502,29818,29177,27492,26182
29632,0.2654,28120,27709,25847,27610,29330,28805,28190,26556,25459
28487,0.2654,26884,26629,24799,26462,28268,27694,27141,25498,24442
27379,0.2654,25915,25626,23837,25436,27282,26767,26181,24679,23667
26454,0.2654,24848,24593,22899,24496,26282,25827,25199,23839,22825
25477,0.2654,23907,23635,22041,23509,25355,24799,24380,22934,22071
24609,0.2654,22991,22882,21176,22768,24402,23947,23659,22227,21306
23740,0.2654,22010,21946,20380,21880,23552,23171,22735,21415,20645
22822,0.2654,21159,21072,19532,21111,22745,22306,21931,20676,19899
22083,0.4807,20491,20442,18921,20366,22081,21594,21337,20072,19382
21247,0.4905,19646,19679,18235,19670,21293,20847,20574,19415,18817
20479,0.5008,18788,18835,17448,18954,20452,20123,19864,18676,18000
19755,0.4572,18140,18110,16850,18203,19738,19366,19156,18177,17536
19075,0.4351,17309,17436,16154,17573,19028,18678,18643,17534,17012
18361,0.4492,16735,16841,15559,16902,18393,18027,17882,16976,16479
17791,0.3957,16176,16345,15029,16467,17782,17514,17444,16468,16094
17076,0.4381,15448,15572,14356,15708,17076,16824,16829,16016,15474
16594,0.3612,14968,15060,13864,15312,16600,16261,16286,15512,15024
15949,0.3969,14376,14554,13389,14804,16073,15734,15858,14965,14635
15730,0.2221,14164,14320,13168,14632,15822,15510,15666,14928,14424
14815,0.4207,13214,13446,12340,13784,14934,14623,14763,14051,13722
14316,0.4025,12795,12961,11873,13332,14461,13980,14283,13700,13263
13756,0.4416,12253,12485,11471,12832,13956,13576,13816,13284,12886
13234,0.472,11830,12023,11028,12479,13509,13145,13343,12891,12438
12847,0.4428,11444,11634,10637,12057,13088,12732,12960,12452,12094
12400,0.4556,11007,11194,10286,11663,12625,12281,12589,12123,11790
11982,0.4268,10603,10819,9926,11260,12321,11906,12234,11773,11434
11561,0.444,10271,10468,9604,10922,11906,11543,11866,11504,11078
11115,0.5083,9858,10147,9256,10566,11452,11073,11480,11098,10762
10825,0.4665,9573,9768,8985,10303,11214,10848,11096,10876,10506
10443,0.4611,9210,9422,8670,10003,10807,10525,10793,10537,10182
10178,0.4066,8907,9169,8397,9677,10415,10155,10498,10217,9819
9780,0.4817,8646,8911,8077,9388,10152,9898,10263,10012,9676
9448,0.501,8377,8619,7865,9065,9863,9610,9980,9667,9366
9153,0.5124,8111,8308,7598,8807,9546,9279,9641,9434,9117
8891,0.4762,7838,8095,7364,8529,9234,9041,9345,9240,8829
