intensity,uaa,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
1.64E-06,0.1264,2.43E-08,-3.73E-09,-1.54E-09,-9.92E-08,-6.12E-08,2.18E-07,4.31E-08,3.07E-07,9.50E-07,1.79E-06
1.74E-06,0,0,2.24E-08,-1.84E-08,-2.15E-08,-1.19E-08,2.30E-07,-7.84E-09,2.73E-07,9.72E-07,1.72E-06
1.63E-06,0.3734,6.43E-08,2.74E-08,-9.83E-08,6.61E-09,-2.21E-08,2.03E-07,-3.92E-09,4.31E-07,1.10E-06,1.81E-06
1.81E-06,0.0488,2.55E-08,3.73E-08,-3.07E-08,-1.98E-08,-1.70E-09,2.66E-07,7.84E-09,3.82E-07,1.16E-06,2.00E-06
1.71E-06,0.397,5.34E-08,9.95E-09,2.61E-08,1.16E-08,-7.48E-08,2.52E-07,9.80E-09,5.01E-07,1.29E-06,1.93E-06
1.87E-06,0.1378,8.01E-08,-3.48E-08,-2.77E-08,3.47E-08,-2.55E-08,2.59E-07,-5.49E-08,3.92E-07,1.49E-06,2.05E-06
1.80E-06,0.4256,6.43E-08,3.98E-08,2.77E-08,-7.27E-08,-7.14E-08,2.79E-07,-2.16E-08,5.57E-07,1.52E-06,2.20E-06
1.91E-06,0.2846,4.98E-08,3.61E-08,-3.07E-09,-4.13E-08,-1.02E-08,3.04E-07,1.57E-08,6.35E-07,1.59E-06,2.26E-06
1.81E-06,0.6316,8.13E-08,9.95E-08,1.54E-09,-2.81E-08,1.70E-08,2.09E-07,9.80E-08,6.59E-07,1.62E-06,2.41E-06
2.00E-06,0.3291,7.77E-08,6.59E-08,2.15E-08,7.93E-08,-1.19E-08,3.28E-07,-1.96E-08,7.47E-07,1.82E-06,2.50E-06
2.04E-06,0.3644,9.47E-08,2.86E-08,3.38E-08,-3.31E-08,-4.59E-08,3.33E-07,1.04E-07,9.78E-07,1.94E-06,2.58E-06
2.18E-06,0.2124,9.47E-08,8.70E-08,3.07E-09,3.47E-08,3.40E-09,3.78E-07,8.62E-08,9.37E-07,1.95E-06,2.63E-06
1.96E-06,0.7958,9.23E-08,8.46E-08,3.69E-08,6.94E-08,-3.23E-08,4.24E-07,1.04E-07,1.04E-06,2.05E-06,2.69E-06
2.11E-06,0.5862,7.89E-08,-4.97E-09,1.54E-08,4.30E-08,-9.01E-08,4.24E-07,9.60E-08,1.24E-06,2.26E-06,2.83E-06
2.30E-06,0.3352,9.10E-08,8.70E-08,5.38E-08,-3.14E-08,3.40E-09,4.44E-07,1.04E-07,1.32E-06,2.41E-06,2.98E-06
2.29E-06,0.4835,8.01E-08,1.54E-07,7.07E-08,3.80E-08,-3.74E-08,4.66E-07,1.39E-07,1.35E-06,2.49E-06,3.15E-06
2.27E-06,0.6532,8.01E-08,4.23E-08,5.53E-08,0,2.38E-08,4.52E-07,1.35E-07,1.55E-06,2.78E-06,3.20E-06
2.34E-06,0.6613,1.35E-07,4.23E-08,-7.68E-09,6.12E-08,9.18E-08,5.26E-07,1.12E-07,1.52E-06,2.91E-06,3.36E-06
2.42E-06,0.624,1.42E-07,1.08E-07,4.46E-08,4.46E-08,1.02E-08,5.53E-07,-2.16E-08,1.75E-06,3.06E-06,3.41E-06
2.48E-06,0.6512,1.85E-07,7.96E-08,2.46E-08,2.31E-08,2.72E-08,5.53E-07,2.21E-07,1.90E-06,3.25E-06,3.81E-06
2.54E-06,0.6871,1.61E-07,1.33E-07,1.03E-07,1.27E-07,0,6.51E-07,1.76E-07,2.03E-06,3.32E-06,3.85E-06
2.70E-06,0.5378,8.50E-08,1.60E-07,4.15E-08,2.64E-08,-3.40E-09,7.05E-07,2.20E-07,2.32E-06,3.55E-06,4.05E-06
2.65E-06,0.7579,1.51E-07,8.33E-08,3.99E-08,-1.32E-08,1.24E-07,7.54E-07,3.02E-07,2.44E-06,3.74E-06,4.15E-06
2.70E-06,0.8238,1.43E-07,1.69E-07,6.30E-08,3.31E-08,1.10E-07,8.05E-07,3.14E-07,2.66E-06,3.93E-06,4.27E-06
2.87E-06,0.6599,1.91E-07,1.72E-07,8.60E-08,1.98E-08,1.22E-07,1.06E-06,2.39E-07,2.84E-06,4.15E-06,4.52E-06
2.88E-06,0.7902,1.76E-07,1.38E-07,7.37E-08,5.29E-08,1.02E-07,1.15E-06,3.12E-07,3.00E-06,4.38E-06,4.68E-06
2.96E-06,0.8078,2.25E-07,1.87E-07,4.92E-08,5.45E-08,2.02E-07,1.28E-06,3.61E-07,3.18E-06,4.61E-06,4.85E-06
3.07E-06,0.7781,2.84E-07,2.09E-07,1.12E-07,1.19E-07,1.51E-07,1.42E-06,3.88E-07,3.28E-06,4.81E-06,4.97E-06
3.24E-06,0.6617,1.66E-07,1.68E-07,1.48E-07,1.09E-07,1.99E-07,1.51E-06,4.19E-07,3.58E-06,5.22E-06,5.17E-06
3.27E-06,0.7728,2.22E-07,2.21E-07,1.32E-07,1.04E-07,1.95E-07,1.69E-06,5.68E-07,3.95E-06,5.56E-06,5.39E-06
