intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8,s9
62114,0.2654,64120,64136,64181,61534,61151,60526,64022,64110,60583
59827,0.2654,61303,62327,63628,58564,58165,57494,63092,64100,57607
57844,0.2654,57013,56800,57696,56039,55343,54840,57322,58630,55036
55736,0.2654,54406,54184,55032,53653,53017,52423,54767,55047,52788
53660,0.2654,51689,51348,52326,51286,50689,49785,51799,52006,50358
51755,0.2654,49167,48696,49689,49129,48268,47405,49264,49129,48011
49887,0.2654,46758,46255,47412,47024,46001,45154,46669,46408,45850
48131,0.2654,44549,43894,45117,44785,43839,42945,44335,43846,43761
46295,0.2654,42311,41568,42754,42699,41642,40789,41919,41280,41869
44680,0.2654,40039,39375,40645,40916,39698,38881,39832,38947,39898
43007,0.2654,38204,37394,38733,39073,37769,37056,37772,36838,38202
41319,0.2654,36226,35452,36705,37238,35839,35173,35782,34717,36502
39715,0.2654,34363,33737,34803,35509,34065,33431,33841,32547,34803
38314,0.2654,32621,31826,33193,33786,32551,31719,32188,30860,33198
36967,0.2654,31036,30511,31432,32306,30873,30201,30676,29125,31796
35450,0.2654,29454,29053,29939,30852,29361,28699,29039,27484,30368
34143,0.2654,28022,27491,28356,29346,27891,27417,27539,25947,29013
32981,0.2654,26576,26276,26998,27978,26541,26067,26149,24518,27813
31735,0.2654,25324,25101,25571,26644,25237,24714,25025,23272,26567
30638,0.2654,24073,23896,24302,25371,23976,23626,23781,22000,25529
29632,0.2654,22963,22925,23210,24143,22919,22442,22662,20883,24425
28487,0.2654,21801,21779,22011,22954,21680,21225,21498,19759,23229
27379,0.2654,20754,20917,20870,21912,20691,20196,20454,18667,22244
26454,0.2654,19817,19874,19868,20837,19666,19253,19549,17682,21380
25477,0.2654,18864,19046,18810,19775,18656,18320,18715,16822,20416
24609,0.2654,17982,18200,18004,18878,17860,17483,17798,16018,19631
23740,0.2654,17171,17327,17045,17926,16907,16630,17004,15171,18815
22822,0.2654,16349,16591,16256,17068,16038,15968,16227,14417,17910
22083,0.4807,15719,15926,15466,16296,15434,15272,15507,13777,17271
21247,0.4905,15037,15305,14833,15488,14687,14543,14836,13148,16585
20479,0.5008,14264,14527,14001,14734,13929,13836,14087,12486,15850
19755,0.4572,13695,13950,13436,14042,13233,13232,13410,11847,15215
19075,0.4351,13051,13348,12785,13408,12653,12604,12883,11355,14547
18361,0.4492,12412,12736,12244,12714,12071,12115,12273,10776,13981
17791,0.3957,11933,12245,11727,12221,11585,11674,11775,10430,13548
17076,0.4381,11389,11731,11169,11613,10966,11112,11230,9893,12918
16594,0.3612,10931,11217,10703,11115,10531,10643,10883,9467,12508
15949,0.3969,10480,10795,10276,10619,10068,10267,10431,9049,11979
15730,0.2221,10211,10503,10032,10281,9800,10038,10148,8891,11814
14815,0.4207,9513,9812,9348,9623,9058,9417,9501,8291,11071
14316,0.4025,9147,9469,8903,9248,8692,9000,9076,7985,10687
13756,0.4416,8758,9079,8534,8761,8317,8725,8735,7661,10306
13234,0.472,8383,8666,8228,8460,8010,8358,8410,7330,9864
12847,0.4428,8018,8358,7933,8038,7637,7986,8056,7032,9537
12400,0.4556,7726,8018,7547,7672,7355,7705,7764,6694,9153
11982,0.4268,7359,7708,7188,7404,6989,7435,7442,6497,8912
11561,0.444,7060,7372,6933,7003,6709,7146,7237,6232,8549
11115,0.5083,6778,7105,6588,6702,6390,6823,6841,6008,8261
10825,0.4665,6537,6798,6368,6477,6116,6601,6659,5844,7985
10443,0.4611,6316,6526,6145,6070,5883,6381,6429,5582,7739
10178,0.4066,6044,6265,5884,5972,5625,6171,6172,5430,7389
9780,0.4817,5759,6059,5604,5672,5441,5884,5935,5180,7136
9448,0.501,5562,5831,5450,5452,5190,5689,5747,5034,6962
9153,0.5124,5352,5608,5217,5222,5040,5533,5563,4890,6685
8891,0.4762,5091,5408,4993,5036,4807,5287,5390,4679,6466
8503,0.5691,4922,5162,4817,4794,4656,5095,5201,4509,6253
8299,0.4988,4768,5038,4614,4603,4466,4910,4987,4379,6100
8025,0.5476,4518,4790,4482,4409,4277,4742,4881,4241,5872
7765,0.5595,4356,4695,4319,4217,4115,4582,4686,4129,5673
7517,0.5498,4208,4495,4144,4069,3957,4455,4549,3975,5517
7276,0.5866,4060,4305,3986,3928,3779,4299,4427,3817,5317
7054,0.5755,3886,4145,3848,3745,3692,4148,4299,3709,5094
6876,0.5767,3774,4068,3724,3649,3597,4033,4121,3573,5031
6643,0.5667,3611,3849,3590,3478,3419,3830,4067,3529,4847
6415,0.64,3503,3786,3497,3362,3306,3718,3842,3368,4652
6218,0.6125,3357,3636,3346,3201,3221,3579,3733,3318,4557
5942,0.7416,3216,3475,3270,3125,3082,3466,3615,3216,4399
5837,0.673,3108,3400,3083,2970,2992,3328,3516,3113,4303
5589,0.7955,3031,3284,2998,2893,2881,3250,3452,2984,4142
5450,0.7686,2910,3181,2935,2809,2793,3141,3290,2954,4008
5326,0.7487,2802,3041,2808,2704,2704,3039,3171,2827,3909
5153,0.759,2734,2943,2749,2608,2634,2954,3145,2723,3784
4956,0.8547,2618,2872,2643,2509,2531,2801,3019,2694,3661
4828,0.8183,2539,2735,2549,2436,2473,2748,2928,2609,3562
4670,0.9132,2490,2707,2475,2368,2347,2698,2892,2602,3495
4578,0.8548,2421,2602,2421,2295,2279,2612,2754,2469,3394
4433,0.8623,2355,2522,2287,2204,2237,2521,2714,2439,3320
4308,0.9162,2263,2478,2236,2142,2168,2440,2641,2400,3224
4209,0.8745,2172,2372,2202,2062,2077,2403,2630,2324,3122
4072,0.9805,2128,2331,2109,1997,2026,2330,2501,2247,3034
4021,0.8305,2032,2255,2040,1964,2018,2258,2432,2212,2969
3873,1,2013,2191,1994,1857,1907,2176,2406,2141,2889
3768,0.9212,1979,2110,1933,1816,1895,2105,2325,2135,2793
3687,0.9307,1908,2094,1882,1781,1799,2093,2273,2068,2757
3623,0.8828,1883,2063,1826,1750,1788,2032,2179,2027,2695
3534,0.9255,1762,1987,1757,1661,1719,1973,2173,1967,2593
3460,0.9227,1745,1924,1762,1620,1697,1908,2120,1892,2571
3414,0.7851,1711,1899,1648,1596,1604,1852,2113,1863,2497
3288,0.9254,1669,1808,1645,1540,1593,1831,2041,1849,2432
3273,0.8114,1657,1789,1653,1513,1568,1730,1970,1807,2406
3167,0.8832,1595,1761,1564,1466,1473,1686,1964,1770,2295
3120,0.8411,1550,1705,1567,1442,1438,1700,1907,1721,2280
3069,0.7581,1583,1690,1497,1381,1462,1663,1845,1690,2219
2957,0.9017,1487,1634,1445,1377,1394,1625,1808,1658,2161
2940,0.8044,1474,1610,1410,1310,1400,1579,1740,1628,2123
2883,0.7865,1457,1576,1437,1321,1309,1536,1718,1577,2053
2805,0.7958,1416,1510,1368,1270,1313,1511,1714,1568,2002
2825,0.6717,1388,1520,1349,1229,1293,1512,1662,1514,1960
2738,0.728,1327,1454,1313,1224,1231,1469,1654,1578,1928
2696,0.7529,1342,1446,1281,1196,1210,1445,1587,1525,1884
2648,0.6415,1286,1419,1216,1156,1213,1350,1562,1431,1839
2614,0.6685,1252,1375,1253,1135,1218,1395,1524,1386,1786
2555,0.6626,1273,1351,1231,1144,1158,1325,1553,1438,1806
2533,0.6007,1203,1319,1172,1079,1132,1294,1460,1352,1765
2491,0.5804,1209,1322,1187,1060,1147,1321,1472,1342,1736
2474,0.5792,1180,1264,1135,1084,1155,1269,1458,1327,1681
2413,0.5169,1190,1281,1130,1027,1057,1263,1390,1307,1668
2411,0.3694,1163,1239,1138,1043,1084,1264,1414,1304,1611
2364,0.4867,1161,1243,1129,981,1076,1212,1364,1264,1606
2301,0.5049,1111,1207,1085,1011,1029,1201,1370,1202,1569
2294,0.4926,1107,1173,1095,949,1031,1193,1349,1265,1522
2308,0.28,1104,1161,1062,956,988,1169,1313,1219,1534
2215,0.388,1085,1179,1050,954,993,1167,1294,1220,1509
2208,0.441,1039,1154,1030,958,1000,1126,1288,1196,1420
2175,0.3791,1057,1135,1016,898,974,1144,1284,1202,1440
2169,0.2113,1040,1091,1002,916,983,1138,1242,1137,1456
2135,0.3015,998,1106,996,886,940,1101,1243,1136,1397
2113,0.2331,1012,1077,1001,899,921,1100,1203,1136,1389
2083,0.2736,988,1101,953,886,906,1079,1265,1084,1357
2064,0.1927,982,1064,986,880,920,1059,1202,1091,1322
2046,0.1583,965,1077,989,867,908,1056,1190,1113,1306
2013,0.1066,968,1031,926,875,910,1069,1155,1141,1274
2006,0.0988,961,1068,920,838,877,1093,1138,1059,1250
1932,0.1476,936,1032,939,840,916,991,1131,1046,1246
1964,0.0139,965,1017,947,833,904,1041,1131,1051,1264
1922,0.0533,902,1012,926,824,873,991,1102,1032,1231
1924,0,926,1015,928,783,875,1010,1100,1025,1217
1864,0.1556,904,975,905,815,925,978,1086,1004,1148
60084,0.1023,,,,,,,,,
57757,0.0788,,,,,,,,,
