intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8,s9
62114,0.2654,57233,58951,53048,64270,57084,58963,59108,58313,56201
59827,0.2654,55299,56910,51275,61625,55178,56879,57237,56346,54618
57844,0.2654,53347,54911,49214,58644,53374,54793,55393,54526,52893
55736,0.2654,51604,53053,47455,56634,51658,53037,53740,52779,51535
53660,0.2654,49794,50941,45524,54613,49665,50887,51829,50944,49696
51755,0.2654,48054,49115,43695,52555,47948,49011,50127,49086,48157
49887,0.2654,46399,47445,42052,50744,46208,47146,48338,47584,46709
48131,0.2654,44799,45651,40546,48817,44564,45449,46848,45828,45272
46295,0.2654,43271,43843,38753,47005,42735,43649,45123,44201,43730
44680,0.2654,41637,42216,37332,45260,41225,41906,43650,42625,42516
43007,0.2654,40305,40752,35846,43435,39641,40269,42162,41254,41073
41319,0.2654,38788,39160,34566,41759,38064,38796,40650,39711,39747
39715,0.2654,37441,37815,33199,40118,36526,37219,39321,38347,38418
38314,0.2654,36154,36348,31955,38618,35192,35758,37948,37043,37144
36967,0.2654,34994,35097,30748,37184,33802,34301,36673,35783,35917
35450,0.2654,33688,33732,29560,35745,32455,33027,35344,34620,34856
34143,0.2654,32534,32471,28540,34470,31247,31647,34113,33331,33531
32981,0.2654,31508,31437,27559,33175,30029,30508,33055,32212,32581
31735,0.2654,30388,30352,26543,31958,28836,29323,31832,31187,31446
30638,0.2654,29386,29350,25808,30721,27722,28129,30751,30154,30387
29632,0.2654,28436,28236,24896,29670,26747,27100,29757,29230,29469
28487,0.2654,27300,27176,23968,28550,25592,25918,28561,28198,28439
27379,0.2654,26351,26314,23209,27505,24570,24851,27633,27290,27601
26454,0.2654,25542,25346,22370,26544,23618,23892,26679,26327,26567
25477,0.2654,24556,24399,21632,25701,22650,22822,25684,25439,25738
24609,0.2654,23772,23653,20896,24741,21778,22033,24885,24600,24907
23740,0.2654,22925,22747,20287,23961,20952,21120,23860,23738,23954
22822,0.2654,22072,21968,19692,23219,20189,20193,23037,22979,23186
22083,0.4807,21336,21289,19074,22433,19404,19536,22330,22272,22482
21247,0.4905,20754,20649,18445,21793,18738,18694,21483,21567,21924
20479,0.5008,19921,19777,17849,20951,17880,17983,20608,20759,21070
19755,0.4572,19295,19165,17306,20263,17295,17177,19896,20094,20403
19075,0.4351,18584,18519,16801,19625,16639,16435,19122,19499,19615
18361,0.4492,18021,17871,16279,18995,16076,15691,18468,18783,18938
17791,0.3957,17484,17354,15846,18512,15531,15223,17882,18309,18463
17076,0.4381,16817,16702,15245,17789,14916,14508,17073,17631,17786
16594,0.3612,16360,16205,14722,17332,14457,13866,16556,17035,17271
15949,0.3969,15884,15593,14420,16775,14002,13408,15961,16616,16623
15730,0.2221,15657,15500,14300,16574,13760,13133,15692,16425,16464
14815,0.4207,14767,14524,13485,15669,12976,12418,14732,15504,15513
14316,0.4025,14314,14071,13180,15193,12477,11858,14226,15042,14992
13756,0.4416,13871,13699,12690,14685,12133,11352,13674,14508,14472
13234,0.472,13415,13223,12337,14245,11764,10975,13200,14089,13987
12847,0.4428,13021,12765,11900,13842,11336,10650,12718,13530,13596
12400,0.4556,12604,12332,11588,13406,11005,10197,12268,13217,13070
11982,0.4268,12257,11976,11262,12952,10670,9890,11856,12859,12673
11561,0.444,11825,11598,10939,12665,10310,9465,11442,12422,12147
11115,0.5083,11502,11232,10636,12257,9978,9133,11033,11982,11807
