intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8
62114,0.2654,62554,54788,64649,53242,52753,,,
59827,0.2654,59877,52690,64699,51549,51043,,,
57844,0.2654,57835,50667,60618,49620,49369,,,
55736,0.2654,55876,48992,57825,48111,47730,,,
53660,0.2654,53764,46936,55624,46334,46143,,,
51755,0.2654,51785,45126,53435,44577,44401,,,
49887,0.2654,50073,43416,51619,42955,42926,,,
48131,0.2654,48470,41630,49765,41483,41508,,,
46295,0.2654,46671,39919,47935,39907,40076,,,
44680,0.2654,45109,38445,46091,38555,38763,,,
43007,0.2654,43458,36962,44434,37192,37474,,,
41319,0.2654,41973,35499,42722,35851,36144,,,
39715,0.2654,40536,33991,41105,34625,34940,,,
38314,0.2654,39090,32725,39505,33264,33896,,,
36967,0.2654,37828,31555,38126,32200,32831,,,
35450,0.2654,36481,30272,36660,31063,31771,,,
34143,0.2654,35258,29157,35221,30039,30807,,,
32981,0.2654,34146,28076,33985,29096,29883,,,
31735,0.2654,33104,27053,32512,28010,28939,,,
30638,0.2654,31988,25932,31385,27152,28000,,,
29632,0.2654,30848,25046,30330,26281,27191,,,
28487,0.2654,29755,24094,28964,25339,26206,,,
27379,0.2654,28790,23168,28005,24540,25415,,,
26454,0.2654,27887,22404,26936,23706,24738,,,
25477,0.2654,26885,21467,25890,23024,23903,,,
24609,0.2654,26106,20770,25031,22286,23090,,,
23740,0.2654,25118,19976,24035,21534,22528,,,
22822,0.2654,24475,19239,23099,20829,21737,,,
22083,0.4807,23669,18556,22288,20341,21130,,,
21247,0.4905,22996,17990,21646,19679,20482,,,
20479,0.5008,22235,17266,20757,19061,19744,,,
19755,0.4572,21518,16604,19996,18459,19226,,,
19075,0.4351,20879,16035,19349,18031,18604,,,
18361,0.4492,20238,15437,18572,17370,17991,,,
17791,0.3957,19707,15005,18167,17011,17551,,,
17076,0.4381,19072,14417,17459,16405,16933,,,
16594,0.3612,18664,13938,16855,16059,16483,,,
15949,0.3969,18113,13525,16320,15609,15933,,,
15730,0.2221,17923,13240,16205,15376,15869,,,
14815,0.4207,16938,12509,15274,14654,14908,,,
14316,0.4025,16441,12075,14772,14210,14424,,,
13756,0.4416,15993,11653,14307,13817,14015,,,
13234,0.472,15549,11262,13857,13438,13599,,,
12847,0.4428,15198,10855,13472,13107,13229,,,
12400,0.4556,14688,10493,13101,12776,12840,,,
11982,0.4268,14367,10150,12691,12508,12477,,,
