intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8
62114,0.2654,63454,64635,64707,61572,62696,62107,61411,61010
59827,0.2654,60018,61613,63360,59049,60003,59970,59137,58770
57844,0.2654,57538,58766,59142,57175,57824,58089,57194,56787
55736,0.2654,55423,56849,57127,55372,55934,56406,55372,54824
53660,0.2654,52935,54725,55071,53366,53976,54707,53415,52915
51755,0.2654,50780,52828,52967,51325,52049,52968,51575,51070
49887,0.2654,48563,50941,51250,49592,50181,51323,49805,49409
48131,0.2654,46666,49232,49558,47958,48500,49698,48232,47490
46295,0.2654,44662,47574,47628,46150,46636,48107,46386,45770
44680,0.2654,42682,45693,46106,44491,44981,46445,44788,44294
43007,0.2654,40967,44359,44495,43002,43329,45067,43315,42830
41319,0.2654,39268,42655,42898,41282,41704,43501,41706,41185
39715,0.2654,37543,41226,41368,39914,40249,41987,40265,39871
38314,0.2654,36051,39750,39974,38464,38714,40657,38850,38571
36967,0.2654,34645,38429,38667,37086,37261,39293,37576,37307
35450,0.2654,33115,36975,37392,35755,35835,38038,36326,35953
34143,0.2654,31998,35699,36052,34459,34614,36700,34892,34844
32981,0.2654,30548,34461,34957,33283,33277,35450,33920,33718
31735,0.2654,29443,33323,33855,32032,32162,34265,32665,32639
30638,0.2654,28264,32077,32701,30901,30830,33122,31661,31593
29632,0.2654,27308,31029,31716,29873,29844,32047,30581,30626
28487,0.2654,26146,29839,30568,28705,28500,30643,29494,29664
27379,0.2654,25158,28847,29651,27677,27461,29724,28464,28655
26454,0.2654,24191,27760,28787,26656,26498,28811,27535,27829
25477,0.2654,23291,26865,27811,25587,25470,27638,26544,26862
24609,0.2654,22422,25732,26900,24633,24452,26719,25682,26067
23740,0.2654,21506,24934,26056,23676,23477,25779,24726,25010
22822,0.2654,20729,23970,25167,22819,22589,24866,23756,24305
22083,0.4807,20035,23213,24538,22033,21811,24147,22986,23674
21247,0.4905,19283,22401,23820,21212,20984,23355,22262,22989
20479,0.5008,18553,21518,23028,20402,20061,22457,21370,22104
19755,0.4572,17812,20880,22393,19657,19343,21708,20610,21490
19075,0.4351,17153,20094,21664,18922,18690,20966,19872,20690
18361,0.4492,16487,19395,20911,18057,17844,20306,19080,19971
17791,0.3957,15931,18915,20372,17466,17313,19795,18487,19494
17076,0.4381,15277,18162,19655,16858,16629,18945,17750,18736
16594,0.3612,14753,17717,19168,16240,16039,18407,17229,18220
15949,0.3969,14178,16997,18538,15637,15522,17890,16526,17568
15730,0.2221,13948,16924,18350,15357,15294,17627,16407,17504
14815,0.4207,13049,15882,17358,14417,14345,16693,15361,16542
14316,0.4025,12588,15391,16804,13908,13940,16138,14801,16002
13756,0.4416,12086,14876,16264,13399,13405,15667,14199,15456
13234,0.472,11609,14408,15823,12952,13011,15056,13773,15046
12847,0.4428,11191,13996,15312,12419,12517,14623,13368,14656
12400,0.4556,10797,13540,14901,11962,12097,14136,12803,14122
