O2Hb1,HHB1,TSI1,TSIFT1,O2Hb2,HHB2,TSI2,TSIFT2
28.4410553,14.9431114,73.16996,99.4887466,25.0075054,12.9339838,73.6822357,99.3260574
28.3248081,14.9348545,73.209259,99.4904022,25.3993282,12.9847383,73.6168365,99.3246841
28.4173965,14.9597712,73.2334442,99.4898834,25.2819862,12.9603567,73.5348816,99.3044128
29.0439034,15.0592909,73.4153824,99.4788818,25.3412056,12.9806099,73.5696793,99.2840881
29.135397,15.0680819,73.3544159,99.4759674,25.3067398,12.9598217,73.4525604,99.2668839
28.9524097,15.0504999,73.2809143,99.4742889,25.2238617,12.9562283,73.4625931,99.2496262
28.8856716,15.0411749,73.2866211,99.4790192,25.1991081,12.9567623,73.4706268,99.2383499
28.727438,15.0230579,73.2367172,99.4793167,25.1743546,12.9572973,73.447731,99.2239532
28.5853424,14.9992104,73.2164078,99.4838333,25.1485062,12.9417057,73.3296967,99.2139282
28.4680004,14.9748287,73.1941528,99.4857178,25.1657391,12.9520998,73.3667068,99.2020035
28.4184933,14.9758968,73.2277603,99.4876556,25.9946556,13.1118469,73.5268021,99.2017593
29.0450001,15.0754166,73.3781815,99.4773407,26.3208332,13.1694021,73.5433502,99.2009888
29.2204647,15.1039267,73.4274826,99.4770355,26.2034912,13.1450195,73.4940643,99.1906586
29.0697536,15.0748825,73.3525009,99.4764709,26.2368603,13.149682,73.465332,99.1771317
28.9868755,15.0712881,73.3344193,99.4773483,26.1453686,13.1408911,73.4097595,99.1730576
28.84478,15.0474405,73.2550583,99.478447,26.0527782,13.1159754,73.3579941,99.1672363
28.6779308,15.024127,73.2367172,99.4811935,25.9860401,13.1066494,73.3948288,99.1638794
28.5444508,15.005476,73.2164078,99.4857025,25.9020672,13.0869303,73.367897,99.1618195
28.4184933,14.9758968,73.1624451,99.488266,25.8019581,13.0729418,73.3758392,99.1604996
28.7705193,15.0490437,73.282814,99.4825439,25.7266006,13.0584192,73.3527985,99.1601563
29.1957111,15.1044617,73.3903656,99.4767609,26.422039,13.1995153,73.4840317,99.1587677
29.1623421,15.0997992,73.3429413,99.4771576,26.8978329,13.26999,73.5416794,99.1779938
29.0460949,15.0915422,73.2657471,99.4777527,26.7557373,13.2461424,73.549736,99.1813965
28.9707394,15.0770197,73.2733231,99.4788361,26.6470108,13.2269573,73.5232086,99.1776733
28.8038902,15.0537062,73.2253799,99.4792404,26.5210533,13.1973782,73.4946289,99.180336
28.6790276,15.0402527,73.2386093,99.4825668,26.3455868,13.1688671,73.5373001,99.178093
28.5616837,15.0158701,73.1530685,99.485817,26.2529984,13.1439514,73.4800186,99.1810837
28.6036701,15.0257301,73.2126389,99.4848328,26.1195183,13.1253004,73.5147095,99.184166
29.1634369,15.1159248,73.4255524,99.4787979,25.9774227,13.1014528,73.4900513,99.1861877
29.2463131,15.1195183,73.3647614,99.4758911,25.8762169,13.0713387,73.4673386,99.1875839
29.0880814,15.1014023,73.2934189,99.4761963,26.2540932,13.1600761,73.5863342,99.1885071
29.0213413,15.0920763,73.2380447,99.4767838,26.8483257,13.271059,73.7259903,99.2079391
28.8631077,15.0739603,73.2197189,99.4795303,26.7557373,13.2461424,73.6977463,99.2105484
28.7210121,15.0501127,73.232933,99.4803238,26.6308746,13.2326889,73.7059326,99.196785
28.6036701,15.0257301,73.1791077,99.4854202,26.5964088,13.2119007,73.6472549,99.1906891
28.4788074,15.0122766,73.1549454,99.490303,26.4295597,13.1885872,73.6249924,99.1880646
29.0385742,15.1024704,73.3486786,99.4799957,26.3208332,13.1694021,73.6310883,99.1851044
29.3130531,15.1288433,73.3552094,99.4765854,26.2121067,13.1502171,73.6046829,99.1854248
29.1881905,15.1153898,73.2820358,99.4755173,26.0947647,13.1258345,73.582283,99.187439
29.0966969,15.1065989,73.2638474,99.4751205,25.9774227,13.1014528,73.5903931,99.1902008
28.9718342,15.0931454,73.2140732,99.4754181,26.506012,13.2192354,73.7583313,99.1967697
28.8136024,15.0750294,73.1975632,99.479538,26.9236813,13.2855816,73.813797,99.2130127
28.6876431,15.0454502,73.1455917,99.4847412,26.7568321,13.2622681,73.7940063,99.2065201
28.5455475,15.0216017,73.1549454,99.4871826,26.6814766,13.2477455,73.7981339,99.1979828
28.5800133,15.0423899,73.1828613,99.4862823,26.5727501,13.2285604,73.802269,99.195694
29.2474098,15.135644,73.3295975,99.478241,26.405901,13.2052469,73.7823944,99.190773
29.3722725,15.1490974,73.2963562,99.4712982,26.2971764,13.1860619,73.7562714,99.1910934
29.2054234,15.1257839,73.2248535,99.4715881,26.1884499,13.1668768,73.7624512,99.1944656
29.1300678,15.1112614,73.2046738,99.4729614,26.0624905,13.1372976,73.7383194,99.1924744
28.9632187,15.0879478,73.1863022,99.4757156,25.9871349,13.1227751,73.7444992,99.1935349
28.7877522,15.0594378,73.1994476,99.4809113,26.7159424,13.2685337,73.8956757,99.2058411
28.6456566,15.0355902,73.1176758,99.4850311,27.0335026,13.3208923,73.9347229,99.2171249
28.4949455,15.0065451,73.0990219,99.4883881,26.8569431,13.2762556,73.8852539,99.2099533
28.5369301,15.0164051,73.0934448,99.4868011,26.7654495,13.2674646,73.8852539,99.203743
29.1968079,15.1205873,73.3314972,99.4783478,26.6072159,13.2493486,73.9256897,99.2015839
29.3130531,15.1288433,73.2687912,99.4747314,26.4317513,13.2208385,73.9040222,99.1973267
29.1300678,15.1112614,73.2304993,99.475708,26.3391609,13.1959219,73.8781357,99.1959686
29.062233,15.0858107,73.1769333,99.4782791,26.1970654,13.1720743,73.8220749,99.1966095
28.9039993,15.0676947,73.1603622,99.4792557,26.0549698,13.1482258,73.830368,99.19767
28.7285328,15.0391836,73.1158142,99.4836655,25.9796143,13.1337032,73.8688583,99.1937943
28.5864372,15.015336,73.0953064,99.4869156,26.6083126,13.2654743,74.0201721,99.211647
28.4357262,14.9862909,73.0728683,99.4912949,26.9172573,13.3126354,74.0883713,99.2325134
28.4690952,14.9909544,73.0448303,99.493454,26.7084217,13.2794628,74.0394363,99.228714
29.1203556,15.0899391,73.2487411,99.4810944,26.6158333,13.2545462,74.0096283,99.2218781
29.2452183,15.1033926,73.2763519,99.4776764,26.4575996,13.2364292,74.0777206,99.2171783
29.0869846,15.0852766,73.1769333,99.4764023,26.2982712,13.2021875,73.9966278,99.2125854
29.028862,15.0811481,73.1547623,99.4764099,26.1906414,13.1991282,74.0328598,99.208786
28.8867664,15.0573006,73.1362534,99.4791565,26.098053,13.1742115,74.009285,99.2068329
28.7446709,15.033452,73.0599136,99.4829941,25.9645729,13.1555605,73.9556808,99.2052078
28.6359444,15.014267,73.0392914,99.484375,25.9559555,13.1503639,73.9235916,99.2021942
28.5358353,15.0002794,72.9886551,99.4846802,26.583559,13.2660084,74.111702,99.2250519
28.8953819,15.0624971,73.0841675,99.4812241,26.6761475,13.290925,74.1667709,99.233757
29.4885197,15.1573544,73.2487411,99.4647675,26.4586945,13.2525549,74.120224,99.2199783
29.547739,15.1776085,73.1379852,99.4595871,26.4253254,13.2478924,74.120224,99.2138367
29.5068474,15.1838741,73.0656738,99.4585724,26.282135,13.2079191,74.0692215,99.212822
29.5240803,15.1942682,73.0153732,99.4550171,26.1486549,13.1892681,74.0500183,99.2040863
29.4153538,15.1750832,72.9350128,99.4548264,26.0571613,13.1804771,74.0265121,99.2021255
29.3152447,15.1610947,72.8878708,99.457901,25.9484348,13.1612921,74.0349731,99.2008972
29.2151356,15.1471071,72.8669205,99.4605713,25.8138599,13.1265154,73.9535828,99.2001953
29.123642,15.1383162,72.8759537,99.4630585,26.0410252,13.1862087,74.0819702,99.2031479
29.7749023,15.2373009,73.0601425,99.4524765,26.6094074,13.2816,74.1243362,99.2303619
30.0257244,15.2803335,73.0972748,99.4443588,26.5760384,13.2769375,74.1285934,99.2297745
29.8922443,15.2616835,73.0564575,99.4425888,26.3919563,13.2432299,74.1435242,99.2147064
29.7759972,15.2534266,73.0098724,99.4488983,26.3499699,13.2333698,74.0883713,99.2097931
29.642519,15.2347755,72.9892349,99.4483414,26.1745033,13.2048597,74.0394363,99.2036438
29.4831905,15.2005339,72.9105682,99.452774,26.0571613,13.1804771,74.0478973,99.2007446
29.3324776,15.1714888,72.8597107,99.4549789,25.9484348,13.1612921,74.0243988,99.1987839
29.2151356,15.1471071,72.838707,99.4595795,25.8310928,13.1369104,73.9730301,99.1971436
29.6920261,15.2337074,73.0080338,99.4539261,25.7137508,13.1125278,73.9235916,99.1954803
30.0418606,15.2746029,73.0954285,99.4448853,26.0410252,13.1862087,74.0478973,99.1990662
29.950367,15.265811,72.9897614,99.4444351,26.5351467,13.2832031,74.1496811,99.2245483
29.8255043,15.2523575,72.9448624,99.4456787,26.4759274,13.262949,74.1010742,99.2229614
29.7253952,15.2383699,72.9223175,99.4475937,26.2918453,13.2292414,74.0522842,99.2090759
29.5499287,15.2098589,72.9069443,99.4499664,26.2164898,13.2147188,74.0267639,99.2054749
29.3992176,15.1808147,72.8243484,99.4560928,26.0410252,13.1862087,74.0096283,99.2006378
29.2991085,15.1668262,72.8297272,99.4590073,25.8903122,13.1571636,74.0201721,99.2016678
29.8513546,15.2679491,73.1102295,99.449646,25.7643528,13.1275845,73.9667282,99.2023163
30.050478,15.2797995,73.0658493,99.4424744,25.6308746,13.1089334,73.9472885,99.201416
29.899765,15.2507544,72.9321747,99.4442444,25.5296688,13.0788202,73.8977585,99.1997604
29.8007507,15.2528925,72.9728012,99.4453964,25.7902031,13.1431761,74.0222855,99.2010651
29.6747932,15.2233133,72.8924866,99.4464798,26.2337227,13.2251129,74.1053238,99.2223663
29.4993267,15.1948023,72.8453293,99.4514923,26.1411343,13.2001972,73.9949036,99.2148361
29.3324776,15.1714888,72.8225632,99.4579086,26.0410252,13.1862087,74.0394363,99.1980286
29.425066,15.1964054,72.9087524,99.4558716,25.9990387,13.1763487,73.9541473,99.1956635
29.9751205,15.2652769,73.0640106,99.447525,25.8483257,13.1473045,73.9368134,99.190773
30.0084915,15.2699394,72.9806595,99.4425812,25.7482166,13.133316,73.8894196,99.184494
29.8427372,15.2627516,72.9394226,99.4447021,25.6642437,13.1135969,73.8656464,99.1824951
29.7673817,15.248229,72.9448624,99.4443893,25.539381,13.1001425,73.8781357,99.1805954
29.6080532,15.2139874,72.8363724,99.4489975,25.5555191,13.0944118,73.8521957,99.1728592
29.4659576,15.1901398,72.818985,99.4518967,26.2003536,13.2204504,74.0012054,99.1916962
29.3238621,15.1662922,72.7943726,99.4549866,26.2918453,13.2292414,73.9672241,99.2011414
29.4831905,15.2005339,72.933197,99.4547119,26.0830116,13.1960688,73.9242783,99.1903534
29.9998741,15.2647429,73.0011749,99.4424973,26.0743942,13.1908712,73.8985519,99.1827011
29.9751205,15.2652769,72.9806595,99.4406433,25.9322987,13.1670237,73.8790131,99.1777649
29.8427372,15.2627516,72.9709854,99.4407501,25.8149567,13.1426411,73.8614883,99.1727905
29.7835178,15.2424984,72.9150772,99.4432678,25.7396011,13.1281195,73.8096695,99.1728058
29.6166687,15.2191849,72.8064804,99.4446411,25.6308746,13.1089334,73.8200073,99.1715088
29.4745731,15.1953363,72.8453293,99.4514923,25.5049152,13.0793543,73.7700195,99.1697845
29.341095,15.1766863,72.8525162,99.4538803,25.8580379,13.1686268,73.8293915,99.1708221
29.6005325,15.2249165,72.948494,99.4484863,26.4339428,13.2530899,73.9395142,99.1929703
30.083847,15.284462,73.0548248,99.4398804,26.3585854,13.2385674,73.9180222,99.1909866
29.9923534,15.275671,72.9752045,99.4409561,26.2251072,13.2199163,73.8686371,99.1807404
29.8427372,15.2627516,72.9376068,99.4419937,26.1917362,13.2152538,73.8769379,99.1714554
29.7673817,15.248229,72.913269,99.441864,26.0162716,13.1867428,73.8293915,99.1674042
29.6005325,15.2249165,72.8662415,99.4468842,25.8816967,13.151967,73.745369,99.1707001
29.4659576,15.1901398,72.8136215,99.4509125,25.7729702,13.132782,73.7836914,99.171402
29.3238621,15.1662922,72.7608261,99.4542923,25.6394901,13.114131,73.7960663,99.1735153
29.6500397,15.2238474,72.9150772,99.4510117,25.5135326,13.0845518,73.7136917,99.1744766
30.083847,15.284462,72.9957123,99.4395752,26.0335045,13.1971369,73.9089737,99.1825256
30.050478,15.2797995,72.9491882,99.438118,26.4005718,13.2484264,73.8860855,99.1998367
29.9256134,15.266346,72.8726959,99.436821,26.2240105,13.2037907,73.8407745,99.1919327
29.8416424,15.2466259,72.8798828,99.4411621,26.1583672,13.2105913,73.8769379,99.1817856
29.6747932,15.2233133,72.8327942,99.4461823,26.0743942,13.1908712,73.7931747,99.1793594
29.5240803,15.1942682,72.7801285,99.4463348,25.9236813,13.1618261,73.7754593,99.1743851
29.3906002,15.1756172,72.7890244,99.4520721,25.8483257,13.1473045,73.7535706,99.1717377
29.5413132,15.2046623,72.8662415,99.4481735,25.7643528,13.1275845,73.7275238,99.1703339
30.1172161,15.2891245,72.9938889,99.4394684,25.6470108,13.1032028,73.7096024,99.1693573
30.1753407,15.2932529,72.9975281,99.4345016,25.8989296,13.1623611,73.7494659,99.1660156
30.0257244,15.2803335,72.9267502,99.4361343,26.4511738,13.263484,73.8603516,99.1836853
29.9589844,15.2710085,72.8726959,99.436821,26.3499699,13.2333698,73.8108139,99.1843033
29.7835178,15.2424984,72.8536758,99.4409103,26.2164898,13.2147188,73.7890625,99.1736755
29.6403275,15.2025242,72.8029175,99.4450684,26.1831207,13.2100563,73.7952347,99.1689911
29.5402184,15.1885366,72.7783508,99.4468765,26.0237923,13.1758146,73.745369,99.1649475
29.4067383,15.1698856,72.7572784,99.4514847,25.9236813,13.1618261,73.7254791,99.1622543
29.9083805,15.2559519,73.0157776,99.4427414,25.8397102,13.142107,73.6993942,99.1642838
30.2496014,15.2916498,73.0456619,99.4360886,25.7223682,13.1177244,73.6793671,99.1639252
30.1581078,15.2828588,72.9401474,99.4356155,25.7309837,13.1229219,73.6814117,99.1592331
30.0666142,15.2740679,72.9213333,99.4364548,26.4684067,13.2738781,73.8644943,99.1773758
29.9492722,15.2496862,72.8673172,99.4371338,26.6094074,13.2816,73.8325119,99.1823196
29.782423,15.2263727,72.8518829,99.4382019,26.3919563,13.2432299,73.7549515,99.1729431
29.6564636,15.1967936,72.7694855,99.4443665,26.3672028,13.2437639,73.7890625,99.1673279
29.5229855,15.1781425,72.8082657,99.4479904,26.2240105,13.2037907,73.7070999,99.164856
29.4390125,15.1584225,72.7555084,99.4500809,26.0819149,13.1799431,73.7173004,99.1635513
30.0160122,15.2590113,73.0029984,99.4419632,25.9904213,13.1711521,73.6932755,99.1608887
30.2323685,15.2812557,72.986618,99.4370804,25.8978329,13.1462355,73.6389847,99.1638565
30.1075039,15.2678022,72.9473801,99.4380035,25.7718754,13.1166563,73.6208801,99.1652069
30.0321484,15.2532797,72.8952408,99.438797,26.1745033,13.2048597,73.741272,99.164978
29.8900528,15.2294321,72.8726959,99.4400711,26.7934895,13.3153076,73.8242645,99.185257
29.7318211,15.2113152,72.8238602,99.4436798,26.7504082,13.2893219,73.7406464,99.1828537
29.6230946,15.1921301,72.8345795,99.4456482,26.5588055,13.2665434,73.7508545,99.1752777
29.4971352,15.1625509,72.7501984,99.450386,26.450079,13.2473583,73.7849503,99.1760101
29.6058617,15.181736,72.8310013,99.4525146,26.2659969,13.2136507,73.7351379,99.1760101
30.1397781,15.2563391,72.9920731,99.4400024,26.1572704,13.1944656,73.7433167,99.1753464
30.1645317,15.255805,72.9365311,99.4392776,26.0560665,13.1643515,73.7173004,99.1796799
30.0310535,15.237154,72.8952408,99.438797,25.9139709,13.1405039,73.6651306,99.1820068
29.9643135,15.227829,72.8691101,99.4424362,25.7891064,13.1270504,73.703476,99.182106
29.7974644,15.2045155,72.8500977,99.4452209,26.4339428,13.2530899,73.838707,99.19133
29.6553688,15.1806679,72.7712555,99.4470596,26.7342701,13.2950535,73.8541489,99.2047043
29.5380268,15.1562853,72.7484283,99.4509201,26.4995861,13.2462893,73.7467651,99.1981049
29.4045467,15.1376343,72.7572784,99.452774,26.4662151,13.2416267,73.7787933,99.1892395
29.8394508,15.2143755,72.9339828,99.4469452,26.3488731,13.2172441,73.7269669,99.1835861
30.2226563,15.2599335,73.0179749,99.4396057,26.1906414,13.1991282,73.7692947,99.1830597
30.1806698,15.2500734,72.9105148,99.4377365,26.1066685,13.1794081,73.745369,99.1770401
30.0805607,15.2360849,72.863739,99.437561,26.0226955,13.1596889,73.6912384,99.181694
29.9804497,15.2220974,72.8691101,99.4417877,25.8806,13.1358414,73.7014313,99.1781006
29.8136005,15.1987839,72.8536758,99.4428558,26.2498608,13.2193823,73.7952347,99.1810455
29.6876431,15.1692047,72.7712555,99.4490051,26.818243,13.3147736,73.8520813,99.1945419
29.5703011,15.1448221,72.7783508,99.4501038,26.6922836,13.2851934,73.8025818,99.1912155
29.436821,15.1261721,72.695549,99.4542923,26.5749416,13.2608118,73.776741,99.1812744
29.955698,15.2226315,72.954628,99.4449158,26.5082016,13.2514858,73.8128738,99.1813812
30.296917,15.2583303,72.986618,99.4351349,26.3241196,13.2177792,73.7310486,99.1766434
30.2215595,15.2438078,72.8790817,99.4345474,26.2240105,13.2037907,73.741272,99.1753616
30.1300678,15.2350168,72.8619461,99.4361572,26.131422,13.178874,73.7152557,99.1779861
30.0374775,15.2101002,72.8078232,99.4368362,25.9893265,13.1550264,73.6932755,99.1793671
29.8792458,15.1919832,72.8220749,99.4390259,25.997942,13.160223,73.7535706,99.1780853
29.7371502,15.1681356,72.7694855,99.442421,26.8096256,13.309576,73.8479462,99.1912079
29.6198082,15.143754,72.7448883,99.4442291,26.9850922,13.3380861,73.8458862,99.1974411
29.5196972,15.1297655,72.7220078,99.4487305,26.7504082,13.2893219,73.7964172,99.1918411
30.1042175,15.2194252,72.9401474,99.4401474,26.7084217,13.2794628,73.7685471,99.1842194
30.3453274,15.2411356,72.9552689,99.4313049,26.516819,13.2566833,73.7808456,99.1783371
30.2290802,15.2328787,72.9123154,99.4306946,26.366106,13.2276382,73.7890625,99.1793823
30.1623421,15.2235537,72.8601532,99.432785,26.2735176,13.2027216,73.7631454,99.1773834
30.028862,15.2049026,72.870903,99.4334564,26.1561756,13.17834,73.773407,99.178421
29.8620129,15.1815891,72.7904663,99.4377899,26.01408,13.1544924,73.7213821,99.180748
29.7360535,15.15201,72.7694855,99.4391785,26.299366,13.2183132,73.8211288,99.1784286
29.6025753,15.1333599,72.7448883,99.4442291,27.0776806,13.3630028,73.8972321,99.1928635
29.5186024,15.1136398,72.6902771,99.4462051,27.1099548,13.3515406,73.871582,99.1931763
30.0869846,15.2090311,72.9419556,99.4370193,26.8591328,13.308507,73.8201447,99.187561
30.2958202,15.2422047,72.986618,99.4299393,26.7837772,13.2939844,73.8541489,99.1843185
30.1784782,15.2178221,72.8826675,99.4295654,26.5749416,13.2608118,73.8366394,99.17939
30.1203556,15.2136936,72.8619461,99.4309387,26.4489841,13.2312326,73.8128738,99.1773834
30.0030136,15.189312,72.8096008,99.4317322,26.3402576,13.2120476,73.7890625,99.1793823
29.8533955,15.1763926,72.792244,99.4359512,26.2142982,13.1824684,73.7651901,99.1813812
29.7199173,15.1577415,72.7694855,99.4372177,26.0722027,13.1586199,73.7132187,99.1796951
29.6025753,15.1333599,72.7149658,99.4411545,26.4328461,13.2369642,73.8366394,99.1833801
29.7446709,15.1572075,72.7957993,99.4374771,27.0765858,13.3468771,73.8633118,99.1960754
30.2118473,15.2224846,72.9588852,99.4321747,26.9764767,13.3328896,73.871582,99.1931763
30.2538338,15.2323446,72.9033279,99.4262238,26.8418999,13.2981129,73.8798599,99.1823273
30.1203556,15.2136936,72.856575,99.4279938,26.7665443,13.2835903,73.8562164,99.1780243
30.0536156,15.2043686,72.8340149,99.426651,26.5577087,13.2504177,73.8046417,99.1740265
29.9201355,15.1857176,72.783371,99.4301682,26.4489841,13.2312326,73.8128738,99.173378
29.7866573,15.1670675,72.7641678,99.4329758,26.3402576,13.2120476,73.8211288,99.1721039
29.6693134,15.1426849,72.7395935,99.4347916,26.1981621,13.188199,73.7993546,99.1717758
29.5692043,15.1286964,72.6850204,99.438736,26.1141891,13.1684799,73.745369,99.1724014
30.0622311,15.2095661,72.886261,99.4291306,26.8354759,13.3251677,73.9332581,99.178772
30.3291912,15.2468672,72.923912,99.4215698,27.1853104,13.3660622,73.8889465,99.1815948
30.2624512,15.2375422,72.8476486,99.4189148,26.9592438,13.3224955,73.9055405,99.1797104
30.1795731,15.2339478,72.8286667,99.4184265,26.8925037,13.3131695,73.8757172,99.1703491
30.0869846,15.2090311,72.7727509,99.4196548,26.7579288,13.2783937,73.8242645,99.1686554
29.9287529,15.1909151,72.7535629,99.4224701,26.5738468,13.2446861,73.8366394,99.1673508
29.8200264,15.17173,72.7325363,99.423851,26.4651203,13.2255011,73.8128738,99.165329
29.6865463,15.153079,72.7079315,99.4269867,26.3316402,13.2068501,73.8190613,99.1663818
29.6617928,15.1536131,72.7413559,99.4276962,26.2056828,13.1772709,73.7713547,99.1640244
30.212944,15.2386103,72.9051208,99.4197769,26.2735176,13.2027216,73.7631454,99.1606445
30.3959293,15.2561922,72.8629913,99.4132538,27.1519413,13.3613997,73.9484177,99.1723709
30.2624512,15.2375422,72.7900848,99.4101181,27.2854214,13.3800507,73.9145355,99.1750031
30.1709576,15.2287512,72.7412262,99.4104538,27.0259819,13.3318205,73.8993073,99.1700439
30.028862,15.2049026,72.7184677,99.4084015,26.9667645,13.3115664,73.9013824,99.1660309
29.9039993,15.1914492,72.6675339,99.4139557,26.7493114,13.2731962,73.8520813,99.1660156
29.7705193,15.1727982,72.6762695,99.4144974,26.5738468,13.2446861,73.8624191,99.1647263
29.6531773,15.1484165,72.6233444,99.4186096,26.4489841,13.2312326,73.8686371,99.1657715
29.5864372,15.1390915,72.5968246,99.4203262,26.3144093,13.196456,73.8469772,99.1694717
30.1128349,15.2246227,72.8179932,99.413147,26.1636963,13.1674109,73.8293915,99.1691208
30.3044376,15.2474012,72.8351822,99.4055786,26.4651203,13.2255011,73.8923111,99.1660995
30.2043266,15.2334137,72.7289276,99.403038,27.2434349,13.3701906,73.9676819,99.1806564
30.1300678,15.2350168,72.7079468,99.4010773,27.2509556,13.3592625,73.9103851,99.1819077
30.0213413,15.2158318,72.6851578,99.4043579,27.04212,13.3260889,73.9228516,99.1743698
29.8717251,15.2029123,72.697403,99.4064484,26.9839973,13.3219614,73.9270096,99.1674194
29.7543831,15.1785297,72.6428604,99.4091263,26.7826824,13.2778597,73.9076157,99.1670761
29.6456566,15.1593447,72.5564804,99.4138718,26.6492023,13.2592087,73.9159393,99.165802
29.5369301,15.1401596,72.5968246,99.4156799,26.5652294,13.2394886,73.8923111,99.1637726
29.955698,15.2226315,72.7971725,99.4072266,26.4478874,13.215107,73.838707,99.1603622
30.196806,15.2443419,72.8351822,99.4035797,26.3811474,13.205781,73.8149338,99.1600342
30.1386833,15.2402134,72.7586288,99.3995132,27.1099548,13.3515406,73.9760437,99.1674347
30.0644226,15.2418165,72.7097015,99.3991699,27.3682976,13.3836451,73.9359283,99.1696548
29.955698,15.2226315,72.6869049,99.4024582,27.1422291,13.3400774,73.9207687,99.1623535
29.8222179,15.2039814,72.6376495,99.404129,27.1260929,13.345809,73.8910141,99.1569519
29.7048759,15.1795988,72.6129379,99.4079742,26.9667645,13.3115664,73.8993073,99.1516113
29.5800133,15.1661453,72.6216125,99.41185,26.8160515,13.2825222,73.8798599,99.1512527
29.5046558,15.1516228,72.5668106,99.4145279,26.7159424,13.2685337,73.9159393,99.1513519
29.9309444,15.2231665,72.7954025,99.4130936,26.5986004,13.2441521,73.8943939,99.1550598
30.1139297,15.2407484,72.78125,99.4115601,26.4640255,13.2093754,73.8108139,99.1549149
30.0138206,15.2267599,72.7044449,99.4088593,27.075489,13.3307524,73.944252,99.1563339
29.9395599,15.228363,72.6834106,99.4082489,27.527626,13.4178867,73.9868774,99.1667252
29.8308334,15.209178,72.6605606,99.409523,27.3349285,13.3789816,73.9676819,99.1640701
29.6887379,15.1853304,72.6112061,99.4131927,27.2595711,13.364459,73.9421692,99.154007
29.5800133,15.1661453,72.5564804,99.4171906,27.1336136,13.3348799,73.886879,99.1552658
29.4712868,15.1469603,72.5650864,99.4217148,26.9333935,13.3069038,73.9290924,99.1529999
29.5046558,15.1516228,72.5933609,99.4214325,26.8408051,13.2819872,73.9353409,99.1523361
29.9470806,15.2174349,72.7568665,99.4180145,26.7234631,13.2576056,73.8479462,99.1562653
30.0805607,15.2360849,72.7236633,99.4140091,26.5727501,13.2285604,73.8923111,99.1556931
29.9643135,15.227829,72.6501236,99.4141846,26.7159424,13.2685337,73.9672241,99.1571274
29.9061909,15.2237005,72.6255035,99.4126968,27.4856396,13.4080267,74.0334702,99.1753387
29.788847,15.1993179,72.5743866,99.4169083,27.5103931,13.4074926,74.037674,99.1786804
29.6639843,15.1858644,72.5547638,99.4177475,27.2509556,13.3592625,74.0481873,99.1757431
29.5552597,15.1666794,72.5016098,99.4198608,27.1669827,13.3395433,73.9889755,99.1730194
29.4379158,15.1422977,72.4783707,99.4231262,26.9409142,13.2959757,74.0311966,99.173111
29.4131641,15.1428318,72.5118637,99.4271317,26.7654495,13.2674646,74.0078278,99.1727905
29.8642044,15.2138405,72.6764297,99.4210587,26.623354,13.2436171,74.0120316,99.1784515
30.0310535,15.237154,72.6677322,99.4172134,26.4478874,13.215107,74.0204468,99.1834717
29.9395599,15.228363,72.5922089,99.4139862,26.2971764,13.1860619,74.030983,99.1822128
29.8739166,15.2351637,72.6008377,99.4132004,26.7999153,13.2882538,74.1368942,99.1877289
29.7738056,15.2211752,72.517952,99.4154892,27.3596802,13.3784475,74.140892,99.2045212
29.6403275,15.2025242,72.4981995,99.4169922,27.2175846,13.3546,74.1177902,99.2042313
29.5391216,15.172411,72.4432144,99.4209824,27.0593529,13.336483,74.1536484,99.1965179
29.4228745,15.1641541,72.4232559,99.4224854,26.9420109,13.3121014,74.1600342,99.193634
29.3055325,15.1397724,72.3998413,99.4237671,26.7493114,13.2731962,74.1094666,99.1886597
29.6564636,15.1967936,72.6060181,99.4260864,26.6405869,13.2540112,74.1158295,99.1897049
29.8652992,15.2299662,72.6151276,99.4193192,26.5071068,13.2353611,74.1222076,99.1867981
29.8157921,15.2310352,72.5675125,99.4158096,26.3725319,13.2005844,74.0692902,99.1897125
29.7576694,15.2269068,72.4896851,99.4144516,26.3057919,13.1912594,74.1053238,99.1864624
29.6823139,15.2123842,72.4664841,99.4130707,26.9592438,13.3224955,74.1745911,99.1990814
29.5660667,15.2041273,72.3847122,99.4168015,27.1853104,13.3660622,74.166069,99.2097321
29.4487247,15.1797457,72.3327866,99.4190292,26.9506264,13.3172979,74.2125854,99.2014542
29.3486156,15.1657572,72.3092422,99.4189835,26.9172573,13.3126354,74.1536484,99.1948624
29.2398891,15.1465721,72.3208923,99.4230881,26.7493114,13.2731962,74.1326447,99.1929016
29.4067383,15.1698856,72.3663101,99.4230576,26.5663261,13.2556143,74.1728439,99.1884537
29.6909294,15.2175817,72.5427551,99.4209442,26.4823532,13.2358952,74.1179581,99.1874161
29.7167778,15.2331724,72.4879913,99.4150009,26.3811474,13.205781,74.0947113,99.1854401
29.6661758,15.2181158,72.3813629,99.4112549,26.2390518,13.1819334,74.0756454,99.1851196
29.6166687,15.2191849,72.3562698,99.4124298,26.5910797,13.2550802,74.164299,99.1896896
29.5165596,15.2051964,72.3059235,99.4127731,27.1680794,13.3556681,74.1639404,99.2064514
29.4164505,15.1912088,72.2856293,99.4142761,27.075489,13.3307524,74.1135559,99.2009354
29.341095,15.1766863,72.2299881,99.4162903,26.9172573,13.3126354,74.1515198,99.1909332
29.2496014,15.1678953,72.1790848,99.4179764,26.8418999,13.2981129,74.1283951,99.1889725
