O2Hb1,HHB1,TSI1,TSIFT1,O2Hb2,HHB2,TSI2,TSIFT2
21.3070374,12.7124176,71.1424789,99.8523712,24.691988,12.7900686,71.6470108,99.5104599
21.1068192,12.6844416,71.1468353,99.8564987,24.5498924,12.766221,71.6794891,99.5064392
21.1315727,12.6839075,71.1748123,99.8568115,24.2990704,12.7231884,71.6873245,99.5129242
22.2672424,12.8585644,71.1207581,99.8344803,23.9804134,12.6547041,71.6269379,99.5250549
22.6935291,12.9301071,71.1515198,99.8246994,23.7382069,12.616868,71.6626282,99.5389481
22.342598,12.8730869,71.1207581,99.8319931,23.5046196,12.5842295,71.699913,99.5502396
22.0756397,12.8357849,71.1587753,99.8382721,23.2527008,12.5250711,71.6751709,99.5603333
21.8162022,12.7875547,71.1997681,99.8443756,23.2279472,12.5256052,71.6983337,99.5654526
21.4911194,12.7461252,71.170433,99.8497086,24.2667961,12.7346506,71.7656708,99.5464783
21.2736683,12.7077551,71.1748123,99.8539352,24.5832615,12.7708836,71.6454544,99.5286942
21.0486946,12.6803131,71.1791992,99.8580322,24.3658104,12.7325134,71.6222763,99.5158157
21.1649418,12.68857,71.136673,99.8555069,24.2656994,12.7185249,71.6563721,99.5163727
22.3512154,12.8782835,71.1836777,99.8351135,23.9642754,12.6604357,71.6316071,99.5248413
22.7602692,12.9394331,71.1778488,99.8254166,23.6628513,12.6023455,71.6051941,99.5362015
22.3845844,12.882946,71.2172699,99.833313,23.4454002,12.5639753,71.6082993,99.5477066
22.1090107,12.8404474,71.2187424,99.8402481,23.2193317,12.5204086,71.6129608,99.5597229
21.8334351,12.7979488,71.2260895,99.8450241,22.9598942,12.4721785,71.5864487,99.5695572
21.5083523,12.7565193,71.2656555,99.8518753,23.8232765,12.6527138,71.7459641,99.5575485
21.2747631,12.7238808,71.2701111,99.8566132,24.6338634,12.7859402,71.6763535,99.5334473
21.057312,12.6855106,71.2408524,99.8606567,24.5832615,12.7708836,71.5586853,99.5098419
21.0992985,12.6953707,71.3037872,99.8612213,24.4336452,12.7579641,71.6253815,99.5071106
22.2511063,12.864296,71.2784576,99.8415756,24.2161942,12.719594,71.6300507,99.5132599
22.6935291,12.9301071,71.2390442,99.8314438,23.8975372,12.6511106,71.5725403,99.5238037
22.3264618,12.8788176,71.2434616,99.8382797,23.6305771,12.6138086,71.6425247,99.5351868
22.03475,12.8420506,71.3149414,99.8450851,23.4292622,12.5697069,71.611412,99.547348
21.7753105,12.7938213,71.2873688,99.8500824,23.1859627,12.5157452,71.5521545,99.5574112
21.4663658,12.7466593,71.224617,99.8564453,23.3043995,12.5562534,71.703064,99.5585403
21.2166405,12.7197523,71.2993011,99.8610916,24.5090008,12.7724867,71.6716614,99.535553
20.9991894,12.6813822,71.2686234,99.86483,24.8857822,12.8450985,71.5510178,99.5084839
20.9076958,12.6725912,71.3359375,99.8660431,24.6844673,12.8009968,71.5928116,99.492363
21.9766254,12.837923,71.3424301,99.8494797,24.5596046,12.7875433,71.5959015,99.4939499
22.5858994,12.9270477,71.2695694,99.8359146,24.2334251,12.7299881,71.6362762,99.5080566
22.3017082,12.8793526,71.3074799,99.8415298,23.9320011,12.6718988,71.6067505,99.519989
22.0099964,12.8425856,71.3454285,99.8493576,23.6984119,12.6392593,71.6440887,99.5315247
21.7753105,12.7938213,71.2829132,99.8534698,23.4712486,12.579567,71.5506134,99.5419083
21.442709,12.76332,71.3574753,99.85923,23.2042904,12.5422649,71.5895538,99.5533676
21.2080231,12.7145557,71.3284225,99.8621674,24.0084534,12.7025461,71.7198257,99.5423813
21.0078049,12.6865788,71.2993011,99.8655472,24.786768,12.8472366,71.6794891,99.5198517
20.8162022,12.6638002,71.3359375,99.8687973,24.7189331,12.8217859,71.5617599,99.4966125
21.6762981,12.7959585,71.3804016,99.8560257,24.5940685,12.8083315,71.5928116,99.4943542
22.4696522,12.9187918,71.3713379,99.8399734,24.401371,12.7694273,71.598999,99.5007401
22.3189411,12.8897467,71.3409271,99.8433914,24.0913296,12.7061405,71.5398636,99.5100098
21.9852428,12.8431196,71.3424301,99.8494797,23.8663578,12.6786985,71.6425247,99.5238724
21.7677898,12.8047495,71.3484344,99.8544846,23.6897964,12.6340628,71.611412,99.5330582
21.4502296,12.7523909,71.3194275,99.858551,23.4303589,12.5858326,71.5848999,99.5474319
21.1918869,12.7202864,71.3604889,99.8642044,23.9428101,12.7093468,71.7538986,99.5379486
20.9916687,12.6923103,71.3299179,99.8662567,24.8040009,12.8576307,71.643898,99.5159683
20.8075867,12.6586027,71.3344269,99.8691406,24.753397,12.8425741,71.5586853,99.4970169
21.5428181,12.7773075,71.4138489,99.8611679,24.6274395,12.812995,71.5912628,99.4949265
22.4782696,12.9239883,71.3668213,99.8410568,24.4358368,12.7902155,71.6300507,99.5004654
22.4524193,12.9083977,71.3349304,99.8406525,24.1010418,12.7274628,71.6378403,99.5114136
22.0853519,12.8571081,71.40625,99.849144,23.8588371,12.6896276,71.6735992,99.5235901
21.8765163,12.8239346,71.3439255,99.8514633,23.6747551,12.65592,71.6425247,99.5339813
21.5675716,12.7767735,71.3514481,99.8572311,23.4067001,12.6024923,71.6160736,99.5452576
21.291996,12.7342749,71.3559647,99.8618698,24.0515347,12.7285318,71.7459641,99.537323
21.0917778,12.7062988,71.3604889,99.8642044,25.0053158,12.9017324,71.668541,99.5081863
20.8743248,12.6679287,71.3314209,99.8681412,25.0559177,12.9167891,71.6485672,99.4853897
21.1757488,12.726018,71.4534073,99.8643417,24.8965893,12.8825474,71.6176224,99.4778519
22.3275566,12.8949432,71.3319397,99.8425674,24.7125072,12.8488398,71.6222763,99.4861603
22.5363922,12.9281168,71.3319397,99.8383484,24.3777122,12.786087,71.6284943,99.4978027
22.1693249,12.8768272,71.3728485,99.844986,24.1268921,12.7430544,71.6316071,99.5090103
21.9766254,12.837923,71.3074799,99.8503952,23.9341927,12.7041492,71.6020966,99.5209274
21.6849136,12.8011551,71.3499374,99.8552856,23.658617,12.6616516,71.6425247,99.5327759
21.3845844,12.7591915,71.3894882,99.8602142,24.0451107,12.7555857,71.7491302,99.5237808
21.1832714,12.7150898,71.3254166,99.8634109,25.1743546,12.9572973,71.76091,99.5034485
20.9496822,12.6824512,71.3314209,99.8676147,25.4079437,12.9899359,71.6700974,99.4712372
20.9916687,12.6923103,71.2903519,99.8653412,25.1818771,12.9463682,71.6763535,99.4657898
22.152092,12.8664331,71.3364334,99.849205,24.9977951,12.9126606,71.6454544,99.471405
22.5363922,12.9281168,71.3000336,99.8391571,24.6382465,12.8504429,71.6516876,99.4857178
22.1693249,12.8768272,71.3059845,99.8448868,24.3626709,12.8079443,71.6904678,99.4984894
21.9357357,12.8441887,71.3424301,99.8501053,24.1452198,12.7695742,71.6936111,99.5096817
21.6762981,12.7959585,71.2799377,99.8541412,23.9105358,12.7208099,71.6657562,99.5217514
21.3673515,12.7487974,71.285881,99.8602142,23.7436867,12.6974964,71.7340698,99.5317612
21.1423798,12.7213554,71.2918396,99.8644638,24.7157936,12.8972168,71.8578033,99.5150986
20.9335442,12.6881828,71.2963104,99.8678894,25.3423004,12.9967356,71.7301559,99.4856339
21.0175171,12.707902,71.3589783,99.8667908,25.182972,12.9624939,71.6732254,99.4695282
22.1036797,12.8836279,71.3698349,99.8486252,25.0581093,12.9490404,71.7056503,99.4706955
22.4040089,12.9255915,71.3349304,99.8406525,24.7900543,12.8956137,71.6810532,99.4807434
22.0530777,12.8685703,71.3059845,99.8478394,24.4638767,12.8380575,71.6857605,99.4922638
21.8528595,12.8405943,71.3424301,99.8506622,24.2464256,12.7996874,71.721405,99.5065994
21.59342,12.7923641,71.2799377,99.8564606,24.0203571,12.7561207,71.6936111,99.5167542
21.2930927,12.7504005,71.2873688,99.8610001,23.8029041,12.7177505,71.7293167,99.5288544
21.0928726,12.7224245,71.2903519,99.8653412,24.69104,12.8977509,71.8868256,99.5153732
20.884037,12.6892509,71.2948227,99.8682327,25.3767662,13.0175238,71.7577438,99.4857712
21.3695431,12.7810488,71.4138489,99.8611679,25.2260532,12.9884796,71.702507,99.4657822
22.3792553,12.9261255,71.3319397,99.8407822,25.1087112,12.964097,71.7348862,99.4689713
22.3953934,12.9203949,71.2316971,99.8394318,24.841753,12.926796,71.7427979,99.4801788
22.0283241,12.8691053,71.303009,99.846199,24.5230961,12.8583117,71.7491302,99.4918594
21.8281059,12.8411293,71.3409271,99.8504639,24.2970276,12.8147449,71.7166672,99.5055923
21.5191593,12.7939672,71.3149414,99.8561707,24.0720558,12.787303,71.7895584,99.5186844
21.2349682,12.7462721,71.3194275,99.8608322,23.8287544,12.7333412,71.7618484,99.5287247
21.03475,12.7182961,71.2918396,99.8644638,24.6673832,12.9144106,71.9206772,99.5154037
20.8754215,12.6840544,71.2597198,99.867981,25.5533276,13.0621605,71.8465424,99.4866028
21.7538452,12.8427324,71.4032211,99.8533401,25.5533276,13.0621605,71.7932281,99.4594345
22.5880909,12.9592991,71.260704,99.8351288,25.344492,13.0289869,71.8271255,99.460022
22.4373779,12.930254,71.2287598,99.8365326,25.0850544,12.9807568,71.7996063,99.4692764
22.096159,12.894556,71.3349304,99.8448334,24.7416439,12.9128075,71.773613,99.4798965
21.8862286,12.8452568,71.2725296,99.8489838,24.4908218,12.8697748,71.7767944,99.4964752
21.5611458,12.8038273,71.2799377,99.8559036,24.2486153,12.8319387,71.814003,99.5101852
21.3017082,12.7555971,71.2508469,99.8582611,23.9719448,12.7733145,71.7554855,99.5212784
21.10149,12.7276211,71.2552795,99.8634262,24.1582184,12.8392735,71.9337158,99.5233154
20.9432564,12.7095051,71.2918396,99.8650513,25.3122177,13.0404501,71.9382019,99.4986649
21.9454479,12.8655109,71.3015213,99.8477554,25.6631489,13.0974712,71.8159256,99.4664993
22.6386929,12.9743557,71.260704,99.8333054,25.4284649,13.048707,71.7916336,99.4566727
22.4384747,12.9463797,71.2651291,99.8370667,25.2529984,13.020196,71.7932281,99.4634933
22.1467628,12.9096127,71.303009,99.8444366,24.9182053,12.9574432,71.8012009,99.4767456
21.9045563,12.8717766,71.3074799,99.8480835,24.6092587,12.9102821,71.8383636,99.4906998
