intensity,uaa,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
1539,0.1264,2077,1967,1880,1764,1875,1782,1728,1774,1512,1540
1539,0,2071,2039,1886,1812,1844,1800,1682,1798,1554,1535
1533,0.3734,2104,2035,1880,1805,1929,1840,1731,1821,1558,1588
1573,0.0488,2116,2033,1966,1847,1940,1832,1804,1846,1606,1573
1577,0.397,2128,2081,1985,1878,1968,1838,1792,1860,1641,1582
1593,0.1378,2143,2097,2000,1911,1980,1847,1848,1894,1656,1619
1603,0.4256,2186,2109,1965,1905,1986,1903,1840,1922,1677,1629
1623,0.2846,2187,2187,2023,1957,2019,1910,1892,2002,1705,1645
1592,0.6316,2280,2178,2019,1957,2029,1923,1904,1988,1695,1680
1641,0.3291,2285,2196,2102,1976,2067,1971,1895,1992,1764,1687
1655,0.3644,2331,2248,2077,1973,2098,1992,1936,2005,1740,1711
1686,0.2124,2322,2231,2132,2031,2148,2000,1998,2055,1792,1736
1645,0.7958,2331,2296,2136,2078,2151,2025,2026,2123,1820,1780
1704,0.5862,2346,2277,2176,2083,2187,2061,2003,2127,1832,1765
1728,0.3352,2438,2342,2205,2114,2218,2069,2029,2123,1878,1808
1763,0.4835,2432,2378,2237,2158,2230,2105,2073,2153,1917,1820
1743,0.6532,2499,2427,2285,2129,2293,2135,2117,2182,1906,1859
1762,0.6613,2524,2452,2301,2218,2319,2143,2145,2198,1958,1857
1789,0.624,2533,2450,2364,2251,2353,2168,2203,2259,2004,1918
1814,0.6512,2565,2473,2360,2265,2350,2192,2227,2274,2038,1910
1821,0.6871,2635,2583,2426,2241,2412,2266,2279,2344,2081,1978
1879,0.5378,2622,2562,2430,2332,2433,2290,2268,2388,2072,1959
1863,0.7579,2689,2608,2465,2325,2470,2304,2306,2402,2149,1990
1882,0.8238,2696,2628,2503,2407,2520,2352,2340,2469,2127,2053
1953,0.6599,2728,2709,2567,2395,2554,2364,2356,2492,2202,2112
1947,0.7902,2833,2740,2570,2429,2572,2392,2410,2515,2190,2130
1985,0.8078,2843,2740,2596,2436,2625,2443,2466,2565,2265,2159
2015,0.7781,2845,2770,2682,2547,2682,2480,2465,2609,2268,2185
2053,0.6617,2857,2864,2698,2522,2727,2521,2546,2661,2357,2207
2087,0.7728,2961,2865,2774,2555,2763,2603,2590,2717,2343,2253
2126,1,2986,2896,2789,2592,2803,2585,2624,2785,2388,2275
2142,0.8128,3053,2966,2834,2639,2866,2635,2641,2804,2433,2332
2177,0.8266,3091,3012,2854,2644,2870,2737,2675,2841,2470,2372
2208,0.9281,3105,3078,2954,2732,2926,2734,2711,2967,2512,2407
2258,0.8162,3179,3133,2990,2720,2999,2839,2800,2979,2595,2463
2303,0.8643,3235,3146,3052,2799,3035,2830,2812,3009,2619,2499
2318,0.8621,3261,3232,3128,2842,3095,2894,2864,3092,2661,2564
2402,0.7727,3327,3227,3149,2905,3178,2996,2914,3103,2698,2600
2449,0.7549,3455,3372,3267,3039,3241,3075,3036,3253,2822,2675
2483,0.86,3408,3308,3253,2976,3295,3066,3012,3275,2803,2713
2490,0.9438,3468,3368,3353,3019,3286,3162,3092,3325,2824,2768
2588,0.7927,3495,3435,3397,3108,3356,3182,3072,3410,2916,2736
2615,0.8846,3612,3475,3484,3170,3426,3236,3166,3415,2936,2832
2723,0.7552,3645,3554,3546,3194,3478,3345,3245,3511,3030,2859
2753,0.8614,3707,3613,3572,3270,3541,3413,3333,3620,3097,2931
2849,0.5966,3777,3652,3663,3301,3640,3486,3358,3674,3153,3014
2838,0.8254,3808,3727,3751,3374,3727,3536,3447,3726,3219,3034
2956,0.7628,3886,3757,3767,3438,3770,3591,3470,3799,3234,3113
3022,0.7949,3950,3853,3913,3536,3894,3693,3558,3907,3326,3186
3175,0.462,4024,3891,3951,3594,3912,3740,3604,3997,3366,3253
3217,0.5248,4120,4019,4020,3641,4032,3843,3740,4074,3460,3264
3255,0.6998,4197,4040,4092,3709,4103,3925,3795,4162,3525,3401
3364,0.6269,4334,4110,4216,3818,4177,4053,3893,4257,3570,3401
3443,0.6696,4375,4235,4288,3870,4268,4098,3957,4337,3667,3500
3483,0.7154,4466,4295,4373,3969,4398,4198,4010,4440,3767,3554
3592,0.6626,4546,4348,4470,4017,4467,4290,4123,4494,3758,3650
3728,0.4952,4643,4433,4556,4141,4545,4391,4208,4590,3899,3727
3823,0.5717,4765,4526,4603,4190,4629,4472,4283,4702,3978,3810
3950,0.4977,4820,4558,4741,4279,4696,4593,4384,4780,4061,3840
4055,0.4356,4913,4702,4811,4365,4833,4688,4420,4917,4119,3973
4176,0.4493,5089,4756,4900,4437,4933,4733,4551,4967,4235,4032
4263,0.4547,5213,4887,4936,4521,5004,4904,4695,5066,4293,4117
4407,0.4525,5357,4993,5144,4653,5139,5046,4722,5248,4327,4232
4523,0.3742,5436,5130,5254,4734,5194,5131,4849,5289,4452,4277
4618,0.4865,5547,5201,5308,4813,5386,5172,4962,5464,4579,4400
4745,0.4143,5670,5318,5501,4878,5490,5356,5080,5543,4651,4446
4914,0.3817,5846,5423,5522,5067,5576,5565,5257,5670,4803,4575
5122,0.2698,6033,5533,5720,5124,5716,5645,5345,5825,4855,4663
5185,0.4303,6105,5697,5795,5241,5814,5779,5464,5984,4961,4778
