intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8,s9
62114,0.2654,,61715,61606,60898,64663,48558,58216,62633,62516
59827,0.2654,,59331,58866,58648,64749,46193,55314,59334,59377
57844,0.2654,,57059,56827,56303,61360,43693,52261,56935,56917
55736,0.2654,,55151,54824,54168,57282,41427,49599,54663,54847
53660,0.2654,,53074,52737,51883,54565,39095,46824,52361,52763
51755,0.2654,,50903,50577,49877,52158,36853,44234,50049,50631
49887,0.2654,,49132,48593,47818,49603,34954,41766,48035,48519
48131,0.2654,,47126,46697,45820,47338,32931,39339,46110,46660
46295,0.2654,,45387,44759,43917,45014,31101,37164,43984,44790
44680,0.2654,,43452,42898,42115,42880,29336,34930,41921,42920
43007,0.2654,,41803,41270,40360,40833,27719,33001,40341,41200
41319,0.2654,,40179,39485,38601,38926,26182,31115,38491,39542
39715,0.2654,,38495,37956,37028,37112,24666,29377,36737,37955
38314,0.2654,,37066,36432,35426,35268,23360,27654,35251,36372
36967,0.2654,,35590,35025,33950,33571,21943,26028,33694,34962
35450,0.2654,,34247,33588,32617,32004,20800,24610,32233,33500
34143,0.2654,,32810,32299,31170,30385,19666,23189,30857,32177
32981,0.2654,,31618,30877,30041,28864,18558,21858,29481,30973
31735,0.2654,,30461,29710,28635,27570,17627,20622,28284,29756
30638,0.2654,,29294,28519,27501,26178,16585,19484,26985,28667
29632,0.2654,,28158,27547,26377,25076,15745,18419,25824,27484
28487,0.2654,,27008,26308,25259,23759,14818,17357,24774,26348
27379,0.2654,,26052,25199,24243,22636,14159,16437,23660,25312
26454,0.2654,,25051,24135,23230,21556,13275,15494,22703,24460
25477,0.2654,,24224,23289,22270,20569,12620,14660,21707,23419
24609,0.2654,,23237,22331,21361,19656,11980,13812,20740,22495
23740,0.2654,,22312,21443,20403,18552,11334,13106,19951,21723
22822,0.2654,,21562,20568,19676,17693,10660,12396,19175,20842
22083,0.4807,,20824,19860,18971,16942,10191,11812,18342,20169
21247,0.4905,,20159,19155,18137,16122,9641,11258,17606,19438
20479,0.5008,,19280,18367,17454,15335,9195,10601,16785,18739
19755,0.4572,,18589,17751,16742,14645,8713,10098,16199,18117
19075,0.4351,,17915,16998,16012,14022,8321,9597,15401,17430
18361,0.4492,,17203,16338,15413,13303,7845,9073,14756,16776
17791,0.3957,,16706,15850,14966,12754,7565,8699,14319,16280
17076,0.4381,,16050,15157,14326,12136,7090,8214,13587,15632
16594,0.3612,,15457,14751,13795,11669,6760,7937,13151,15226
15949,0.3969,,14964,14122,13273,11102,6449,7506,12610,14633
15730,0.2221,,14800,13936,13022,10800,6304,7275,12371,14477
14815,0.4207,,13862,13134,12209,10118,5835,6875,11681,13673
14316,0.4025,,13366,12691,11822,9620,5581,6530,11088,13246
13756,0.4416,,12852,12301,11305,9191,5282,6254,10744,12825
13234,0.472,,12364,11840,10872,8850,5072,5983,10304,12327
12847,0.4428,,11943,11451,10538,8387,4852,5766,9962,12034
12400,0.4556,,11490,11024,10193,8064,4637,5507,9543,11600
11982,0.4268,,11185,10689,9752,7770,4448,5272,9228,11216
11561,0.444,,10678,10309,9397,7406,4198,5094,8971,10916
11115,0.5083,,10375,9964,9081,7111,4027,4887,8565,10489
10825,0.4665,,9997,9637,8757,6798,3859,4707,8289,10162
10443,0.4611,,9651,9263,8471,6580,3783,4482,8014,9916
10178,0.4066,,9326,8988,8196,6301,3607,4311,7754,9605
9780,0.4817,,9007,8695,7826,6044,3430,4159,7490,9341
9448,0.501,,8695,8346,7584,5802,3330,4009,7206,9052
