intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8
62114,0.2654,60074,50188,61016,60997,48736,58578,60606,62873
59827,0.2654,57510,48019,58843,58656,47067,56699,58239,59437
57844,0.2654,55485,45866,57027,56889,45541,54803,56063,57135
55736,0.2654,53402,43973,55240,55155,44070,53060,54157,55034
53660,0.2654,51158,41960,53247,53063,42302,51206,51973,52860
51755,0.2654,48964,40005,51573,51374,40897,49294,50004,50901
49887,0.2654,47066,38215,49850,49667,39391,47487,48088,49024
48131,0.2654,45243,36619,48215,47959,38022,45785,46268,47092
46295,0.2654,43440,34853,46616,46245,36758,44136,44308,45251
44680,0.2654,41664,33415,45011,44684,35307,42475,42612,43316
43007,0.2654,39981,32059,43541,43189,34199,40958,40915,41698
41319,0.2654,38264,30390,41943,41725,32992,39560,39275,39907
39715,0.2654,36676,29161,40540,40237,31745,37867,37688,38246
38314,0.2654,35248,28011,39197,38772,30627,36630,36097,36752
36967,0.2654,33763,26789,37795,37455,29569,35105,34680,35412
35450,0.2654,32426,25619,36591,36137,28457,33809,33357,33825
34143,0.2654,31094,24636,35434,34916,27474,32559,32038,32560
32981,0.2654,29910,23663,34148,33622,26439,31371,30787,31204
31735,0.2654,28887,22694,32902,32493,25553,30141,29660,29944
30638,0.2654,27727,21845,31889,31362,24717,29241,28435,28831
29632,0.2654,26774,20983,30938,30339,23954,28236,27427,27798
28487,0.2654,25679,20135,29689,29152,22911,27011,26362,26702
27379,0.2654,24684,19327,28735,28238,22203,26053,25368,25575
26454,0.2654,23814,18555,27860,27286,21292,25193,24487,24625
25477,0.2654,22867,17835,26770,26099,20564,24236,23562,23688
24609,0.2654,22127,17080,25944,25219,19845,23420,22717,22746
23740,0.2654,21318,16389,25120,24333,19119,22629,21901,21831
22822,0.2654,20580,15762,24094,23419,18505,21725,21137,21100
22083,0.4807,19888,15206,23489,22644,17841,21044,20512,20259
21247,0.4905,19274,14637,22607,21886,17233,20372,19732,19638
20479,0.5008,18498,14001,21779,21087,16463,19680,19062,18848
19755,0.4572,18075,13412,21138,20296,16039,18993,18415,18171
19075,0.4351,17295,12906,20342,19522,15355,18314,17757,17524
18361,0.4492,16729,12402,19691,18772,14842,17729,17161,16838
17791,0.3957,16386,11957,19156,18234,14331,17217,16705,16384
17076,0.4381,15734,11444,18434,17512,13777,16649,16071,15740
16594,0.3612,15255,11053,17872,16916,13430,16125,15578,15238
15949,0.3969,14876,10685,17229,16313,12969,15605,15089,14627
15730,0.2221,14724,10492,17037,16060,12738,15477,14929,14531
14815,0.4207,13956,9757,15929,15156,12014,14613,14107,13641
14316,0.4025,13484,9490,15501,14622,11549,14181,13637,13187
13756,0.4416,13143,9123,14953,14081,11236,13768,13184,12772
13234,0.472,12811,8861,14448,13661,10818,13402,12801,12324
12847,0.4428,12359,8575,13982,13163,10355,12909,12342,11890
12400,0.4556,12037,8269,13482,12673,10015,12559,11966,11540
11982,0.4268,11692,8029,13112,12323,9696,12211,11529,11203
11561,0.444,11323,7739,12623,11867,9435,11906,11195,10824
11115,0.5083,11026,7528,12117,11409,9045,11471,10804,10540
10825,0.4665,10721,7361,11778,11107,8736,11191,10465,10234
10443,0.4611,10381,7032,11393,10631,8432,10821,10152,9882
