intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8,s9
62114,0.2654,64605,62476,61837,60932,61149,60486,61878,62164,50274
59827,0.2654,61381,59953,59566,58682,58895,58283,59142,59207,48383
57844,0.2654,58659,57645,57101,56414,56823,56211,56992,56929,46593
55736,0.2654,56682,55841,55275,54580,54820,54224,54998,54853,45006
53660,0.2654,54447,53715,53205,52464,52751,52251,52855,52774,43168
51755,0.2654,52331,51780,51138,50414,50778,50347,50816,50724,41420
49887,0.2654,50491,49875,49193,48738,48933,48453,48786,48657,39872
48131,0.2654,48578,48035,47463,46788,47140,46601,47050,46852,38325
46295,0.2654,46561,46085,45460,45009,45281,44805,45068,44897,36793
44680,0.2654,44845,44308,43712,43342,43681,43106,43252,43105,35370
43007,0.2654,43148,42732,42074,41736,42042,41557,41676,41436,33949
41319,0.2654,41442,40987,40453,40147,40463,39909,39961,39774,32723
39715,0.2654,39723,39506,38737,38621,38818,38315,38231,38129,31491
38314,0.2654,38236,37965,37235,37228,37421,36837,36710,36472,30238
36967,0.2654,36822,36498,35875,35886,35995,35518,35332,35160,29036
35450,0.2654,35259,35092,34489,34488,34744,34195,33941,33582,27870
34143,0.2654,33990,33703,33066,33285,33288,32849,32478,32288,26769
32981,0.2654,32717,32468,31783,32110,32259,31618,31266,30999,25781
31735,0.2654,31337,31217,30644,31013,31094,30540,30097,29800,24863
30638,0.2654,30128,30144,29382,29784,29890,29357,28876,28568,23889
29632,0.2654,29080,28940,28379,28862,28880,28282,27794,27458,23021
28487,0.2654,27826,27731,27196,27741,27697,27178,26809,26393,22051
27379,0.2654,26693,26778,26174,26770,26733,26120,25627,25306,21203
26454,0.2654,25772,25818,25253,25783,25758,25172,24726,24355,20389
25477,0.2654,24783,24772,24189,24962,24823,24163,23729,23278,19648
24609,0.2654,23875,23886,23374,23932,23936,23207,22915,22283,18841
23740,0.2654,22960,22887,22435,23120,23098,22330,21892,21591,18131
22822,0.2654,22050,21995,21640,22359,22301,21540,21223,20657,17428
22083,0.4807,21305,21330,20837,21590,21653,20890,20542,19897,16912
21247,0.4905,20615,20599,20151,20876,20841,20103,19797,19239,16126
20479,0.5008,19703,19727,19316,20078,20086,19292,18991,18312,15549
19755,0.4572,19014,18926,18680,19379,19410,18634,18447,17730,14982
19075,0.4351,18397,18280,17984,18706,18765,17862,17754,17132,14434
18361,0.4492,17620,17506,17379,18049,18043,17175,17073,16498,13907
17791,0.3957,17126,17049,16797,17560,17539,16761,16630,16003,13455
17076,0.4381,16395,16297,16179,16848,16880,16023,15960,15334,12912
16594,0.3612,15940,15762,15589,16324,16448,15540,15471,14897,12483
15949,0.3969,15409,15183,15139,15708,15835,14968,14948,14311,12068
15730,0.2221,15152,14945,14874,15570,15698,14843,14767,14187,11942
14815,0.4207,14213,13994,14032,14665,14857,14013,13946,13358,11262
14316,0.4025,13739,13523,13542,14171,14390,13554,13463,12928,10926
13756,0.4416,13231,13051,13110,13744,13887,13026,13010,12460,10491
13234,0.472,12746,12536,12587,13272,13548,12744,12676,12170,10173
12847,0.4428,12299,12201,12250,12859,13053,12283,12288,11779,9824
12400,0.4556,11978,11780,11797,12505,12651,11927,11851,11378,9532
11982,0.4268,11482,11325,11400,12060,12260,11641,11495,11092,9217
11561,0.444,11064,10933,11114,11667,11909,11278,11215,10800,8975
11115,0.5083,10660,10563,10636,11269,11436,10949,10844,10429,8716
10825,0.4665,10320,10295,10382,10918,11223,10592,10466,10156,8474
10443,0.4611,10027,9854,10094,10647,10904,10317,10151,9870,8230
10178,0.4066,9757,9552,9643,10294,10540,10051,9934,9585,7921
9780,0.4817,9423,9201,9390,9982,10237,9695,9639,9347,7751
9448,0.501,9096,8906,9079,9740,9931,9510,9301,9145,7494
9153,0.5124,8825,8634,8834,9394,9623,9212,9086,8845,7295
8891,0.4762,8452,8375,8557,9114,9321,8969,8744,8557,7088
8503,0.5691,8228,8081,8323,8875,9035,8743,8616,8358,6914
8299,0.4988,7963,7826,8057,8633,8781,8448,8306,8183,6701
8025,0.5476,7687,7558,7754,8348,8550,8306,8141,7896,6566
7765,0.5595,7505,7309,7554,8077,8303,8068,7902,7671,6343
7517,0.5498,7250,7114,7344,7882,8016,7801,7722,7509,6233
7276,0.5866,7041,6918,7061,7619,7829,7609,7488,7314,5965
7054,0.5755,6802,6669,6872,7497,7598,7419,7334,7146,5872
6876,0.5767,6629,6499,6677,7197,7410,7207,7143,6927,5752
6643,0.5667,6405,6280,6542,7084,7228,6992,6905,6788,5579
6415,0.64,6222,6148,6298,6845,6943,6754,6760,6615,5474
6218,0.6125,6018,5890,6087,6626,6757,6620,6564,6419,5322
