intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
62114,0.2654,965,1072,1299,1259,992,1051,1136,1135,963,61035
59827,0.2654,997,1092,1283,1279,1031,1002,1117,1106,941,58450
57844,0.2654,995,1098,1318,1296,1000,1086,1163,1146,970,56237
55736,0.2654,1010,1085,1297,1323,1043,1054,1116,1134,995,54374
53660,0.2654,990,1138,1336,1331,1045,1089,1145,1190,1003,52230
51755,0.2654,1043,1179,1374,1357,1074,1033,1163,1177,1002,50429
49887,0.2654,1051,1142,1413,1404,1065,1077,1211,1197,1043,48417
48131,0.2654,1047,1188,1426,1426,1062,1083,1212,1194,1002,46621
46295,0.2654,1061,1217,1401,1443,1081,1095,1215,1245,1025,44727
44680,0.2654,1067,1264,1486,1438,1090,1108,1257,1229,1048,43031
43007,0.2654,1095,1283,1521,1530,1077,1173,1267,1305,1064,41367
41319,0.2654,1081,1244,1502,1521,1127,1185,1311,1287,1088,39700
39715,0.2654,1125,1278,1563,1561,1155,1155,1295,1306,1127,38219
38314,0.2654,1131,1321,1562,1540,1163,1190,1363,1370,1115,36765
36967,0.2654,1137,1367,1595,1591,1161,1230,1365,1339,1093,35351
35450,0.2654,1126,1397,1630,1632,1193,1225,1363,1389,1130,33913
34143,0.2654,1139,1393,1635,1722,1218,1257,1368,1405,1134,32618
32981,0.2654,1162,1435,1653,1695,1209,1246,1433,1432,1158,31476
31735,0.2654,1167,1461,1722,1710,1226,1267,1433,1458,1176,30253
30638,0.2654,1196,1489,1732,1791,1240,1308,1469,1452,1200,29089
29632,0.2654,1174,1532,1744,1817,1246,1302,1492,1489,1203,28044
28487,0.2654,1214,1565,1830,1846,1268,1352,1481,1561,1217,26886
27379,0.2654,1251,1559,1808,1885,1315,1354,1544,1535,1252,25843
26454,0.2654,1254,1596,1878,1929,1300,1406,1556,1596,1273,24951
25477,0.2654,1280,1642,1915,1923,1295,1430,1556,1576,1247,23930
24609,0.2654,1296,1682,1975,2007,1352,1469,1610,1633,1276,23112
23740,0.2654,1296,1690,2001,2068,1343,1462,1595,1642,1298,22239
22822,0.2654,1376,1749,2038,2083,1368,1507,1670,1693,1338,21432
22083,0.4807,1357,1794,2067,2128,1428,1554,1686,1759,1388,20709
21247,0.4905,1385,1816,2145,2190,1424,1582,1687,1801,1359,19853
20479,0.5008,1406,1854,2113,2156,1436,1560,1739,1855,1404,19117
19755,0.4572,1400,1889,2198,2259,1488,1650,1761,1835,1383,18377
19075,0.4351,1453,1948,2230,2328,1516,1621,1769,1943,1455,17738
18361,0.4492,1490,1941,2273,2334,1521,1687,1822,1945,1467,17130
17791,0.3957,1552,2006,2354,2442,1527,1731,1825,1979,1513,16634
17076,0.4381,1605,2068,2368,2465,1573,1757,1866,2036,1514,15933
16594,0.3612,1616,2133,2451,2551,1605,1795,1912,2112,1532,15393
15949,0.3969,1671,2188,2496,2597,1641,1858,1983,2127,1605,14889
15730,0.2221,1718,2257,2582,2707,1677,1878,2063,2235,1683,14663
14815,0.4207,1746,2253,2582,2696,1689,1880,2018,2213,1659,13863
14316,0.4025,1815,2335,2655,2831,1729,1967,2104,2291,1674,13324
13756,0.4416,1812,2377,2720,2848,1762,1983,2137,2341,1730,12974
13234,0.472,1871,2453,2782,2962,1807,2027,2171,2403,1794,12513
