intensity,750,800,850,ua,left,right,ctr
29976,29499,27913,26033,0.011,,,
28830,28253,26757,25025,0.0084,,,
27699,27221,25618,23872,0,,,
26443,26031,24531,22774,0.0162,,,
25467,25069,23638,21750,0.0104,,,
24373,24049,22574,20816,0.0196,,,
23303,23096,21675,19875,0.0304,,,
22528,22243,20819,19126,0.0185,,,
21627,21193,19884,18272,0.0216,,,
20755,20315,19098,17454,0.0282,,,
19862,19674,18299,16887,0.0357,,,
19175,18904,17490,16064,0.033,,,
18267,18069,16778,15314,0.0549,,,
17622,17412,16023,14678,0.0518,,,
16913,16568,15389,13961,0.0602,,,
16169,15974,14772,13394,0.0742,,,
15630,15473,14145,12944,0.0678,,,
14871,14762,13604,12309,0.0982,,,
14343,14205,13006,11822,0.0954,,,
13764,13681,12471,11329,0.1105,,,
13505,13229,12050,11021,0.0732,,,
12680,12475,11515,10301,0.1311,,,
12191,11972,11050,9920,0.1392,,,
11697,11542,10656,9492,0.1492,,,
11245,11081,10262,9075,0.1591,,,
10799,10674,9796,8754,0.1746,,,
10446,10213,9393,8341,0.1673,,,
10002,9860,9047,8032,0.191,,,
9679,9487,8691,7713,0.1862,,,
9325,9165,8378,7365,0.19,,,
8942,8817,8071,7140,0.2094,,,
8587,8484,7759,6892,0.2206,,,
8326,8235,7478,6619,0.2233,,,
8012,7960,7213,6384,0.2255,,,
7765,7633,6942,6111,0.2236,,,
7504,7441,6725,5955,0.234,,,
7197,7188,6458,5696,0.2484,,,
6910,6862,6261,5451,0.266,,,
6756,6673,6053,5313,0.2518,,,
6482,6432,5891,5139,0.2693,,,
6295,6177,5573,4954,0.2752,,,
6062,5945,5422,4743,0.2782,,,
5855,5829,5176,4591,0.279,,,
5667,5556,5100,4395,0.3003,,,
5494,5447,4859,4267,0.2839,,,
5309,5202,4727,4072,0.3155,,,
5064,5054,4610,3917,0.3324,,,
4983,4876,4418,3782,0.2958,,,
4782,4714,4282,3671,0.3406,,,
4590,4540,4108,3528,0.3499,,,
4451,4364,3975,3455,0.3729,,,
4280,4232,3828,3291,0.3902,,,
4148,4088,3760,3202,0.4014,,,
4027,3945,3573,3056,0.3919,,,
3907,3820,3487,2991,0.4082,,,
3699,3705,3337,2911,0.4395,,,
3616,3580,3242,2806,0.4545,,,
3482,3488,3127,2664,0.4569,,,
3392,3333,3018,2608,0.4846,,,
3309,3277,2969,2516,0.4555,,,
3175,3190,2842,2479,0.5038,,,
3105,3097,2778,2397,0.4901,,,
3008,3003,2695,2321,0.497,,,
2892,2904,2652,2283,0.5403,,,
2851,2847,2571,2208,0.5227,,,
2786,2790,2479,2139,0.5001,,,
2691,2672,2432,2118,0.5419,,,
2564,2641,2366,2047,0.6037,,,
2555,2545,2295,1936,0.5482,,,
2430,2494,2259,1934,0.605,,,
2413,2435,2176,1918,0.5812,,,
2360,2341,2144,1906,0.5667,,,
2303,2285,2079,1754,0.5953,,,
2250,2241,2004,1780,0.5692,,,
2165,2201,1992,1734,0.6218,,,
2130,2126,1923,1694,0.618,,,
2082,2105,1895,1619,0.6287,,,
2030,2009,1854,1648,0.6354,,,
1981,1971,1849,1600,0.6397,,,
1952,1956,1787,1569,0.6401,,,
1889,1883,1747,1502,0.694,,,
1812,1875,1675,1533,0.7401,,,
1783,1852,1675,1447,0.6756,,,
1782,1845,1643,1463,0.7111,,,
1746,1772,1604,1423,0.7151,,,
1685,1717,1608,1376,0.7308,,,
1657,1702,1560,1383,0.7357,,,
1625,1701,1515,1343,0.7656,,,
1627,1635,1508,1342,0.6941,,,
1552,1618,1475,1348,0.8224,,,
1547,1546,1462,1304,0.786,,,
1548,1547,1447,1322,0.7626,,,
1514,1525,1432,1260,0.7934,,,
1477,1511,1438,1246,0.7569,,,
1455,1523,1423,1256,0.7918,,,
1401,1486,1388,1213,0.859,,,
1434,1405,1359,1218,0.7755,,,
1407,1482,1311,1213,0.8814,,,
1371,1448,1369,1233,0.8412,,,
1358,1377,1299,1161,0.7584,,,
1337,1375,1329,1186,0.858,,,
1311,1373,1268,1173,0.8961,,,
1329,1370,1282,1153,0.8264,,,
1272,1344,1260,1147,0.9801,,,
1290,1319,1227,1148,0.8003,,,
1253,1285,1242,1127,0.9386,,,
1223,1280,1225,1114,0.9296,,,
1217,1307,1226,1086,1,,,
1241,1249,1226,1113,0.8645,,,
1218,1269,1194,1079,0.9111,,,
58378,58614,59385,49561,0.2001,p13-pre-s3,,
55973,56734,56899,47557,0.2079,,,
53970,54596,54469,45680,0.1982,,,
52034,52730,52239,44044,0.0379,,,
49870,50374,50198,41785,0.2386,,,
47751,48466,47855,39866,0.1546,,,
45842,46384,45707,38229,0.0651,,,
43845,44577,43739,36436,0.2942,,,
42018,42547,41737,34660,0.2272,,,
40235,40814,39855,33084,0.1693,,,
38622,39106,38081,31551,0.1057,,,
36953,37341,36262,29932,0.0758,,,
35358,35694,34570,28400,0.0595,,,
33852,34154,33011,27129,0.0264,,,
32455,32721,31505,25847,0.1721,,,
31101,31294,30077,24481,0.1457,,,
29680,29848,28632,23426,0.1542,,,
28585,28639,27347,22316,0.1126,,,
27327,27405,26120,21347,0.1235,,,
26138,26147,24909,20246,0.1287,,,
25202,25225,23946,19430,0.0967,,,
24147,24057,22771,18456,0.1033,,,
23158,23056,21778,17686,0.1096,,,
22238,22216,20886,16944,0.1226,,,
21429,21347,20039,16231,0.09,,,
20573,20615,19207,15536,0.1893,,,
19867,19875,18475,14961,0.1578,,,
19182,19048,17715,14310,0.1324,,,
18416,18490,17019,13828,0.1798,,,
17861,17876,16389,13411,0.1333,,,
17239,17095,15790,12863,0.2182,,,
16705,16682,15256,12365,0.1979,,,
16202,16030,14716,12016,0.1479,,,
15581,15537,14273,11629,0.1975,,,
15325,15120,13823,11317,0.0711,,,
14668,14569,13379,10869,0.1437,,,
14286,14185,12927,10589,0.1294,,,
13939,13827,12527,10324,0.0787,,,
13837,13615,12330,10201,0.0718,,,
13183,12977,11785,9697,0.1945,,,
12745,12632,11536,9426,0.2158,,,
12475,12325,11249,9189,0.1379,,,
12114,11948,10940,8944,0.1816,,,
11879,11637,10557,8736,0.2679,,,
11621,11345,10419,8499,0.2186,,,
11287,11081,10146,8413,0.2137,,,
11099,10799,9923,8228,0.1402,,,
10772,10620,9647,7973,0.209,,,
10623,10449,9530,7863,0.2775,,,
10398,10115,9268,7684,0.2168,,,
10152,9903,9100,7559,0.2259,,,
9920,9657,8902,7444,0.2162,,,
9698,9504,8743,7313,0.2359,,,
9578,9327,8525,7172,0.1351,,,
9381,9111,8375,7015,0.2676,,,
9158,8912,8205,6913,0.2515,,,
9007,8777,8092,6821,0.2113,,,
8792,8623,7940,6681,0.2655,,,
8605,8415,7791,6686,0.2512,,,
8514,8262,7634,6453,0.2361,,,
8340,8089,7500,6465,0.1717,,,
8104,7892,7331,6359,0.2312,,,
8003,7851,7219,6268,0.2463,,,
7913,7723,7193,6185,0.1574,,,
7774,7518,7011,6114,0.0916,,,
7634,7405,6910,5997,0.1447,,,
7465,7342,6808,5945,0.1574,,,
7340,7189,6716,5855,0.1345,,,
7256,7073,6550,5789,0.1464,,,
7165,6938,6505,5709,0.0696,,,
7042,6865,6396,5617,0.1259,,,
6898,6743,6292,5546,0.1627,,,
6790,6665,6246,5411,0.1852,,,
6763,6600,6126,5432,0.1067,,,
6621,6442,6067,5328,0.1164,,,
6546,6335,5951,5323,0.0614,,,
6436,6260,5944,5286,0.1548,,,
6322,6182,5820,5246,0.1581,,,
6274,6152,5810,5187,0.1529,,,
6196,6086,5660,5116,0.1206,,,
6091,5926,5657,5111,0.1378,,,
6030,5906,5595,5075,0.0871,,,
5952,5852,5491,5021,0.1247,,,
5906,5781,5472,5009,0.2066,,,
5863,5686,5413,4938,0,,,
5794,5671,5347,4957,0.0905,,,
5692,5582,5284,4841,0.1491,,,
5619,5524,5229,4907,0.2132,,,
5590,5510,5209,4808,0.2551,,,
5593,5508,5191,4820,0.0507,,,
5506,5400,5069,4790,0.0524,,,
5431,5305,5096,4704,0.1196,,,
5420,5325,5061,4714,0.054,,,
5336,5233,4949,4686,0.0714,,,
5286,5159,4998,4654,0.1371,,,
5241,5147,4946,4667,0.1622,,,
5214,5130,4932,4600,0.1091,,,
5171,5086,4888,4619,0.2386,,,
5143,5078,4873,4619,0.1885,,,
5112,5018,4827,4529,0.0436,,,
5057,4988,4792,4519,0.134,,,
5012,4934,4764,4513,0.2102,,,
5004,4938,4729,4474,0.0992,,,
4943,4844,4733,4484,0.1728,,,
4905,4832,4676,4470,0.3579,,,
4887,4836,4643,4418,0.3635,,,
4907,4854,4645,4496,0.2074,,,
4815,4791,4648,4505,0.4061,,,
4816,4770,4612,4460,0.1754,,,
4793,4723,4598,4400,0.2128,,,
4801,4775,4600,4442,0.3633,,,
4772,4718,4587,4441,0.4067,,,
4794,4682,4601,4397,0.0996,,,
4706,4696,4545,4398,0.3828,,,
4715,4649,4553,4423,0.3017,,,
4730,4696,4563,4413,0.2532,,,
4656,4608,4555,4371,0.545,,,
4674,4587,4566,4356,0.5921,,,
4659,4594,4536,4395,0.339,,,
4607,4659,4528,4381,0.7945,,,
4618,4598,4524,4386,0.2354,,,
4602,4581,4486,4415,0.2856,,,
4607,4553,4509,4394,0.6061,,,
4583,4610,4516,4354,0.5779,,,
4568,4563,4519,4369,0.4578,,,
4544,4525,4442,4361,0.5801,,,
4526,4583,4492,4341,1,,,
4566,4523,4449,4402,0.2031,,,
60903,60818,58006,55510,0.1126,p13-pre-s6,,
58523,58663,55881,53700,0.1217,,,
56450,56653,53847,51886,0.0642,,,
54608,54873,51965,50327,0.0876,,,
52578,52923,49949,48298,0.1091,,,
50641,50825,48093,46400,0.0662,,,
48781,49024,46293,44681,0.1311,,,
46963,47333,44529,42975,0.0873,,,
45093,45475,42890,41152,0.0616,,,
43371,43738,41211,39433,0.1423,,,
41748,42180,39486,37969,0.1119,,,
40147,40349,38126,36383,0.0871,,,
38531,38643,36396,34923,0.0723,,,
37033,37244,35012,33490,0.0492,,,
35603,35899,33778,32185,0.0701,,,
34098,34371,32385,30858,0.0691,,,
32775,33103,31023,29532,0.1638,,,
31550,31854,29761,28489,0.1422,,,
30297,30626,28631,27380,0.1395,,,
29150,29489,27565,26170,0.1293,,,
28092,28422,26511,25340,0.1194,,,
26953,27191,25369,24167,0.1223,,,
25819,26187,24429,23252,0.1279,,,
24784,25155,23557,22267,0.1316,,,
23882,24257,22490,21334,0.1275,,,
22973,23291,21680,20625,0.1219,,,
21975,22280,20843,19723,0.1367,,,
21224,21451,20037,18888,0.1374,,,
20348,20883,19301,18489,0.1498,,,
19659,20061,18580,17752,0.0858,,,
18777,19136,17834,16955,0.1064,,,
18113,18486,17219,16258,0.1136,,,
17406,17737,16525,15633,0.13,,,
16662,17034,15958,15128,0.0882,,,
16204,16583,15356,14593,0.0751,,,
15518,15883,14818,13928,0.1014,,,
14961,15268,14312,13562,0.1111,,,
14355,14761,13751,13066,0.1442,,,
14194,14444,13362,12773,0.0891,,,
13263,13579,12756,12051,0.1821,,,
12769,13102,12295,11548,0.0802,,,
12326,12628,11906,11137,0.1016,,,
11885,12058,11518,10744,0.1237,,,
11474,11659,11076,10422,0.1277,,,
11055,11328,10640,10059,0.1531,,,
10638,10984,10375,9754,0.0759,,,
10316,10622,10027,9403,0.0854,,,
9941,10194,9609,9131,0.1015,,,
9649,9987,9393,8863,0.1085,,,
9292,9636,9038,8577,0.1616,,,
9060,9344,8846,8291,0.1498,,,
8803,9025,8562,8133,0.0638,,,
8481,8775,8340,7943,0.0955,,,
8282,8518,8090,7748,0.0808,,,
7998,8299,7851,7463,0.1332,,,
7843,8093,7677,7253,0.1145,,,
7595,7880,7514,7146,0.1598,,,
7433,7622,7331,6944,0.0603,,,
7227,7425,7166,6751,0.0901,,,
7049,7317,6941,6630,0.097,,,
6888,7108,6830,6478,0.0959,,,
6730,6980,6682,6261,0.1248,,,
6593,6864,6523,6264,0.1352,,,
6442,6575,6393,6063,0.1409,,,
6299,6524,6272,5940,0.0753,,,
6171,6355,6091,5788,0.0941,,,
6058,6248,6059,5721,0.091,,,
5853,6164,5884,5636,0.1484,,,
5832,6085,5783,5503,0.1051,,,
5704,5919,5743,5459,0.1292,,,
5604,5808,5625,5308,0.1417,,,
5512,5684,5483,5319,0.1429,,,
5459,5627,5405,5203,0.1171,,,
5358,5535,5339,5089,0.1488,,,
5237,5393,5311,5037,0.1574,,,
5169,5341,5195,4966,0.1832,,,
5130,5235,5142,4899,0.1557,,,
5038,5235,5044,4876,0.1544,,,
4948,5110,4985,4741,0.2016,,,
4938,5022,4956,4707,0.2012,,,
4800,5002,4853,4660,0.01,,,
4740,4908,4807,4593,0.0362,,,
4679,4829,4738,4512,0.0419,,,
4640,4776,4677,4547,0.01,,,
4606,4729,4635,4402,0.0037,,,
4510,4698,4559,4364,0.0416,,,
4448,4629,4528,4301,0.07,,,
4445,4615,4475,4308,0,,,
4380,4515,4425,4263,0.0138,,,
4312,4462,4400,4239,0.1293,,,
4272,4400,4354,4149,0.0882,,,
4245,4380,4274,4123,0.0919,,,
4218,4315,4191,4098,0.1019,,,
4126,4240,4167,4021,0.0773,,,
4099,4198,4078,4044,0.0641,,,
4014,4181,4129,3984,0.1999,,,
3946,4128,4061,3926,0.2716,,,
3965,4112,4045,3901,0.2532,,,
3948,4022,4046,3925,0.1125,,,
3865,4018,3985,3807,0.1998,,,
3853,3979,3922,3806,0.1259,,,
3849,3934,3875,3775,0.1122,,,
3749,3890,3797,3746,0.2935,,,
3751,3863,3823,3688,0.1634,,,
3734,3832,3774,3698,0.0886,,,
3719,3797,3753,3655,0.1325,,,
3647,3759,3764,3619,0.3316,,,
3638,3740,3721,3631,0.359,,,
3603,3720,3677,3575,0.3353,,,
3547,3688,3654,3570,0.3432,,,
3577,3652,3620,3562,0.2411,,,
3547,3611,3609,3541,0.2517,,,
3480,3615,3557,3496,0.4939,,,
3448,3561,3546,3442,0.4752,,,
3422,3521,3467,3441,0.5218,,,
3408,3492,3514,3446,0.4448,,,
3409,3503,3498,3422,0.2698,,,
3324,3449,3441,3371,0.5906,,,
3339,3436,3455,3353,0.4285,,,
3316,3382,3390,3285,0.7244,,,
3280,3384,3356,3295,0.5502,,,
3271,3348,3347,3302,0.4583,,,
3250,3385,3348,3291,0.799,,,
3226,3324,3301,3241,0.6793,,,
3196,3271,3293,3230,0.5109,,,
3166,3255,3268,3215,0.5503,,,
3154,3263,3259,3208,1,,,
3107,3195,3226,3188,0.9884,,,
57637,60683,59148,55990,0.259,p13-pre-s7,,
55368,58343,56890,53951,0.3191,,,
53274,56380,54615,52064,0.2449,,,
51363,54549,52557,50198,0.2522,,,
49296,52302,50577,47911,0.2799,,,
47358,50121,48538,45905,0.3089,,,
45485,48290,46541,44184,0.2621,,,
43536,46366,44637,42467,0.3077,,,
41780,44516,42918,40345,0.265,,,
40045,42628,40992,38640,0.2302,,,
38548,40953,39492,37142,0.2626,,,
36918,39275,37861,35401,0.238,,,
35546,37542,36275,33959,0.3201,,,
33974,35839,34787,32457,0.3018,,,
32689,34640,33313,31035,0.2674,,,
31275,33194,31961,29815,0.2516,,,
30034,31819,30722,28453,0.2252,,,
28879,30623,29365,27329,0.3238,,,
27743,29326,28202,26202,0.3082,,,
26491,28128,27017,25111,0.3009,,,
25553,27160,25983,24193,0.2649,,,
24454,25884,24894,23157,0.2643,,,
23512,24840,23871,22100,0.2484,,,
22469,23852,22900,21166,0.252,,,
21615,22816,21973,20291,0.2367,,,
20708,22111,21115,19460,0.2415,,,
19890,21082,20170,18764,0.2342,,,
18999,20300,19520,17917,0.2434,,,
18283,19587,18673,17245,0.2394,,,
17545,18827,17923,16649,0.231,,,
16803,17893,17194,15870,0.2422,,,
16228,17264,16466,15243,0.2279,,,
15545,16481,15889,14607,0.2411,,,
14871,15808,15249,13960,0.2521,,,
14366,15335,14644,13641,0.25,,,
13670,14755,14096,12928,0.2715,,,
13153,13983,13568,12429,0.2776,,,
12715,13581,12980,12025,0.2638,,,
12439,13223,12725,11784,0.2256,,,
11690,12376,12087,11070,0.303,,,
11138,11983,11629,10634,0.3317,,,
10869,11462,11193,10249,0.3,,,
10409,11071,10815,9871,0.3326,,,
9947,10694,10420,9534,0.3642,,,
9606,10271,10069,9159,0.3658,,,
9286,9870,9661,8840,0.3528,,,
8870,9554,9324,8556,0.3984,,,
8592,9177,8995,8280,0.193,,,
8265,8879,8684,7958,0.2155,,,
8003,8557,8404,7732,0.2197,,,
7712,8286,8185,7479,0.2332,,,
7447,7972,7890,7197,0.2311,,,
7172,7725,7582,6960,0.2608,,,
6966,7502,7378,6771,0.271,,,
6752,7237,7083,6590,0.2754,,,
6480,6957,6843,6362,0.1679,,,
6234,6723,6675,6101,0.1996,,,
6112,6514,6448,5946,0.1905,,,
5886,6358,6343,5769,0.2182,,,
5665,6117,6056,5589,0.2504,,,
5531,5891,5892,5481,0.2438,,,
5312,5720,5749,5311,0.2947,,,
5159,5618,5512,5170,0.2896,,,
5002,5416,5442,5007,0.3196,,,
4829,5227,5222,4847,0.3438,,,
4684,5087,5131,4697,0.3576,,,
4565,4894,4927,4598,0.3643,,,
4420,4772,4835,4428,0.3936,,,
4310,4650,4651,4326,0.4274,,,
4189,4537,4562,4207,0.4601,,,
4052,4372,4409,4142,0.1831,,,
3977,4259,4316,4028,0.1853,,,
3828,4102,4230,3924,0.2313,,,
3752,4055,4106,3832,0.244,,,
3645,3940,3974,3755,0.2615,,,
3573,3807,3878,3664,0.2763,,,
3469,3728,3814,3556,0.3088,,,
3326,3615,3669,3452,0.4057,,,
3331,3538,3601,3459,0.3296,,,
3224,3454,3547,3319,0.3993,,,
3160,3373,3455,3232,0.3324,,,
3087,3295,3403,3192,0.4352,,,
3011,3224,3346,3154,0.2191,,,
2952,3147,3192,3123,0.2389,,,
2864,3082,3198,3050,0.2419,,,
2835,3039,3112,2980,0.2757,,,
2797,3015,3030,2935,0.3121,,,
2726,2939,3005,2857,0.3136,,,
2655,2834,2942,2827,0.2995,,,
2631,2825,2926,2788,0.4071,,,
2565,2757,2845,2727,0.5073,,,
2512,2742,2826,2717,0.4596,,,
2508,2656,2764,2662,0.3974,,,
2449,2626,2711,2603,0.4647,,,
2425,2578,2690,2594,0.3742,,,
2374,2532,2602,2536,0.5844,,,
2322,2495,2556,2482,0.0673,,,
2288,2479,2577,2461,0.0907,,,
2286,2421,2510,2474,0.0082,,,
2223,2358,2472,2364,0.127,,,
2205,2313,2425,2378,0.0908,,,
2175,2320,2382,2304,0,,,
2089,2281,2370,2309,0.4146,,,
2090,2223,2303,2249,0.2934,,,
2056,2217,2275,2209,0.2704,,,
2075,2217,2268,2204,0.1155,,,
2027,2139,2256,2164,0.3615,,,
1989,2126,2250,2186,0.4412,,,
1977,2116,2188,2153,0.3655,,,
1981,2094,2138,2124,0.1904,,,
1915,2037,2137,2108,0.3725,,,
1867,2012,2115,2078,0.9578,,,
1862,1975,2057,2034,0.6112,,,
1878,1979,2053,1985,0.3906,,,
1846,1972,2033,1989,0.4567,,,
1827,1936,2063,1994,0.3221,,,
1794,1919,2002,1991,0.7199,,,
1808,1883,1932,1982,0.3839,,,
1740,1867,1963,1956,1,,,
1782,1853,1938,1897,0.4953,,,
1739,1866,1939,1881,0.7202,,,
1743,1822,1923,1855,0.536,,,
1708,1812,1884,1893,0.8445,,,
1699,1822,1879,1871,0.7036,,,
1681,1780,1830,1840,0.757,,,
1683,1788,1844,1808,0.1651,,,
1638,1729,1823,1805,0.2734,,,
1638,1744,1800,1802,0.2734,,,
57158,58992,58440,57825,0.4035,p13-pre-s8,,
55061,56869,56099,55827,0.2882,,,
53006,54923,53856,53712,0.3878,,,
51005,52965,51788,51941,0.2926,,,
48926,50878,49799,49685,0.4942,,,
47098,48879,47755,47578,0.3988,,,
45286,47111,45829,45680,0.3185,,,
43364,45251,44039,43852,0.4118,,,
41685,43393,42266,42015,0.4792,,,
39971,41767,40661,40268,0.4274,,,
38483,40368,38846,38590,0.3606,,,
36939,38622,37390,36879,0.4553,,,
35524,37052,35946,35300,0.3969,,,
34270,35724,34420,33908,0.4672,,,
33089,34320,33110,32610,0.388,,,
31584,32916,31781,31110,0.4685,,,
30481,31470,30472,29770,0.4,,,
29314,30499,29251,28650,0.3744,,,
28193,29267,28104,27433,0.3353,,,
27170,28054,27044,26348,0.2977,,,
26195,27048,26002,25275,0.4455,,,
25058,25961,24886,24111,0.4657,,,
24158,24919,23846,23173,0.4209,,,
23203,23886,22881,22175,0.407,,,
22233,22985,21873,21281,0.4142,,,
21403,22179,21047,20414,0.3927,,,
20521,21165,20109,19562,0.4031,,,
19781,20366,19354,18687,0.3826,,,
19028,19750,18535,18135,0.3713,,,
18344,19007,17926,17331,0.3563,,,
17464,18083,17104,16525,0.3927,,,
16958,17426,16386,15874,0.36,,,
16199,16763,15897,15225,0.3999,,,
15531,16037,15232,14584,0.4122,,,
15118,15633,14733,14196,0.3725,,,
14478,14928,13968,13488,0.3967,,,
13900,14403,13483,13027,0.4225,,,
13435,13881,12929,12502,0.4001,,,
13155,13542,12650,12229,0.331,,,
12390,12729,12108,11455,0.4355,,,
11880,12290,11535,10998,0.2996,,,
11454,11742,11183,10548,0.3079,,,
11085,11347,10779,10208,0.2947,,,
10681,10947,10402,9840,0.3204,,,
10343,10600,10026,9442,0.3149,,,
9878,10231,9649,9152,0.3716,,,
9566,9878,9336,8791,0.3477,,,
9257,9486,8961,8440,0.3638,,,
8921,9211,8691,8188,0.4058,,,
8605,8905,8397,7941,0.4009,,,
8405,8638,8136,7666,0.3842,,,
8128,8280,7897,7389,0.3983,,,
7806,8041,7595,7209,0.4179,,,
7580,7749,7377,6899,0.4002,,,
7343,7502,7139,6719,0.4193,,,
7095,7331,6888,6490,0.4529,,,
6866,7033,6712,6273,0.4616,,,
6641,6835,6468,6072,0.3338,,,
6432,6624,6389,5990,0.3494,,,
6246,6425,6086,5709,0.3656,,,
6054,6212,5957,5571,0.3729,,,
5879,6027,5771,5378,0.3672,,,
5644,5906,5582,5270,0.4654,,,
5523,5744,5454,5099,0.422,,,
5371,5543,5299,4898,0.4257,,,
5209,5346,5132,4851,0.4516,,,
5041,5161,5033,4593,0.5156,,,
4920,5042,4835,4526,0.5142,,,
4761,4875,4747,4406,0.5367,,,
4615,4777,4568,4330,0.4956,,,
4510,4604,4464,4203,0.2815,,,
4362,4504,4334,4087,0.3074,,,
4242,4345,4261,3957,0.3099,,,
4125,4260,4142,3851,0.3975,,,
4030,4151,4055,3781,0.3882,,,
3941,4031,3936,3660,0.3637,,,
3774,3931,3778,3632,0.4955,,,
3710,3846,3694,3504,0.4189,,,
3636,3748,3633,3430,0.4226,,,
3532,3629,3545,3374,0.4973,,,
3452,3581,3441,3311,0.5144,,,
3362,3439,3434,3202,0.5153,,,
3256,3377,3332,3127,0.5857,,,
3223,3374,3246,3068,0.2107,,,
3123,3256,3187,3041,0.2735,,,
3072,3183,3090,2953,0.2043,,,
3030,3136,3067,2882,0.2489,,,
2948,3047,3000,2845,0.2988,,,
2843,2995,2961,2771,0.4049,,,
2860,2962,2887,2772,0.3349,,,
2714,2868,2837,2667,0.4495,,,
2715,2852,2809,2603,0.4199,,,
2684,2756,2739,2660,0.3262,,,
2616,2745,2675,2526,0.3919,,,
2550,2653,2625,2531,0.505,,,
2518,2617,2608,2461,0.5268,,,
2450,2554,2533,2447,0.59,,,
2412,2492,2553,2389,0.6039,,,
2382,2501,2466,2383,0.6741,,,
2346,2444,2457,2313,0.5593,,,
2285,2399,2383,2322,0.1306,,,
2270,2348,2345,2230,0.0479,,,
2239,2345,2301,2217,0.0208,,,
2163,2280,2269,2175,0.1755,,,
2156,2231,2268,2168,0.1622,,,
2119,2179,2246,2118,0.2068,,,
2107,2183,2182,2119,0.2618,,,
2041,2176,2171,2085,0.3367,,,
2044,2150,2177,2053,0.2046,,,
2057,2079,2108,2067,0,,,
1978,2090,2112,2040,0.3978,,,
1934,2039,2076,2003,0.4248,,,
1933,2030,2060,1986,0.3376,,,
1900,2012,2031,1926,0.457,,,
1896,1981,1964,1927,0.3928,,,
1886,1956,1980,1927,0.3057,,,
1876,1918,1981,1874,0.2935,,,
1813,1901,1910,1873,0.6396,,,
1776,1851,1899,1838,0.554,,,
1767,1845,1887,1804,0.6351,,,
1744,1832,1866,1816,0.9193,,,
1713,1816,1840,1777,0.6621,,,
1703,1793,1849,1764,1,,,
1707,1815,1825,1767,0.8425,,,
1668,1765,1794,1724,0.9983,,,
1674,1732,1763,1727,0.5966,,,
1658,1747,1776,1731,0.9511,,,
1638,1715,1760,1678,0.6373,,,
58279,60423,52872,51159,0.2202,p13-pre-s11,,
56629,58378,51094,49316,0.2202,,,
54924,56634,49292,47758,0.2202,,,
53368,55037,47620,46208,0.2202,,,
51584,53079,45932,44260,0.2202,,,
49904,51314,44308,42565,0.2202,,,
48250,49415,42837,40938,0.2202,,,
46819,47886,41080,39374,0.2202,,,
45259,45965,39574,37676,0.2202,,,
43700,44505,38199,36328,0.2202,,,
42339,43090,36748,34987,0.2202,,,
41045,41443,35531,33506,0.2202,,,
39485,39919,34222,32221,0.2202,,,
38216,38685,32948,31087,0.2202,,,
37041,37454,31789,29921,0.2202,,,
35789,36097,30571,28699,0.2202,,,
34667,34847,29494,27645,0.2202,,,
33593,33854,28551,26678,0.2202,,,
32380,32761,27532,25678,0.2202,,,
31448,31680,26459,24803,0.2202,,,
30549,30694,25706,23960,0.2202,,,
29443,29614,24666,22987,0.2202,,,
28565,28577,23862,22161,0.2202,,,
27676,27687,23069,21288,0.2202,,,
26834,26750,22266,20511,0.2202,,,
25996,25893,21409,19848,0.2202,,,
25096,25008,20781,19093,0.2202,,,
24379,24172,20031,18414,0.2202,,,
23584,23499,19356,17897,0.2202,,,
22925,22696,18787,17274,0.2202,,,
22123,21864,18058,16467,0.2202,,,
21470,21216,17472,15922,0.2202,,,
20698,20436,16951,15376,0.2202,,,
20122,19818,16289,14855,0.2202,,,
19567,19279,15862,14404,0.2202,,,
18874,18526,15306,13831,0.2202,,,
18389,17955,14799,13401,0.2202,,,
17835,17562,14301,13041,0.2202,,,
17542,17210,14002,12773,0.2202,,,
16650,16270,13380,12039,0.2202,,,
16138,15746,12955,11699,0.2202,,,
15707,15265,12570,11272,0.2202,,,
15192,14850,12195,10886,0.2202,,,
14716,14357,11825,10546,0.2202,,,
14289,13927,11464,10179,0.2202,,,
13864,13469,11151,9917,0.2202,,,
13519,13070,10834,9614,0.2202,,,
13062,12669,10472,9280,0.2202,,,
12771,12339,10135,9019,0.2202,,,
12314,12027,9942,8818,0.2202,,,
12091,11635,9591,8543,0.2202,,,
11710,11359,9416,8341,0.2202,,,
11461,11053,9086,8151,0.2202,,,
11110,10755,8886,7906,0.2202,,,
10838,10390,8664,7680,0.2202,,,
10525,10172,8404,7418,0.2202,,,
10322,9891,8238,7283,0.2202,,,
10030,9685,8015,7116,0.2202,,,
9784,9410,7847,6935,0.2202,,,
9546,9235,7722,6756,0.2202,,,
9309,8935,7491,6613,0.3581,,,
9081,8798,7291,6402,0.3908,,,
8963,8645,7137,6353,0.2784,,,
8686,8360,6981,6183,0.3312,,,
8493,8140,6827,6087,0.2776,,,
8320,7956,6693,5918,0.2763,,,
8082,7756,6527,5751,0.3199,,,
7852,7567,6396,5650,0.3609,,,
7770,7419,6212,5589,0.2381,,,
7598,7274,6154,5406,0.24,,,
7398,7064,6000,5323,0.2135,,,
7247,6930,5901,5211,0.2927,,,
7073,6755,5740,5156,0.3181,,,
6934,6643,5627,4994,0.2668,,,
6790,6551,5521,4900,0.2657,,,
6659,6317,5438,4847,0.2306,,,
6531,6207,5328,4768,0.2735,,,
6349,6093,5222,4639,0.3497,,,
6247,5989,5151,4581,0.3141,,,
