intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8,s9
62114,0.2654,58543,60381,52282,56777,63229,64014,64946,64442,58359
59827,0.2654,56708,58479,50865,54864,60296,60127,64314,61784,56345
57844,0.2654,54788,56572,49259,53092,58320,57309,59244,58997,54596
55736,0.2654,52957,54793,47869,51378,56442,54889,56998,57345,52817
53660,0.2654,50926,52879,46130,49739,54673,52173,54683,55347,51094
51755,0.2654,49219,50981,44662,47972,52779,49866,52497,53559,49313
49887,0.2654,47401,49343,43149,46453,51148,47657,50409,51789,47543
48131,0.2654,45708,47538,41759,44884,49606,45515,48560,50019,46014
46295,0.2654,43963,45886,40358,43332,47960,43378,46541,48344,44267
44680,0.2654,42544,44120,39056,41911,46474,41479,44859,46773,42838
43007,0.2654,41005,42650,37817,40610,45005,39686,43179,45222,41327
41319,0.2654,39395,41027,36634,39240,43529,37919,41618,43799,39929
39715,0.2654,38148,39606,35279,38032,42309,36186,40042,42311,38504
38314,0.2654,36685,38091,34141,36662,40971,34659,38627,40894,37199
36967,0.2654,35663,36711,33115,35546,39905,33239,37288,39579,35866
35450,0.2654,34300,35447,31949,34414,38601,31829,35940,38329,34583
34143,0.2654,33162,34217,30911,33440,37422,30521,34806,37033,33445
32981,0.2654,32104,32944,29962,32468,36509,29451,33628,35872,32406
31735,0.2654,30905,31837,29069,31464,35427,28381,32541,34783,31225
30638,0.2654,29955,30633,28133,30399,34537,27294,31436,33590,30248
29632,0.2654,29057,29527,27212,29667,33605,26283,30489,32595,29369
28487,0.2654,28025,28456,26394,28622,32716,25323,29441,31485,28125
27379,0.2654,27134,27567,25526,27659,31837,24414,28485,30571,27202
26454,0.2654,26195,26615,24806,26789,30930,23649,27625,29524,26378
25477,0.2654,25478,25720,23793,26035,30021,22762,26671,28632,25423
24609,0.2654,24480,24900,23166,25195,29333,22083,25847,27815,24616
23740,0.2654,23765,24037,22369,24347,28424,21351,24943,26966,23876
22822,0.2654,23073,23298,21703,23680,27765,20657,24143,26111,22949
22083,0.4807,22274,22622,21103,22985,27101,20081,23569,25426,22298
21247,0.4905,21687,21988,20435,22390,26379,19418,22806,24723,21602
20479,0.5008,20914,21215,19681,21588,25450,18841,21959,23848,20845
19755,0.4572,20238,20638,19190,20853,24868,18305,21345,23118,20143
19075,0.4351,19514,20087,18467,20311,24122,17744,20678,22575,19538
18361,0.4492,18923,19456,17932,19612,23491,17175,20076,21856,18870
17791,0.3957,18385,19087,17433,19132,22920,16808,19417,21316,18389
17076,0.4381,17836,18488,16856,18388,22194,16157,18846,20544,17742
16594,0.3612,17195,17971,16371,17963,21714,15811,18259,20026,17232
15949,0.3969,16726,17606,15881,17392,21028,15294,17631,19520,16668
15730,0.2221,16675,17568,15759,17196,20943,15221,17558,19355,16460
14815,0.4207,15627,16600,14907,16303,19904,14363,16571,18264,15608
14316,0.4025,15217,16259,14478,15720,19301,13996,16088,17736,15090
13756,0.4416,14705,15803,14066,15304,18853,13656,15608,17292,14576
13234,0.472,14168,15394,13657,14875,18249,13280,15145,16871,14246
12847,0.4428,13843,15041,13362,14421,17793,12935,14707,16353,13763
12400,0.4556,13386,14718,12958,13990,17400,12545,14274,15866,13313
11982,0.4268,12987,14419,12666,13566,16889,12237,13771,15460,13042
