intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
62114,0.2654,61744,64765,60361,61526,60706,63173,61561,59373,64513,61489
59827,0.2654,59313,62782,58342,59320,58581,59671,59389,56922,64368,58694
57844,0.2654,57178,59152,56406,57214,56650,57433,57526,54461,58762,56394
55736,0.2654,55238,57202,54841,55524,54723,55285,55864,52327,56479,54375
53660,0.2654,53054,55032,52702,53458,52913,53066,54008,49942,53786,52102
51755,0.2654,50929,53260,50914,51700,51098,50851,52271,47644,51501,50041
49887,0.2654,49139,51360,49170,49768,49205,49140,50468,45598,49212,47982
48131,0.2654,47262,49467,47517,48181,47671,47024,48796,43521,47088,45981
46295,0.2654,45477,47548,45746,46277,46043,45115,47021,41548,45078,44042
44680,0.2654,43572,45921,44166,44721,44264,43400,45503,39782,43096,42122
43007,0.2654,41823,44235,42636,43076,42856,41655,43739,37912,41325,40374
41319,0.2654,40288,42470,41101,41487,41205,40051,42166,36175,39489,38732
39715,0.2654,38581,40822,39645,40072,39746,38472,40603,34580,38002,37152
38314,0.2654,37165,39377,38243,38651,38484,37061,39037,32982,36413,35692
36967,0.2654,35715,37764,36949,37398,36956,35686,37682,31576,35025,34225
35450,0.2654,34338,36414,35508,35941,35789,34291,36248,30211,33621,32784
34143,0.2654,33179,35095,34436,34632,34481,33158,34817,28936,32281,31521
32981,0.2654,31854,33753,33136,33453,33455,31953,33543,27706,30980,30209
31735,0.2654,30674,32449,31935,32229,32204,30772,32225,26601,29932,29063
30638,0.2654,29529,31258,30795,31123,31050,29834,31010,25603,28884,27869
29632,0.2654,28468,30071,29824,30087,30130,28725,29862,24525,27810,26893
28487,0.2654,27240,28890,28742,29056,29054,27742,28700,23548,26785,25858
27379,0.2654,26321,27807,27649,27860,27992,26748,27473,22632,25926,24739
26454,0.2654,25348,26880,26646,27008,27093,25869,26468,21713,24931,23753
25477,0.2654,24338,25735,25657,26069,26196,25038,25413,20769,24106,22815
24609,0.2654,23378,24881,24586,25151,25239,24202,24430,20002,23209,21908
23740,0.2654,22514,23897,23830,24280,24346,23458,23555,19286,22411,21111
22822,0.2654,21562,22895,22894,23362,23635,22627,22638,18542,21670,20283
22083,0.4807,20904,22161,22043,22690,22892,21902,21681,17838,20928,19475
21247,0.4905,20086,21275,21251,21926,22129,21285,20998,17215,20332,18764
20479,0.5008,19281,20435,20420,21072,21235,20599,20101,16494,19548,17995
19755,0.4572,18595,19681,19723,20353,20470,19863,19243,15816,18778,17363
19075,0.4351,17836,18935,19006,19622,19887,19166,18540,15215,18235,16564
18361,0.4492,17195,18141,18256,18879,19176,18582,17792,14612,17507,15950
17791,0.3957,16587,17574,17684,18376,18595,18010,17260,14249,17107,15425
17076,0.4381,15931,16859,16888,17618,17947,17359,16481,13630,16498,14730
16594,0.3612,15388,16315,16394,17180,17378,16906,15824,13179,15956,14212
15949,0.3969,14852,15654,15693,16544,16815,16250,15261,12621,15448,13678
15730,0.2221,14541,15419,15443,16318,16637,16170,14955,12501,15224,13397
14815,0.4207,13730,14491,14481,15444,15713,15163,14057,11774,14349,12591
14316,0.4025,13234,13895,13935,14869,15131,14696,13490,11292,13837,12068
13756,0.4416,12763,13390,13455,14359,14629,14253,12961,10956,13406,11613
13234,0.472,12296,12916,12953,13874,14140,13785,12521,10576,13015,11175
12847,0.4428,11906,12388,12457,13453,13711,13279,12039,10145,12613,10737
12400,0.4556,11468,11960,12008,13022,13116,12867,11536,9811,12157,10325
11982,0.4268,11030,11588,11555,12539,12799,12489,11093,9501,11772,9984
11561,0.444,10636,11161,11132,12152,12327,12060,10700,9209,11349,9621
11115,0.5083,10307,10726,10748,11773,11872,11543,10239,8872,11030,9265
10825,0.4665,10032,10432,10371,11358,11508,11289,9908,8576,10724,8902
10443,0.4611,9684,10104,9978,11039,11050,10944,9547,8317,10340,8522
10178,0.4066,9355,9762,9579,10681,10661,10620,9153,8081,9992,8225
9780,0.4817,8989,9363,9245,10328,10307,10312,8783,7747,9687,7901
9448,0.501,8780,9056,8879,10030,9974,9944,8476,7522,9341,7559
9153,0.5124,8484,8725,8576,9683,9650,9671,8120,7338,9013,7386
8891,0.4762,8267,8513,8266,9397,9247,9386,7839,7006,8809,7043
8503,0.5691,7928,8222,7936,9103,8917,9158,7519,6848,8512,6788
8299,0.4988,7663,7967,7682,8820,8601,8840,7238,6629,8274,6558
8025,0.5476,7445,7756,7415,8514,8332,8584,6946,6416,8022,6324
7765,0.5595,7226,7493,7169,8233,8003,8352,6727,6210,7714,6075
7517,0.5498,6983,7282,6949,7950,7701,8091,6431,6061,7525,5907
7276,0.5866,6714,7125,6628,7732,7424,7748,6225,5792,7229,5636
7054,0.5755,6549,6873,6425,7467,7237,7595,5961,5631,6995,5427
6876,0.5767,6346,6658,6221,7249,6930,7415,5782,5451,6803,5297
6643,0.5667,6210,6509,6021,6986,6683,7224,5541,5254,6602,5039
6415,0.64,6017,6358,5833,6763,6452,6992,5342,5098,6332,4859
6218,0.6125,5773,6147,5634,6540,6216,6795,5109,4931,6163,4710
5942,0.7416,5606,5958,5465,6322,6039,6548,4979,4819,5980,4543
5837,0.673,5439,5822,5290,6141,5858,6429,4762,4648,5780,4340
5589,0.7955,5258,5634,5140,5972,5671,6205,4646,4466,5625,4211
5450,0.7686,5160,5499,4975,5778,5486,6069,4441,4347,5422,4063
5326,0.7487,4954,5343,4856,5599,5352,5877,4264,4214,5256,3900
5153,0.759,4821,5199,4695,5400,5209,5773,4151,4084,5093,3801
4956,0.8547,4655,5051,4584,5226,5036,5606,3986,3972,4875,3689
4828,0.8183,4561,4934,4493,5118,4868,5435,3860,3833,4787,3589
4670,0.9132,4439,4735,4358,4927,4763,5285,3763,3691,4623,3422
4578,0.8548,4297,4629,4229,4737,4621,5168,3593,3587,4421,3360
4433,0.8623,4215,4541,4128,4594,4527,4977,3474,3427,4286,3241
4308,0.9162,4037,4423,4017,4430,4368,4894,3384,3366,4153,3139
4209,0.8745,3986,4279,3904,4335,4304,4737,3269,3248,3985,3049
