intensity,uaa,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
1.64E-06,0.1264,1.14E-07,716.92,1.72E-09,4.84E-08,3.90E-08,3.09E-08,-1.76E-07,-2.07E-07,-7.43E-08,8.03E-08
1.74E-06,0,1.44E-07,574.96,1.03E-08,1.78E-08,9.44E-08,-3.82E-08,-1.59E-07,-4.50E-07,-1.19E-07,1.11E-07
1.63E-06,0.3734,1.53E-07,873.08,8.59E-08,4.84E-08,9.14E-08,-8.91E-08,-1.66E-07,-8.46E-08,-3.60E-07,1.13E-07
1.81E-06,0.0488,1.74E-07,809.2,3.78E-08,5.86E-08,7.04E-08,9.09E-09,-1.66E-07,-1.49E-07,-2.45E-07,1.06E-07
1.71E-06,0.397,1.70E-07,560.76,4.81E-08,9.05E-08,6.29E-08,-4.18E-08,-7.79E-08,-3.05E-08,-1.19E-07,1.37E-07
1.87E-06,0.1378,1.61E-07,1071.8,-2.58E-08,9.69E-08,5.10E-08,2.73E-08,-1.96E-07,-2.81E-07,-1.75E-07,1.02E-07
1.80E-06,0.4256,9.43E-08,858.89,6.53E-08,8.92E-08,6.00E-08,-6.18E-08,-1.35E-08,-1.79E-07,-3.71E-07,1.32E-07
1.91E-06,0.2846,2.04E-07,1050.5,1.20E-07,1.01E-07,1.69E-07,-7.82E-08,-1.76E-07,-9.14E-08,1.41E-07,1.23E-07
1.81E-06,0.6316,1.97E-07,979.56,7.73E-08,1.05E-07,7.64E-08,-6.73E-08,-1.56E-07,-3.35E-07,-1.49E-08,1.38E-07
2.00E-06,0.3291,2.01E-07,1625.5,6.35E-08,1.98E-07,1.65E-07,4.00E-08,-4.06E-08,-1.96E-07,-1.97E-07,1.15E-07
2.04E-06,0.3644,1.20E-07,1206.7,1.10E-07,1.40E-07,1.36E-07,3.64E-08,-2.10E-07,-2.37E-08,6.31E-08,2.19E-07
2.18E-06,0.2124,2.51E-07,1100.2,9.79E-08,1.48E-07,9.59E-08,5.09E-08,-1.90E-07,-2.03E-07,-7.43E-09,2.22E-07
1.96E-06,0.7958,2.56E-07,1142.8,9.27E-08,1.49E-07,1.51E-07,-1.64E-08,-1.63E-07,-8.13E-08,2.60E-08,1.74E-07
2.11E-06,0.5862,2.00E-07,1370,1.37E-07,2.12E-07,7.04E-08,3.09E-08,-1.73E-07,-2.57E-07,-2.97E-08,2.24E-07
2.30E-06,0.3352,2.69E-07,1639.7,1.10E-07,2.01E-07,1.77E-07,6.55E-08,6.09E-08,-2.64E-07,-1.41E-07,1.74E-07
2.29E-06,0.4835,2.64E-07,1739.1,1.27E-07,1.91E-07,1.71E-07,6.91E-08,-5.76E-08,-1.63E-07,-1.41E-07,2.02E-07
2.27E-06,0.6532,2.73E-07,1611.3,1.08E-07,2.29E-07,1.74E-07,-1.82E-09,-1.35E-07,-1.76E-07,7.80E-08,2.28E-07
