intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8
62114,0.2654,62202,62212,62391,61233,63591,64167,63145,63471
59827,0.2654,59266,59458,60086,59095,60636,62510,60205,60627
57844,0.2654,57063,57214,58188,57049,58542,58840,58086,58224
55736,0.2654,55150,55323,56503,55445,56796,57045,56313,56600
53660,0.2654,52898,53132,54568,53770,55203,55035,54409,54501
51755,0.2654,50930,51135,52880,51948,53312,53258,52524,52684
49887,0.2654,49062,49228,51295,50329,51725,51480,50853,51000
48131,0.2654,47154,47373,49552,48698,50223,49740,49214,49116
46295,0.2654,45265,45492,47954,47069,48628,47985,47470,47463
44680,0.2654,43486,43609,46261,45589,47080,46564,45909,45781
43007,0.2654,41941,41923,44913,44186,45719,44895,44290,44142
41319,0.2654,40224,40236,43331,42640,44243,43404,42761,42623
39715,0.2654,38600,38605,41755,41308,42857,41859,41481,41011
38314,0.2654,37049,37080,40388,39999,41651,40514,40178,39664
36967,0.2654,35729,35608,39100,38733,40521,39063,38962,38308
35450,0.2654,34259,34189,37631,37553,39058,37849,37633,36972
34143,0.2654,32994,32781,36265,36350,37957,36522,36218,35678
32981,0.2654,31717,31656,35107,35234,36935,35228,35246,34415
31735,0.2654,30375,30344,33930,34224,35689,34211,34008,33407
30638,0.2654,29229,29248,32703,32986,34629,32928,32943,32157
29632,0.2654,28100,28192,31626,32089,33666,31951,32031,31017
28487,0.2654,26963,26995,30464,31001,32478,30828,30916,30030
27379,0.2654,25915,25944,29414,30015,31648,29728,29895,28987
26454,0.2654,24909,25032,28357,29152,30623,28754,29009,28021
25477,0.2654,23884,24028,27429,28225,29541,27738,28061,27138
24609,0.2654,22923,23201,26438,27431,28729,26794,27188,26217
23740,0.2654,22036,22257,25455,26551,27762,25854,26280,25275
22822,0.2654,21253,21463,24634,25688,26899,24989,25548,24535
22083,0.4807,20345,20639,23759,24919,26060,24196,24775,23737
21247,0.4905,19644,20008,23115,24244,25233,23339,24071,23123
20479,0.5008,18779,19126,22172,23422,24232,22608,23202,22174
19755,0.4572,18092,18551,21439,22700,23417,21791,22561,21523
19075,0.4351,17321,17770,20621,22070,22717,20987,21830,20757
18361,0.4492,16598,17090,19947,21302,21951,20280,21160,20157
17791,0.3957,16124,16589,19364,20687,21385,19721,20603,19567
17076,0.4381,15461,15968,18530,20030,20579,18941,19884,18944
16594,0.3612,14862,15442,17992,19490,19993,18333,19300,18352
15949,0.3969,14282,14930,17342,18885,19163,17794,18744,17782
15730,0.2221,14034,14717,17132,18718,19029,17503,18606,17569
14815,0.4207,13142,13838,16175,17686,17884,16544,17528,16544
14316,0.4025,12670,13461,15633,17142,17396,15925,17037,16104
13756,0.4416,12150,12952,15094,16639,16728,15364,16617,15598
13234,0.472,11741,12438,14613,16092,16176,14918,16014,15107
12847,0.4428,11322,11997,14058,15550,15691,14365,15510,14713
12400,0.4556,10928,11675,13623,15151,15132,13939,15151,14245
11982,0.4268,10522,11323,13212,14606,14591,13451,14661,13775
11561,0.444,10281,10929,12767,14261,14198,12970,14263,13363
11115,0.5083,9906,10604,12320,13706,13682,12475,13782,13002
10825,0.4665,9496,10251,11981,13397,13298,12110,13434,12566
10443,0.4611,9198,9975,11633,12921,12792,11742,13054,12320
10178,0.4066,8902,9583,11305,12581,12453,11381,12655,11907
9780,0.4817,8618,9346,10930,12154,11951,10928,12348,11623
9448,0.501,8323,9061,10589,11836,11673,10706,12052,11311
9153,0.5124,8065,8802,10232,11438,11303,10267,11679,11051
8891,0.4762,7783,8508,9971,11108,10843,9930,11396,10760
8503,0.5691,7519,8259,9641,10810,10542,9649,10997,10472
8299,0.4988,7278,8020,9370,10523,10259,9397,10731,10184
8025,0.5476,7008,7736,9128,10181,9935,9160,10447,9950
7765,0.5595,6819,7498,8899,9893,9661,8941,10139,9622
7517,0.5498,6563,7269,8644,9645,9372,8600,9943,9446
7276,0.5866,6348,7101,8405,9352,9117,8395,9596,9247
7054,0.5755,6127,6852,8208,8999,8836,8132,9385,8955
6876,0.5767,5942,6674,8002,8810,8617,7963,9144,8805
6643,0.5667,5729,6431,7750,8632,8393,7766,8912,8541
6415,0.64,5560,6171,7599,8337,8081,7585,8665,8373
6218,0.6125,5331,6075,7334,8127,7916,7399,8436,8149
5942,0.7416,5172,5825,7187,7893,7703,7198,8210,7986
