intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8
62114,0.2654,60069,57376,54206,57241,60032,58345,61902,54927
59827,0.2654,57587,55352,52305,55164,57499,55924,58592,52402
57844,0.2654,55386,53262,50239,52978,55106,53562,56102,50153
55736,0.2654,53302,51348,48538,50993,52922,51353,53892,47874
53660,0.2654,50985,49331,46572,48925,50561,48997,51307,45752
51755,0.2654,48841,47453,44703,46812,48508,46720,48851,43654
49887,0.2654,46793,45613,43195,44930,46500,44692,46714,41571
48131,0.2654,44891,43912,41504,42935,44658,42757,44631,39663
46295,0.2654,42990,42036,39760,41115,42445,40869,42395,37697
44680,0.2654,41110,40326,38117,39460,40660,38834,40511,36053
43007,0.2654,39310,38877,36877,37910,38901,37086,38623,34468
41319,0.2654,37587,37193,35270,36253,37267,35319,36839,32781
39715,0.2654,35971,35701,33897,34696,35631,33731,35165,31296
38314,0.2654,34339,34352,32446,33319,34150,32243,33483,29925
36967,0.2654,32835,32934,31137,32089,32643,30652,32043,28530
35450,0.2654,31443,31446,29951,30521,31233,29265,30464,27310
34143,0.2654,30064,30013,28679,29282,29841,27958,29032,26034
32981,0.2654,28696,28763,27532,28229,28716,26677,27769,24946
31735,0.2654,27572,27622,26522,27009,27581,25469,26445,23789
30638,0.2654,26366,26461,25420,25854,26383,24240,25361,22788
29632,0.2654,25401,25482,24431,24831,25485,23320,24395,21807
28487,0.2654,24134,24265,23414,23723,24202,22166,23078,20749
27379,0.2654,23126,23250,22434,22753,23270,21120,22147,19868
26454,0.2654,22249,22234,21604,21760,22373,20122,21251,19087
25477,0.2654,21208,21285,20718,20937,21473,19300,20192,18168
24609,0.2654,20367,20363,19792,20023,20650,18383,19353,17380
23740,0.2654,19526,19513,18953,19220,19842,17575,18512,16586
22822,0.2654,18614,18754,18184,18415,18938,16846,17739,15882
22083,0.4807,17983,17992,17513,17824,18411,16112,17019,15165
21247,0.4905,17184,17424,16839,17150,17710,15468,16377,14534
20479,0.5008,16469,16479,16079,16319,16982,14755,15571,13850
19755,0.4572,15757,15909,15467,15753,16347,14141,14986,13269
19075,0.4351,15141,15257,14899,15043,15672,13479,14406,12631
18361,0.4492,14451,14621,14246,14424,14995,12926,13747,12084
17791,0.3957,13935,14146,13740,14003,14618,12517,13281,11595
17076,0.4381,13346,13430,13113,13359,13939,11852,12724,11058
16594,0.3612,12853,13019,12697,12898,13547,11402,12329,10643
15949,0.3969,12300,12434,12252,12362,13061,10977,11799,10154
15730,0.2221,12078,12192,12052,12185,12853,10708,11618,9912
14815,0.4207,11298,11344,11315,11390,11965,10084,10910,9255
14316,0.4025,10877,10946,10860,10957,11563,9696,10495,8874
13756,0.4416,10501,10564,10468,10576,11183,9221,10026,8404
13234,0.472,10091,9990,10166,10119,10707,8835,9661,8110
12847,0.4428,9682,9659,9805,9796,10333,8557,9285,7857
12400,0.4556,9370,9309,9511,9377,9998,8283,8992,7419
11982,0.4268,8989,8950,9199,9100,9603,7933,8736,7189
11561,0.444,8664,8569,8946,8833,9333,7636,8349,6886
11115,0.5083,8368,8285,8628,8381,8942,7335,8082,6537
10825,0.4665,8135,7920,8392,8260,8651,7083,7802,6308
10443,0.4611,7842,7684,8083,7897,8344,6848,7407,6057
10178,0.4066,7532,7410,7913,7632,8018,6580,7251,5836
9780,0.4817,7284,7146,7619,7368,7747,6356,7050,5623
9448,0.501,7020,6881,7341,7124,7483,6191,6793,5420
9153,0.5124,6825,6598,7234,6863,7256,5917,6602,5197
8891,0.4762,6601,6402,6932,6678,7003,5724,6310,5027
8503,0.5691,6375,6167,6686,6430,6694,5567,6131,4817
8299,0.4988,6137,5963,6574,6181,6454,5390,5921,4655
8025,0.5476,5982,5762,6370,5902,6264,5232,5689,4507
7765,0.5595,5768,5612,6168,5795,6062,5040,5526,4335
7517,0.5498,5624,5417,5961,5648,5863,4894,5339,4208
7276,0.5866,5417,5150,5763,5431,5611,4734,5134,4075
7054,0.5755,5265,5108,5583,5230,5420,4591,4989,3925
6876,0.5767,5109,4931,5455,5085,5302,4463,4847,3799
6643,0.5667,4962,4728,5253,4908,5099,4369,4686,3652
6415,0.64,4739,4601,5076,4752,4924,4186,4509,3542
6218,0.6125,4620,4459,4902,4628,4741,4061,4425,3402
5942,0.7416,4495,4306,4774,4446,4590,3957,4246,3380
5837,0.673,4387,4178,4612,4341,4469,3795,4093,3231
5589,0.7955,4225,4060,4518,4164,4300,3683,3989,3121
5450,0.7686,4099,3967,4336,4083,4166,3587,3920,3010
5326,0.7487,4003,3853,4231,3937,4062,3480,3734,2951
5153,0.759,3800,3701,4074,3821,3935,3418,3610,2844
4956,0.8547,3760,3646,3977,3696,3816,3311,3497,2768
4828,0.8183,3692,3494,3832,3581,3646,3183,3438,2662
4670,0.9132,3536,3399,3717,3518,3560,3089,3317,2596
4578,0.8548,3443,3306,3617,3449,3433,2983,3238,2550
4433,0.8623,3364,3231,3547,3281,3319,2951,3158,2479
4308,0.9162,3260,3094,3431,3262,3215,2839,3055,2400
4209,0.8745,3166,3035,3334,3147,3135,2775,2979,2344
4072,0.9805,3113,2949,3263,3093,3048,2727,2888,2317
4021,0.8305,2988,2950,3136,2975,2945,2590,2875,2223
3873,1,2907,2868,3091,2869,2860,2555,2769,2107
3768,0.9212,2883,2751,2954,2845,2819,2510,2697,2155
3687,0.9307,2798,2705,2930,2761,2723,2416,2635,2064
3623,0.8828,2733,2644,2837,2660,2669,2369,2565,2048
3534,0.9255,2662,2537,2811,2630,2617,2295,2470,1957
3460,0.9227,2573,2481,2720,2567,2525,2235,2423,1937
3414,0.7851,2511,2434,2641,2463,2456,2171,2326,1889
3288,0.9254,2447,2358,2575,2446,2464,2190,2310,1838
3273,0.8114,2413,2312,2521,2360,2335,2094,2222,1805
3167,0.8832,2317,2250,2468,2361,2287,2082,2205,1755
