intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
62114,0.2654,47942,41335,57995,62210,60299,61257,52623,60677,58173,58465
59827,0.2654,45786,39932,55950,59666,58097,59119,50833,58595,56501,56630
57844,0.2654,43688,38444,53867,57588,55994,57199,49099,56797,54957,54639
55736,0.2654,41807,37108,52074,55773,54001,55482,47414,55146,53488,52965
53660,0.2654,39842,35745,49941,53630,51859,53533,45577,53320,51690,51110
51755,0.2654,37952,34476,47961,51649,49933,51843,43787,51547,50076,49315
49887,0.2654,36169,33259,46205,49743,47878,50050,42186,49907,48577,47713
48131,0.2654,34553,31934,44454,47906,46006,48435,40611,48308,47027,46003
46295,0.2654,32958,30759,42636,45980,44244,46750,39035,46596,45574,44352
44680,0.2654,31518,29624,41045,44250,42212,45018,37625,45024,44104,42968
43007,0.2654,30136,28547,39480,42413,40440,43398,36172,43421,42759,41389
41319,0.2654,28855,27370,37944,40753,38785,41899,34752,41848,41351,40015
39715,0.2654,27408,26395,36472,39160,37108,40447,33519,40381,39960,38647
38314,0.2654,26269,25392,35083,37461,35417,38868,32386,38982,38741,37344
36967,0.2654,25190,24468,33772,36036,34084,37569,31223,37689,37572,36172
35450,0.2654,24161,23478,32504,34506,32625,36120,30029,36472,36375,35000
34143,0.2654,23241,22562,31332,33171,31205,35023,29051,35160,35147,33897
32981,0.2654,22338,21795,30282,31764,29934,33794,27992,34054,34055,32900
31735,0.2654,21462,20898,29136,30574,28662,32618,27166,32824,32972,31838
30638,0.2654,20652,20205,28175,29161,27531,31459,26231,31700,31934,30696
29632,0.2654,19986,19434,27125,28008,26345,30560,25369,30762,30880,29860
28487,0.2654,19208,18689,26176,26774,25106,29370,24496,29509,30024,28878
27379,0.2654,18553,18056,25223,25750,24136,28477,23715,28544,29030,28049
26454,0.2654,17811,17386,24359,24764,23233,27402,22943,27607,28155,27289
25477,0.2654,17296,16848,23513,23661,22301,26568,22127,26619,27165,26354
24609,0.2654,16713,16203,22788,22858,21470,25584,21468,25759,26372,25530
23740,0.2654,16120,15581,22043,21901,20622,24842,20885,24789,25506,24743
22822,0.2654,15593,15138,21206,21087,19828,24020,20211,23991,24646,24047
22083,0.4807,15127,14595,20575,20306,19156,23306,19649,23279,24011,23327
21247,0.4905,14631,14158,19887,19650,18557,22551,19091,22483,23333,22655
20479,0.5008,14142,13672,19120,18830,17853,21780,18473,21664,22511,21915
19755,0.4572,13666,13311,18513,18228,17308,21067,17930,20932,21882,21260
19075,0.4351,13154,12805,17716,17512,16694,20453,17340,20171,21106,20677
18361,0.4492,12787,12412,17120,16834,16172,19747,16811,19481,20395,19945
17791,0.3957,12387,12154,16655,16368,15834,19261,16465,19062,19951,19495
