intensity,uaa,s1,s2,s3,s4,s5,s6,s7,s8
1539,0.1264,1636,1486,1571,1619,1628,1727,1745,1709
1539,0,1656,1533,1554,1653,1648,1727,1729,1690
1533,0.3734,1606,1506,1597,1629,1629,1753,1746,1732
1573,0.0488,1660,1564,1619,1721,1638,1763,1797,1749
1577,0.397,1640,1539,1644,1711,1654,1764,1821,1759
1593,0.1378,1712,1603,1659,1704,1706,1801,1826,1802
1603,0.4256,1643,1566,1682,1755,1692,1821,1815,1819
1623,0.2846,1705,1545,1735,1752,1696,1813,1842,1795
1592,0.6316,1684,1538,1698,1742,1721,1834,1877,1817
1641,0.3291,1698,1587,1727,1766,1706,1804,1868,1869
1655,0.3644,1701,1614,1778,1820,1757,1857,1922,1904
1686,0.2124,1720,1604,1752,1759,1726,1929,1948,1904
1645,0.7958,1712,1638,1758,1828,1775,1896,1934,1942
1704,0.5862,1747,1627,1836,1794,1767,1932,1971,1976
1728,0.3352,1735,1655,1840,1833,1784,1963,1971,2017
1763,0.4835,1780,1680,1873,1828,1837,1959,2036,2005
1743,0.6532,1769,1710,1876,1899,1795,1974,1994,2007
1762,0.6613,1810,1659,1910,1912,1833,2019,2063,2089
1789,0.624,1807,1722,1951,1931,1869,2019,2071,2100
1814,0.6512,1822,1696,1985,1915,1875,2070,2127,2129
1821,0.6871,1840,1738,1979,1949,1893,2053,2120,2137
1879,0.5378,1868,1770,2031,1983,1921,2108,2172,2208
1863,0.7579,1834,1775,2054,1982,1916,2117,2189,2196
1882,0.8238,1902,1759,2069,2047,1887,2158,2178,2253
1953,0.6599,1887,1827,2099,2025,1915,2143,2195,2317
1947,0.7902,1922,1821,2166,2049,1992,2132,2240,2321
1985,0.8078,1971,1836,2185,2063,1995,2175,2257,2362
2015,0.7781,1978,1859,2234,2091,2032,2183,2313,2385
2053,0.6617,1985,1908,2230,2114,2036,2233,2348,2417
2087,0.7728,1992,1912,2289,2139,2093,2247,2362,2454
2126,1,2012,1959,2285,2166,2064,2288,2362,2492
2142,0.8128,2050,1963,2294,2162,2088,2317,2438,2551
2177,0.8266,2065,2019,2395,2196,2126,2315,2389,2562
2208,0.9281,2045,1994,2430,2243,2168,2352,2487,2613
2258,0.8162,2115,2035,2469,2273,2188,2378,2514,2658
2303,0.8643,2134,2071,2507,2280,2188,2405,2559,2711
2318,0.8621,2162,2128,2544,2325,2295,2479,2590,2746
2402,0.7727,2148,2160,2610,2366,2268,2478,2597,2789
2449,0.7549,2215,2193,2649,2415,2364,2594,2693,2861
2483,0.86,2198,2188,2667,2420,2332,2534,2659,2904
2490,0.9438,2215,2250,2737,2450,2361,2573,2717,2934
2588,0.7927,2247,2273,2763,2531,2419,2611,2710,2992
2615,0.8846,2249,2296,2809,2548,2461,2646,2823,3006
2723,0.7552,2306,2365,2884,2566,2475,2703,2826,3079
2753,0.8614,2338,2377,2960,2616,2495,2735,2909,3133
2849,0.5966,2386,2406,2936,2645,2574,2764,2949,3149
2838,0.8254,2396,2451,3002,2773,2605,2807,3001,3145
2956,0.7628,2399,2488,3094,2753,2645,2855,3043,3259
3022,0.7949,2475,2538,3132,2822,2702,2882,3093,3377
3175,0.462,2476,2580,3181,2875,2726,2955,3145,3373
3217,0.5248,2510,2577,3236,2965,2804,3006,3203,3420
3255,0.6998,2562,2611,3316,2995,2839,3072,3248,3562
3364,0.6269,2600,2715,3377,3023,2919,3094,3316,3573
3443,0.6696,2632,2747,3455,3096,2947,3187,3392,3606
3483,0.7154,2659,2789,3522,3161,3054,3247,3440,3701
3592,0.6626,2676,2865,3615,3274,3085,3293,3461,3762
3728,0.4952,2790,2898,3675,3268,3115,3378,3598,3877
3823,0.5717,2836,2940,3787,3352,3177,3430,3673,3929
3950,0.4977,2848,2987,3804,3433,3252,3479,3746,4000
4055,0.4356,2933,3027,3895,3512,3346,3614,3774,4061
4176,0.4493,2955,3089,4014,3585,3411,3670,3912,4140
4263,0.4547,3050,3124,4050,3598,3468,3740,3948,4244
4407,0.4525,3148,3233,4202,3685,3595,3858,4091,4299
4523,0.3742,3146,3295,4287,3831,3646,3929,4149,4405
4618,0.4865,3237,3322,4351,3895,3752,3995,4238,4542
4745,0.4143,3320,3407,4487,3980,3820,4078,4353,4559
4914,0.3817,3398,3505,4558,4081,3942,4136,4421,4691
5122,0.2698,3455,3504,4660,4127,3996,4271,4535,4728
5185,0.4303,3563,3597,4785,4220,4089,4356,4607,4819
5390,0.3291,3685,3706,4892,4318,4210,4427,4755,4921
5511,0.3948,3681,3815,4967,4451,4302,4556,4855,5080
5660,0.3799,3831,3818,5072,4527,4419,4676,4949,5141
5822,0.4073,3898,3915,5189,4701,4495,4742,5030,5250
6031,0.3232,3978,4062,5319,4744,4581,4917,5198,5277
6189,0.407,4142,4156,5510,4861,4658,4984,5290,5456
6380,0.3867,4277,4210,5576,5003,4839,5153,5436,5516
6621,0.2974,4423,4355,5691,5104,4940,5258,5575,5711
6846,0.3023,4483,4435,5825,5277,5090,5384,5691,5817
7008,0.3449,4591,4543,5979,5349,5211,5542,5883,5954
7234,0.3806,4773,4702,6140,5495,5300,5700,6019,6015
7471,0.3215,4915,4803,6288,5636,5480,5827,6164,6176
7703,0.3909,5037,4915,6401,5753,5612,5940,6326,6292
7892,0.3943,5205,5066,6607,5911,5742,6042,6420,6467
8240,0.3127,5345,5222,6778,6037,5982,6309,6631,6595
8490,0.3336,5520,5379,6941,6251,6078,6481,6814,6777
8732,0.3977,5648,5585,7141,6392,6228,6562,7033,6916
8979,0.4533,5885,5711,7266,6505,6435,6788,7098,7084
9333,0.3647,6000,5860,7553,6605,6593,6934,7338,7205
9705,0.3376,6254,6112,7742,6889,6800,7229,7554,7421
10047,0.3339,6557,6377,8016,7095,7046,7403,7761,7653
10365,0.3656,6658,6467,8154,7212,7131,7577,7926,7811
10723,0.3745,6868,6728,8382,7391,7406,7742,8208,7978
11145,0.0715,7148,6963,8715,7521,7677,8010,8372,8243
11457,0.0715,7348,7131,8827,7738,7867,8119,8632,8350
11754,0.0715,7578,7410,9151,7977,8067,8403,8881,8609
12188,0.0715,7849,7672,9437,8142,8380,8633,9113,8816
12552,0.0715,8113,7855,9714,8411,8570,8964,9393,9150
13019,0.0715,8469,8230,10006,8605,8901,9186,9665,9511
13557,0.0715,8852,8482,10311,8821,9229,9494,9933,9739
13916,0.0715,9064,8768,10522,9004,9409,9718,10150,10022
14376,0.0715,9426,9045,10776,9270,9744,9982,10436,10417
14859,0.0715,9693,9383,11146,9424,10042,10249,10767,10721
