intensity,uaa,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
1539,0.1264,2305,2225,2121,2267,2097,2023,2195,1973,1920,1746
1539,0,2368,2257,2148,2267,2135,2077,2209,2000,1921,1748
1533,0.3734,2346,2252,2158,2301,2168,2079,2308,1984,1910,1752
1573,0.0488,2420,2308,2156,2353,2144,2081,2286,2010,1964,1812
1577,0.397,2405,2312,2249,2375,2188,2129,2349,2018,1961,1835
1593,0.1378,2471,2303,2264,2374,2226,2169,2302,2115,2027,1851
1603,0.4256,2456,2367,2301,2469,2233,2159,2433,2107,2032,1898
1623,0.2846,2516,2360,2327,2450,2326,2218,2412,2109,2083,1880
1592,0.6316,2517,2417,2318,2530,2313,2260,2473,2146,2108,1896
1641,0.3291,2586,2460,2339,2549,2381,2244,2445,2204,2127,1933
1655,0.3644,2608,2474,2421,2607,2367,2294,2506,2198,2179,1995
1686,0.2124,2657,2528,2430,2602,2400,2377,2577,2249,2184,2000
1645,0.7958,2688,2525,2470,2648,2447,2347,2607,2304,2220,2017
1704,0.5862,2719,2570,2504,2634,2455,2387,2576,2289,2248,2052
1728,0.3352,2714,2566,2541,2685,2532,2406,2640,2324,2315,2092
1763,0.4835,2825,2634,2568,2706,2530,2443,2673,2383,2350,2094
1743,0.6532,2858,2667,2586,2765,2588,2478,2710,2407,2360,2138
1762,0.6613,2864,2656,2637,2793,2598,2508,2764,2464,2396,2170
1789,0.624,2890,2712,2713,2838,2693,2543,2817,2462,2435,2153
1814,0.6512,2946,2799,2706,2864,2719,2552,2854,2518,2451,2245
1821,0.6871,2967,2798,2793,2904,2759,2657,2898,2583,2536,2283
1879,0.5378,2999,2894,2771,2917,2806,2664,2885,2627,2583,2319
1863,0.7579,3061,2855,2832,2963,2861,2735,3010,2665,2619,2323
1882,0.8238,3096,2910,2883,2958,2867,2741,2988,2649,2655,2396
1953,0.6599,3134,2948,2947,3005,2924,2783,3060,2751,2657,2413
1947,0.7902,3163,3038,2976,3079,2955,2782,3065,2771,2726,2444
1985,0.8078,3223,3051,3022,3094,2960,2857,3111,2834,2782,2515
2015,0.7781,3241,3076,3058,3216,3105,2895,3154,2940,2810,2518
2053,0.6617,3356,3152,3095,3240,3102,2868,3213,2917,2865,2609
2087,0.7728,3368,3173,3132,3239,3180,2965,3289,3014,2885,2621
2126,1,3375,3186,3218,3290,3235,2998,3301,3049,2991,2635
2142,0.8128,3491,3246,3216,3362,3262,3077,3343,3086,2977,2686
2177,0.8266,3510,3329,3339,3404,3324,3085,3396,3164,3046,2718
2208,0.9281,3558,3314,3296,3456,3365,3182,3490,3180,3116,2777
2258,0.8162,3628,3467,3409,3521,3468,3262,3501,3286,3154,2807
2303,0.8643,3692,3480,3437,3557,3498,3262,3593,3379,3176,2895
2318,0.8621,3740,3569,3551,3612,3594,3304,3646,3409,3250,2950
2402,0.7727,3792,3595,3552,3700,3638,3393,3682,3480,3312,3019
2449,0.7549,3893,3712,3724,3825,3713,3465,3827,3590,3433,3153
2483,0.86,3941,3706,3678,3796,3716,3517,3785,3636,3396,3125
2490,0.9438,3974,3720,3778,3816,3796,3532,3846,3680,3467,3175
2588,0.7927,4040,3880,3811,3929,3903,3590,3909,3725,3518,3217
2615,0.8846,4064,3926,3901,3956,3911,3675,3995,3809,3555,3280
2723,0.7552,4177,3988,3967,4049,4065,3742,3987,3873,3630,3312
2753,0.8614,4243,4083,4013,4096,4083,3779,4116,4001,3740,3410
2849,0.5966,4292,4130,4109,4153,4165,3896,4185,4068,3794,3516
2838,0.8254,4342,4246,4174,4262,4231,3986,4228,4132,3877,3583
2956,0.7628,4376,4299,4240,4298,4310,4054,4318,4189,3924,3617
3022,0.7949,4520,4338,4312,4400,4454,4151,4388,4329,3964,3663
3175,0.462,4573,4473,4414,4476,4532,4218,4474,4349,4052,3769
3217,0.5248,4689,4558,4447,4521,4635,4297,4565,4499,4141,3882
3255,0.6998,4732,4665,4555,4640,4682,4436,4643,4599,4248,3955
3364,0.6269,4830,4723,4661,4749,4771,4527,4713,4674,4283,4016
3443,0.6696,4859,4811,4696,4833,4881,4630,4817,4773,4393,4104
3483,0.7154,5012,4935,4818,4886,4972,4702,4819,4865,4492,4219
3592,0.6626,5040,5067,4909,4964,5112,4766,4999,5022,4602,4258
3728,0.4952,5133,5144,4994,5015,5188,4910,5083,5097,4651,4408
3823,0.5717,5242,5269,5085,5168,5324,5021,5141,5205,4744,4476
3950,0.4977,5333,5397,5226,5222,5404,5161,5251,5262,4860,4581
4055,0.4356,5433,5531,5288,5366,5492,5264,5374,5411,4970,4657
4176,0.4493,5493,5635,5418,5480,5640,5357,5459,5521,5069,4771
4263,0.4547,5576,5739,5503,5559,5763,5532,5608,5675,5206,4863
4407,0.4525,5685,5844,5624,5700,5912,5666,5749,5838,5290,4978
4523,0.3742,5823,5970,5732,5838,6036,5795,5783,5865,5409,5109
4618,0.4865,5969,6132,5787,5867,6134,5865,5910,6008,5531,5190
4745,0.4143,6083,6210,5938,6045,6254,6047,6044,6134,5631,5289
4914,0.3817,6182,6349,6122,6164,6381,6196,6224,6274,5768,5476
5122,0.2698,6272,6520,6223,6270,6553,6286,6384,6411,5925,5547
5185,0.4303,6452,6620,6351,6413,6657,6493,6472,6565,6036,5668
5390,0.3291,6502,6734,6449,6570,6813,6629,6638,6706,6181,5797
5511,0.3948,6708,6914,6664,6692,7033,6802,6716,6822,6285,5964
5660,0.3799,6809,7121,6746,6846,7178,6952,6914,6961,6457,6075
5822,0.4073,6947,7315,6930,6940,7281,7127,7099,7075,6599,6214
6031,0.3232,7057,7466,7080,7156,7506,7286,7279,7278,6723,6396
6189,0.407,7258,7616,7267,7336,7692,7476,7429,7399,6873,6552
6380,0.3867,7388,7777,7397,7526,7831,7650,7604,7552,7059,6690
6621,0.2974,7589,7951,7556,7629,8007,7872,7830,7753,7250,6918
6846,0.3023,7709,8184,7845,7807,8232,8068,7973,7892,7387,7081
7008,0.3449,7893,8369,8005,7980,8400,8278,8194,8123,7614,7157
7234,0.3806,8068,8607,8233,8259,8689,8430,8389,8247,7752,7435
