intensity,uaa,s1,s2,s3,s4,s5,s6,s7,s8
1.06E-04,0.1264,7.15E-08,8.69E-08,1.44E-07,1.82E-07,7.72E-08,4.33E-08,5.05E-08,9.76E-08
1.02E-04,0,4.98E-08,6.49E-08,1.65E-07,1.96E-07,5.90E-08,2.58E-08,5.65E-08,1.58E-07
9.87E-05,0.3734,7.15E-08,9.80E-08,1.56E-07,2.28E-07,1.31E-07,3.58E-08,4.68E-08,1.33E-07
9.51E-05,0.0488,1.05E-07,1.08E-07,1.74E-07,2.33E-07,7.14E-08,1.16E-08,6.84E-08,1.64E-07
9.14E-05,0.397,7.08E-08,1.03E-07,1.63E-07,2.17E-07,1.10E-07,3.66E-08,4.76E-08,1.39E-07
8.82E-05,0.1378,1.09E-07,1.38E-07,1.77E-07,2.85E-07,1.10E-07,3.41E-08,7.65E-08,1.59E-07
8.49E-05,0.4256,1.19E-07,1.08E-07,1.88E-07,2.36E-07,9.93E-08,5.32E-08,5.35E-08,2.12E-07
8.19E-05,0.2846,9.10E-08,1.28E-07,1.87E-07,2.67E-07,1.49E-07,5.07E-08,8.99E-08,1.94E-07
7.87E-05,0.6316,1.10E-07,1.20E-07,1.87E-07,2.70E-07,1.50E-07,5.91E-08,8.47E-08,1.94E-07
7.59E-05,0.3291,1.12E-07,1.14E-07,2.12E-07,2.69E-07,1.24E-07,2.33E-08,7.95E-08,2.45E-07
7.30E-05,0.3644,1.10E-07,1.28E-07,2.10E-07,2.91E-07,1.50E-07,8.07E-08,1.28E-07,2.23E-07
7.01E-05,0.2124,1.15E-07,1.41E-07,2.09E-07,3.03E-07,1.41E-07,6.65E-08,9.36E-08,2.41E-07
6.72E-05,0.7958,9.75E-08,1.86E-07,2.32E-07,3.09E-07,1.67E-07,6.90E-08,1.36E-07,2.34E-07
6.48E-05,0.5862,1.29E-07,1.35E-07,2.35E-07,3.59E-07,1.45E-07,7.07E-08,1.49E-07,2.92E-07
6.25E-05,0.3352,1.09E-07,1.36E-07,2.65E-07,3.40E-07,2.17E-07,7.65E-08,1.36E-07,2.80E-07
5.98E-05,0.4835,1.67E-07,1.63E-07,2.91E-07,3.35E-07,1.87E-07,9.07E-08,1.24E-07,3.04E-07
5.76E-05,0.6532,1.77E-07,1.72E-07,2.61E-07,3.63E-07,1.83E-07,1.06E-07,1.52E-07,2.85E-07
5.56E-05,0.6613,1.87E-07,1.67E-07,2.91E-07,4.08E-07,1.79E-07,1.14E-07,1.52E-07,3.26E-07
5.34E-05,0.624,1.65E-07,1.56E-07,2.89E-07,3.95E-07,2.10E-07,1.10E-07,1.96E-07,3.38E-07
5.15E-05,0.6512,1.81E-07,2.01E-07,2.85E-07,4.15E-07,2.04E-07,1.59E-07,1.66E-07,3.75E-07
4.98E-05,0.6871,2.53E-07,1.73E-07,3.15E-07,4.24E-07,2.76E-07,1.21E-07,1.58E-07,3.19E-07
4.78E-05,0.5378,2.21E-07,1.70E-07,3.19E-07,4.77E-07,2.19E-07,1.32E-07,1.75E-07,3.59E-07
4.59E-05,0.7579,2.24E-07,1.93E-07,3.37E-07,4.70E-07,2.71E-07,1.92E-07,2.34E-07,3.87E-07
4.43E-05,0.8238,2.26E-07,2.23E-07,3.67E-07,4.64E-07,3.01E-07,1.76E-07,1.89E-07,4.02E-07
4.26E-05,0.6599,2.87E-07,1.74E-07,3.54E-07,5.04E-07,2.43E-07,1.45E-07,2.35E-07,4.41E-07
4.11E-05,0.7902,3.04E-07,1.97E-07,3.67E-07,5.17E-07,2.90E-07,1.95E-07,2.14E-07,4.76E-07
3.95E-05,0.8078,3.14E-07,2.26E-07,3.88E-07,5.34E-07,2.91E-07,1.66E-07,2.42E-07,4.79E-07
3.80E-05,0.7781,3.28E-07,2.24E-07,3.81E-07,5.41E-07,3.23E-07,1.60E-07,2.77E-07,4.37E-07
3.67E-05,0.6617,3.42E-07,2.24E-07,4.22E-07,5.54E-07,2.82E-07,2.25E-07,2.53E-07,4.86E-07
