intensity,uaa,s1,s2,s3,s4,s5,s6,s7,s8
1539,0.1264,1168,1130,1358,1235,1225,1231,1507,1326
1539,0,1100,1148,1342,1249,1247,1239,1500,1332
1533,0.3734,1112,1146,1374,1267,1257,1223,1504,1362
1573,0.0488,1146,1179,1360,1299,1267,1256,1520,1391
1577,0.397,1128,1105,1378,1266,1261,1246,1541,1401
1593,0.1378,1146,1172,1395,1278,1323,1258,1563,1426
1603,0.4256,1183,1160,1424,1313,1319,1271,1634,1455
1623,0.2846,1154,1186,1407,1332,1342,1305,1638,1449
1592,0.6316,1191,1208,1452,1333,1362,1259,1618,1445
1641,0.3291,1176,1205,1450,1364,1343,1306,1627,1509
1655,0.3644,1206,1286,1472,1339,1351,1370,1659,1507
1686,0.2124,1219,1223,1492,1377,1373,1320,1680,1498
1645,0.7958,1235,1247,1505,1375,1404,1388,1716,1548
1704,0.5862,1185,1254,1539,1384,1387,1352,1783,1580
1728,0.3352,1214,1240,1537,1423,1456,1371,1725,1539
1763,0.4835,1222,1235,1566,1423,1461,1395,1791,1628
1743,0.6532,1257,1286,1588,1455,1469,1402,1799,1638
1762,0.6613,1257,1332,1614,1429,1494,1386,1871,1671
1789,0.624,1293,1279,1656,1463,1486,1428,1843,1674
1814,0.6512,1311,1311,1632,1482,1470,1452,1907,1751
1821,0.6871,1322,1341,1679,1486,1547,1463,1952,1710
1879,0.5378,1327,1310,1667,1507,1562,1534,1991,1775
1863,0.7579,1326,1337,1716,1495,1514,1506,1992,1780
1882,0.8238,1362,1355,1756,1562,1566,1553,2033,1843
1953,0.6599,1364,1381,1784,1559,1570,1577,2098,1879
1947,0.7902,1390,1407,1809,1573,1605,1542,2051,1891
1985,0.8078,1419,1417,1821,1645,1613,1595,2162,1939
2015,0.7781,1459,1444,1830,1670,1633,1626,2194,1968
2053,0.6617,1452,1390,1870,1633,1659,1679,2213,2002
2087,0.7728,1481,1500,1904,1686,1693,1671,2295,2050
2126,1,1506,1505,1901,1636,1695,1683,2311,2078
2142,0.8128,1556,1507,1959,1690,1721,1754,2356,2115
2177,0.8266,1544,1492,1933,1706,1743,1752,2383,2151
2208,0.9281,1551,1498,1995,1757,1754,1900,2451,2181
2258,0.8162,1582,1591,2036,1753,1801,1858,2477,2277
2303,0.8643,1616,1619,2085,1795,1798,1877,2559,2293
2318,0.8621,1637,1617,2104,1834,1778,1918,2585,2282
2402,0.7727,1673,1630,2129,1853,1799,1946,2608,2377
2449,0.7549,1713,1645,2182,1886,1891,1984,2769,2427
2483,0.86,1727,1693,2204,1825,1847,1989,2733,2460
2490,0.9438,1765,1690,2252,1867,1881,2046,2807,2494
2588,0.7927,1795,1742,2280,1960,1899,2076,2820,2533
2615,0.8846,1779,1759,2319,1941,1907,2120,2901,2543
2723,0.7552,1841,1780,2378,2000,1956,2157,3012,2635
2753,0.8614,1901,1815,2392,2010,1979,2233,3043,2695
2849,0.5966,1934,1846,2448,2068,2022,2262,3116,2739
2838,0.8254,1934,1860,2491,2086,2035,2278,3211,2797
2956,0.7628,1968,1888,2532,2134,2072,2374,3221,2853
3022,0.7949,2031,1963,2573,2142,2068,2459,3335,2878
3175,0.462,2082,2015,2635,2184,2140,2479,3404,2961
3217,0.5248,2119,2048,2697,2204,2154,2546,3438,3030
3255,0.6998,2104,2022,2733,2224,2183,2549,3577,3105
3364,0.6269,2184,2111,2796,2261,2226,2623,3644,3166
3443,0.6696,2234,2141,2837,2330,2250,2706,3722,3207
3483,0.7154,2285,2200,2924,2373,2336,2677,3819,3321
3592,0.6626,2314,2179,2942,2387,2319,2801,3818,3367
3728,0.4952,2371,2275,3021,2379,2368,2839,4064,3417
3823,0.5717,2382,2236,3037,2478,2419,2951,4076,3545
3950,0.4977,2485,2322,3158,2482,2444,2983,4167,3601
4055,0.4356,2520,2358,3214,2598,2474,3024,4347,3712
4176,0.4493,2540,2408,3278,2611,2536,3131,4437,3769
4263,0.4547,2624,2495,3346,2652,2578,3220,4513,3844
4407,0.4525,2728,2561,3435,2690,2657,3275,4614,4002
4523,0.3742,2767,2534,3509,2763,2703,3385,4797,4102
4618,0.4865,2827,2624,3561,2788,2719,3429,4859,4209
4745,0.4143,2868,2655,3631,2845,2798,3600,4980,4238
4914,0.3817,2929,2730,3700,2918,2886,3619,5148,4390
5122,0.2698,3040,2748,3780,2969,2961,3739,5248,4489
5185,0.4303,3117,2851,3882,3035,2982,3799,5387,4600
5390,0.3291,3161,2866,3998,3099,3076,3905,5542,4715
5511,0.3948,3205,2965,4080,3173,3140,4011,5699,4896
5660,0.3799,3357,3027,4119,3237,3233,4081,5832,4996
5822,0.4073,3432,3114,4274,3270,3277,4202,6027,5128
6031,0.3232,3585,3180,4369,3383,3404,4314,6155,5246
6189,0.407,3650,3228,4460,3439,3486,4429,6424,5472
6380,0.3867,3686,3350,4549,3490,3578,4551,6530,5589
6621,0.2974,3867,3414,4663,3554,3639,4708,6750,5702
6846,0.3023,3936,3522,4780,3653,3756,4803,6884,5940
7008,0.3449,4036,3591,4900,3726,3853,4917,7150,6076
7234,0.3806,4217,3693,5007,3825,3951,5082,7389,6305
7471,0.3215,4301,3797,5142,3842,4106,5239,7541,6432
7703,0.3909,4410,3931,5328,3987,4184,5338,7783,6692
7892,0.3943,4571,4017,5430,4059,4333,5505,8028,6905
8240,0.3127,4718,4191,5553,4170,4463,5734,8247,7100
8490,0.3336,4867,4234,5688,4284,4564,5882,8532,7367
8732,0.3977,5020,4360,5806,4360,4698,6020,8833,7519
