intensity,uaa,s1,s2,s3,s4,s5,s6,s7,s8
1539,0.1264,1303,1600,1533,1676,1543,1535,1479,1700
1539,0,1296,1637,1519,1700,1600,1491,1554,1710
1533,0.3734,1308,1611,1571,1686,1568,1531,1565,1740
1573,0.0488,1274,1608,1553,1763,1614,1575,1580,1756
1577,0.397,1335,1637,1560,1768,1633,1603,1611,1773
1593,0.1378,1337,1669,1604,1760,1660,1597,1640,1801
1603,0.4256,1350,1681,1633,1804,1725,1609,1673,1848
1623,0.2846,1342,1706,1607,1792,1735,1659,1646,1861
1592,0.6316,1381,1689,1650,1894,1729,1672,1743,1912
1641,0.3291,1381,1726,1656,1865,1748,1695,1746,1939
1655,0.3644,1405,1773,1665,1913,1794,1733,1753,1952
1686,0.2124,1442,1762,1652,1953,1821,1757,1798,1973
1645,0.7958,1435,1747,1727,1996,1898,1760,1810,1986
1704,0.5862,1425,1776,1752,2019,1884,1799,1848,2017
1728,0.3352,1404,1815,1707,2038,1894,1863,1852,2055
1763,0.4835,1454,1836,1739,2074,1943,1862,1897,2069
1743,0.6532,1516,1825,1772,2094,1958,1898,1922,2128
1762,0.6613,1478,1849,1794,2098,2022,1906,1983,2210
1789,0.624,1514,1837,1834,2206,2025,1943,1978,2202
1814,0.6512,1529,1877,1859,2207,2106,1996,2024,2214
1821,0.6871,1537,1926,1858,2273,2113,1993,2053,2290
1879,0.5378,1523,1922,1902,2268,2153,2090,2103,2322
1863,0.7579,1549,1943,1947,2320,2192,2118,2140,2326
1882,0.8238,1559,1961,1965,2304,2204,2161,2177,2328
1953,0.6599,1613,2031,1989,2426,2276,2174,2216,2409
1947,0.7902,1603,2026,1997,2457,2302,2232,2257,2450
1985,0.8078,1628,2069,2005,2479,2339,2234,2310,2502
2015,0.7781,1618,2092,2020,2546,2378,2312,2342,2541
2053,0.6617,1658,2127,2098,2577,2459,2356,2359,2569
2087,0.7728,1691,2158,2101,2631,2472,2381,2426,2641
2126,1,1709,2186,2114,2645,2504,2430,2433,2656
2142,0.8128,1710,2223,2151,2645,2579,2451,2499,2701
2177,0.8266,1709,2221,2197,2788,2619,2517,2525,2734
2208,0.9281,1776,2286,2251,2834,2643,2542,2569,2772
2258,0.8162,1732,2333,2271,2868,2694,2634,2573,2854
2303,0.8643,1790,2364,2324,2873,2727,2661,2683,2929
2318,0.8621,1838,2369,2394,2931,2781,2668,2688,2973
2402,0.7727,1866,2417,2409,2987,2849,2734,2755,3057
2449,0.7549,1877,2500,2522,3085,2937,2819,2851,3140
2483,0.86,1881,2474,2485,3122,2934,2850,2819,3160
2490,0.9438,1916,2588,2540,3104,3030,2904,2860,3208
2588,0.7927,1974,2591,2577,3218,3049,2957,2886,3220
2615,0.8846,1970,2639,2632,3279,3130,3038,2980,3352
2723,0.7552,2032,2691,2720,3278,3165,3059,3006,3371
2753,0.8614,2018,2785,2721,3357,3252,3143,3062,3470
2849,0.5966,2087,2797,2819,3409,3316,3259,3110,3504
2838,0.8254,2100,2905,2859,3514,3341,3278,3183,3610
2956,0.7628,2131,2926,2936,3571,3402,3330,3209,3630
3022,0.7949,2197,2993,2959,3645,3529,3412,3299,3750
3175,0.462,2197,3017,3017,3683,3582,3542,3329,3855
3217,0.5248,2253,3139,3073,3781,3673,3587,3402,3893
3255,0.6998,2343,3179,3113,3819,3714,3628,3481,3961
3364,0.6269,2394,3227,3182,3915,3792,3718,3560,4039
3443,0.6696,2378,3308,3269,4019,3873,3758,3648,4128
3483,0.7154,2471,3385,3314,4074,3956,3881,3730,4228
3592,0.6626,2551,3476,3411,4161,4018,3994,3744,4334
3728,0.4952,2598,3536,3480,4218,4132,4018,3847,4369
3823,0.5717,2628,3607,3519,4291,4218,4190,3928,4442
3950,0.4977,2707,3692,3586,4416,4320,4257,4024,4563
4055,0.4356,2745,3759,3667,4500,4415,4379,4127,4682
4176,0.4493,2818,3869,3734,4580,4490,4468,4195,4769
4263,0.4547,2892,3924,3805,4644,4612,4616,4323,4914
4407,0.4525,2950,4068,3920,4755,4695,4687,4465,4989
4523,0.3742,3016,4163,3963,4885,4765,4789,4479,5085
4618,0.4865,3064,4241,4056,4957,4903,4913,4621,5191
4745,0.4143,3152,4308,4175,5068,5020,5069,4744,5328
4914,0.3817,3211,4431,4255,5228,5122,5170,4829,5423
5122,0.2698,3307,4481,4365,5299,5282,5303,4983,5605
5185,0.4303,3379,4633,4418,5424,5342,5454,5066,5723
5390,0.3291,3451,4724,4543,5488,5484,5544,5180,5854
5511,0.3948,3602,4873,4659,5646,5602,5702,5370,6022
5660,0.3799,3674,5043,4789,5728,5725,5841,5476,6124
5822,0.4073,3791,5043,4831,5853,5923,6040,5595,6318
6031,0.3232,3883,5219,5024,6027,6009,6186,5774,6453
6189,0.407,3981,5339,5157,6148,6193,6421,5936,6662
6380,0.3867,4213,5500,5235,6278,6373,6494,6059,6825
6621,0.2974,4264,5657,5379,6514,6484,6709,6241,7032
6846,0.3023,4402,5792,5514,6649,6659,6946,6448,7205
7008,0.3449,4514,5942,5688,6769,6831,7126,6624,7450
7234,0.3806,4702,6167,5798,7002,7039,7330,6733,7668
7471,0.3215,4761,6351,5963,7195,7209,7550,6913,7897
7703,0.3909,5002,6516,6159,7315,7421,7787,7113,8099
7892,0.3943,5193,6648,6356,7552,7579,8014,7305,8343
8240,0.3127,5297,6838,6521,7731,7812,8268,7546,8565
8490,0.3336,5479,7128,6700,8013,8106,8567,7796,8918
8732,0.3977,5671,7249,6845,8280,8254,8797,7969,9140
8979,0.4533,5808,7513,7096,8415,8482,9021,8204,9412
9333,0.3647,6030,7712,7251,8657,8720,9371,8439,9622
9705,0.3376,6255,8016,7546,9027,9020,9723,8743,9970
10047,0.3339,6501,8323,7760,9332,9370,9996,8995,10283
10365,0.3656,6668,8565,7955,9635,9610,10271,9226,10668
10723,0.3745,6865,8782,8255,9844,9931,10662,9507,10906
11145,0.0715,7104,9067,8478,10241,10218,11017,9871,11292
11457,0.0715,7346,9403,8703,10499,10425,11332,10101,11583
11754,0.0715,7584,9741,9079,10817,10841,11722,10477,11971
12188,0.0715,7806,10025,9398,11264,11190,12052,10718,12336
12552,0.0715,8076,10292,9737,11599,11510,12487,11117,12806
13019,0.0715,8398,10739,10146,12147,12003,13024,11534,13200
