intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8
62114,0.2654,56371,60769,60671,62587,64075,63344,63573,62355
59827,0.2654,54271,58102,58207,59122,63912,60077,60576,59191
57844,0.2654,52424,55738,56011,56896,58540,57826,57596,57109
55736,0.2654,50708,53617,53816,54648,56316,55986,55638,55142
53660,0.2654,48730,51381,51764,52397,54136,53886,53456,53211
51755,0.2654,46889,49256,49840,49986,52131,52052,51541,51303
49887,0.2654,45145,47087,47940,47815,50021,50297,49621,49433
48131,0.2654,43385,45157,46104,45653,48096,48613,47819,47564
46295,0.2654,41888,43356,44398,43577,46095,46796,45965,45683
44680,0.2654,40211,41528,42640,41558,44300,45000,44269,44089
43007,0.2654,38669,39893,41224,39755,42479,43470,42617,42498
41319,0.2654,37233,38230,39657,37906,40685,41840,40946,41003
39715,0.2654,35825,36684,38297,36183,39074,40253,39321,39372
38314,0.2654,34418,35230,37009,34607,37412,38855,37901,38027
36967,0.2654,33144,33959,35611,33181,35866,37401,36483,36604
35450,0.2654,31963,32530,34473,31632,34314,35982,35029,35367
34143,0.2654,30614,31358,33279,30246,32878,34616,33581,34009
32981,0.2654,29472,30080,32254,29015,31487,33329,32542,32987
31735,0.2654,28445,28981,31220,27864,30283,32123,31358,31784
30638,0.2654,27509,27857,30039,26804,28888,30869,30151,30654
29632,0.2654,26394,26957,29197,25689,27775,29838,29142,29689
28487,0.2654,25491,25803,28311,24703,26522,28578,28087,28567
27379,0.2654,24509,24783,27290,23799,25348,27517,27112,27635
26454,0.2654,23751,23919,26431,23056,24331,26527,26133,26686
25477,0.2654,22878,23007,25515,22145,23321,25504,25119,25647
24609,0.2654,22046,22145,24667,21405,22449,24510,24279,24775
23740,0.2654,21199,21357,23906,20674,21485,23579,23394,23983
22822,0.2654,20486,20510,23107,19983,20557,22746,22672,23074
22083,0.4807,19798,19880,22476,19406,19829,21823,22003,22425
21247,0.4905,19157,19092,21731,18691,19052,21012,21330,21758
20479,0.5008,18378,18353,20902,18080,18256,20042,20500,20849
19755,0.4572,17820,17648,20295,17552,17597,19412,19893,20177
19075,0.4351,17168,17097,19484,16981,16869,18632,19247,19490
18361,0.4492,16634,16415,18910,16405,16285,17747,18587,18809
17791,0.3957,16159,16006,18417,16013,15706,17228,18100,18251
17076,0.4381,15407,15377,17769,15498,15140,16475,17479,17674
16594,0.3612,14952,14849,17188,14988,14649,15920,16952,17109
15949,0.3969,14498,14345,16627,14575,14134,15302,16425,16515
15730,0.2221,14269,14227,16523,14468,14004,15030,16330,16383
14815,0.4207,13537,13415,15535,13701,13092,14160,15365,15414
14316,0.4025,13030,12962,15140,13300,12687,13675,14915,14956
13756,0.4416,12560,12546,14668,12870,12314,13132,14454,14436
13234,0.472,12119,12087,14240,12552,11886,12795,13955,13918
12847,0.4428,11852,11803,13702,12179,11539,12271,13584,13589
12400,0.4556,11299,11435,13322,11835,11151,11917,13173,13122
11982,0.4268,11034,11103,13008,11490,10792,11538,12728,12729
11561,0.444,10736,10766,12485,11229,10512,11232,12352,12279
11115,0.5083,10308,10350,12162,10874,10097,10752,11938,11875
10825,0.4665,10008,10162,11867,10550,9906,10501,11634,11558
10443,0.4611,9679,9862,11432,10283,9558,10150,11283,11128
10178,0.4066,9405,9514,11095,10036,9252,9942,10932,10803
9780,0.4817,9097,9235,10727,9684,9025,9639,10605,10451
9448,0.501,8826,8953,10405,9419,8770,9397,10368,10185
9153,0.5124,8527,8724,10058,9161,8540,9180,10007,9939
8891,0.4762,8228,8474,9683,8961,8243,8883,9690,9567
8503,0.5691,8029,8170,9389,8642,8037,8641,9520,9284
8299,0.4988,7767,7963,9108,8412,7788,8417,9195,9025
8025,0.5476,7542,7722,8762,8186,7572,8152,8893,8745
7765,0.5595,7363,7529,8464,7945,7295,7963,8593,8520
7517,0.5498,7132,7250,8171,7704,7121,7736,8369,8225
7276,0.5866,6918,7028,7908,7522,6935,7483,8156,8070
7054,0.5755,6729,6795,7634,7285,6719,7303,7949,7857
6876,0.5767,6587,6653,7460,7162,6522,7064,7708,7598
6643,0.5667,6417,6452,7138,6918,6369,6835,7489,7422
6415,0.64,6254,6250,6944,6724,6177,6666,7299,7204
6218,0.6125,6043,6094,6642,6552,5952,6507,7043,6979
5942,0.7416,5905,5898,6473,6292,5852,6292,6897,6811
5837,0.673,5786,5766,6279,6087,5653,6124,6726,6631
5589,0.7955,5612,5632,6103,5953,5528,5935,6540,6407
5450,0.7686,5502,5459,5872,5796,5374,5793,6324,6324
5326,0.7487,5355,5251,5709,5657,5235,5597,6246,6136
5153,0.759,5200,5119,5594,5485,5098,5467,6002,6001
4956,0.8547,5083,5017,5447,5273,4984,5329,5914,5858
4828,0.8183,4965,4870,5215,5167,4844,5158,5714,5682
4670,0.9132,4837,4751,5138,5004,4717,4977,5582,5540
4578,0.8548,4681,4658,4937,4811,4647,4867,5467,5409
4433,0.8623,4570,4496,4813,4711,4519,4761,5286,5275
4308,0.9162,4434,4368,4687,4629,4371,4595,5173,5123
4209,0.8745,4347,4288,4594,4481,4298,4508,4979,5018
4072,0.9805,4227,4140,4462,4352,4245,4389,4900,4891
4021,0.8305,4149,4025,4358,4202,4097,4292,4777,4771
3873,1,4069,3939,4242,4121,4031,4192,4689,4647
3768,0.9212,3950,3866,4118,3994,3918,4096,4593,4545
3687,0.9307,3866,3751,4019,3917,3856,3978,4462,4437
3623,0.8828,3787,3680,3875,3773,3769,3914,4388,4340
3534,0.9255,3675,3519,3767,3662,3676,3801,4269,4241
3460,0.9227,3599,3435,3710,3639,3569,3752,4150,4133
3414,0.7851,3496,3363,3556,3506,3499,3664,4059,4040
3288,0.9254,3411,3274,3482,3424,3471,3635,3970,3965
3273,0.8114,3390,3213,3412,3367,3303,3535,3944,3931
3167,0.8832,3286,3115,3312,3233,3247,3481,3834,3768
3120,0.8411,3227,3032,3192,3150,3210,3413,3754,3720
3069,0.7581,3150,2967,3153,3131,3119,3334,3703,3678
2957,0.9017,3051,2861,3037,3000,3029,3283,3567,3542
