intensity,uaa,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
1539,0.1264,1699,1602,1608,1665,1495,1610,1776,1588,1536,1673
1539,0,1750,1635,1671,1648,1515,1641,1802,1578,1598,1655
1533,0.3734,1724,1604,1633,1685,1524,1614,1851,1642,1623,1731
1573,0.0488,1769,1647,1663,1725,1539,1678,1846,1628,1625,1732
1577,0.397,1755,1685,1666,1732,1572,1663,1868,1676,1618,1769
1593,0.1378,1780,1692,1690,1744,1566,1710,1926,1722,1659,1760
1603,0.4256,1774,1734,1725,1766,1601,1739,1905,1725,1667,1813
1623,0.2846,1811,1721,1758,1779,1549,1730,1933,1686,1694,1843
1592,0.6316,1837,1733,1797,1841,1624,1736,1924,1718,1693,1877
1641,0.3291,1877,1795,1792,1839,1646,1801,1955,1766,1719,1923
1655,0.3644,1894,1816,1827,1842,1684,1805,2028,1780,1753,1940
1686,0.2124,1917,1815,1869,1885,1702,1894,2047,1807,1786,1940
1645,0.7958,1897,1839,1889,1920,1697,1879,2053,1824,1788,1966
1704,0.5862,1926,1863,1878,1953,1723,1907,2063,1853,1845,2030
1728,0.3352,1964,1864,1939,1974,1772,1930,2124,1855,1867,2084
1763,0.4835,1987,1921,1951,2023,1779,1970,2144,1871,1895,2091
1743,0.6532,2000,1979,2014,2067,1797,1959,2150,1920,1888,2139
1762,0.6613,2027,1990,2039,2062,1795,2044,2213,1927,1923,2112
1789,0.624,2043,2010,2097,2127,1842,2037,2226,1961,1951,2269
1814,0.6512,2073,2059,2099,2145,1850,2061,2269,2003,1967,2214
1821,0.6871,2147,2065,2129,2194,1843,2144,2278,2040,2006,2277
1879,0.5378,2133,2131,2160,2185,1960,2184,2349,2046,2027,2320
1863,0.7579,2185,2136,2199,2240,1909,2187,2342,2098,2087,2324
1882,0.8238,2211,2182,2262,2297,1975,2209,2369,2089,2099,2372
1953,0.6599,2239,2233,2327,2344,2022,2276,2392,2165,2129,2452
1947,0.7902,2252,2248,2350,2359,2032,2278,2470,2185,2160,2470
1985,0.8078,2314,2296,2401,2406,2042,2349,2491,2226,2233,2531
2015,0.7781,2331,2325,2449,2434,2121,2380,2549,2242,2246,2533
2053,0.6617,2370,2404,2518,2458,2118,2449,2595,2248,2273,2597
2087,0.7728,2385,2420,2589,2546,2198,2484,2600,2298,2334,2642
2126,1,2434,2459,2577,2556,2200,2531,2647,2341,2313,2667
2142,0.8128,2451,2500,2660,2618,2269,2531,2668,2401,2411,2751
2177,0.8266,2502,2605,2702,2641,2280,2564,2748,2440,2398,2811
2208,0.9281,2548,2581,2746,2728,2324,2688,2822,2516,2460,2850
2258,0.8162,2570,2636,2806,2795,2324,2715,2860,2500,2517,2852
2303,0.8643,2623,2692,2914,2830,2441,2755,2874,2535,2526,2926
2318,0.8621,2679,2761,2938,2922,2438,2820,2978,2605,2615,2996
2402,0.7727,2747,2755,2994,2918,2507,2843,2996,2670,2651,3067
2449,0.7549,2831,2914,3168,3023,2586,2948,3152,2768,2709,3175
2483,0.86,2818,2888,3149,3015,2586,2971,3109,2728,2698,3174
2490,0.9438,2896,2943,3216,3122,2619,3017,3175,2771,2793,3221
2588,0.7927,2946,3005,3297,3158,2669,3082,3219,2795,2865,3301
2615,0.8846,2987,3085,3342,3211,2701,3186,3338,2849,2890,3369
2723,0.7552,3046,3120,3418,3279,2750,3233,3391,2942,2956,3465
2753,0.8614,3112,3199,3509,3337,2779,3291,3438,2984,2977,3529
2849,0.5966,3127,3225,3556,3442,2867,3340,3487,3031,3038,3593
2838,0.8254,3217,3358,3622,3522,2883,3425,3659,3114,3127,3633
2956,0.7628,3252,3363,3670,3525,2987,3519,3687,3170,3121,3766
3022,0.7949,3382,3464,3741,3656,3043,3552,3796,3203,3176,3818
3175,0.462,3397,3561,3891,3736,3129,3670,3863,3310,3303,3871
3217,0.5248,3457,3616,3987,3845,3220,3722,3926,3365,3314,4010
3255,0.6998,3591,3707,4033,3875,3239,3806,4037,3411,3369,4135
3364,0.6269,3635,3801,4113,3987,3324,3939,4166,3519,3470,4274
3443,0.6696,3680,3865,4218,4071,3402,4001,4233,3547,3586,4320
3483,0.7154,3777,3954,4316,4217,3437,4067,4347,3668,3603,4369
3592,0.6626,3856,4067,4438,4259,3583,4152,4430,3690,3696,4508
3728,0.4952,3935,4126,4521,4380,3643,4219,4579,3805,3779,4600
3823,0.5717,4086,4234,4609,4526,3757,4335,4733,3848,3867,4762
3950,0.4977,4134,4377,4735,4603,3794,4449,4820,3981,3943,4883
4055,0.4356,4220,4430,4847,4705,3896,4509,4897,4036,3994,4943
4176,0.4493,4321,4544,4972,4791,3971,4656,5025,4151,4125,5062
4263,0.4547,4397,4631,5035,4929,4097,4768,5168,4147,4197,5202
4407,0.4525,4554,4763,5206,5051,4194,4873,5295,4316,4295,5349
4523,0.3742,4627,4852,5314,5175,4302,4970,5399,4374,4385,5457
4618,0.4865,4733,4966,5442,5281,4398,5037,5592,4446,4467,5581
4745,0.4143,4874,5022,5526,5354,4547,5202,5724,4603,4545,5737
4914,0.3817,4981,5198,5694,5516,4626,5313,5850,4707,4654,5882
5122,0.2698,5109,5326,5824,5633,4730,5452,6012,4792,4731,6000
5185,0.4303,5194,5440,5994,5803,4847,5567,6137,4895,4868,6210
5390,0.3291,5352,5547,6169,5926,4973,5667,6342,5023,4967,6288
5511,0.3948,5469,5700,6318,6052,5141,5760,6467,5105,5042,6536
5660,0.3799,5633,5812,6394,6234,5263,6006,6688,5238,5203,6689
5822,0.4073,5776,5991,6629,6347,5381,6126,6815,5388,5297,6894
6031,0.3232,5962,6161,6835,6540,5512,6250,6975,5484,5390,7008
6189,0.407,6053,6266,7006,6667,5633,6480,7188,5616,5564,7212
6380,0.3867,6235,6444,7205,6837,5807,6568,7367,5753,5700,7375
6621,0.2974,6424,6616,7324,6984,5910,6778,7573,5882,5788,7567
6846,0.3023,6614,6794,7503,7161,6040,6888,7794,6045,5957,7790
7008,0.3449,6744,6983,7741,7339,6256,7131,7978,6164,6135,8016
7234,0.3806,6969,7162,8013,7628,6411,7369,8132,6357,6325,8188
7471,0.3215,7119,7332,8125,7753,6549,7552,8407,6585,6451,8420
7703,0.3909,7346,7614,8388,7990,6711,7789,8676,6681,6605,8720
7892,0.3943,7504,7791,8553,8226,6853,8001,8890,6878,6810,8901
8240,0.3127,7735,8002,8908,8411,7059,8263,9166,7043,7029,9228
8490,0.3336,7934,8203,9099,8587,7276,8474,9488,7266,7196,9426
8732,0.3977,8143,8429,9354,8903,7501,8785,9699,7433,7422,9695
8979,0.4533,8442,8647,9575,9090,7626,9037,9963,7638,7632,9948
9333,0.3647,8608,8932,9796,9348,7862,9272,10226,7860,7863,10239
9705,0.3376,8919,9189,10061,9682,8113,9666,10662,8127,8148,10633
10047,0.3339,9187,9405,10396,9994,8374,9931,10953,8374,8394,10950
10365,0.3656,9390,9632,10676,10137,8588,10216,11137,8486,8582,11205
10723,0.3745,9681,9951,10913,10427,8829,10452,11461,8791,8814,11566
11145,0.0715,9965,10208,11236,10734,9107,10919,11843,9030,9154,11897
11457,0.0715,10151,10500,11469,11056,9341,11183,12119,9312,9377,12209
11754,0.0715,10483,10700,11851,11295,9650,11593,12508,9552,9700,12562
12188,0.0715,10732,11021,12069,11603,9890,11882,12831,9803,9964,12923
12552,0.0715,11086,11336,12446,11947,10320,12282,13245,10200,10317,13222
13019,0.0715,11491,11737,12900,12351,10664,12734,13712,10412,10625,13795
13557,0.0715,11831,12130,13409,12734,11033,13175,14071,10832,11059,14127
13916,0.0715,12061,12272,13628,12928,11248,13434,14315,11043,11266,14445
14376,0.0715,12381,12758,14067,13389,11633,13850,14763,11328,11616,14874
14859,0.0715,12833,13239,14471,13773,12016,14288,15130,11676,11953,15330
15360,0.0715,13257,13536,14960,14195,12425,14750,15572,12166,12365,15807
