intensity,uaa,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
1539,0.1264,1156,1058,1125,1198,937,954,840,709,733,815
1539,0,1148,1079,1128,1202,976,989,886,754,776,819
1533,0.3734,1167,1082,1169,1256,969,967,874,763,736,810
1573,0.0488,1173,1100,1157,1238,988,969,901,735,751,796
1577,0.397,1165,1110,1171,1291,988,1036,907,764,751,862
1593,0.1378,1215,1145,1208,1278,1017,1008,932,745,767,792
1603,0.4256,1227,1184,1225,1289,1012,1062,943,781,767,874
1623,0.2846,1220,1169,1194,1322,1027,1068,943,801,776,854
1592,0.6316,1265,1185,1231,1349,1013,1077,946,779,773,859
1641,0.3291,1273,1213,1252,1378,1048,1084,967,797,783,857
1655,0.3644,1278,1265,1266,1404,1084,1104,987,799,785,851
1686,0.2124,1300,1230,1327,1427,1071,1106,955,825,826,899
1645,0.7958,1312,1282,1330,1442,1084,1122,953,809,797,867
1704,0.5862,1327,1317,1357,1458,1095,1120,1005,822,790,841
1728,0.3352,1404,1276,1392,1487,1097,1136,1028,833,817,883
1763,0.4835,1402,1324,1369,1501,1105,1096,1023,849,799,900
1743,0.6532,1448,1345,1404,1560,1139,1164,1050,844,839,940
1762,0.6613,1465,1360,1442,1599,1196,1192,1045,852,862,921
1789,0.624,1487,1367,1462,1567,1178,1150,1048,830,852,963
1814,0.6512,1515,1433,1480,1638,1203,1210,1083,893,881,954
1821,0.6871,1531,1444,1507,1636,1248,1261,1080,883,899,960
1879,0.5378,1583,1472,1565,1681,1266,1226,1081,882,874,957
1863,0.7579,1617,1463,1558,1714,1279,1258,1113,884,901,959
1882,0.8238,1651,1497,1597,1767,1317,1233,1134,933,915,972
1953,0.6599,1688,1546,1648,1765,1282,1321,1141,958,873,1002
1947,0.7902,1726,1574,1615,1766,1310,1316,1130,934,910,1021
1985,0.8078,1763,1609,1699,1841,1372,1299,1183,943,919,1024
2015,0.7781,1818,1600,1746,1858,1399,1335,1176,975,996,1029
2053,0.6617,1846,1689,1743,1902,1412,1362,1191,1015,998,1034
2087,0.7728,1945,1673,1867,1939,1416,1426,1247,1027,972,1071
2126,1,1936,1711,1826,2011,1500,1426,1252,1006,975,1080
2142,0.8128,1969,1737,1855,2021,1473,1423,1227,1030,1001,1058
2177,0.8266,2066,1800,1887,2044,1524,1440,1332,1019,1037,1098
2208,0.9281,2097,1827,1921,2115,1554,1479,1299,1042,1056,1103
2258,0.8162,2138,1872,1984,2113,1600,1504,1337,1040,1057,1155
2303,0.8643,2194,1906,1999,2137,1575,1484,1369,1113,1062,1137
2318,0.8621,2222,1857,2094,2207,1671,1550,1379,1118,1087,1218
2402,0.7727,2288,1985,2072,2288,1688,1580,1399,1101,1124,1196
2449,0.7549,2366,2050,2197,2339,1743,1608,1460,1155,1166,1242
2483,0.86,2368,2061,2182,2333,1755,1629,1479,1181,1133,1208
2490,0.9438,2411,2046,2211,2371,1824,1632,1494,1179,1183,1228
2588,0.7927,2487,2137,2261,2422,1825,1671,1527,1206,1187,1275
2615,0.8846,2552,2181,2349,2514,1857,1684,1554,1244,1232,1306
2723,0.7552,2617,2249,2368,2538,1908,1708,1618,1274,1263,1316
2753,0.8614,2693,2214,2423,2634,1978,1762,1601,1279,1297,1327
2849,0.5966,2707,2311,2468,2659,2003,1792,1621,1317,1321,1369
2838,0.8254,2817,2353,2510,2697,2052,1846,1678,1318,1348,1374
2956,0.7628,2884,2394,2569,2797,2055,1848,1705,1342,1378,1429
3022,0.7949,2946,2429,2658,2833,2149,1916,1760,1347,1365,1436
3175,0.462,2978,2511,2699,2916,2178,1966,1752,1421,1422,1486
3217,0.5248,3072,2524,2789,2996,2245,1994,1829,1424,1502,1499
3255,0.6998,3197,2610,2833,3088,2289,2059,1877,1459,1476,1527
3364,0.6269,3236,2680,2838,3131,2340,2091,1857,1506,1566,1559
3443,0.6696,3320,2741,2990,3256,2420,2157,1933,1519,1550,1612
3483,0.7154,3428,2798,3031,3349,2468,2193,1982,1576,1618,1634
3592,0.6626,3525,2861,3126,3374,2516,2225,1992,1582,1667,1660
3728,0.4952,3603,2928,3145,3519,2616,2295,2089,1632,1699,1753
3823,0.5717,3663,3021,3287,3628,2643,2369,2103,1646,1749,1754
