intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
62114,0.2654,61960,63715,64253,62626,59999,63219,63418,61402,62882,62053
59827,0.2654,59929,60941,61433,60564,58178,60715,60944,59644,60078,59670
57844,0.2654,58166,59106,59291,58642,56395,58803,59080,57713,58135,57821
55736,0.2654,56454,57343,57599,57103,55004,57312,57585,56248,56433,56272
53660,0.2654,54577,55527,55691,55215,53042,55648,55917,54484,54639,54396
51755,0.2654,52734,53748,53856,53544,51303,53940,54284,52809,52781,52547
49887,0.2654,51079,51939,52115,51922,49719,52354,52619,51236,51054,51041
48131,0.2654,49438,50405,50567,50310,48049,50741,51171,49616,49323,49333
46295,0.2654,47702,48678,48817,48590,46379,49186,49569,48007,47700,47636
44680,0.2654,46434,47071,47343,47140,44888,47601,48090,46512,46043,46182
43007,0.2654,44770,45456,45822,45648,43574,46134,46632,45100,44486,44580
41319,0.2654,43376,43951,44192,44165,41965,44720,45156,43598,42836,43160
39715,0.2654,41916,42517,42865,42659,40562,43413,43808,42215,41370,41578
38314,0.2654,40633,41044,41439,41305,39282,42005,42529,40789,40012,40254
36967,0.2654,39396,39706,40032,40041,37976,40664,41199,39529,38543,38918
35450,0.2654,38079,38339,38728,38643,36630,39273,40023,38263,37153,37566
34143,0.2654,37000,36945,37445,37375,35451,38040,38707,36979,35888,36427
32981,0.2654,35919,35897,36339,36168,34426,36928,37595,35896,34655,35068
31735,0.2654,34768,34597,35235,35052,33361,35867,36447,34819,33396,34046
30638,0.2654,33752,33517,34169,33857,32202,34737,35219,33700,32403,32956
29632,0.2654,32804,32449,33197,32721,31272,33702,34355,32799,31198,31938
28487,0.2654,31740,31293,32004,31621,30239,32687,33339,31646,30101,30800
27379,0.2654,30827,30238,31076,30578,29291,31720,32278,30595,29237,29839
26454,0.2654,29878,29415,30202,29452,28566,30690,31426,29726,28170,28820
25477,0.2654,29016,28387,29196,28581,27507,29844,30512,28749,27208,27808
24609,0.2654,28126,27455,28414,27616,26655,28878,29634,27833,26347,27059
23740,0.2654,27308,26594,27635,26683,25876,27947,28763,26996,25443,26153
22822,0.2654,26559,25673,26709,25771,25043,27155,27954,26209,24709,25364
22083,0.4807,25883,24977,26067,25028,24407,26435,27256,25447,24005,24513
21247,0.4905,25165,24228,25385,24210,23653,25782,26602,24780,23319,23901
20479,0.5008,24386,23391,24601,23319,22989,24965,25732,23885,22475,23035
19755,0.4572,23730,22698,23931,22621,22262,24288,24923,23114,21739,22353
19075,0.4351,22977,22090,23250,21856,21691,23607,24276,22397,21217,21637
18361,0.4492,22326,21435,22518,21220,21037,22866,23497,21738,20516,20977
17791,0.3957,21817,20820,22146,20722,20602,22437,23150,21211,20067,20449
17076,0.4381,21179,20222,21356,19939,19915,21764,22382,20581,19372,19752
16594,0.3612,20678,19686,20904,19351,19430,21157,21742,19989,18980,19202
15949,0.3969,20026,19135,20321,18758,18889,20574,21219,19488,18313,18649
15730,0.2221,19907,19025,20241,18636,18795,20475,21087,19277,18268,18489
14815,0.4207,18959,18119,19199,17663,17854,19389,20022,18309,17247,17454
14316,0.4025,18370,17618,18732,17138,17399,18853,19590,17830,16812,16976
13756,0.4416,17898,17160,18162,16637,16837,18310,18903,17242,16390,16457
13234,0.472,17388,16652,17657,16190,16444,17788,18438,16839,15980,16019
12847,0.4428,17022,16172,17276,15702,15906,17403,17967,16336,15546,15538
12400,0.4556,16491,15819,16854,15288,15460,16962,17467,15878,15127,15131
11982,0.4268,16135,15453,16391,14843,15117,16545,17136,15514,14751,14639
11561,0.444,15657,15120,16064,14487,14724,16036,16524,15003,14315,14251
11115,0.5083,15270,14668,15678,13969,14292,15538,16135,14708,13976,13771
10825,0.4665,14832,14303,15187,13696,13985,15207,15745,14221,13563,13405
10443,0.4611,14530,14010,14888,13333,13590,14822,15280,13828,13307,13013
10178,0.4066,14147,13736,14527,13000,13202,14433,14970,13478,12990,12705
9780,0.4817,13782,13344,14212,12687,12873,14119,14565,13171,12658,12335
9448,0.501,13396,13042,13838,12319,12544,13689,14149,12807,12404,11977
9153,0.5124,13107,12858,13529,12061,12174,13370,13785,12533,12098,11649
