intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
62114,0.2654,54614,57418,50312,53774,54179,52777,53450,53755,38331,21606
59827,0.2654,52551,55557,48425,51631,52086,50941,51392,51935,37006,20972
57844,0.2654,50603,53608,46786,49779,50097,48766,49559,50096,35699,20503
55736,0.2654,48719,51884,44853,47814,48304,46926,47796,48438,34798,19948
53660,0.2654,46836,49853,43229,45902,46335,44965,45665,46868,33533,19451
51755,0.2654,44852,48171,41531,44128,44441,43115,44001,45118,32543,18881
49887,0.2654,43090,46367,39881,42498,42647,41383,42268,43475,31600,18451
48131,0.2654,41480,44732,38567,40803,40992,39808,40617,42074,30662,17986
46295,0.2654,39758,43087,36940,39132,39386,38122,39019,40494,29635,17493
44680,0.2654,38213,41560,35604,37639,37896,36604,37517,39173,28709,17073
43007,0.2654,36846,40059,34313,36231,36583,35201,36143,37750,27955,16602
41319,0.2654,35365,38667,32956,34693,35205,33738,34772,36548,27099,16132
39715,0.2654,34115,37247,31813,33339,33763,32420,33416,35263,26379,15688
38314,0.2654,32802,35983,30577,32238,32441,31225,32142,34104,25583,15301
36967,0.2654,31606,34760,29455,30866,31297,29980,30949,32905,24751,14877
35450,0.2654,30440,33519,28452,29697,30098,28883,29731,31718,24117,14482
34143,0.2654,29383,32416,27517,28616,29039,27781,28659,30622,23463,13983
32981,0.2654,28286,31322,26488,27622,28034,26706,27553,29644,22666,13656
31735,0.2654,27264,30318,25586,26572,27101,25627,26626,28644,22054,13278
30638,0.2654,26387,29314,24797,25550,26020,24812,25558,27758,21326,12891
29632,0.2654,25512,28340,24060,24778,25137,23796,24713,26818,20705,12504
28487,0.2654,24561,27318,23168,23781,24182,22958,23816,25832,19974,12116
27379,0.2654,23730,26480,22510,23049,23333,22001,22892,24955,19402,11731
26454,0.2654,22963,25663,21805,22205,22531,21233,22149,24095,18772,11342
25477,0.2654,22228,24762,21054,21359,21691,20511,21277,23274,18172,11028
24609,0.2654,21540,24025,20527,20627,20970,19679,20552,22458,17658,10654
23740,0.2654,20770,23191,19806,19894,20120,18992,19769,21727,17065,10222
22822,0.2654,20102,22405,19123,19307,19464,18231,19129,20965,16603,9943
22083,0.4807,19483,21714,18616,18576,18807,17555,18487,20349,16065,9609
21247,0.4905,18874,21042,18116,17995,18114,16938,17772,19625,15593,9354
20479,0.5008,18266,20313,17533,17319,17395,16369,17113,18964,15014,9037
19755,0.4572,17705,19689,16994,16775,16805,15712,16556,18417,14595,8699
19075,0.4351,17135,18989,16528,16210,16173,15276,15928,17721,14071,8398
18361,0.4492,16549,18281,15908,15653,15540,14563,15366,17099,13655,8158
17791,0.3957,16140,17866,15560,15280,15152,14195,14951,16620,13295,7892
17076,0.4381,15533,17230,15028,14696,14542,13587,14379,16121,12879,7663
16594,0.3612,15120,16663,14671,14347,14123,13192,13992,15663,12468,7393
15949,0.3969,14641,16055,14243,13819,13636,12728,13412,15146,12169,7148
15730,0.2221,14597,16035,14170,13740,13460,12555,13311,15005,12043,7096
14815,0.4207,13676,15057,13325,12999,12735,11857,12527,14182,11322,6768
14316,0.4025,13319,14559,12982,12531,12332,11474,12163,13733,11124,6531
13756,0.4416,12864,14106,12617,12182,11919,11109,11775,13341,10745,6360
13234,0.472,12438,13693,12328,11823,11525,10778,11336,12917,10421,6136
12847,0.4428,12111,13324,11888,11541,11238,10431,11027,12532,10133,5977
12400,0.4556,11717,12869,11602,11130,10841,10096,10757,12204,9864,5804
11982,0.4268,11387,12414,11288,10848,10525,9774,10360,11805,9572,5707
11561,0.444,11004,12105,11000,10571,10227,9515,10003,11536,9303,5507
11115,0.5083,10688,11643,10670,10162,9895,9234,9672,11025,9097,5391
10825,0.4665,10416,11344,10420,9974,9599,8986,9358,10763,8796,5248
10443,0.4611,10128,11006,10103,9641,9330,8672,9136,10495,8609,5102
10178,0.4066,9837,10733,9927,9415,9069,8415,8882,10174,8377,4980
9780,0.4817,9591,10415,9652,9171,8786,8169,8671,9870,8260,4867
9448,0.501,9341,10074,9339,8917,8548,7951,8333,9615,8009,4762
9153,0.5124,9027,9871,9080,8632,8313,7672,8093,9353,7813,4655
8891,0.4762,8779,9580,8879,8439,8078,7463,7877,9089,7626,4549
8503,0.5691,8551,9319,8690,8157,7936,7358,7628,8831,7379,4420
8299,0.4988,8293,9035,8470,7910,7619,7139,7416,8610,7260,4342
8025,0.5476,8153,8805,8206,7723,7442,6862,7208,8303,7053,4305
7765,0.5595,7884,8587,8050,7546,7226,6680,7013,8126,6928,4178
7517,0.5498,7677,8352,7785,7297,7058,6578,6877,7898,6772,4111
7276,0.5866,7472,8162,7651,7119,6899,6357,6635,7674,6603,4066
7054,0.5755,7248,7947,7440,6929,6666,6171,6449,7471,6398,4003
6876,0.5767,7139,7800,7263,6735,6643,6011,6327,7334,6298,3922
6643,0.5667,6882,7546,7098,6633,6354,5897,6140,7059,6178,3864
6415,0.64,6732,7360,6938,6372,6246,5684,5991,6942,6053,3763
6218,0.6125,6584,7186,6756,6190,6029,5567,5770,6699,5889,3702
5942,0.7416,6347,7069,6502,6060,5897,5407,5674,6606,5745,3659
5837,0.673,6212,6870,6448,5900,5737,5303,5543,6397,5619,3613
5589,0.7955,6046,6725,6188,5800,5616,5113,5327,6264,5497,3586
5450,0.7686,5873,6465,6137,5551,5468,5031,5230,5997,5319,3535
5326,0.7487,5692,6434,6001,5482,5317,4900,5048,5897,5211,3474
5153,0.759,5561,6256,5846,5351,5191,4798,4946,5762,5106,3397
4956,0.8547,5381,6079,5680,5164,5080,4643,4766,5652,4991,3399
