intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8
62114,0.2654,62557,64883,63227,62486,64471,64520,64678,64405
59827,0.2654,60310,63805,60576,60382,63184,63545,64834,62978
57844,0.2654,58447,59903,58576,58822,59544,59376,62419,59118
55736,0.2654,56656,58224,56705,57031,58006,57687,58844,57506
53660,0.2654,54750,56670,54896,55205,56359,55764,57079,55624
51755,0.2654,52826,54987,53082,53559,54642,54065,55193,53739
49887,0.2654,50943,53372,51359,52102,52962,52538,53519,52238
48131,0.2654,49292,51993,49755,50592,51509,50834,51987,50560
46295,0.2654,47417,50368,48074,49031,49892,49242,50563,48843
44680,0.2654,45790,48884,46356,47543,48373,47688,48961,47311
43007,0.2654,44266,47435,44946,46094,47008,46206,47528,45840
41319,0.2654,42760,46025,43190,44537,45371,44932,46096,44481
39715,0.2654,41169,44550,41715,43136,44106,43428,44627,43053
38314,0.2654,39740,43300,40495,41681,42683,42233,43346,41768
36967,0.2654,38520,42094,39024,40426,41507,40881,42182,40503
35450,0.2654,37199,40849,37736,38968,40136,39735,40808,39284
34143,0.2654,36047,39535,36533,37644,38832,38375,39636,38042
32981,0.2654,34903,38412,35392,36524,37586,37186,38544,37044
31735,0.2654,33895,37307,34159,35276,36564,36140,37560,35930
30638,0.2654,32756,36147,33057,34182,35306,35062,36413,34901
29632,0.2654,31819,35133,31941,33038,34240,34019,35335,33997
28487,0.2654,30735,34023,30919,31843,33116,32875,34338,32890
27379,0.2654,29911,32799,29911,30831,32231,31902,33249,31941
26454,0.2654,28942,31880,29037,29816,31121,30942,32291,31060
25477,0.2654,28077,30860,27903,28801,30068,29986,31407,30139
24609,0.2654,27314,29833,27115,27896,29146,29070,30441,29292
23740,0.2654,26465,29024,26199,26858,28118,28172,29553,28458
22822,0.2654,25732,28030,25363,26110,27297,27265,28694,27641
22083,0.4807,25133,27238,24570,25375,26513,26555,27830,26919
21247,0.4905,24474,26386,23920,24623,25743,25782,27102,26111
20479,0.5008,23746,25505,23118,23702,24808,24905,26208,25245
19755,0.4572,23011,24759,22379,22962,24116,24155,25475,24760
19075,0.4351,22484,23943,21665,22290,23364,23366,24542,23931
18361,0.4492,21919,23247,21060,21595,22615,22551,23891,23240
17791,0.3957,21350,22772,20590,21051,22016,22007,23223,22630
17076,0.4381,20665,21905,19774,20295,21213,21258,22485,21977
16594,0.3612,20142,21413,19240,19756,20707,20766,21877,21455
15949,0.3969,19625,20730,18749,19238,20115,20057,21162,20845
15730,0.2221,19536,20606,18555,19112,19901,19798,21016,20781
14815,0.4207,18490,19471,17457,18082,18853,18817,19849,19682
14316,0.4025,18002,19014,16968,17592,18369,18136,19186,19184
13756,0.4416,17475,18392,16439,17018,17912,17655,18690,18615
13234,0.472,17017,17928,15956,16472,17298,17131,18025,18168
12847,0.4428,16649,17479,15440,15945,16760,16609,17502,17667
12400,0.4556,16176,16999,15016,15542,16307,16150,16993,17225
11982,0.4268,15655,16576,14615,15139,15957,15663,16535,16881
11561,0.444,15280,16187,14244,14758,15542,15226,16036,16425
11115,0.5083,14883,15642,13796,14302,15146,14784,15500,15923
10825,0.4665,14568,15333,13426,13908,14733,14467,15053,15597
10443,0.4611,14101,14860,13095,13542,14420,14108,14604,15196
10178,0.4066,13759,14523,12690,13225,13942,13635,14147,14885
9780,0.4817,13457,14142,12358,12827,13582,13320,13752,14451
9448,0.501,13042,13760,12102,12482,13238,12955,13431,14162
9153,0.5124,12699,13426,11677,12182,12944,12762,13007,13767
8891,0.4762,12448,13101,11413,11832,12570,12268,12712,13461
8503,0.5691,12083,12731,11068,11499,12345,12048,12336,13093
8299,0.4988,11927,12462,10856,11196,11977,11765,11934,12752
8025,0.5476,11554,12126,10603,10902,11682,11554,11659,12493
