intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8,s9
62114,0.2654,59674,63332,61761,59266,62185,57286,61685,56450,47081
59827,0.2654,57598,60322,59523,56957,59723,55309,59111,54244,44998
57844,0.2654,55489,58130,57498,55132,57735,53312,56801,51927,42899
55736,0.2654,53550,55990,55677,53165,55860,51405,54677,50005,41076
53660,0.2654,51400,53866,53438,50984,53896,49478,52390,47597,39135
51755,0.2654,49464,51743,51539,49012,52008,47615,50322,45652,37218
49887,0.2654,47771,49748,49558,47428,50172,45909,48400,43732,35582
48131,0.2654,45860,47798,47975,45491,48323,44267,46405,41709,33795
46295,0.2654,44008,45741,46171,43702,46629,42594,44513,39742,32286
44680,0.2654,42337,44086,44433,42033,44809,40897,42849,38015,30766
43007,0.2654,40768,42272,42733,40500,43320,39517,41178,36258,29195
41319,0.2654,39170,40638,41265,38822,41625,38006,39539,34616,27879
39715,0.2654,37661,39034,39555,37329,40107,36570,38049,32972,26576
38314,0.2654,36209,37402,38269,35860,38801,35171,36547,31608,25327
36967,0.2654,34931,36071,36863,34611,37437,34037,35211,30127,24135
35450,0.2654,33606,34483,35404,33384,35896,32676,33838,28802,23058
34143,0.2654,32254,33210,34105,31936,34679,31517,32455,27569,22064
32981,0.2654,31148,31988,32846,30872,33420,30377,31333,26426,21090
31735,0.2654,29963,30734,31514,29756,32099,29370,30153,25246,20190
30638,0.2654,28887,29529,30432,28731,31109,28325,29013,24229,19273
29632,0.2654,27972,28484,29364,27665,29914,27309,28057,23277,18569
28487,0.2654,26852,27349,28086,26627,28930,26276,27035,22215,17691
27379,0.2654,25861,26309,27156,25532,27919,25479,25977,21384,17031
26454,0.2654,25043,25360,26053,24723,26822,24460,25103,20588,16286
25477,0.2654,24125,24344,25105,23716,25903,23476,24190,19708,15637
24609,0.2654,23287,23505,24265,22968,25018,22755,23357,18982,14981
23740,0.2654,22397,22583,23262,22048,24041,21946,22531,18219,14402
22822,0.2654,21637,21747,22372,21333,23178,21163,21697,17561,13835
22083,0.4807,20921,21074,21664,20624,22411,20469,21021,16905,13387
21247,0.4905,20251,20418,20985,19888,21635,19788,20308,16331,12843
20479,0.5008,19474,19524,20124,19144,20864,18972,19633,15660,12400
19755,0.4572,18859,18881,19388,18563,20135,18433,19037,15091,11957
19075,0.4351,18287,18298,18702,17800,19369,17666,18332,14567,11536
18361,0.4492,17647,17557,17989,17182,18733,17104,17730,14081,11169
17791,0.3957,17196,17071,17597,16776,18177,16624,17193,13645,10835
17076,0.4381,16406,16400,16863,16080,17372,15979,16595,13052,10390
16594,0.3612,16043,15898,16330,15644,16924,15588,16105,12673,10126
15949,0.3969,15552,15307,15738,15010,16320,15076,15576,12329,9707
15730,0.2221,15287,15159,15622,14890,16162,14839,15394,12164,9647
14815,0.4207,14501,14293,14673,14056,15238,13998,14588,11459,9126
14316,0.4025,13956,13774,14229,13541,14718,13514,14147,11126,8828
13756,0.4416,13580,13353,13735,13158,14218,13135,13707,10743,8554
13234,0.472,13118,12866,13240,12732,13733,12679,13257,10384,8229
12847,0.4428,12767,12385,12862,12332,13263,12252,12880,10026,7943
12400,0.4556,12413,12100,12373,11838,12886,11872,12440,9835,7808
11982,0.4268,11948,11759,12048,11523,12454,11559,12200,9385,7501
11561,0.444,11558,11276,11638,11177,12025,11210,11772,9212,7313
11115,0.5083,11242,10882,11270,10743,11580,10814,11337,8941,7107
10825,0.4665,10921,10583,10937,10457,11227,10517,11124,8650,6896
10443,0.4611,10462,10250,10527,10112,10930,10164,10806,8443,6674
10178,0.4066,10273,9900,10254,9825,10571,9849,10416,8212,6528
9780,0.4817,9901,9607,9912,9521,10276,9569,10141,7979,6293
9448,0.501,9653,9306,9667,9194,9979,9283,9875,7723,6167
9153,0.5124,9344,9040,9329,8888,9605,9040,9632,7567,5958
8891,0.4762,9044,8810,9046,8652,9300,8793,9338,7382,5806
8503,0.5691,8823,8490,8782,8347,9001,8499,9056,7143,5620
8299,0.4988,8511,8244,8524,8069,8699,8230,8775,6963,5453
8025,0.5476,8328,7910,8284,7880,8445,7975,8598,6841,5308
7765,0.5595,8041,7741,8044,7582,8153,7723,8353,6672,5125
7517,0.5498,7834,7503,7787,7374,7982,7508,8133,6534,5035
7276,0.5866,7577,7282,7594,7156,7628,7330,7834,6356,4901
7054,0.5755,7376,7026,7336,6908,7420,7069,7621,6221,4810
6876,0.5767,7198,6801,7150,6809,7197,6949,7457,6126,4713
6643,0.5667,7004,6662,6928,6582,7014,6717,7286,5993,4556
6415,0.64,6723,6430,6703,6376,6765,6434,7062,5820,4420
6218,0.6125,6645,6302,6508,6201,6575,6265,6915,5730,4319
5942,0.7416,6346,6132,6387,6042,6424,6062,6641,5616,4255
5837,0.673,6253,5884,6130,5820,6178,5914,6457,5486,4128
5589,0.7955,6099,5838,6068,5725,6072,5711,6259,5321,4034
5450,0.7686,5945,5623,5817,5573,5848,5592,6121,5198,3909
5326,0.7487,5780,5451,5671,5404,5690,5443,5958,5100,3820
5153,0.759,5585,5323,5485,5293,5455,5255,5811,4969,3786
4956,0.8547,5465,5148,5428,5115,5391,5118,5637,4787,3723
4828,0.8183,5342,5050,5258,5019,5247,4931,5459,4737,3608
4670,0.9132,5187,4894,5081,4888,5085,4810,5307,4609,3567
4578,0.8548,5037,4765,4947,4786,5037,4677,5185,4469,3444
4433,0.8623,4975,4662,4829,4628,4811,4552,5047,4330,3431
4308,0.9162,4841,4591,4752,4528,4691,4466,4910,4231,3306
4209,0.8745,4691,4364,4575,4405,4605,4327,4791,4115,3234
4072,0.9805,4610,4320,4483,4350,4483,4263,4622,4016,3231
4021,0.8305,4484,4246,4324,4218,4363,4081,4475,3880,3128
3873,1,4367,4148,4227,4159,4231,4020,4396,3798,3041
3768,0.9212,4290,4011,4164,4023,4146,3961,4291,3733,2984
3687,0.9307,4223,3935,4022,3976,4047,3806,4198,3608,2908
3623,0.8828,4173,3854,3935,3820,3958,3742,4113,3567,2851
3534,0.9255,4033,3754,3865,3766,3812,3665,3981,3404,2841
3460,0.9227,3955,3660,3784,3697,3808,3551,3863,3336,2730
3414,0.7851,3871,3610,3702,3545,3654,3468,3801,3263,2690
3288,0.9254,3764,3549,3576,3520,3594,3397,3748,3201,2685
3273,0.8114,3744,3487,3542,3483,3550,3355,3673,3079,2609
3167,0.8832,3644,3364,3384,3369,3417,3227,3591,3044,2582
3120,0.8411,3529,3273,3360,3293,3366,3193,3460,2939,2515
3069,0.7581,3482,3231,3277,3219,3318,3125,3455,2921,2455
2957,0.9017,3414,3144,3189,3146,3256,3016,3317,2829,2434
2940,0.8044,3341,3124,3091,3075,3172,2943,3236,2751,2417
2883,0.7865,3266,3051,3093,3044,3063,2855,3190,2754,2278
2805,0.7958,3207,2964,2997,2948,3067,2832,3152,2664,2290
2825,0.6717,3157,2953,2978,2917,3002,2791,3036,2620,2230
2738,0.728,3111,2851,2915,2814,2930,2724,3019,2589,2262
2696,0.7529,3035,2801,2813,2813,2830,2647,2970,2512,2168
2648,0.6415,2957,2763,2776,2722,2830,2584,2861,2428,2134
2614,0.6685,2914,2664,2735,2712,2747,2529,2812,2382,2122
2555,0.6626,2859,2631,2678,2638,2750,2495,2774,2383,2091
2533,0.6007,2831,2539,2618,2609,2701,2463,2731,2278,2081
2491,0.5804,2727,2589,2572,2534,2636,2350,2654,2252,2014
2474,0.5792,2708,2507,2537,2528,2584,2333,2574,2239,1982
2413,0.5169,2693,2475,2494,2448,2541,2339,2577,2185,1960
2411,0.3694,2613,2439,2438,2425,2517,2271,2459,2142,1914
2364,0.4867,2548,2394,2398,2387,2448,2211,2453,2121,1926
2301,0.5049,2488,2312,2339,2336,2440,2148,2395,2072,1897
2294,0.4926,2471,2307,2333,2312,2340,2166,2359,2089,1814
2308,0.28,2408,2269,2269,2282,2356,2107,2281,1992,1795
2215,0.388,2393,2231,2247,2240,2313,2077,2278,2011,1833
2208,0.441,2336,2203,2223,2224,2292,2027,2217,1955,1754
2175,0.3791,2326,2161,2112,2162,2230,2020,2172,1903,1745
2169,0.2113,2236,2123,2174,2163,2169,1965,2135,1917,1725
2135,0.3015,2232,2136,2081,2081,2152,1959,2105,1870,1683
2113,0.2331,2216,2053,2120,2065,2134,1977,2020,1822,1684
2083,0.2736,2138,2020,2062,2025,2106,1869,2025,1862,1653
2064,0.1927,2111,2008,2036,2017,2050,1893,1980,1846,1637
2046,0.1583,2115,1967,1974,1957,2045,1860,1914,1805,1617
2013,0.1066,2021,1974,1955,1975,2005,1821,1912,1765,1561
2006,0.0988,2002,1920,1938,1914,1985,1814,1903,1742,1585
