intensity,ua,s1,s2,s3,s4,s5,s6,s7,s8
62114,0.2654,60460,60780,62434,61617,60227,62662,60472,61064
59827,0.2654,58208,58341,59379,59225,58132,59810,58406,58842
57844,0.2654,56173,56442,57266,57129,56324,57783,56465,56845
55736,0.2654,54383,54450,55190,55331,54543,56087,54597,55001
53660,0.2654,52288,52456,52975,53450,52529,54134,52653,53106
51755,0.2654,50566,50456,51001,51412,50733,52364,50925,51105
49887,0.2654,48726,48728,49176,49697,49060,50550,49265,49431
48131,0.2654,46925,46929,47305,48003,47391,48949,47609,47543
46295,0.2654,45301,45105,45539,46280,45540,47241,45929,45803
44680,0.2654,43726,43402,43780,44548,44241,45696,44345,44190
43007,0.2654,42184,41734,42313,42997,42682,44083,42774,42822
41319,0.2654,40737,40181,40760,41617,41113,42662,41228,41085
39715,0.2654,39391,38596,39156,40042,39671,41183,39954,39812
38314,0.2654,38043,37237,37837,38658,38405,39843,38637,38406
36967,0.2654,36815,35767,36432,37350,37206,38576,37374,37053
35450,0.2654,35539,34548,35186,36176,35791,37216,35979,35728
34143,0.2654,34502,33164,33974,34821,34631,36106,34839,34436
32981,0.2654,33315,32087,32826,33716,33459,34944,33720,33434
31735,0.2654,32264,30879,31771,32708,32364,33892,32721,32216
30638,0.2654,31278,29780,30580,31572,31389,32678,31755,31127
29632,0.2654,30452,28819,29568,30613,30317,31629,30689,30223
28487,0.2654,29374,27729,28634,29540,29331,30658,29706,29226
27379,0.2654,28491,26831,27658,28559,28437,29609,28679,28187
26454,0.2654,27698,25853,26784,27730,27510,28753,27833,27217
25477,0.2654,26800,25022,25864,26820,26541,27977,26869,26342
24609,0.2654,26063,24115,25097,26033,25683,27042,26062,25388
23740,0.2654,25242,23350,24197,25050,24908,26094,25227,24665
22822,0.2654,24556,22559,23324,24299,24066,25325,24345,23787
22083,0.4807,23951,21920,22745,23602,23425,24586,23746,23043
21247,0.4905,23267,21221,22041,22878,22699,23855,23083,22373
20479,0.5008,22471,20567,21175,22095,21890,23024,22237,21625
19755,0.4572,21875,19948,20540,21363,21128,22302,21606,20895
19075,0.4351,21264,19227,19812,20750,20502,21696,20942,20218
18361,0.4492,20567,18632,19130,20050,19803,21068,20281,19635
17791,0.3957,20110,18227,18731,19434,19345,20467,19716,19070
17076,0.4381,19525,17648,18057,18904,18703,19836,19057,18439
16594,0.3612,18943,17108,17507,18427,18162,19339,18475,17834
15949,0.3969,18454,16600,16960,17750,17551,18792,17977,17354
15730,0.2221,18363,16512,16804,17677,17473,18536,17882,17143
14815,0.4207,17390,15531,15917,16701,16456,17586,16857,16191
14316,0.4025,16937,15119,15396,16214,16061,17087,16351,15767
13756,0.4416,16399,14669,14959,15692,15578,16526,15909,15276
13234,0.472,15905,14218,14528,15219,15138,16067,15398,14813
12847,0.4428,15522,13791,14064,14719,14711,15639,14883,14389
12400,0.4556,15106,13434,13634,14336,14270,15124,14590,14039
11982,0.4268,14774,13082,13231,13965,13873,14688,14140,13586
11561,0.444,14322,12634,12857,13566,13488,14305,13783,13249
11115,0.5083,13932,12315,12434,13243,13124,13944,13376,12810
10825,0.4665,13510,12003,12113,12812,12814,13616,12985,12513
10443,0.4611,13211,11629,11745,12474,12445,13177,12614,12133
10178,0.4066,12843,11258,11376,12157,12092,12800,12323,11755
9780,0.4817,12515,10980,11081,11846,11760,12505,12007,11481
9448,0.501,12258,10745,10749,11529,11461,12247,11646,11221
9153,0.5124,11930,10362,10444,11194,11185,11871,11316,10914
8891,0.4762,11591,10079,10158,10921,10892,11529,11005,10578
8503,0.5691,11279,9797,9865,10591,10523,11269,10739,10302
8299,0.4988,11055,9535,9665,10344,10307,10956,10441,10034
8025,0.5476,10795,9294,9267,10115,10057,10587,10178,9791
7765,0.5595,10475,8986,9066,9862,9788,10416,9935,9469
7517,0.5498,10236,8803,8894,9574,9490,10123,9638,9228
7276,0.5866,10038,8573,8588,9314,9268,9821,9394,9032
7054,0.5755,9753,8263,8408,9102,9042,9558,9174,8839
6876,0.5767,9566,8176,8160,8904,8831,9369,8954,8614
6643,0.5667,9314,7840,7986,8754,8616,9132,8720,8371
6415,0.64,9003,7652,7705,8474,8386,8819,8512,8092
6218,0.6125,8815,7478,7460,8214,8200,8609,8286,7921
5942,0.7416,8578,7121,7300,8007,7955,8426,8112,7714
5837,0.673,8359,6982,7124,7824,7783,8164,7828,7550
5589,0.7955,8154,6743,6870,7669,7576,7954,7693,7344
5450,0.7686,7953,6573,6740,7430,7391,7759,7492,7136
5326,0.7487,7771,6404,6563,7278,7212,7573,7309,6981
5153,0.759,7573,6165,6436,7118,7024,7383,7101,6806
4956,0.8547,7341,6023,6241,6938,6834,7132,6940,6615
4828,0.8183,7176,5886,6033,6764,6680,7013,6710,6517
4670,0.9132,7050,5662,5830,6600,6558,6774,6597,6313
4578,0.8548,6852,5506,5737,6415,6353,6583,6437,6209
4433,0.8623,6670,5395,5545,6268,6197,6435,6294,6005
4308,0.9162,6464,5257,5404,6092,6011,6277,6113,5905
4209,0.8745,6366,5117,5280,6015,5864,6097,5987,5770
4072,0.9805,6241,4944,5110,5862,5751,5972,5845,5590
4021,0.8305,6070,4864,4976,5697,5611,5822,5674,5452
3873,1,5896,4742,4902,5586,5497,5671,5554,5330
