intensity,uaa,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
1539,0.1264,2783,3138,3183,2991,3071,2899,2816,2987,2495,2534
1539,0,2831,3171,3240,2987,3058,2881,2821,3009,2516,2488
1533,0.3734,2838,3185,3235,3016,3093,2926,2836,3003,2476,2527
1573,0.0488,2863,3182,3260,2997,3148,2924,2836,3046,2547,2533
1577,0.397,2869,3221,3286,3015,3109,2934,2856,3066,2544,2513
1593,0.1378,2910,3248,3354,3051,3118,2978,2892,3103,2549,2558
1603,0.4256,2949,3285,3354,3050,3171,3009,2923,3138,2525,2597
1623,0.2846,2900,3282,3431,3087,3189,3066,2922,3126,2537,2535
1592,0.6316,2917,3296,3405,3053,3216,3003,2927,3132,2549,2535
1641,0.3291,2983,3325,3433,3107,3252,3049,2970,3168,2528,2559
1655,0.3644,2989,3413,3483,3130,3241,3076,2981,3168,2562,2579
1686,0.2124,3038,3402,3501,3161,3261,3080,2993,3194,2551,2563
1645,0.7958,3054,3441,3514,3139,3265,3078,3036,3240,2549,2571
1704,0.5862,3102,3447,3607,3159,3349,3091,3040,3272,2574,2590
1728,0.3352,3122,3455,3630,3213,3316,3141,3062,3281,2579,2647
1763,0.4835,3138,3492,3684,3234,3346,3139,3091,3326,2591,2618
1743,0.6532,3160,3535,3691,3248,3354,3151,3093,3316,2621,2593
1762,0.6613,3193,3589,3707,3296,3368,3178,3087,3368,2641,2606
1789,0.624,3246,3634,3760,3310,3383,3205,3140,3425,2591,2648
1814,0.6512,3263,3647,3775,3371,3422,3251,3181,3400,2635,2647
1821,0.6871,3300,3673,3837,3388,3479,3253,3188,3455,2637,2655
1879,0.5378,3346,3724,3903,3405,3473,3254,3227,3473,2649,2679
1863,0.7579,3351,3733,3881,3427,3506,3301,3230,3509,2639,2679
1882,0.8238,3475,3807,3968,3461,3570,3345,3252,3544,2697,2711
1953,0.6599,3440,3852,3995,3508,3553,3387,3285,3585,2695,2686
1947,0.7902,3526,3879,4036,3488,3615,3361,3362,3628,2688,2722
1985,0.8078,3531,3914,4102,3580,3620,3376,3336,3643,2732,2725
2015,0.7781,3581,3942,4157,3605,3671,3434,3367,3646,2734,2723
2053,0.6617,3610,4022,4174,3609,3683,3453,3412,3695,2755,2719
2087,0.7728,3646,4012,4239,3708,3744,3507,3471,3791,2766,2800
2126,1,3667,4150,4309,3702,3740,3533,3477,3754,2761,2790
2142,0.8128,3737,4132,4376,3760,3829,3525,3528,3837,2790,2768
2177,0.8266,3832,4222,4364,3759,3888,3619,3553,3859,2785,2802
2208,0.9281,3797,4275,4456,3797,3870,3603,3605,3900,2812,2837
2258,0.8162,3876,4319,4530,3832,3922,3653,3619,3973,2835,2839
2303,0.8643,3934,4385,4548,3946,3950,3723,3614,4024,2859,2846
2318,0.8621,3989,4437,4650,3947,3987,3719,3718,4088,2864,2858
2402,0.7727,4041,4483,4640,4031,4127,3820,3740,4118,2943,2914
2449,0.7549,4179,4568,4818,4067,4169,3825,3826,4239,2876,2925
2483,0.86,4153,4612,4806,4065,4176,3817,3805,4233,2897,2915
2490,0.9438,4256,4670,4868,4141,4202,3928,3879,4296,2949,2973
2588,0.7927,4277,4727,4911,4167,4246,3925,3885,4308,2992,3051
2615,0.8846,4345,4802,4961,4248,4316,3954,3987,4405,3012,3035
2723,0.7552,4418,4905,5070,4286,4382,4004,4025,4450,3032,3024
2753,0.8614,4508,4907,5153,4399,4448,4079,4129,4530,3053,3035
2849,0.5966,4560,5031,5195,4374,4476,4083,4169,4575,3078,3084
2838,0.8254,4692,5078,5247,4418,4548,4163,4177,4688,3059,3113
2956,0.7628,4724,5147,5331,4485,4632,4135,4278,4699,3118,3120
